,FRC
2020-03-17,17035199999
2020-03-18,15533699999
2020-03-19,16390920000
2020-03-20,14481739999
2020-03-23,13759199999
2020-03-24,15067780000
2020-03-25,15369900000
2020-03-26,14812980000
2020-03-27,14985880000
2020-03-30,15724800000
2020-03-31,14974960000
2020-04-01,14862120000
2020-04-02,15280719999
2020-04-03,14883960000
2020-04-06,16119739999
2020-04-07,16414580000
2020-04-08,16998800000
2020-04-09,18109000000
2020-04-13,17000620000
2020-04-14,18125380000
2020-04-15,17204460000
2020-04-16,17324580000
2020-04-17,18203640000
2020-04-20,18276440000
2020-04-21,17786860000
2020-04-22,17857840000
2020-04-23,18032560000
2020-04-24,18209100000
2020-04-27,19057220000
2020-04-28,19157320000
2020-04-29,19443060000
2020-04-30,18980780000
2020-05-01,18307380000
2020-05-04,18018000000
2020-05-05,18156320000
2020-05-06,18119920000
2020-05-07,18542160000
2020-05-08,18911620000
2020-05-11,18687760000
2020-05-12,18008900000
2020-05-13,17419220000
2020-05-14,17504760000
2020-05-15,17455620000
2020-05-18,18396560000
2020-05-19,17765020000
2020-05-20,17977960000
2020-05-21,17936100000
2020-05-22,17708600000
2020-05-26,19029920000
2020-05-27,20342140000
2020-05-28,19816160000
2020-05-29,19686940000
2020-06-01,19801600000
2020-06-02,19899880000
2020-06-03,20800780000
2020-06-04,21466900000
2020-06-05,21860020000
2020-06-08,21536060000
2020-06-09,21046480000
2020-06-10,20414940000
2020-06-11,19135480000
2020-06-12,19419400000
2020-06-15,19554080000
2020-06-16,20216560000
2020-06-17,20080060000
2020-06-18,20161960000
2020-06-19,20176520000
2020-06-22,20141940000
2020-06-23,19737900000
2020-06-24,19213740000
2020-06-25,19688760000
2020-06-26,18895240000
2020-06-29,19148220000
2020-06-30,19290180000
2020-07-01,19115460000
2020-07-02,19040840000
2020-07-06,19253780000
2020-07-07,18855200000
2020-07-08,18891600000
2020-07-09,18620420000
2020-07-10,19197360000
2020-07-13,19430320000
2020-07-14,19787040000
2020-07-15,20216560000
2020-07-16,20464080000
2020-07-17,20402200000
2020-07-20,20305740000
2020-07-21,20726160000
2020-07-22,20602400000
2020-07-23,20951840000
2020-07-24,20897240000
2020-07-27,20729800000
2020-07-28,20422220000
2020-07-29,20697040000
2020-07-30,20464080000
2020-07-31,20471360000
2020-08-03,20555080000
2020-08-04,20602400000
2020-08-05,20848100000
2020-08-06,20738900000
2020-08-07,21133840000
2020-08-10,21137480000
2020-08-11,21659820000
2020-08-12,21723520000
2020-08-13,21401380000
2020-08-14,21355880000
2020-08-17,21024640000
2020-08-18,20797140000
2020-08-19,20862660000
2020-08-20,20531420000
2020-08-21,20560540000
2020-08-24,20946380000
2020-08-25,21051940000
2020-08-26,20644260000
2020-08-27,20900880000
2020-08-28,20882680000
2020-08-31,20549620000
2020-09-01,20633340000
2020-09-02,20818980000
2020-09-03,20564180000
2020-09-04,20844460000
2020-09-08,20040020000
2020-09-09,19927180000
2020-09-10,19565000000
2020-09-11,19470360000
2020-09-14,19637800000
2020-09-15,19668740000
2020-09-16,19725160000
2020-09-17,19634160000
2020-09-18,19734260000
2020-09-21,19266520000
2020-09-22,18782400000
2020-09-23,18371080000
2020-09-24,18744180000
2020-09-25,19093620000
2020-09-28,19686940000
2020-09-29,19595940000
2020-09-30,19848920000
2020-10-01,20087340000
2020-10-02,20555080000
2020-10-05,21361340000
2020-10-06,21619780000
2020-10-07,22336860000
2020-10-08,22524320000
2020-10-09,22517040000
2020-10-12,22861020000
2020-10-13,22522500000
2020-10-14,22047480000
2020-10-15,22862840000
2020-10-16,23073960000
2020-10-19,22917440000
2020-10-20,23234120000
2020-10-21,23303280000
2020-10-22,23772840000
2020-10-23,23838360000
2020-10-26,23417939999
2020-10-27,22886500000
2020-10-28,22531600000
2020-10-29,22782760000
2020-10-30,22957480000
2020-11-02,23154040000
2020-11-03,23496200000
2020-11-04,22435140000
2020-11-05,23245040000
2020-11-06,23618140000
2020-11-09,24977680000
2020-11-10,24540880000
2020-11-11,24551800000
2020-11-12,23896600000
2020-11-13,24382540000
2020-11-16,24620960000
2020-11-17,24473540000
2020-11-18,24226020000
2020-11-19,24067680000
2020-11-20,23641800000
2020-11-23,23792860000
2020-11-24,24500840000
2020-11-25,24198720000
2020-11-27,23721880000
2020-11-30,23579920000
2020-12-01,23916620000
2020-12-02,23965760000
2020-12-03,23625420000
2020-12-04,23567180000
2020-12-07,23683660000
2020-12-08,23683660000
2020-12-09,23618140000
2020-12-10,23718240000
2020-12-11,23592660000
2020-12-14,23525320000
2020-12-15,24417120000
2020-12-16,24620960000
2020-12-17,25134200000
2020-12-18,24711960000
2020-12-21,24706500000
2020-12-22,24870300000
2020-12-23,25563720000
2020-12-24,25576460000
2020-12-28,25965939999
2020-12-29,25916800000
2020-12-30,26355420000
2020-12-31,26741260000
2021-01-04,26794040000
2021-01-05,27057939999
2021-01-06,28419300000
2021-01-07,29141840000
2021-01-08,29463979999
2021-01-11,29780660000
2021-01-12,29720600000
2021-01-13,29347500000
2021-01-14,28763280000
2021-01-15,27975220000
2021-01-19,28210000000
2021-01-20,28317380000
2021-01-21,28038920000
2021-01-22,28488460000
2021-01-25,28472080000
2021-01-26,27796860000
2021-01-27,26763100000
2021-01-28,26870479999
2021-01-29,26388180000
2021-02-01,26621140000
2021-02-02,27689479999
2021-02-03,27800500000
2021-02-04,28430220000
2021-02-05,28353780000
2021-02-08,28453880000
2021-02-09,28264600000
2021-02-10,28351960000
2021-02-11,28210000000
2021-02-12,28280979999
2021-02-16,29684200000
2021-02-17,29693300000
2021-02-18,29433040000
2021-02-19,30383080000
2021-02-22,30903600000
2021-02-23,31433220000
2021-02-24,32437860000
2021-02-25,31467800000
2021-02-26,29984500000
2021-03-01,31398640000
2021-03-02,30121000000
2021-03-03,30035460000
2021-03-04,30279340000
2021-03-05,30412200000
2021-03-08,31436860000
2021-03-09,30898140000
2021-03-10,31067399999
2021-03-11,31122000000
2021-03-12,31697120000
2021-03-15,31045560000
2021-03-16,31005520000
2021-03-17,30947280000
2021-03-18,31076500000
2021-03-19,30745260000
2021-03-22,30386720000
2021-03-23,30002700000
2021-03-24,30115540000
2021-03-25,30616040000
2021-03-26,30956380000
2021-03-29,30193800000
2021-03-30,30588740000
2021-03-31,30348500000
2021-04-01,30565080000
2021-04-05,30479540000
2021-04-06,30765280000
2021-04-07,30759820000
2021-04-08,30980040000
2021-04-09,31267600000
2021-04-12,31507840000
2021-04-13,30927260000
2021-04-14,31506020000
2021-04-15,32183060000
2021-04-16,32690840000
2021-04-19,31966479999
2021-04-20,31416840000
2021-04-21,31806320000
2021-04-22,31424120000
2021-04-23,32599840000
2021-04-26,32965660000
2021-04-27,33118540000
2021-04-28,33298720000
2021-04-29,33881120000
2021-04-30,33349680000
2021-05-03,32989320000
2021-05-04,33511660000
2021-05-05,33941180000
2021-05-06,34017620000
2021-05-07,34192340000
2021-05-10,34332479999
2021-05-11,33910240000
2021-05-12,33311460000
2021-05-13,34135920000
2021-05-14,34356140000
2021-05-17,34592740000
2021-05-18,34044920000
2021-05-19,33808320000
2021-05-20,33970300000
2021-05-21,34519940000
2021-05-24,34663720000
2021-05-25,34265140000
2021-05-26,34312460000
2021-05-27,34882120000
2021-05-28,34842080000
2021-06-01,34867560000
2021-06-02,35105980000
2021-06-03,35329840000
2021-06-04,35493640000
2021-06-07,35395360000
2021-06-08,35495460000
2021-06-09,35426300000
2021-06-10,34931260000
2021-06-11,34720140000
2021-06-14,33884760000
2021-06-15,34092240000
2021-06-16,33963020000
2021-06-17,33012979999
2021-06-18,32459700000
2021-06-21,33415200000
2021-06-22,33477080000
2021-06-23,33579000000
2021-06-24,33704580000
2021-06-25,34334300000
2021-06-28,33973939999
2021-06-29,33844720000
2021-06-30,34064939999
2021-07-01,34536320000
2021-07-02,34680100000
2021-07-06,34447140000
2021-07-07,34503560000
2021-07-08,33933899999
2021-07-09,35397180000
2021-07-12,35852180000
2021-07-13,35843080000
2021-07-14,35877660000
2021-07-15,36367240000
2021-07-16,35586460000
2021-07-19,34308820000
2021-07-20,35211540000
2021-07-21,35688380000
2021-07-22,35411740000
2021-07-23,35841260000
2021-07-26,35659260000
2021-07-27,35488180000
2021-07-28,35966840000
2021-07-29,36128820000
2021-07-30,35493640000
2021-08-02,35322560000
2021-08-03,35728420000
2021-08-04,35621040000
2021-08-05,36247120000
2021-08-06,37082500000
2021-08-09,36902320000
2021-08-10,35899500000
2021-08-11,36967840000
2021-08-12,36429120000
2021-08-13,36190700000
2021-08-16,36598380000
2021-08-17,35924980000
2021-08-18,35477260000
2021-08-19,35391720000
2021-08-20,35417200000
2021-08-23,35537320000
2021-08-24,35932260000
2021-08-25,36465520000
2021-08-26,36105160000
2021-08-27,36931440000
2021-08-30,36070580000
2021-08-31,36207080000
2021-09-01,36167040000
2021-09-02,36718500000
2021-09-03,36787660000
2021-09-07,36174320000
2021-09-08,35974120000
2021-09-09,35939540000
2021-09-10,35954100000
2021-09-13,36678460000
2021-09-14,36332660000
2021-09-15,36503740000
2021-09-16,36567440000
2021-09-17,36407280000
2021-09-20,35095060000
2021-09-21,34989500000
2021-09-22,35060480000
2021-09-23,35642880000
2021-09-24,35965020000
2021-09-27,36365420000
2021-09-28,34996780000
2021-09-29,35459060000
2021-09-30,35104160000
2021-10-01,35999600000
2021-10-04,35943180000
2021-10-05,36725780000
2021-10-06,36622040000
2021-10-07,36933260000
2021-10-08,37133460000
2021-10-11,36751260000
2021-10-12,36532860000
2021-10-13,37282700000
2021-10-14,38281880000
2021-10-15,38292800000
2021-10-18,37987040000
2021-10-19,38423840000
2021-10-20,38678640000
2021-10-21,39102700000
2021-10-22,39701480000
2021-10-25,39235560000
2021-10-26,39257400000
2021-10-27,38567620000
2021-10-28,39362960000
2021-10-29,39372060000
2021-11-01,39453960000
2021-11-02,39615940000
2021-11-03,39985400000
2021-11-04,39858000000
2021-11-05,39867100000
2021-11-08,39772460000
2021-11-09,39916240000
2021-11-10,39972660000
2021-11-11,40012700000
2021-11-12,39887120000
2021-11-15,39996320000
2021-11-16,40387620000
2021-11-17,39976300000
2021-11-18,39865280000
2021-11-19,39812500000
2021-11-22,39601380000
2021-11-23,39843440000
2021-11-24,39668720000
2021-11-26,38443860000
2021-11-29,39029900000
2021-11-30,38158120000
2021-12-01,38201800000
2021-12-02,39237380000
2021-12-03,37559340000
2021-12-06,38949820000
2021-12-07,38866100000
2021-12-08,38787840000
2021-12-09,38178140000
2021-12-10,37976120000
2021-12-13,37366420000
2021-12-14,37057020000
2021-12-15,37451960000
2021-12-16,37231740000
2021-12-17,36279880000
2021-12-20,35706580000
2021-12-21,36529220000
2021-12-22,36749440000
2021-12-23,37111620000
2021-12-27,37726780000
2021-12-28,37741340000
2021-12-29,37661260000
2021-12-30,37641240000
2021-12-31,37584820000
2022-01-03,35919520000
2022-01-04,36876840000
2022-01-05,36030540000
2022-01-06,36878660000
2022-01-07,37138920000
2022-01-10,36849540000
2022-01-11,37357320000
2022-01-12,37872380000
2022-01-13,36494640000
2022-01-14,34954920000
2022-01-18,32749080000
2022-01-19,31673460000
2022-01-20,31300360000
2022-01-21,30515939999
2022-01-24,31824520000
2022-01-25,30885399999
2022-01-26,30450420000
2022-01-27,29851640000
2022-01-28,30759820000
2022-01-31,31593380000
2022-02-01,32172140000
2022-02-02,32414200000
2022-02-03,31835439999
2022-02-04,32015620000
2022-02-07,31862740000
2022-02-08,32232200000
2022-02-09,32719960000
2022-02-10,32141200000
2022-02-11,31378620000
2022-02-14,31262140000
2022-02-15,31562439999
2022-02-16,31873660000
2022-02-17,31416840000
2022-02-18,30683380000
2022-02-22,31227560000
2022-02-23,29460340000
2022-02-24,30228380000
2022-02-25,31187520000
2022-02-28,31533320000
2022-03-01,29898960000
2022-03-02,30905420000
2022-03-03,30914520000
2022-03-04,30009979999
2022-03-07,28841540000
2022-03-08,28479360000
2022-03-09,29993600000
2022-03-10,29809780000
2022-03-11,29190979999
2022-03-14,28685020000
2022-03-15,29300180000
2022-03-16,30827160000
2022-03-17,30745260000
2022-03-18,31032820000
2022-03-21,30545060000
2022-03-22,31036460000
2022-03-23,29962660000
2022-03-24,30250220000
2022-03-25,30346680000
2022-03-28,30361240000
2022-03-29,30819880000
2022-03-30,30215640000
2022-03-31,29502200000
2022-04-01,29471260000
2022-04-04,29360240000
2022-04-05,29087240000
2022-04-06,28483000000
2022-04-07,28557620000
2022-04-08,28779660000
2022-04-11,28666820000
2022-04-12,28219100000
2022-04-13,30175600000
2022-04-14,29256500000
2022-04-18,29018080000
2022-04-19,29704220000
2022-04-20,29886220000
2022-04-21,29008979999
2022-04-22,28584920000
2022-04-25,28472080000
2022-04-26,27671280000
2022-04-27,27554800000
2022-04-28,27967939999
2022-04-29,27158040000
2022-05-02,27725880000
2022-05-03,27946100000
2022-05-04,28483000000
2022-05-05,27165320000
2022-05-06,26373620000
2022-05-09,26249860000
2022-05-10,25965939999
2022-05-11,25394460000
2022-05-12,25481820000
2022-05-13,25738439999
2022-05-16,25277979999
2022-05-17,26153399999
2022-05-18,25756640000
2022-05-19,26228020000
2022-05-20,26371800000
2022-05-23,27107080000
2022-05-24,26639340000
2022-05-25,27119820000
2022-05-26,27871479999
2022-05-27,28648620000
2022-05-31,28215460000
2022-06-01,27960660000
2022-06-02,28301000000
2022-06-03,27980680000
2022-06-06,28089880000
2022-06-07,27973399999
2022-06-08,27500200000
2022-06-09,26872300000
2022-06-10,25747540000
2022-06-13,24442600000
2022-06-14,24926720000
2022-06-15,25530960000
2022-06-16,24500840000
2022-06-17,24806600000
2022-06-21,25299820000
2022-06-22,25621960000
2022-06-23,25662000000
2022-06-24,26737620000
2022-06-27,26803140000
2022-06-28,26794040000
2022-06-29,26546520000
2022-06-30,26244399999
2022-07-01,26823160000
2022-07-05,26961479999
2022-07-06,27039740000
2022-07-07,27514760000
2022-07-08,27471080000
2022-07-11,27356420000
2022-07-12,27223560000
2022-07-13,26999700000
2022-07-14,27478360000
2022-07-15,28355600000
2022-07-18,27867840000
2022-07-19,28674100000
2022-07-20,29311100000
2022-07-21,29602300000
2022-07-22,28876120000
2022-07-25,28832439999
2022-07-26,28226380000
2022-07-27,28723240000
2022-07-28,29078140000
2022-07-29,29613220000
2022-08-01,29553160000
2022-08-02,28952560000
2022-08-03,29655080000
2022-08-04,29564080000
2022-08-05,29840720000
2022-08-08,29493100000
2022-08-09,29372979999
2022-08-10,29635060000
2022-08-11,30208360000
2022-08-12,30739800000
2022-08-15,30743439999
2022-08-16,30961840000
2022-08-17,30379439999
2022-08-18,30215640000
2022-08-19,29764280000
2022-08-22,29176420000
2022-08-23,28976220000
2022-08-24,29069040000
2022-08-25,29536780000
2022-08-26,28326479999
2022-08-29,27944280000
2022-08-30,27864200000
2022-08-31,27633060000
2022-09-01,27542060000
2022-09-02,27161680000
2022-09-06,26965120000
2022-09-07,27598479999
2022-09-08,27998880000
2022-09-09,28377439999
2022-09-12,28797860000
2022-09-13,27527500000
2022-09-14,26843180000
2022-09-15,26683020000
2022-09-16,25796680000
2022-09-19,26246220000
2022-09-20,25829439999
2022-09-21,25447240000
2022-09-22,24535420000
2022-09-23,24604580000
2022-09-26,24646439999
2022-09-27,24227840000
2022-09-28,24726520000
2022-09-29,24147760000
2022-09-30,23760100000
2022-10-03,24504479999
2022-10-04,25907700000
2022-10-05,25591020000
2022-10-06,25321660000
2022-10-07,24939460000
2022-10-10,24426220000
2022-10-11,23749180000
2022-10-12,23576280000
2022-10-13,24520860000
2022-10-14,20491380000
2022-10-17,21714420000
2022-10-18,21332220000
2022-10-19,20345780000
2022-10-20,20287540000
2022-10-21,20447700000
2022-10-24,20724340000
2022-10-25,21366800000
2022-10-26,21233940000
2022-10-27,21204820000
2022-10-28,21892780000
2022-10-31,21858200000
2022-11-01,21903700000
2022-11-02,21066500000
2022-11-03,20580560000
2022-11-04,20857200000
2022-11-07,20371260000
2022-11-08,20720700000
2022-11-09,20422220000
2022-11-10,23021180000
2022-11-11,23498020000
2022-11-14,22533420000
2022-11-15,23761920000
2022-11-16,22871940000
2022-11-17,22262240000
2022-11-18,22194900000
2022-11-21,22220380000
2022-11-22,22118460000
2022-11-23,22589840000
2022-11-25,22606220000
2022-11-28,21941920000
2022-11-29,22125740000
2022-11-30,23225020000
2022-12-01,23179520000
2022-12-02,22962940000
2022-12-05,21834540000
2022-12-06,21605220000
2022-12-07,21303100000
2022-12-08,21263060000
2022-12-09,21290360000
2022-12-12,21812700000
2022-12-13,22558900000
2022-12-14,22382360000
2022-12-15,21869120000
2022-12-16,22031100000
2022-12-19,21745360000
2022-12-20,21605220000
2022-12-21,22100260000
2022-12-22,21690760000
2022-12-23,21730800000
2022-12-27,21781760000
2022-12-28,21616140000
2022-12-29,22384180000
2022-12-30,22183980000
2023-01-03,22120280000
2023-01-04,22529780000
2023-01-05,21923720000
2023-01-06,23028460000
2023-01-09,22649900000
2023-01-10,23064860000
2023-01-11,23294180000
2023-01-12,23206820000
2023-01-13,23437960000
2023-01-17,23914800000
2023-01-18,23967580000
2023-01-19,23840180000
2023-01-20,24784760000
2023-01-23,25079600000
2023-01-24,24790220000
2023-01-25,25065040000
2023-01-26,25256140000
2023-01-27,25663820000
2023-01-30,25509120000
2023-01-31,25640160000
2023-02-01,26058760000
2023-02-02,26754000000
2023-02-03,26299000000
2023-02-06,25893140000
2023-02-07,26151580000
2023-02-08,25638340000
2023-02-09,24859380000
2023-02-10,24651899999
2023-02-13,24881220000
2023-02-14,24635520000
2023-02-15,24340680000
2023-02-16,23791040000
2023-02-17,23457979999
2023-02-21,22351420000
2023-02-22,22402380000
2023-02-23,22426040000
2023-02-24,21920080000
2023-02-27,22185800000
2023-02-28,22387820000
2023-03-01,22295000000
2023-03-02,21792680000
2023-03-03,22426040000
2023-03-06,22216740000
2023-03-07,21039200000
2023-03-08,20930000000
2023-03-09,17473820000
2023-03-10,14880320000
2023-03-13,5680220000
2023-03-14,7212660000
2023-03-15,5671120000
2023-03-16,6237140000
2023-03-17,4191460000
2023-03-20,2216760000
2023-03-21,2870140000
2023-03-22,2426060000
2023-03-23,2280460000
2023-03-24,2249520000
2023-03-27,2515240000
2023-03-28,2457000000
2023-03-29,2595320000
2023-03-30,2491580000
2023-03-31,2546180000
2023-04-03,2657200000
2023-04-04,2509780000
2023-04-05,2446080000
2023-04-06,2553460000
2023-04-10,2577120000
2023-04-11,2571660000
2023-04-12,2515240000
2023-04-13,2477020000
2023-04-14,2387840000
2023-04-17,2391480000
2023-04-18,2289560000
2023-04-19,2559340000
2023-04-20,2512280000
2023-04-21,2581060000
2023-04-24,2896000000
2023-04-25,1466100000
2023-04-26,1029890000
2023-04-27,1120390000
2023-04-28,635310000
2023-05-18,70590000
2023-05-19,69811700
2023-05-22,65576300
2023-05-23,61902000
