,AAPL
2009-04-13,107352685440
2009-04-14,105851249280
2009-04-15,105100531200
2009-04-16,108603882240
2009-04-17,110355557760
2009-04-20,107602924800
2009-04-21,108854121599
2009-04-22,108603882240
2009-04-23,112107233280
2009-04-24,110605797120
2009-04-27,111356515200
2009-04-28,110856036480
2009-04-29,111856993920
2009-04-30,112357472640
2009-05-01,113608669440
2009-05-04,118112977920
2009-05-05,118613456640
2009-05-06,118363217280
2009-05-07,115360344960
2009-05-08,115360344960
2009-05-11,115860823680
2009-05-12,111106275840
2009-05-13,106852206719
2009-05-14,109855079039
2009-05-15,109354600320
2009-05-18,113108190719
2009-05-19,113858908800
2009-05-20,112607712000
2009-05-21,110856036480
2009-05-22,109354600320
2009-05-26,116861781120
2009-05-27,118863696000
2009-05-28,120615371520
2009-05-29,121366089599
2009-06-01,124619201280
2009-06-02,124619201280
2009-06-03,125870398080
2009-06-04,128372791680
2009-06-05,129373749120
2009-06-08,128623031039
2009-06-09,127622073599
2009-06-10,125369919360
2009-06-11,125119680000
2009-06-12,122367047039
2009-06-15,121616328960
2009-06-16,121866568320
2009-06-17,121115850240
2009-06-18,121366089599
2009-06-19,124619201280
2009-06-22,122867525760
2009-06-23,119864653440
2009-06-24,121616328960
2009-06-25,124869440640
2009-06-26,127371834240
2009-06-29,126871355520
2009-06-30,127987520640
2009-07-01,128238969599
2009-07-02,125724480000
2009-07-06,124467235200
2009-07-07,121701296640
2009-07-08,123209990400
2009-07-09,122455643520
2009-07-10,124467235200
2009-07-13,127736071680
2009-07-14,127736071680
2009-07-15,132010704000
2009-07-16,132513601919
2009-07-17,136285336320
2009-07-20,137291132160
2009-07-21,136033887360
2009-07-22,140811417600
2009-07-23,141817213440
2009-07-24,143577356160
2009-07-27,143828805120
2009-07-28,143577356160
2009-07-29,143828805120
2009-07-30,146091845760
2009-07-31,146846192640
2009-08-03,149360682240
2009-08-04,148606335360
2009-08-05,148354886400
2009-08-06,147097641600
2009-08-07,148606335360
2009-08-10,147851988480
2009-08-11,146343294720
2009-08-12,148354886400
2009-08-13,151120824960
2009-08-14,149863580160
2009-08-17,143325907200
2009-08-18,147349090560
2009-08-19,147851988480
2009-08-20,149360682240
2009-08-21,151875171840
2009-08-24,151875171840
2009-08-25,152126620800
2009-08-26,150366478080
2009-08-27,152126620800
2009-08-28,152629518720
2009-08-31,151120824960
2009-09-01,148354886400
2009-09-02,148354886400
2009-09-03,149612131200
2009-09-04,152880967680
2009-09-08,155395457280
2009-09-09,153635314560
2009-09-10,154892559360
2009-09-11,154641110400
2009-09-14,155898355200
2009-09-15,157407048960
2009-09-16,163441824000
2009-09-17,165704864640
2009-09-18,166207762560
2009-09-21,165201966720
2009-09-22,165704864640
2009-09-23,166459211520
2009-09-24,164950517760
2009-09-25,163693272960
2009-09-28,167213558400
2009-09-29,166459211520
2009-09-30,167480545120
2009-10-01,163432676960
2009-10-02,166974561600
2009-10-05,167986528640
2009-10-06,171781405040
2009-10-07,171781405040
2009-10-08,171022429760
2009-10-09,172034396800
2009-10-12,172287388560
2009-10-13,171781405040
2009-10-14,172793372080
2009-10-15,172287388560
2009-10-16,170010462720
2009-10-19,171528413280
2009-10-20,179624149600
2009-10-21,185189968320
2009-10-22,185442960080
2009-10-23,184178001280
2009-10-26,182913042480
2009-10-27,178359190800
2009-10-28,173805339120
2009-10-29,177347223760
2009-10-30,170263454480
2009-11-02,171022429760
2009-11-03,170516446240
2009-11-04,172287388560
2009-11-05,175323289680
2009-11-06,175576281440
2009-11-09,181901075440
2009-11-10,183419026000
2009-11-11,183672017760
2009-11-12,182407058960
2009-11-13,184683984800
2009-11-16,186707918880
2009-11-17,186960910640
2009-11-18,186201935360
2009-11-19,181142100160
2009-11-20,180636116640
2009-11-23,185948943600
2009-11-24,184683984800
2009-11-25,184430993040
2009-11-27,181142100160
2009-11-30,180636116640
2009-12-01,177853207280
2009-12-02,177347223760
2009-12-03,177600215520
2009-12-04,174564314400
2009-12-07,170769438000
2009-12-08,171528413280
2009-12-09,178612182560
2009-12-10,177600215520
2009-12-11,175829273200
2009-12-14,177853207280
2009-12-15,175323289680
2009-12-16,176335256720
2009-12-17,173299355600
2009-12-18,176588248480
2009-12-21,179118166080
2009-12-22,181142100160
2009-12-23,182660050720
2009-12-24,188984844720
2009-12-28,191261770560
2009-12-29,188984844720
2009-12-30,191261770560
2009-12-31,191347420320
2010-01-04,194142668160
2010-01-05,194650895040
2010-01-06,191347420320
2010-01-07,191093306880
2010-01-08,192363874080
2010-01-11,190585080000
2010-01-12,188552172480
2010-01-13,191093306880
2010-01-14,190076853120
2010-01-15,186773378400
2010-01-19,195159121920
2010-01-20,192109760640
2010-01-21,188806285920
2010-01-22,179404088640
2010-01-25,184232244000
2010-01-26,186773378400
2010-01-27,188552172480
2010-01-28,180928769280
2010-01-29,174321819840
2010-02-01,176608840800
2010-02-02,177625294560
2010-02-03,180928769280
2010-02-04,174321819840
2010-02-05,177371181120
2010-02-08,176100613920
2010-02-09,178133521440
2010-02-10,177117067680
2010-02-11,180420542400
2010-02-12,181945223040
2010-02-16,184486357440
2010-02-17,183724017120
2010-02-18,184232244000
2010-02-19,182961676800
2010-02-22,181945223040
2010-02-23,178895861760
2010-02-24,182199336480
2010-02-25,183215790240
2010-02-26,185756924640
2010-03-01,189568626240
2010-03-02,189568626240
2010-03-03,190076853120
2010-03-04,191347420320
2010-03-05,198716710080
2010-03-08,198716710080
2010-03-09,202274298240
2010-03-10,204053092319
2010-03-11,204561319200
2010-03-12,205577772960
2010-03-15,203036638560
2010-03-16,203798978880
2010-03-17,203290752000
2010-03-18,203798978880
2010-03-19,201766071360
2010-03-22,204053092319
2010-03-23,207356567040
2010-03-24,208118907360
2010-03-25,205577772960
2010-03-26,209643588000
2010-03-29,210914155200
2010-03-30,213963516480
2010-03-31,214293319240
2010-04-01,215314979880
2010-04-05,217613716320
2010-04-06,218379961800
2010-04-07,219401622440
2010-04-08,218890792120
2010-04-09,220678698240
2010-04-12,220934113400
2010-04-13,221189528560
2010-04-14,223999095320
2010-04-15,227064077240
2010-04-16,225787001440
2010-04-19,225276171120
2010-04-20,223232849840
2010-04-21,236514438160
2010-04-22,243155232320
2010-04-23,246986459720
2010-04-26,245709383919
2010-04-27,239068589760
2010-04-28,238557759440
2010-04-29,244943138440
2010-04-30,238046929120
2010-05-03,242899817160
2010-05-04,236003607840
2010-05-05,233449456240
2010-05-06,224509925639
2010-05-07,215059564720
2010-05-10,231661550120
2010-05-11,233960286560
2010-05-12,239068589760
2010-05-13,235748192680
2010-05-14,231406134960
2010-05-17,231916965280
2010-05-18,230129059160
2010-05-19,226553246919
2010-05-20,216847470840
2010-05-21,220934113400
2010-05-24,225020755960
2010-05-25,223743680160
2010-05-26,222722019520
2010-05-27,231150719800
2010-05-28,234215701720
2010-06-01,238046929120
2010-06-02,240856495880
2010-06-03,240090250400
2010-06-04,233449456240
2010-06-07,228851983360
2010-06-08,227319492400
2010-06-09,221955774040
2010-06-10,228596568199
2010-06-11,231150719800
2010-06-14,231916965280
2010-06-15,236769853320
2010-06-16,243666062639
2010-06-17,248008120360
2010-06-18,250051441639
2010-06-21,246475629400
2010-06-22,249796026479
2010-06-23,247241874880
2010-06-24,245453968760
2010-06-25,243155232320
2010-06-28,244687723280
2010-06-29,233704871400
2010-06-30,229956463520
2010-07-01,227139624879
2010-07-02,225859243680
2010-07-06,227395701120
2010-07-07,236614445760
2010-07-08,236102293280
2010-07-09,237382674480
2010-07-12,235334064560
2010-07-13,230212539760
2010-07-14,231236844719
2010-07-15,229956463520
2010-07-16,228420006080
2010-07-19,224578862480
2010-07-20,230468616000
2010-07-21,232517225920
2010-07-22,236870522000
2010-07-23,237638750719
2010-07-26,237126598240
2010-07-27,241479894320
2010-07-28,238663055680
2010-07-29,236102293280
2010-07-30,235334064560
2010-08-02,239431284400
2010-08-03,239431284400
2010-08-04,240455589360
2010-08-05,239431284400
2010-08-06,237894826959
2010-08-09,239431284400
2010-08-10,237126598240
2010-08-11,228932158560
2010-08-12,230212539760
2010-08-13,227907853600
2010-08-16,226371396160
2010-08-17,230468616000
2010-08-18,231492920959
2010-08-19,228420006080
2010-08-20,228420006080
2010-08-23,224834938719
2010-08-24,219457337680
2010-08-25,222018100080
2010-08-26,219713413920
2010-08-27,220993795120
2010-08-30,221762023840
2010-08-31,222274176320
2010-09-01,228932158560
2010-09-02,230724692240
2010-09-03,236614445760
2010-09-07,235846217040
2010-09-08,240455589360
2010-09-09,240711665600
2010-09-10,240967741840
2010-09-13,244296732959
2010-09-14,245064961680
2010-09-15,247113571600
2010-09-16,253003325120
2010-09-17,251722943920
2010-09-20,259149154879
2010-09-21,259405231120
2010-09-22,263246374719
2010-09-23,264270679680
2010-09-24,267343594560
2010-09-27,266319289600
2010-09-28,262222069760
2010-09-29,262734222240
2010-09-30,260748550160
2010-10-01,259718940880
2010-10-04,256115308399
2010-10-05,265639194240
2010-10-06,265896596560
2010-10-07,265896596560
2010-10-08,270272436000
2010-10-11,271559447600
2010-10-12,274390873120
2010-10-13,275935287040
2010-10-14,277994505600
2010-10-15,289320207680
2010-10-18,292409035520
2010-10-19,284429563600
2010-10-20,285459172880
2010-10-21,284429563600
2010-10-22,282627747360
2010-10-25,283914758960
2010-10-26,283142552000
2010-10-27,282885149680
2010-10-28,280568528800
2010-10-29,276707494000
2010-11-01,279538919520
2010-11-02,284429563600
2010-11-03,287518391440
2010-11-04,292666437840
2010-11-05,291636828560
2010-11-08,292923840160
2010-11-09,290607219280
2010-11-10,292409035520
2010-11-11,291122023920
2010-11-12,283142552000
2010-11-15,282370345040
2010-11-16,277222298640
2010-11-17,276192689360
2010-11-18,283657356640
2010-11-19,281855540400
2010-11-22,288033196080
2010-11-23,283914758960
2010-11-24,289320207680
2010-11-26,290349816960
2010-11-29,291379426240
2010-11-30,285973977520
2010-12-01,290864621600
2010-12-02,292409035520
2010-12-03,291894230880
2010-12-06,294210851760
2010-12-07,292409035520
2010-12-08,294983058720
2010-12-09,293953449440
2010-12-10,294725656400
2010-12-13,295755265680
2010-12-14,294468254080
2010-12-15,294468254080
2010-12-16,295240461040
2010-12-17,294725656400
2010-12-20,296270070320
2010-12-21,298071886560
2010-12-22,298844093520
2010-12-23,297557081920
2010-12-27,298586691200
2010-12-28,299101495840
2010-12-29,299101495840
2010-12-30,297557081920
2010-12-31,297786101760
2011-01-03,304248473760
2011-01-04,305799443040
2011-01-05,308384391840
2011-01-06,308125896960
2011-01-07,310193856000
2011-01-10,316139238240
2011-01-11,315363753600
2011-01-12,317948702400
2011-01-13,319241176800
2011-01-14,321826125600
2011-01-18,314588268960
2011-01-19,312778804800
2011-01-20,307091917440
2011-01-21,301663524960
2011-01-24,311486330400
2011-01-25,315105258720
2011-01-26,317431712640
2011-01-27,316914722880
2011-01-28,310193856000
2011-01-31,313295794560
2011-02-01,318465692160
2011-02-02,317948702400
2011-02-03,317173217760
2011-02-04,319758166560
2011-02-07,324928064160
2011-02-08,328030002720
2011-02-09,330614951520
2011-02-10,327254518080
2011-02-11,329322477120
2011-02-14,331648931040
2011-02-15,332165920800
2011-02-16,335267859360
2011-02-17,330873446400
2011-02-18,323635589760
2011-02-22,312520309920
2011-02-23,316397733120
2011-02-24,316656228000
2011-02-25,321309135840
2011-02-28,325962043680
2011-03-01,322601610240
2011-03-02,325186559040
2011-03-03,331907425920
2011-03-04,332424415680
2011-03-07,328030002720
2011-03-08,328546992480
2011-03-09,325445053920
2011-03-10,320016661440
2011-03-11,324928064160
2011-03-14,326479033440
2011-03-15,318982681920
2011-03-16,304765463520
2011-03-17,308901381600
2011-03-18,305282453280
2011-03-21,313295794560
2011-03-22,315105258720
2011-03-23,313037299680
2011-03-24,318465692160
2011-03-25,324411074400
2011-03-28,323635589760
2011-03-29,323894084640
2011-03-30,321826125600
2011-03-31,322841248800
2011-04-01,319210905440
2011-04-04,316099182560
2011-04-05,313765390400
2011-04-06,312987459680
2011-04-07,312987459680
2011-04-08,310394357280
2011-04-11,306245393440
2011-04-12,307801254880
2011-04-13,311172288000
2011-04-14,307801254880
2011-04-15,303133670560
2011-04-18,307282634400
2011-04-19,312987459680
2011-04-20,317136423520
2011-04-21,324656420480
2011-04-25,326990212640
2011-04-26,324397110240
2011-04-27,324397110240
2011-04-28,321026077120
2011-04-29,324137800000
2011-05-02,320766766880
2011-05-03,322581938560
2011-05-04,323619179520
2011-05-05,321026077120
2011-05-06,321026077120
2011-05-09,321804007840
2011-05-10,323619179520
2011-05-11,321544697600
2011-05-12,321026077120
2011-05-13,315321251840
2011-05-16,308579185600
2011-05-17,311172288000
2011-05-18,314802631360
2011-05-19,315321251840
2011-05-20,310394357280
2011-05-23,309616426560
2011-05-24,307541944640
2011-05-25,311950218720
2011-05-26,310135047040
2011-05-27,312468839200
2011-05-31,322063318080
2011-06-01,319988836160
2011-06-02,320507456640
2011-06-03,318173664480
2011-06-06,312987459680
2011-06-07,307541944640
2011-06-08,307801254880
2011-06-09,307023324160
2011-06-10,301837119360
2011-06-13,302355739840
2011-06-14,307801254880
2011-06-15,302615050080
2011-06-16,301059188640
2011-06-17,296650914560
2011-06-20,291983330240
2011-06-21,301318498880
2011-06-22,298725396480
2011-06-23,306764013920
2011-06-24,302355739840
2011-06-27,307541944640
2011-06-28,310394357280
2011-06-29,309357116320
2011-06-30,311642161600
2011-07-01,318659958400
2011-07-05,324378163200
2011-07-06,326457510400
2011-07-07,331655878400
2011-07-08,333995144000
2011-07-11,328536857600
2011-07-12,328276939200
2011-07-13,332435633600
2011-07-14,332175715200
2011-07-15,338673675200
2011-07-18,346991064000
2011-07-19,349850166400
2011-07-20,359207228800
2011-07-21,359467147200
2011-07-22,365185352000
2011-07-25,369863883200
2011-07-26,374542414400
2011-07-27,364405596800
2011-07-28,363625841600
2011-07-29,362586168000
2011-08-01,368304372800
2011-08-02,361026657600
2011-08-03,364405596800
2011-08-04,350370003200
2011-08-05,346731145600
2011-08-08,327757102400
2011-08-09,347250982400
2011-08-10,337634001600
2011-08-11,346991064000
2011-08-12,349850166400
2011-08-15,355828289600
2011-08-16,353229105600
2011-08-17,353229105600
2011-08-18,339713348800
2011-08-19,330616204800
2011-08-22,330876123200
2011-08-23,346731145600
2011-08-24,349070411200
2011-08-25,346991064000
2011-08-26,356088208000
2011-08-29,362066331200
2011-08-30,362066331200
2011-08-31,357127881600
2011-09-01,353748942400
2011-09-02,347250982400
2011-09-06,352449350400
2011-09-07,356348126400
2011-09-08,356608044800
2011-09-09,350370003200
2011-09-12,352709268800
2011-09-13,357127881600
2011-09-14,361286576000
2011-09-15,364665515200
2011-09-16,371683312000
2011-09-19,382080048000
2011-09-20,383899476800
2011-09-21,382599884800
2011-09-22,372982904000
2011-09-23,375322169600
2011-09-26,374282496000
2011-09-27,370643638400
2011-09-28,368564291200
2011-09-29,362586168000
2011-09-30,355061795760
2011-10-03,348805200240
2011-10-04,346719668400
2011-10-05,352194189480
2011-10-06,351412115040
2011-10-07,344373445080
2011-10-10,362100465720
2011-10-11,372788816400
2011-10-12,374352965280
2011-10-13,380348869320
2011-10-14,392862060360
2011-10-17,391037220000
2011-10-18,393122751840
2011-10-19,371224667520
2011-10-20,368096369760
2011-10-21,365750146440
2011-10-24,377741954520
2011-10-25,370442593080
2011-10-26,373049507880
2011-10-27,376699188600
2011-10-28,376959880080
2011-10-31,376959880080
2011-11-01,369139135680
2011-11-02,369921210120
2011-11-03,375395731200
2011-11-04,372528124920
2011-11-07,372267433440
2011-11-08,378263337480
2011-11-09,368096369760
2011-11-10,358711476480
2011-11-11,358190093520
2011-11-14,352976263920
2011-11-15,362100465720
2011-11-16,358190093520
2011-11-17,351412115040
2011-11-18,349065891720
2011-11-21,343591370640
2011-11-22,350630040600
2011-11-23,341766530280
2011-11-25,338377541040
2011-11-28,350108657640
2011-11-29,347501742840
2011-11-30,355843870200
2011-12-01,361057699800
2011-12-02,362882540160
2011-12-05,366010837920
2011-12-06,363925306080
2011-12-07,362361157200
2011-12-08,363664614600
2011-12-09,366532220880
2011-12-12,364707380520
2011-12-13,362100465720
2011-12-14,354019029840
2011-12-15,352715572440
2011-12-16,354801104280
2011-12-19,355843870200
2011-12-20,368617752720
2011-12-21,369139135680
2011-12-22,370963976040
2011-12-23,375395731200
2011-12-27,378524028960
2011-12-28,374874348240
2011-12-29,377220571560
2011-12-30,376959880080
2012-01-03,384000948240
2012-01-04,386092171920
2012-01-05,390274619280
2012-01-06,394457066640
2012-01-09,393672857760
2012-01-10,395241275520
2012-01-11,394457066640
2012-01-12,393411454800
2012-01-13,391843037040
2012-01-17,396548290320
2012-01-18,400730737680
2012-01-19,399423722880
2012-01-20,392365842960
2012-01-23,398900916960
2012-01-24,392365842960
2012-01-25,416937721200
2012-01-26,415107900480
2012-01-27,417460527120
2012-01-30,422949989280
2012-01-31,426086824800
2012-02-01,425825421840
2012-02-02,424779810000
2012-02-03,429223660320
2012-02-06,433144704720
2012-02-07,437588555039
2012-02-08,444907837920
2012-02-09,460330612560
2012-02-10,460592015520
2012-02-13,469218313200
2012-02-14,475491984240
2012-02-15,464513059920
2012-02-16,468956910240
2012-02-17,468695507280
2012-02-21,480720043440
2012-02-22,478890222720
2012-02-23,482027058240
2012-02-24,487777923360
2012-02-27,490914758880
2012-02-28,499802459520
2012-02-29,506337533520
2012-03-01,508428757200
2012-03-02,508951563120
2012-03-05,497711235840
2012-03-06,495097206240
2012-03-07,495358609200
2012-03-08,506076130560
2012-03-09,508951563120
2012-03-12,515225234160
2012-03-13,530386605840
2012-03-14,550514633760
2012-03-15,546593589360
2012-03-16,546593589360
2012-03-19,561232155120
2012-03-20,565676005440
2012-03-21,562539169920
2012-03-22,559402334400
2012-03-23,556526901840
2012-03-26,566721617280
2012-03-27,573779497200
2012-03-28,576654929760
2012-03-29,569335646880
2012-03-30,559663737360
2012-04-02,579303357920
2012-04-03,589530986240
2012-04-04,584810542400
2012-04-05,593464689440
2012-04-09,595824911360
2012-04-10,588481998720
2012-04-11,586384023680
2012-04-12,583237061120
2012-04-13,566977754560
2012-04-16,543375535360
2012-04-17,570911457760
2012-04-18,569862470240
2012-04-19,550193954240
2012-04-20,536557116480
2012-04-23,535508128960
2012-04-24,524756006880
2012-04-25,571435951520
2012-04-26,569075729600
2012-04-27,564879779520
2012-04-30,547046991680
2012-05-01,545211263520
2012-05-02,548882719840
2012-05-03,544949016640
2012-05-04,529476450720
2012-05-07,533410153920
2012-05-08,532098919520
2012-05-09,533147907039
2012-05-10,534459141440
2012-05-11,530787685119
2012-05-14,522920278720
2012-05-15,518199834880
2012-05-16,511381416000
2012-05-17,496433343840
2012-05-18,496695590720
2012-05-21,525804994400
2012-05-22,521609044320
2012-05-23,534459141440
2012-05-24,529476450720
2012-05-25,526591735039
2012-05-29,536032622720
2012-05-30,542326547840
2012-05-31,541015313440
2012-06-01,525542747520
2012-06-04,528427463199
2012-06-05,527116228800
2012-06-06,535245882080
2012-06-07,535508128960
2012-06-08,543637782240
2012-06-11,534983635199
2012-06-12,539704079039
2012-06-13,535770375840
2012-06-14,535245882080
2012-06-15,537606104000
2012-06-18,548620472960
2012-06-19,550193954240
2012-06-20,548620472960
2012-06-21,541015313440
2012-06-22,545211263520
2012-06-25,534459141440
2012-06-26,535770375840
2012-06-27,538130597760
2012-06-28,532885660160
2012-06-29,547046991680
2012-07-02,555949460640
2012-07-03,562517861640
2012-07-05,572239095120
2012-07-06,568560790560
2012-07-09,575917399680
2012-07-10,570662678880
2012-07-11,567247110360
2012-07-12,561992389560
2012-07-13,567772582440
2012-07-16,569611734720
2012-07-17,569611734720
2012-07-18,568823526600
2012-07-19,576442871760
2012-07-20,566984374320
2012-07-23,566721638280
2012-07-24,563831541840
2012-07-25,539397090120
2012-07-26,539397090120
2012-07-27,549118323599
2012-07-30,558314085000
2012-07-31,573027303240
2012-08-01,569348998680
2012-08-02,570399942840
2012-08-03,577756551960
2012-08-06,584062216920
2012-08-07,582748536720
2012-08-08,581697592560
2012-08-09,582485800680
2012-08-10,583274008800
2012-08-13,591156090000
2012-08-14,592732506240
2012-08-15,591944298120
2012-08-16,597199018920
2012-08-17,608233932600
2012-08-20,624260831040
2012-08-21,615590541720
2012-08-22,627676399560
2012-08-23,621896206680
2012-08-24,622421678760
2012-08-27,633982064520
2012-08-28,633193856400
2012-08-29,631880176200
2012-08-30,622947150840
2012-08-31,624260831040
2012-09-04,633456592440
2012-09-05,628990079760
2012-09-06,634507536600
2012-09-07,638448577200
2012-09-10,621896206680
2012-09-11,619794318360
2012-09-12,628464607680
2012-09-13,640813201560
2012-09-14,648695282760
2012-09-17,656577363960
2012-09-18,658679252280
2012-09-19,658679252280
2012-09-20,655526419800
2012-09-21,656840100000
2012-09-24,648169810680
2012-09-25,631880176200
2012-09-26,624260831040
2012-09-27,639236785320
2012-09-28,626099983320
2012-10-01,619121210400
2012-10-02,620961485760
2012-10-03,630425759040
2012-10-04,625956518880
2012-10-05,612811694880
2012-10-08,599141077920
2012-10-09,597037906080
2012-10-10,601770042720
2012-10-11,589676804640
2012-10-12,591254183520
2012-10-15,595986320160
2012-10-16,610182730080
2012-10-17,605187696960
2012-10-18,593883148320
2012-10-19,572588533440
2012-10-22,595197630720
2012-10-23,576006187680
2012-10-24,579160945440
2012-10-25,572325636960
2012-10-26,567067707360
2012-10-31,558917916480
2012-11-01,559969502400
2012-11-02,541566748800
2012-11-05,548927850240
2012-11-06,547350471360
2012-11-07,523952684640
2012-11-08,505024138080
2012-11-09,513699721920
2012-11-12,509756274720
2012-11-13,509756274720
2012-11-14,503972552160
2012-11-15,493456692960
2012-11-16,495559864800
2012-11-19,531050889600
2012-11-20,526581649440
2012-11-21,527370338879
2012-11-23,536571715680
2012-11-26,553397090400
2012-11-27,548927850240
2012-11-28,547350471360
2012-11-29,553397090400
2012-11-30,549453643199
2012-12-03,550505229120
2012-12-04,540778059360
2012-12-05,505812827519
2012-12-06,513699721920
2012-12-07,500554897920
2012-12-10,497400140160
2012-12-11,508441792320
2012-12-12,506075724000
2012-12-13,497400140160
2012-12-14,478734490080
2012-12-17,487147177440
2012-12-18,501343587360
2012-12-19,494245382400
2012-12-20,489776142240
2012-12-21,487672970400
2012-12-24,488461659839
2012-12-26,481626351360
2012-12-27,483466626720
2012-12-28,478471593600
2012-12-31,500145724120
2013-01-02,515931491320
2013-01-03,509354088320
2013-01-04,495146897840
2013-01-07,492252840520
2013-01-08,493568321120
2013-01-09,485938533640
2013-01-10,491989744400
2013-01-11,488832590959
2013-01-14,471468247040
2013-01-15,456471768200
2013-01-16,475414688840
2013-01-17,472257535400
2013-01-18,469889670320
2013-01-22,474362304360
2013-01-23,483044476320
2013-01-24,423321657080
2013-01-25,413324004520
2013-01-28,422795464840
2013-01-29,430688348440
2013-01-30,429372867840
2013-01-31,428057387240
2013-02-01,426215714400
2013-02-04,415691869600
2013-02-05,430162156200
2013-02-06,429635963959
2013-02-07,439896712640
2013-02-08,446211019520
2013-02-11,450946749680
2013-02-12,439633616520
2013-02-13,438844328160
2013-02-14,438318135920
2013-02-15,432266925160
2013-02-19,432266925160
2013-02-20,421743080360
2013-02-21,419112119160
2013-02-22,423584753200
2013-02-25,415954965720
2013-02-26,421743080360
2013-02-27,417796638560
2013-02-28,414639485120
2013-03-01,404378736440
2013-03-04,394644180000
2013-03-05,405168024800
2013-03-06,399906102400
2013-03-07,404641832560
2013-03-08,405694217040
2013-03-11,411482331680
2013-03-12,402537063600
2013-03-13,402537063600
2013-03-14,406483505400
2013-03-15,416744254080
2013-03-18,428320483360
2013-03-19,427005002760
2013-03-20,424900233799
2013-03-21,425426426040
2013-03-22,434108598000
2013-03-25,435687174719
2013-03-26,433319309640
2013-03-27,424900233799
2013-03-28,415954965720
2013-04-01,394050377280
2013-04-02,394822016400
2013-04-03,396879720720
2013-04-04,393021525120
2013-04-05,388648903440
2013-04-08,391478246880
2013-04-09,392249886000
2013-04-10,400223490240
2013-04-11,398937425040
2013-04-12,394822016400
2013-04-15,385562346960
2013-04-16,391478246880
2013-04-17,370129564560
2013-04-18,360098256000
2013-04-19,358812190800
2013-04-22,366271368960
2013-04-23,372958908000
2013-04-24,372444481920
2013-04-25,375016612320
2013-04-26,383247429600
2013-04-29,395079229440
2013-04-30,406653816240
2013-05-01,403567259760
2013-05-02,409225946640
2013-05-03,413341355280
2013-05-06,423115450800
2013-05-07,421314959520
2013-05-08,426202007280
2013-05-09,419514468239
2013-05-10,416170698720
2013-05-13,417713976959
2013-05-14,407682668400
2013-05-15,394050377280
2013-05-16,399194638080
2013-05-17,397908572880
2013-05-20,406911029280
2013-05-21,403824472800
2013-05-22,405367751040
2013-05-23,406139390160
2013-05-24,408968733600
2013-05-28,405624964080
2013-05-29,408711520560
2013-05-30,414884633520
2013-05-31,413084142239
2013-06-03,414112994400
2013-06-04,412826929200
2013-06-05,408968733600
2013-06-06,402795620640
2013-06-07,405882177120
2013-06-10,403052833680
2013-06-11,402023981520
2013-06-12,397136933760
2013-06-13,400480703280
2013-06-14,395079229440
2013-06-17,396879720720
2013-06-18,396622507680
2013-06-19,388648903440
2013-06-20,382990216560
2013-06-21,379903660080
2013-06-24,369872351520
2013-06-25,369872351520
2013-06-26,365756942880
2013-06-27,361641534240
2013-06-28,364213664640
2013-07-01,369875000040
2013-07-02,378482631800
2013-07-03,380507956920
2013-07-05,377469969240
2013-07-08,375191478480
2013-07-09,381773785120
2013-07-10,380507956920
2013-07-11,386330766640
2013-07-12,385571269720
2013-07-15,386583932280
2013-07-16,388862423040
2013-07-17,389115588680
2013-07-18,390381416880
2013-07-19,384305441520
2013-07-22,385571269720
2013-07-23,378735797440
2013-07-24,398229551720
2013-07-25,396457392240
2013-07-26,398735883000
2013-07-29,404811858360
2013-07-30,409875171160
2013-07-31,409115674240
2013-08-01,412913158839
2013-08-02,418229637280
2013-08-05,424558778280
2013-08-06,420761293680
2013-08-07,420508128040
2013-08-08,416710643440
2013-08-09,410887833720
2013-08-12,422533453160
2013-08-13,442533538720
2013-08-14,450634839200
2013-08-15,450128507920
2013-08-16,454179158160
2013-08-19,458989305320
2013-08-20,453166495599
2013-08-21,454179158160
2013-08-22,454685489440
2013-08-23,452913329960
2013-08-26,454685489440
2013-08-27,441774041800
2013-08-28,443799366920
2013-08-29,444558863839
2013-08-30,440508213599
2013-09-03,441774041800
2013-09-04,450888004839
2013-09-05,447850017160
2013-09-06,450381673560
2013-09-09,457723477119
2013-09-10,447343685880
2013-09-11,422786618800
2013-09-12,427343600320
2013-09-13,420254962400
2013-09-16,407090349119
2013-09-17,411647330640
2013-09-18,420254962400
2013-09-19,427090434680
2013-09-20,422533453160
2013-09-23,443546201280
2013-09-24,442280373080
2013-09-25,435444900800
2013-09-26,439495551040
2013-09-27,436457563359
2013-09-30,427282972480
2013-10-01,437318978880
2013-10-02,438573479680
2013-10-03,433053676160
2013-10-04,432802776000
2013-10-07,437068078720
2013-10-08,431046474880
2013-10-09,436064478080
2013-10-10,438824379839
2013-10-11,441584281600
2013-10-14,444595083520
2013-10-15,446853184959
2013-10-16,449111286399
2013-10-17,452122088320
2013-10-18,455885590720
2013-10-21,467176097920
2013-10-22,465921597120
2013-10-23,470437800000
2013-10-24,476710304000
2013-10-25,471190500480
2013-10-28,474703102720
2013-10-29,462910795200
2013-10-30,470437800000
2013-10-31,468430598720
2013-11-01,465921597120
2013-11-04,471943200959
2013-11-05,470939600320
2013-11-06,466674297600
2013-11-07,459147292800
2013-11-08,466423397440
2013-11-11,465168896640
2013-11-12,465921597120
2013-11-13,466423397440
2013-11-14,473197701760
2013-11-15,470437800000
2013-11-18,464667096320
2013-11-19,465670696959
2013-11-20,461405394240
2013-11-21,466925197760
2013-11-22,465670696959
2013-11-25,469183299200
