,DLX
2009-05-20,732066659
2009-05-21,713018511
2009-05-22,719196289
2009-05-26,756777770
2009-05-27,724344437
2009-05-28,737214807
2009-05-29,727948141
2009-06-01,769133326
2009-06-02,784062955
2009-06-03,774281474
2009-06-04,797448140
2009-06-05,795903696
2009-06-08,790755548
2009-06-09,789725918
2009-06-10,760896289
2009-06-11,778399992
2009-06-12,757292585
2009-06-15,716622215
2009-06-16,696029623
2009-06-17,690881475
2009-06-18,688822215
2009-06-19,704781474
2009-06-22,658448141
2009-06-23,641459253
2009-06-24,650725919
2009-06-25,669259253
2009-06-26,688307400
2009-06-29,682644438
2009-06-30,650325270
2009-07-01,688908190
2009-07-02,640679540
2009-07-06,635095170
2009-07-07,625449440
2009-07-08,629003130
2009-07-09,717845380
2009-07-10,742721210
2009-07-13,782319470
2009-07-14,802626270
2009-07-15,840193850
2009-07-16,829025109
2009-07-17,821410060
2009-07-20,837147829
2009-07-21,837147829
2009-07-22,848316570
2009-07-23,828009769
2009-07-24,842224530
2009-07-27,824456079
2009-07-28,820902390
2009-07-29,824963750
2009-07-30,809225980
2009-07-31,794503550
2009-08-03,824963750
2009-08-04,852885600
2009-08-05,846285890
2009-08-06,842732200
2009-08-07,856439290
2009-08-10,870654049
2009-08-11,869131040
2009-08-12,890453180
2009-08-13,895529880
2009-08-14,895022210
2009-08-17,860500650
2009-08-18,862023660
2009-08-19,853900940
2009-08-20,863039000
2009-08-21,901621920
2009-08-24,901621920
2009-08-25,897052890
2009-08-26,891468519
2009-08-27,875730750
2009-08-28,866592690
2009-08-31,848316570
2009-09-01,807195300
2009-09-02,803133940
2009-09-03,792472870
2009-09-04,796534230
2009-09-08,815318019
2009-09-09,865577350
2009-09-10,872684730
2009-09-11,867608030
2009-09-14,874715410
2009-09-15,883853470
2009-09-16,905683280
2009-09-17,910252310
2009-09-18,884868810
2009-09-21,884868810
2009-09-22,881315120
2009-09-23,869131040
2009-09-24,867608030
2009-09-25,863546670
2009-09-28,891468519
2009-09-29,889945510
2009-09-30,870595200
2009-10-01,853285120
2009-10-02,845648320
2009-10-05,856848959
2009-10-06,886377920
2009-10-07,865504000
2009-10-08,861940160
2009-10-09,850230400
2009-10-12,870595200
2009-10-13,852776000
2009-10-14,853285120
2009-10-15,858885440
2009-10-16,861431040
2009-10-19,873140799
2009-10-20,863976640
2009-10-21,839538879
2009-10-22,812046400
2009-10-23,772844160
2009-10-26,768771200
2009-10-27,765207360
2009-10-28,727023360
2009-10-29,743824320
2009-10-30,724477760
2009-11-02,736187520
2009-11-03,748406400
2009-11-04,728041600
2009-11-05,755024960
2009-11-06,744333440
2009-11-09,758588800
2009-11-10,738224000
2009-11-11,737205760
2009-11-12,702076480
2009-11-13,692912320
2009-11-16,713786240
2009-11-17,705640320
2009-11-18,696476160
2009-11-19,674074880
2009-11-20,670001920
2009-11-23,671020160
2009-11-24,669492800
2009-11-25,670001920
2009-11-27,656255680
2009-11-30,656764800
2009-12-01,659819520
2009-12-02,674074880
2009-12-03,671529280
2009-12-04,692912320
2009-12-07,687821120
2009-12-08,694948800
2009-12-09,699021760
2009-12-10,690875840
2009-12-11,696985280
2009-12-14,731096320
2009-12-15,727532480
2009-12-16,735678400
2009-12-17,745860800
2009-12-18,761134400
2009-12-21,762152640
2009-12-22,756552320
2009-12-23,769280320
2009-12-24,774880640
2009-12-28,770298560
2009-12-29,784044800
2009-12-30,779971840
2009-12-31,759289020
2010-01-04,801386180
2010-01-05,802926320
2010-01-06,795739000
2010-01-07,800872800
2010-01-08,792145340
2010-01-11,804979840
2010-01-12,811653780
2010-01-13,816274200
2010-01-14,829108699
2010-01-15,821408000
2010-01-19,841943199
2010-01-20,823974900
2010-01-21,819867860
2010-01-22,815760820
2010-01-25,820381240
2010-01-26,808573500
2010-01-27,825001660
2010-01-28,909195980
2010-01-29,955400180
2010-02-01,944619199
2010-02-02,933838220
2010-02-03,937431880
2010-02-04,899955140
2010-02-05,894821340
2010-02-08,875826279
2010-02-09,890200920
2010-02-10,874799520
2010-02-11,893794580
2010-02-12,894821340
2010-02-16,928191039
2010-02-17,938458640
2010-02-18,970288199
2010-02-19,960020600
2010-02-22,955913560
2010-02-23,933324840
2010-02-24,932298080
2010-02-25,938972020
2010-02-26,921517100
2010-03-01,956940320
2010-03-02,989283260
2010-03-03,993903680
2010-03-04,998010720
2010-03-05,988256500
2010-03-08,971314960
2010-03-09,982095940
2010-03-10,988256500
2010-03-11,989283260
2010-03-12,982095940
2010-03-15,992876920
2010-03-16,1004684660
2010-03-17,1021112820
2010-03-18,1022139580
2010-03-19,1001091000
2010-03-22,1023166340
2010-03-23,1041134640
2010-03-24,1014952260
2010-03-25,1007764940
2010-03-26,1012385360
2010-03-29,1006224800
2010-03-30,1014438880
2010-03-31,991216220
2010-04-01,992747450
2010-04-05,1006528520
2010-04-06,1019799180
2010-04-07,1008570160
2010-04-08,999893190
2010-04-09,991216220
2010-04-12,984580890
2010-04-13,995809910
2010-04-14,1047871730
2010-04-15,1061142390
2010-04-16,1034601070
2010-04-19,1046340500
2010-04-20,1064715260
2010-04-21,1067267310
2010-04-22,1193848990
2010-04-23,1164245210
2010-04-26,1140255940
2010-04-27,1101975190
2010-04-28,1094319040
2010-04-29,1133110200
2010-04-30,1070329770
2010-05-03,1133110200
2010-05-04,1092277400
2010-05-05,1075433870
2010-05-06,1048382140
2010-05-07,1015715899
2010-05-10,1081558790
2010-05-11,1089725350
2010-05-12,1134641430
2010-05-13,1126985280
2010-05-14,1111672980
2010-05-17,1133110200
2010-05-18,1119329130
2010-05-19,1117287490
2010-05-20,1044298860
2010-05-21,1043278040
2010-05-24,1033069839
2010-05-25,1039194760
2010-05-26,1052975830
2010-05-27,1128516510
2010-05-28,1095850270
2010-06-01,1042257220
2010-06-02,1076965100
2010-06-03,1082069200
2010-06-04,1011632620
2010-06-07,973862279
2010-06-08,979987200
2010-06-09,998361959
2010-06-10,1035621890
2010-06-11,1047871730
2010-06-14,1027965740
2010-06-15,1080027560
2010-06-16,1079517150
2010-06-17,1074923460
2010-06-18,1075433870
2010-06-21,1056548700
2010-06-22,1037153120
2010-06-23,1022351230
2010-06-24,1008059750
2010-06-25,1024392870
2010-06-28,1024903279
2010-06-29,988153760
2010-06-30,961912500
2010-07-01,964477600
2010-07-02,954217200
2010-07-06,926001100
2010-07-07,981407260
2010-07-08,1002954100
2010-07-09,1003980140
2010-07-12,982433299
2010-07-13,1028092080
2010-07-14,1043995700
2010-07-15,1015779600
2010-07-16,965503640
2010-07-19,967042700
2010-07-20,977303100
2010-07-21,966529680
2010-07-22,1114279440
2010-07-23,1110688300
2010-07-26,1130696080
2010-07-27,1125052860
2010-07-28,1091193540
2010-07-29,1090680520
2010-07-30,1055795159
2010-08-02,1066568580
2010-08-03,1046560799
2010-08-04,1068107640
2010-08-05,1042969659
2010-08-06,1033222280
2010-08-09,1046560799
2010-08-10,1014753560
2010-08-11,964990619
2010-08-12,920870900
2010-08-13,908045400
2010-08-16,908558420
2010-08-17,931644320
2010-08-18,946521900
2010-08-19,898298020
2010-08-20,886498560
2010-08-23,872134000
2010-08-24,874186080
2010-08-25,895219900
2010-08-26,884959500
2010-08-27,897271979
2010-08-30,864438700
2010-08-31,858282460
2010-09-01,902915200
2010-09-02,905480299
2010-09-03,944982840
2010-09-07,911123520
2010-09-08,905480299
2010-09-09,913688619
2010-09-10,922922979
2010-09-13,953704180
2010-09-14,935748479
2010-09-15,930618280
2010-09-16,926514119
2010-09-17,929592240
2010-09-20,966016659
2010-09-21,950626060
2010-09-22,934722440
2010-09-23,913175600
2010-09-24,966016659
2010-09-27,961399479
2010-09-28,987563500
2010-09-29,989102560
2010-09-30,978155160
2010-10-01,990426840
2010-10-04,960770280
2010-10-05,981734400
2010-10-06,971508000
2010-10-07,984802320
2010-10-08,1003721160
2010-10-11,1012413600
2010-10-12,1023151320
2010-10-13,1058432400
2010-10-14,1049739960
2010-10-15,1058432400
2010-10-18,1074283320
2010-10-19,1043092799
2010-10-20,1060477679
2010-10-21,1058432400
2010-10-22,1065590880
2010-10-25,1071726720
2010-10-26,1074283320
2010-10-27,1042070160
2010-10-28,985824960
2010-10-29,1045138080
2010-11-01,1046160720
2010-11-02,1075817280
2010-11-03,1117234200
2010-11-04,1121324760
2010-11-05,1137687000
2010-11-08,1143822840
2010-11-09,1132573800
2010-11-10,1110587040
2010-11-11,1114166280
2010-11-12,1112121000
2010-11-15,1115188920
2010-11-16,1112632320
2010-11-17,1108541760
2010-11-18,1121324760
2010-11-19,1115700240
2010-11-22,1119790800
2010-11-23,1102405920
2010-11-24,1127971920
2010-11-26,1134619080
2010-11-29,1111098360
2010-11-30,1083487080
2010-12-01,1135130400
2010-12-02,1125926640
2010-12-03,1125926640
2010-12-06,1113654960
2010-12-07,1152003960
2010-12-08,1156094520
2010-12-09,1130528520
2010-12-10,1131039840
2010-12-13,1107007800
2010-12-14,1109053080
2010-12-15,1090134240
2010-12-16,1112632320
2010-12-17,1112632320
2010-12-20,1140243600
2010-12-21,1157628480
2010-12-22,1168366200
2010-12-23,1186262400
2010-12-27,1219498200
2010-12-28,1190864280
2010-12-29,1191886920
2010-12-30,1188819000
2010-12-31,1180879960
2011-01-03,1213197700
2011-01-04,1212684720
2011-01-05,1197295320
2011-01-06,1191652540
2011-01-07,1197295320
2011-01-10,1245002460
2011-01-11,1235255840
2011-01-12,1249619280
2011-01-13,1239359680
2011-01-14,1242950540
2011-01-18,1240898620
2011-01-19,1215249620
2011-01-20,1222944320
2011-01-21,1210119820
2011-01-24,1241924580
2011-01-25,1248080340
2011-01-26,1260391860
2011-01-27,1310150920
2011-01-28,1243463520
2011-01-31,1254236100
2011-02-01,1289631720
2011-02-02,1305021120
2011-02-03,1315280720
2011-02-04,1309124960
2011-02-07,1316306680
2011-02-08,1345546540
2011-02-09,1352215280
2011-02-10,1318871580
2011-02-11,1330157140
2011-02-14,1329644160
2011-02-15,1310663900
2011-02-16,1312715820
2011-02-17,1333235020
2011-02-18,1333235020
2011-02-22,1309637940
2011-02-23,1258339940
2011-02-24,1269112520
2011-02-25,1298865360
2011-02-28,1310663900
2011-03-01,1288092780
2011-03-02,1320410520
2011-03-03,1355806140
2011-03-04,1339390780
2011-03-07,1309637940
2011-03-08,1355806140
2011-03-09,1362474880
2011-03-10,1306560060
2011-03-11,1329644160
2011-03-14,1336312900
2011-03-15,1312202840
2011-03-16,1299378340
2011-03-17,1297839400
2011-03-18,1312202840
2011-03-21,1341955680
2011-03-22,1326053300
2011-03-23,1326053300
2011-03-24,1324514360
2011-03-25,1337851840
2011-03-28,1341955680
2011-03-29,1344520580
2011-03-30,1366065740
2011-03-31,1358184500
2011-04-01,1387354250
2011-04-04,1396054000
2011-04-05,1424712000
2011-04-06,1439041000
2011-04-07,1434435250
2011-04-08,1391448250
2011-04-11,1393495250
2011-04-12,1377631000
2011-04-13,1379166250
2011-04-14,1368419500
2011-04-15,1397589250
2011-04-18,1356137500
2011-04-19,1344879000
2011-04-20,1380189750
2011-04-21,1372513500
2011-04-25,1360231500
2011-04-26,1368931250
2011-04-27,1383772000
2011-04-28,1381213250
2011-04-29,1385819000
2011-05-02,1398612750
2011-05-03,1391448250
2011-05-04,1346414250
2011-05-05,1360743250
2011-05-06,1364837250
2011-05-09,1381725000
2011-05-10,1406800750
2011-05-11,1410383000
2011-05-12,1431876500
2011-05-13,1411406500
2011-05-16,1376095750
2011-05-17,1366372500
2011-05-18,1378654500
2011-05-19,1368419500
2011-05-20,1335667500
2011-05-23,1291145250
2011-05-24,1271698750
2011-05-25,1267604750
2011-05-26,1291657000
2011-05-27,1304962500
2011-05-31,1317244500
2011-06-01,1230758750
2011-06-02,1231782250
2011-06-03,1202612500
2011-06-06,1188283500
2011-06-07,1177536750
2011-06-08,1153996250
2011-06-09,1164743000
2011-06-10,1146320000
2011-06-13,1158602000
2011-06-14,1173954500
2011-06-15,1158602000
2011-06-16,1167301750
2011-06-17,1162184250
2011-06-20,1183677750
2011-06-21,1225641250
2011-06-22,1212335750
2011-06-23,1236899750
2011-06-24,1204147750
2011-06-27,1228200000
2011-06-28,1253275750
2011-06-29,1252764000
2011-06-30,1257467190
2011-07-01,1282402800
2011-07-05,1323114000
2011-07-06,1322096220
2011-07-07,1348558500
2011-07-08,1332274020
2011-07-11,1300722840
2011-07-12,1281385020
2011-07-13,1270698330
2011-07-14,1248816060
2011-07-15,1256449410
2011-07-18,1230496020
2011-07-19,1248816060
2011-07-20,1243727160
2011-07-21,1261029420
2011-07-22,1262556090
2011-07-25,1247289390
2011-07-26,1219300440
2011-07-27,1174518120
2011-07-28,1215738210
2011-07-29,1197927060
2011-08-01,1188258150
2011-08-02,1147038060
2011-08-03,1167393660
2011-08-04,1097675730
2011-08-05,1078337910
2011-08-08,931777589
2011-08-09,1038644490
2011-08-10,980122140
2011-08-11,1052384520
2011-08-12,1042206720
2011-08-15,1103782410
2011-08-16,1076811240
2011-08-17,1072231230
2011-08-18,993862170
2011-08-19,969435450
2011-08-22,968926560
2011-08-23,1036608930
2011-08-24,1043224500
2011-08-25,1020833339
2011-08-26,1052893410
2011-08-29,1118031330
2011-08-30,1120575780
2011-08-31,1126173570
2011-09-01,1071213450
2011-09-02,1033046700
2011-09-06,1011673320
2011-09-07,1069686780
2011-09-08,1047295619
2011-09-09,1017780000
2011-09-12,1038135599
2011-09-13,1072740119
2011-09-14,1089533490
2011-09-15,1101237960
2011-09-16,1117013550
2011-09-19,1106326860
2011-09-20,1072740119
2011-09-21,982157700
2011-09-22,964855440
2011-09-23,967399890
2011-09-26,1009637760
2011-09-27,1012182210
2011-09-28,970453230
2011-09-29,992335500
2011-09-30,945028800
2011-10-03,917084400
2011-10-04,1022765040
2011-10-05,1033942800
2011-10-06,1079161920
2011-10-07,1075605360
2011-10-10,1106090160
2011-10-11,1132510320
2011-10-12,1148768880
2011-10-13,1136574960
2011-10-14,1168584000
2011-10-17,1131494160
2011-10-18,1179761760
2011-10-19,1146736560
2011-10-20,1172140560
2011-10-21,1193479920
2011-10-24,1227521280
2011-10-25,1187891040
2011-10-26,1213295040
2011-10-27,1246828320
2011-10-28,1201101120
2011-10-31,1200084960
2011-11-01,1135050720
2011-11-02,1177221360
2011-11-03,1224980880
2011-11-04,1221932400
2011-11-07,1198052640
2011-11-08,1233110160
2011-11-09,1158422400
2011-11-10,1185858720
2011-11-11,1205165760
2011-11-14,1169092080
2011-11-15,1164519360
2011-11-16,1133526480
2011-11-17,1116251760
2011-11-18,1132510320
2011-11-21,1082210400
2011-11-22,1069508400
2011-11-23,1026829680
2011-11-25,1005490320
2011-11-28,1074589200
2011-11-29,1085766960
2011-11-30,1161470880
2011-12-01,1128953760
2011-12-02,1141147680
2011-12-05,1146736560
2011-12-06,1142163840
2011-12-07,1146228480
2011-12-08,1085766960
2011-12-09,1137083040
2011-12-12,1108122480
2011-12-13,1084242720
2011-12-14,1075605360
2011-12-15,1110154800
2011-12-16,1115235600
2011-12-19,1074589200
2011-12-20,1134034560
2011-12-21,1144704240
2011-12-22,1149785040
2011-12-23,1155373920
2011-12-27,1161978960
2011-12-28,1135050720
2011-12-29,1159946640
2011-12-30,1156390080
2012-01-03,1183501110
2012-01-04,1181461470
2012-01-05,1185030840
2012-01-06,1182991200
2012-01-09,1180441650
2012-01-10,1190639850
2012-01-11,1200838050
2012-01-12,1193189400
2012-01-13,1184011020
2012-01-17,1154436240
2012-01-18,1192679490
2012-01-19,1192679490
2012-01-20,1193699310
2012-01-23,1191659670
2012-01-24,1194209220
2012-01-25,1190129940
2012-01-26,1256928150
2012-01-27,1297720950
2012-01-30,1309958790
2012-01-31,1303839870
2012-02-01,1321176810
2012-02-02,1300780410
2012-02-03,1353301140
2012-02-06,1336474110
2012-02-07,1333414650
2012-02-08,1306389420
2012-02-09,1307919150
2012-02-10,1288542570
2012-02-13,1304349780
2012-02-14,1310978610
2012-02-15,1260497520
2012-02-16,1297720950
2012-02-17,1289562390
2012-02-21,1287012840
2012-02-22,1269165990
2012-02-23,1282933560
2012-02-24,1292621850
2012-02-27,1302820050
2012-02-28,1289052480
2012-02-29,1257947970
2012-03-01,1233982200
2012-03-02,1202877690
2012-03-05,1212056070
2012-03-06,1186050660
2012-03-07,1196248860
2012-03-08,1214605620
2012-03-09,1229902920
2012-03-12,1224803820
2012-03-13,1247239860
2012-03-14,1246729950
2012-03-15,1237041660
2012-03-16,1223274090
2012-03-19,1232452470
2012-03-20,1214605620
2012-03-21,1216135350
2012-03-22,1204407420
2012-03-23,1216645260
2012-03-26,1236531750
2012-03-27,1230412830
2012-03-28,1211546160
2012-03-29,1201857870
2012-03-30,1194209220
2012-04-02,1204897440
2012-04-03,1191251370
2012-04-04,1168002510
2012-04-05,1150818570
2012-04-09,1124031840
2012-04-10,1087136910
2012-04-11,1118472330
2012-04-12,1135150860
2012-04-13,1123021020
2012-04-16,1122515610
2012-04-17,1127064300
2012-04-18,1117461510
2012-04-19,1125042660
2012-04-20,1137172500
2012-04-23,1110891180
2012-04-24,1126053480
2012-04-25,1155872670
2012-04-26,1213489410
2012-04-27,1222586790
2012-04-30,1203381210
2012-05-01,1216521870
2012-05-02,1183164810
2012-05-03,1197821700
2012-05-04,1186197270
2012-05-07,1161432180
2012-05-08,1190745960
2012-05-09,1198327110
2012-05-10,1215005640
2012-05-11,1207424490
2012-05-14,1178110710
2012-05-15,1184681040
2012-05-16,1179626940
2012-05-17,1127569710
2012-05-18,1149302340
2012-05-21,1176089070
2012-05-22,1160421360
2012-05-23,1164970050
2012-05-24,1161432180
2012-05-25,1156378080
2012-05-29,1187713500
2012-05-30,1155872670
2012-05-31,1168507920
2012-06-01,1116956100
2012-06-04,1131107580
2012-06-05,1139194140
2012-06-06,1185691860
2012-06-07,1184681040
2012-06-08,1189735140
2012-06-11,1156378080
2012-06-12,1189229730
2012-06-13,1182659400
2012-06-14,1175078250
2012-06-15,1186197270
2012-06-18,1207929900
2012-06-19,1214500230
2012-06-20,1240781550
2012-06-21,1216521870
2012-06-22,1239265320
2012-06-25,1210456950
2012-06-26,1202875800
2012-06-27,1219554330
2012-06-28,1235222040
2012-06-29,1260492540
2012-07-02,1301513000
2012-07-03,1323400000
2012-07-05,1333071000
2012-07-06,1321364000
2012-07-09,1318819000
2012-07-10,1328999000
2012-07-11,1331544000
2012-07-12,1325436000
2012-07-13,1346814000
2012-07-16,1339179000
2012-07-17,1363102000
2012-07-18,1373791000
2012-07-19,1359030000
2012-07-20,1355976000
2012-07-23,1355976000
2012-07-24,1334089000
2012-07-25,1343251000
2012-07-26,1397714000
2012-07-27,1420110000
2012-07-30,1433344000
2012-07-31,1441488000
2012-08-01,1406876000
2012-08-02,1412984000
2012-08-03,1434871000
2012-08-06,1424182000
2012-08-07,1463375000
2012-08-08,1437925000
2012-08-09,1440470000
2012-08-10,1436907000
2012-08-13,1433344000
2012-08-14,1441997000
2012-08-15,1437416000
2012-08-16,1437416000
2012-08-17,1444033000
2012-08-20,1436398000
2012-08-21,1461339000
2012-08-22,1420619000
2012-08-23,1407894000
2012-08-24,1439961000
2012-08-27,1438434000
2012-08-28,1431308000
2012-08-29,1473555000
2012-08-30,1461848000
2012-08-31,1444033000
2012-09-04,1458794000
2012-09-05,1476100000
2012-09-06,1511221000
2012-09-07,1512239000
2012-09-10,1516311000
2012-09-11,1535653000
2012-09-12,1577900000
2012-09-13,1607422000
2012-09-14,1631854000
2012-09-17,1596224000
2012-09-18,1591134000
2012-09-19,1591643000
2012-09-20,1586044000
2012-09-21,1576373000
2012-09-24,1579936000
2012-09-25,1594188000
2012-09-26,1578409000
2012-09-27,1561612000
2012-09-28,1555504000
2012-10-01,1563645340
2012-10-02,1551991470
2012-10-03,1537297460
2012-10-04,1543377740
2012-10-05,1550471400
2012-10-08,1541350980
2012-10-09,1520576690
2012-10-10,1525643590
2012-10-11,1528683730
2012-10-12,1527163660
2012-10-15,1519563310
2012-10-16,1537804150
2012-10-17,1558071750
2012-10-18,1542364360
2012-10-19,1502335850
2012-10-22,1489668600
2012-10-23,1479028110
2012-10-24,1506896060
2012-10-25,1591006600
2012-10-26,1585939700
2012-10-31,1596580190
2012-11-01,1612287580
2012-11-02,1561111890
2012-11-05,1563645340
2012-11-06,1587966460
2012-11-07,1542871050
2012-11-08,1552498160
2012-11-09,1558578440
2012-11-12,1521590070
2012-11-13,1505375990
2012-11-14,1475481280
2012-11-15,1468387620
2012-11-16,1482574940
2012-11-19,1479534800
2012-11-20,1518549930
2012-11-21,1479534800
2012-11-23,1493215430
2012-11-26,1462307340
2012-11-27,1471427760
2012-11-28,1474974590
2012-11-29,1471427760
2012-11-30,1459267200
2012-12-03,1493215430
2012-12-04,1499295710
2012-12-05,1487135150
2012-12-06,1522096760
2012-12-07,1527670350
2012-12-10,1546924570
2012-12-11,1543884430
2012-12-12,1517536550
2012-12-13,1507402750
2012-12-14,1512469650
2012-12-17,1523616830
2012-12-18,1583912940
2012-12-19,1616341100
2012-12-20,1625461520
2012-12-21,1630528420
2012-12-24,1631035110
2012-12-26,1630528420
2012-12-27,1621408000
2012-12-28,1618367860
2012-12-31,1633568560
2013-01-02,1658903060
2013-01-03,1650289330
2013-01-04,1683224180
2013-01-07,1683224180
2013-01-08,1680690730
2013-01-09,1709065369
2013-01-10,1689304460
2013-01-11,1682210800
2013-01-14,1676130520
2013-01-15,1694371360
2013-01-16,1671570310
2013-01-17,1679677350
2013-01-18,1690824529
2013-01-22,1726799520
2013-01-23,1705518539
2013-01-24,1839284699
2013-01-25,1839791390
2013-01-28,1931502279
2013-01-29,1912754750
2013-01-30,1858538920
2013-01-31,1864112510
2013-02-01,1881846660
2013-02-04,1866645960
2013-02-05,1876273070
2013-02-06,1886406869
2013-02-07,1881846660
2013-02-08,1911234680
2013-02-11,1895020600
2013-02-12,1916301580
2013-02-13,1932008970
2013-02-14,1938595940
2013-02-15,1962410369
2013-02-19,2023719860
2013-02-20,1965957199
2013-02-21,1970010720
2013-02-22,2009532539
2013-02-25,1960890300
2013-02-26,1994331840
2013-02-27,2011559300
2013-02-28,2010545920
2013-03-01,2009025850
2013-03-04,2008012470
2013-03-05,2038920560
2013-03-06,2026760000
2013-03-07,2030306830
2013-03-08,2037400490
2013-03-11,2032840279
2013-03-12,2031320210
2013-03-13,2026760000
2013-03-14,2027773380
2013-03-15,2036387110
2013-03-18,2052094500
2013-03-19,2067801890
2013-03-20,2137218420
2013-03-21,2136711730
2013-03-22,2107830400
2013-03-25,2099216670
2013-03-26,2097189910
2013-03-27,2073375480
2013-03-28,2097696600
2013-04-01,2076869700
2013-04-02,2056211850
2013-04-03,2015903850
2013-04-04,2039584799
2013-04-05,2004315300
2013-04-08,2115666150
2013-04-09,2063265750
2013-04-10,2102566049
2013-04-11,2124231599
2013-04-12,2105589150
2013-04-15,2030515499
2013-04-16,2066792700
2013-04-17,1968038100
2013-04-18,1915133850
2013-04-19,1963503450
2013-04-22,1976099700
2013-04-23,2012880750
2013-04-24,1965015000
2013-04-25,1965518850
2013-04-26,1944357150
2013-04-29,1918156950
2013-04-30,1921683900
2013-05-01,1844091000
2013-05-02,1857191100
2013-05-03,1863237299
2013-05-06,1886918250
2013-05-07,1924203150
2013-05-08,1938814799
2013-05-09,1953930300
2013-05-10,1965518850
2013-05-13,1965015000
2013-05-14,1967534249
2013-05-15,1988695950
2013-05-16,1955441850
2013-05-17,1979626650
2013-05-20,1960984200
2013-05-21,1940326350
2013-05-22,1889437500
2013-05-23,1894979850
2013-05-24,1924707000
2013-05-28,1951411049
2013-05-29,1892964450
2013-05-30,1899010650
2013-05-31,1884399000
2013-06-03,1882887449
2013-06-04,1846106400
2013-06-05,1817386950
2013-06-06,1846106400
2013-06-07,1843587150
2013-06-10,1866260400
2013-06-11,1776071250
2013-06-12,1767001950
2013-06-13,1788163650
2013-06-14,1768009650
2013-06-17,1747351800
2013-06-18,1777582800
2013-06-19,1756421100
2013-06-20,1739290200
2013-06-21,1748359500
2013-06-24,1701501450
2013-06-25,1705532250
2013-06-26,1697974500
2013-06-27,1742817150
2013-06-28,1745840250
2013-07-01,1753744680
2013-07-02,1787062800
2013-07-03,1784538700
2013-07-05,1838554440
2013-07-08,1832496599
2013-07-09,1867834000
2013-07-10,1866824359
2013-07-11,1881464140
2013-07-12,1893579820
2013-07-15,1888026800
2013-07-16,1917306359
2013-07-17,1922354560
2013-07-18,1943557000
2013-07-19,1947595560
2013-07-22,1963244980
2013-07-23,1972836560
2013-07-24,1961225700
2013-07-25,2026347480
2013-07-26,2018270359
2013-07-29,2025337839
2013-07-30,2067237900
2013-07-31,2070266820
2013-08-01,2137912700
2013-08-02,2133874140
2013-08-05,2124787380
2013-08-06,2146494640
2013-08-07,2136398240
2013-08-08,2149523560
2013-08-09,2145989820
2013-08-12,2163658520
2013-08-13,2163153700
2013-08-14,2146494640
2013-08-15,2116205440
2013-08-16,2138417520
2013-08-19,2140941619
2013-08-20,2139931980
2013-08-21,2166687440
2013-08-22,2166687440
2013-08-23,2161639240
2013-08-26,2160629600
2013-08-27,2069257180
2013-08-28,2053607760
2013-08-29,2039977619
2013-08-30,1986466700
2013-09-03,1987981160
2013-09-04,1992019720
2013-09-05,1971826920
2013-09-06,1985457060
2013-09-09,2007669140
2013-09-10,2055627040
2013-09-11,2046035460
2013-09-12,2022813740
2013-09-13,2002620940
2013-09-16,2027357119
2013-09-17,2077334300
2013-09-18,2041492080
2013-09-19,2047549920
2013-09-20,2072790920
2013-09-23,2045530640
2013-09-24,2052093300
2013-09-25,2052093300
2013-09-26,2066733080
2013-09-27,2080868040
2013-09-30,2084791379
2013-10-01,2159355450
2013-10-02,2143341690
2013-10-03,2144842980
2013-10-04,2159355450
2013-10-07,2150347710
2013-10-08,2118820620
2013-10-09,2136335670
2013-10-10,2210399310
2013-10-11,2260442310
2013-10-14,2311986600
2013-10-15,2273453490
2013-10-16,2310985740
2013-10-17,2294471550
2013-10-18,2321494770
2013-10-21,2321494770
2013-10-22,2315990040
2013-10-23,2356524870
2013-10-24,2342012400
2013-10-25,2414074320
2013-10-28,2376041640
2013-10-29,2417076900
2013-10-30,2381045940
2013-10-31,2356524870
2013-11-01,2345515410
2013-11-04,2370036480
2013-11-05,2407568730
2013-11-06,2347517130
2013-11-07,2288466390
2013-11-08,2323996920
2013-11-11,2338008960
2013-11-12,2339009820
2013-11-13,2343513690
2013-11-14,2363030460
2013-11-15,2389553250
2013-11-18,2403565290
2013-11-19,2398560990
2013-11-20,2384048520
2013-11-21,2452607430
2013-11-22,2444100120
2013-11-25,2448103560
2013-11-26,2472624630
2013-11-27,2504151720
2013-11-29,2486636670
2013-12-02,2443599690
2013-12-03,2422581630
2013-12-04,2440597110
2013-12-05,2511658170
2013-12-06,2586222240
2013-12-09,2566205040
2013-12-10,2572210200
2013-12-11,2451106140
2013-12-12,2434591950
2013-12-13,2433090660
2013-12-16,2457611730
2013-12-17,2458112160
2013-12-18,2499147420
2013-12-19,2476628070
2013-12-20,2568206760
2013-12-23,2586722670
2013-12-24,2581718370
2013-12-26,2607740730
2013-12-27,2601735570
2013-12-30,2602236000
2013-12-31,2611744170
2014-01-02,2542684830
2014-01-03,2564203320
2014-01-06,2532676230
2014-01-07,2602736430
2014-01-08,2607740730
2014-01-09,2678301360
2014-01-10,2648275560
2014-01-13,2576714070
2014-01-14,2617749330
2014-01-15,2614746750
2014-01-16,2591226540
2014-01-17,2588223960
2014-01-21,2559699450
2014-01-22,2598232560
2014-01-23,2663788890
2014-01-24,2468621190
2014-01-27,2411572170
2014-01-28,2464117320
2014-01-29,2423582490
2014-01-30,2470122480
2014-01-31,2429587650
2014-02-03,2293971120
2014-02-04,2291969400
2014-02-05,2277957360
2014-02-06,2320994340
2014-02-07,2361529170
