,BAC
2004-08-23,178909221600
2004-08-24,179719682400
2004-08-25,179679159360
2004-08-26,178706606400
2004-08-27,180327528000
2004-08-30,180611189280
2004-08-31,182272633920
2004-09-01,176883069600
2004-09-02,177693530400
2004-09-03,176720977440
2004-09-07,179395498080
2004-09-08,178747129440
2004-09-09,179800728480
2004-09-10,180732758400
2004-09-13,180246481920
2004-09-14,179719682400
2004-09-15,178990267680
2004-09-16,179679159360
2004-09-17,180975896640
2004-09-20,179800728480
2004-09-21,181056942720
2004-09-22,177977191680
2004-09-23,176558885280
2004-09-24,178220329920
2004-09-27,177571961280
2004-09-28,177004638720
2004-09-29,176639931360
2004-09-30,174730391500
2004-10-01,178077408000
2004-10-04,178843592500
2004-10-05,180335636000
2004-10-06,182472887500
2004-10-07,183198746500
2004-10-08,182029307000
2004-10-11,183118095500
2004-10-12,183602001500
2004-10-13,181505075500
2004-10-14,178238710000
2004-10-15,181424424500
2004-10-18,181384099000
2004-10-19,178883918000
2004-10-20,176303086000
2004-10-21,177069270500
2004-10-22,176625690000
2004-10-25,175899831000
2004-10-26,176907968500
2004-10-27,178883918000
2004-10-28,179529126000
2004-10-29,180617914500
2004-11-01,181908330500
2004-11-02,182150283500
2004-11-03,184045582000
2004-11-04,186505437500
2004-11-05,185295672500
2004-11-08,185376323500
2004-11-09,185215021500
2004-11-10,186424786500
2004-11-11,189973430500
2004-11-12,191304172000
2004-11-15,190860591500
2004-11-16,188602363500
2004-11-17,187876504500
2004-11-18,187150645500
2004-11-19,184892417500
2004-11-22,186545763000
2004-11-23,187110320000
2004-11-24,187352273000
2004-11-26,187392598500
2004-11-29,186868367000
2004-11-30,186586088500
2004-12-01,187876504500
2004-12-02,187190971000
2004-12-03,186787716000
2004-12-06,187513575000
2004-12-07,184892417500
2004-12-08,185940880500
2004-12-09,186303810000
2004-12-10,185013394000
2004-12-13,185335998000
2004-12-14,184811766500
2004-12-15,185215021500
2004-12-16,185860229500
2004-12-17,182271260000
2004-12-20,183561676000
2004-12-21,186747390500
2004-12-22,188723340000
2004-12-23,188320085000
2004-12-27,188158783000
2004-12-28,189408873500
2004-12-29,188965293000
2004-12-30,189368548000
2004-12-31,189489524500
2005-01-03,187352273000
2005-01-04,184771441000
2005-01-05,182634189500
2005-01-06,182351911000
2005-01-07,180375961500
2005-01-10,182634189500
2005-01-11,182190609000
2005-01-12,181706703000
2005-01-13,179448475000
2005-01-14,181021169500
2005-01-18,184408511500
2005-01-19,181343773500
2005-01-20,182714840500
2005-01-21,181827679500
2005-01-24,182351911000
2005-01-25,183843954500
2005-01-26,184569813500
2005-01-27,183602001500
2005-01-28,184287535000
2005-01-31,186989343500
2005-02-01,188239434000
2005-02-02,188441061500
2005-02-03,187110320000
2005-02-04,189086269500
2005-02-07,188078132000
2005-02-08,189086269500
2005-02-09,187271622000
2005-02-10,189247571500
2005-02-11,188803991000
2005-02-14,189247571500
2005-02-15,189771803000
2005-02-16,188602363500
2005-02-17,186949018000
2005-02-18,184448837000
2005-02-22,182271260000
2005-02-23,184408511500
2005-02-24,186303810000
2005-02-25,188683014500
2005-02-28,188118457500
2005-03-01,189852454000
2005-03-02,187795853500
2005-03-03,186828041500
2005-03-04,188642689000
2005-03-07,187392598500
2005-03-08,186545763000
2005-03-09,184287535000
2005-03-10,184932743000
2005-03-11,184569813500
2005-03-14,184690790000
2005-03-15,183642327000
2005-03-16,180658240000
2005-03-17,180577589000
2005-03-18,181222797000
2005-03-21,178641965000
2005-03-22,176061133000
2005-03-23,177351549000
2005-03-24,176424062500
2005-03-28,178601639500
2005-03-29,176988619500
2005-03-30,177512851000
2005-03-31,176636199600
2005-04-01,176275717560
2005-04-04,176876520960
2005-04-05,177477324360
2005-04-06,178638877600
2005-04-07,179560109480
2005-04-08,178959306080
2005-04-11,180160912880
2005-04-12,182323805120
2005-04-13,180681609160
2005-04-14,178959306080
2005-04-15,177357163680
2005-04-18,179159573880
2005-04-19,179960645080
2005-04-20,177156895880
2005-04-21,177797752840
2005-04-22,177717645720
2005-04-25,179560109480
2005-04-26,178678931160
2005-04-27,179720323720
2005-04-28,178999359640
2005-04-29,180401234240
2005-05-02,181602841040
2005-05-03,181682948160
2005-05-04,184126215320
2005-05-05,183645572600
2005-05-06,182203644440
2005-05-09,183164929880
2005-05-10,181763055280
2005-05-11,182884554960
2005-05-12,181602841040
2005-05-13,180761716280
2005-05-16,183645572600
2005-05-17,184807125840
2005-05-18,186849857400
2005-05-19,186048786200
2005-05-20,186529428920
2005-05-23,186449321800
2005-05-24,186689643160
2005-05-25,186409268240
2005-05-26,187090178760
2005-05-27,186849857400
2005-05-31,185528089920
2005-06-01,185407929240
2005-06-02,184967340080
2005-06-03,183365197680
2005-06-06,183845840400
2005-06-07,183685626160
2005-06-08,183885893960
2005-06-09,184606858040
2005-06-10,184246376000
2005-06-13,183925947520
2005-06-14,184126215320
2005-06-15,186649589600
2005-06-16,185968679080
2005-06-17,186809803840
2005-06-20,187090178760
2005-06-21,188572160480
2005-06-22,188532106920
2005-06-23,186649589600
2005-06-24,187250393000
2005-06-27,185848518400
2005-06-28,186929964520
2005-06-29,187891249960
2005-06-30,182466134530
2005-07-01,179945773540
2005-07-05,180465848030
2005-07-06,178825613100
2005-07-07,178745601640
2005-07-08,180625870950
2005-07-11,180705882410
2005-07-12,181265962630
2005-07-13,183026214750
2005-07-14,183266249130
2005-07-15,183946346540
2005-07-18,180345830840
2005-07-19,179305681860
2005-07-20,179465704780
2005-07-21,178425555800
2005-07-22,179425699050
2005-07-25,178665590180
2005-07-26,178145515690
2005-07-27,176625297950
2005-07-28,176065217730
2005-07-29,174424982800
2005-08-01,174665017180
2005-08-02,175785177620
2005-08-03,175145085940
2005-08-04,174865045830
2005-08-05,173024782250
2005-08-08,171784604620
2005-08-09,171624581700
2005-08-10,171024495750
2005-08-11,171184518670
2005-08-12,170784461370
2005-08-15,172744742140
2005-08-16,174905051560
2005-08-17,174945057290
2005-08-18,175225097400
2005-08-19,174504994260
2005-08-22,174985063020
2005-08-23,173384833820
2005-08-24,171664587430
2005-08-25,172304679110
2005-08-26,171384547320
2005-08-29,173464845280
2005-08-30,172424696300
2005-08-31,172144656190
2005-09-01,172424696300
2005-09-02,171664587430
2005-09-06,173424839550
2005-09-07,173264816630
2005-09-08,172144656190
2005-09-09,171824610350
2005-09-12,170824467100
2005-09-13,170664444180
2005-09-14,170584432720
2005-09-15,170944484290
2005-09-16,174745028640
2005-09-19,173584862470
2005-09-20,172024639000
2005-09-21,169064214980
2005-09-22,168784174870
2005-09-23,168944197790
2005-09-26,168024066000
2005-09-27,167704020160
2005-09-28,166423836800
2005-09-29,168424123300
2005-09-30,194059150100
2005-10-03,193828676050
2005-10-04,193183348709
2005-10-05,193413822760
2005-10-06,194658382630
2005-10-07,194842761870
2005-10-10,194013055290
2005-10-11,193045064280
2005-10-12,193091159090
2005-10-13,193598202000
2005-10-14,193828676050
2005-10-17,193828676050
2005-10-18,191616125170
2005-10-19,195626373640
2005-10-20,194520098200
2005-10-21,194796667060
2005-10-24,199959285780
2005-10-25,199037389580
2005-10-26,199129579200
2005-10-27,199037389580
2005-10-28,202724974380
2005-10-31,201618698940
2005-11-01,201065561220
2005-11-02,203185922480
2005-11-03,202863258810
2005-11-04,203877344630
2005-11-07,204937525260
2005-11-08,204614861590
2005-11-09,205306283740
2005-11-10,208809489300
2005-11-11,209547006260
2005-11-14,210284523220
2005-11-15,208579015250
2005-11-16,207288360570
2005-11-17,208993868540
2005-11-18,210007954360
2005-11-21,211298609040
2005-11-22,212497074100
2005-11-23,215308857510
2005-11-25,216599512190
2005-11-28,214617435360
2005-11-29,215631521180
2005-11-30,211529083090
2005-12-01,211482988280
2005-12-02,212635358530
2005-12-05,214018202830
2005-12-06,213465065110
2005-12-07,211390798660
2005-12-08,211022040180
2005-12-09,211575177900
2005-12-12,210837660940
2005-12-13,214340866500
2005-12-14,215631521180
2005-12-15,215170573080
2005-12-16,216507322570
2005-12-19,214479150930
2005-12-20,215216667890
2005-12-21,214986193840
2005-12-22,216276848520
2005-12-23,216369038140
2005-12-27,214617435360
2005-12-28,213280685870
2005-12-29,212911927390
2005-12-30,212727548150
2006-01-03,217014365480
2006-01-04,214709624980
2006-01-05,214986193840
2006-01-06,214663530170
2006-01-09,214801814600
2006-01-10,213004117010
2006-01-11,212497074100
2006-01-12,211114229800
2006-01-13,211114229800
2006-01-17,208855584110
2006-01-18,208625110060
2006-01-19,208071972340
2006-01-20,203692965390
2006-01-23,202632784760
2006-01-24,203923439440
2006-01-25,205721137030
2006-01-26,206965696900
2006-01-27,206504748800
2006-01-30,205029714880
2006-01-31,203877344630
2006-02-01,202586689950
2006-02-02,200235854640
2006-02-03,198622536290
2006-02-06,199913190970
2006-02-07,200466328690
2006-02-08,201296035270
2006-02-09,202033552230
2006-02-10,202448405520
2006-02-13,201434319700
2006-02-14,203554680959
2006-02-15,204476577160
2006-02-16,205997705890
2006-02-17,205859421459
2006-02-21,205352378550
2006-02-22,207795403480
2006-02-23,209132152970
2006-02-24,210745471320
2006-02-27,211943936380
2006-02-28,211344703850
2006-03-01,210192333600
2006-03-02,208118067150
2006-03-03,208302446390
2006-03-06,208394636010
2006-03-07,210284523220
2006-03-08,210699376510
2006-03-09,209961859550
2006-03-10,211805651950
2006-03-13,211759557140
2006-03-14,213234591060
2006-03-15,213879918400
2006-03-16,215539331560
2006-03-17,216184658900
2006-03-20,216184658900
2006-03-21,214663530170
2006-03-22,216599512190
2006-03-23,215262762700
2006-03-24,216184658900
2006-03-27,215815900420
2006-03-28,212312694860
2006-03-29,211897841570
2006-03-30,210238428410
2006-03-31,206506913580
2006-04-03,207141761360
2006-04-04,209907883830
2006-04-05,211086886850
2006-04-06,209499767400
2006-04-07,207413838980
2006-04-10,207141761360
2006-04-11,206597606120
2006-04-12,207323146440
2006-04-13,207368492710
2006-04-17,206234835960
2006-04-18,208411456920
2006-04-19,208819573350
2006-04-20,209862537560
2006-04-21,212537967490
2006-04-24,213444892890
2006-04-25,213535585430
2006-04-26,216347054170
2006-04-27,222378108080
2006-04-28,226368579840
2006-05-01,223012955860
2006-05-02,224282651420
2006-05-03,223557111100
2006-05-04,226459272380
2006-05-05,228862624690
2006-05-08,227230158970
2006-05-09,227592929130
2006-05-10,227502236590
2006-05-11,225325615630
2006-05-12,223103648400
2006-05-15,224690767850
2006-05-16,225098884280
2006-05-17,220201487120
2006-05-18,218206251240
2006-05-19,218886445290
2006-05-22,218841099020
2006-05-23,218705060210
2006-05-24,219838716960
2006-05-25,221788606569
2006-05-26,223919881260
2006-05-30,220836334900
2006-05-31,219475946800
2006-06-01,220836334900
2006-06-02,223375726020
2006-06-05,221017719980
2006-06-06,220065448310
2006-06-07,221516528950
2006-06-08,222332761810
2006-06-09,221244451330
2006-06-12,219521293069
2006-06-13,213444892890
2006-06-14,211495003280
2006-06-15,217253979569
2006-06-16,215032012340
2006-06-19,213762316780
2006-06-20,213490239160
2006-06-21,214533203370
2006-06-22,215576167580
2006-06-23,214986666069
2006-06-26,215213397420
2006-06-27,214487857100
2006-06-28,216074976550
2006-06-29,220382872200
2006-06-30,216435762400
2006-07-03,219630552240
2006-07-05,219900534480
2006-07-06,220755478240
2006-07-07,219585555200
2006-07-10,221115454560
2006-07-11,221160451600
2006-07-12,218550623280
2006-07-13,215895797920
2006-07-14,217380700240
2006-07-17,216975726880
2006-07-18,217965661760
2006-07-19,224760214800
2006-07-20,223410303600
2006-07-21,225615158560
2006-07-24,227550031280
2006-07-25,228629960240
2006-07-26,229439906960
2006-07-27,229574898080
2006-07-28,232454708639
2006-07-31,231869747120
2006-08-01,231869747120
2006-08-02,233804619840
2006-08-03,233849616880
2006-08-04,235424513280
2006-08-07,234704560639
2006-08-08,234254590240
2006-08-09,231914744160
2006-08-10,231824750080
2006-08-11,231284785600
2006-08-14,230069865520
2006-08-15,234659563600
2006-08-16,235334519200
2006-08-17,234614566560
2006-08-18,236189462960
2006-08-21,236054471840
2006-08-22,236234460000
2006-08-23,236189462960
2006-08-24,236279457040
2006-08-25,234569569520
2006-08-28,234839551760
2006-08-29,235289522160
2006-08-30,232634696800
2006-08-31,231599764880
2006-09-01,232454708639
2006-09-05,232859682000
2006-09-06,232409711600
2006-09-07,231779753040
2006-09-08,232454708639
2006-09-11,230294850720
2006-09-12,232634696800
2006-09-13,233534637600
2006-09-14,233669628720
2006-09-15,231509770800
2006-09-18,232994673120
2006-09-19,234119599120
2006-09-20,236189462960
2006-09-21,235064536960
2006-09-22,235919480720
2006-09-25,238349320880
2006-09-26,240644169920
2006-09-27,239564240960
2006-09-28,240824158080
2006-09-29,241049143280
2006-10-02,237679443680
2006-10-03,241181248240
2006-10-04,242998640480
2006-10-05,241668841280
2006-10-06,240427695360
2006-10-09,241624514640
2006-10-10,242156434320
2006-10-11,239541162560
2006-10-12,240516348640
2006-10-13,241092594960
2006-10-16,238078383440
2006-10-17,237945403520
2006-10-18,238521649840
2006-10-19,236083684640
2006-10-20,237679443680
2006-10-23,237856750240
2006-10-24,236837237520
2006-10-25,239363856000
2006-10-26,240161735520
2006-10-27,238034056800
2006-10-30,239009242880
2006-10-31,238787609680
2006-11-01,237502137120
2006-11-02,237369157200
2006-11-03,236837237520
2006-11-06,240294715440
2006-11-07,241225574880
2006-11-08,242067781040
2006-11-09,241624514640
2006-11-10,242777007280
2006-11-13,241402881440
2006-11-14,243042967120
2006-11-15,241491534720
2006-11-16,243353253600
2006-11-17,243131620400
2006-11-20,243353253600
2006-11-21,242555374080
2006-11-22,242156434320
2006-11-24,241846147840
2006-11-27,239009242880
2006-11-28,240560675280
2006-11-29,239452509280
2006-11-30,238698956400
2006-12-01,237147524000
2006-12-04,233379759600
2006-12-05,234000332560
2006-12-06,233557066160
2006-12-07,232670533360
2006-12-08,228991422240
2006-12-11,232936493200
2006-12-12,234044659200
2006-12-13,235330131760
2006-12-14,235684744880
2006-12-15,236349644480
2006-12-18,237723770320
2006-12-19,237502137120
2006-12-20,237856750240
2006-12-21,237191850640
2006-12-22,236482624400
2006-12-26,238034056800
2006-12-27,238344343280
2006-12-28,237812423600
2006-12-29,236659930960
2007-01-03,236393971120
2007-01-04,237901076880
2007-01-05,235995031360
2007-01-08,236925890800
2007-01-09,237147524000
2007-01-10,237502137120
2007-01-11,236083684640
2007-01-12,236615604320
2007-01-16,236881564160
2007-01-17,236349644480
2007-01-18,236216664560
2007-01-19,237546463760
2007-01-22,237812423600
2007-01-23,236349644480
2007-01-24,235817724800
2007-01-25,232271593600
2007-01-26,230675834560
2007-01-29,228104889440
2007-01-30,231030447680
2007-01-31,233069473120
2007-02-01,234221965760
2007-02-02,233778699360
2007-02-05,234399272320
2007-02-06,235862051440
2007-02-07,236526951040
2007-02-08,236349644480
2007-02-09,234886865360
2007-02-12,235108498560
2007-02-13,238167036720
2007-02-14,239585489200
2007-02-15,238698956400
2007-02-16,239585489200
2007-02-20,239585489200
2007-02-21,238964916240
2007-02-22,238034056800
2007-02-23,234310619040
2007-02-26,234000332560
2007-02-27,225179331200
2007-02-28,225312311120
2007-03-01,223317612320
2007-03-02,221677526640
2007-03-05,220037440960
2007-03-06,225799904160
2007-03-07,224248471760
2007-03-08,225046351280
2007-03-09,225844230800
2007-03-12,226464803760
2007-03-13,219239561440
2007-03-14,220613687280
2007-03-15,222076466400
2007-03-16,219948787680
2007-03-19,223273285680
2007-03-20,225002024640
2007-03-21,229877955040
2007-03-22,228902768960
2007-03-23,229124402160
2007-03-26,228548155840
2007-03-27,229789301760
2007-03-28,225046351280
2007-03-29,226908070160
2007-03-30,226154517280
2007-04-02,222862575780
2007-04-03,224762851560
2007-04-04,224895428940
2007-04-05,224718659100
2007-04-09,224762851560
2007-04-10,225690893220
2007-04-11,223216115460
2007-04-12,222199688880
2007-04-13,222818383320
2007-04-16,226397972580
2007-04-17,226707319800
2007-04-18,229005327720
2007-04-19,224983813860
2007-04-20,225558315840
2007-04-23,223216115460
2007-04-24,223702232520
2007-04-25,226397972580
2007-04-26,224144157120
2007-04-27,224365119420
2007-04-30,224939621400
2007-05-01,225072198780
2007-05-02,225425738460
2007-05-03,226397972580
2007-05-04,226442165040
2007-05-07,227237629320
2007-05-08,227149244400
2007-05-09,227370206700
2007-05-10,223525462680
2007-05-11,225160583700
2007-05-14,224409311880
2007-05-15,225116391240
2007-05-16,225911855520
2007-05-17,225956047980
2007-05-18,226618934880
2007-05-21,226397972580
2007-05-22,227591169000
2007-05-23,226928282100
2007-05-24,225602508300
2007-05-25,226265395200
2007-05-29,226221202740
2007-05-30,224541889260
2007-05-31,224099964660
2007-06-01,224409311880
2007-06-04,224718659100
2007-06-05,223879002360
2007-06-06,222420651180
2007-06-07,220034258340
2007-06-08,222111303960
2007-06-11,221183262300
2007-06-12,219459756360
2007-06-13,222553228560
2007-06-14,221315839680
2007-06-15,221315839680
2007-06-18,220564567860
2007-06-19,223392885300
2007-06-20,220873915080
2007-06-21,220476182940
2007-06-22,216322091700
2007-06-25,215880167100
2007-06-26,215659204800
2007-06-27,217382710740
2007-06-28,216940786140
2007-06-29,216056936940
2007-07-02,218024781120
2007-07-03,219041522800
2007-07-05,218245811920
2007-07-06,217273276400
2007-07-09,215770266960
2007-07-10,213780989760
2007-07-11,214444082160
2007-07-12,218953110480
2007-07-13,218820492000
2007-07-16,219350965920
2007-07-17,220146676800
2007-07-18,218201605760
2007-07-19,217803750320
2007-07-20,213559958960
2007-07-23,212852660400
2007-07-24,208432044400
2007-07-25,211880124880
2007-07-26,208785693680
2007-07-27,209581404560
2007-07-30,210863383200
2007-07-31,209625610720
2007-08-01,210553940080
2007-08-02,211217032480
2007-08-03,207768952000
2007-08-06,212896866560
2007-08-07,215151380720
2007-08-08,219704615200
2007-08-09,213736783600
2007-08-10,214797731440
2007-08-13,214399876000
2007-08-14,211570681760
2007-08-15,213206309680
2007-08-16,220367707600
2007-08-17,228811084160
2007-08-20,226998631600
2007-08-21,226777600800
2007-08-22,228324816400
2007-08-23,229120527280
2007-08-24,229297351920
2007-08-27,224876735920
2007-08-28,219527790560
2007-08-29,223462138800
2007-08-30,221959129360
2007-08-31,224036818880
2007-09-04,225805065280
2007-09-05,220809769200
2007-09-06,220102470640
2007-09-07,216698596320
2007-09-10,216433359360
2007-09-11,218599461200
2007-09-12,218334224240
2007-09-13,220411913760
2007-09-14,220809769200
2007-09-17,218864698160
2007-09-18,226379745360
2007-09-19,225760859120
2007-09-20,224523086640
2007-09-21,226512363840
2007-09-24,223638963440
2007-09-25,222003335520
2007-09-26,222843252560
2007-09-27,223683169600
2007-09-28,222224366320
2007-10-01,224224956720
2007-10-02,229007005560
2007-10-03,229936848390
2007-10-04,232017925200
2007-10-05,233390550330
2007-10-08,232150759890
2007-10-09,232770655110
2007-10-10,231575142900
2007-10-11,232106481660
2007-10-12,230556743610
2007-10-15,227678658660
2007-10-16,222276714600
2007-10-17,221523984690
2007-10-18,216299153550
2007-10-19,210631540110
2007-10-22,211561382940
2007-10-23,211561382940
2007-10-24,210233036040
2007-10-25,208107681000
2007-10-26,212668338690
2007-10-29,212446947540
2007-10-30,212491225770
2007-10-31,213775294440
2007-11-01,202395789330
2007-11-02,199739095530
2007-11-05,196816732350
2007-11-06,201731615880
2007-11-07,191769014130
2007-11-08,192610300500
2007-11-09,194735655540
2007-11-12,194735655540
2007-11-13,204875370210
2007-11-14,202484345790
2007-11-15,195178437840
2007-11-16,196462506510
2007-11-19,189599380860
2007-11-20,189377989710
2007-11-21,186588461220
2007-11-23,191060562450
2007-11-26,185437227240
2007-11-27,190130719620
2007-11-28,198587861550
2007-11-29,197613740490
2007-11-30,204255474990
2007-12-03,201333111810
2007-12-04,197967966330
2007-12-05,200270434290
2007-12-06,203502745080
2007-12-07,200890329510
2007-12-10,206513664720
2007-12-11,197702296950
2007-12-12,192300352890
2007-12-13,190617780150
2007-12-14,186677017680
2007-12-17,184640219100
2007-12-18,183754654500
2007-12-19,184153158570
2007-12-20,183356150430
2007-12-21,185614340160
2007-12-24,187208356440
2007-12-26,187296912900
2007-12-27,183577541580
2007-12-28,181983525300
2007-12-31,182691976980
2008-01-02,179592500880
2008-01-03,178441266900
2008-01-04,176448746550
2008-01-07,176670137700
2008-01-08,170072681430
2008-01-09,171533863020
2008-01-10,174013443900
2008-01-11,170471185500
2008-01-14,173659218060
2008-01-15,167725935240
2008-01-16,171312471870
2008-01-17,163430946930
2008-01-18,159268793310
2008-01-22,165556301970
2008-01-23,179636779110
2008-01-24,176670137700
2008-01-25,174810452040
2008-01-28,182426307600
2008-01-29,185702896620
2008-01-30,186898408830
2008-01-31,195488385450
2008-02-01,199384869690
2008-02-04,194957046690
2008-02-05,187606860510
2008-02-06,187429747590
2008-02-07,192034683510
2008-02-08,186677017680
2008-02-11,186588461220
2008-02-12,189599380860
2008-02-13,191857570590
2008-02-14,187031243520
2008-02-15,189068042100
2008-02-19,188935207410
2008-02-20,190263554310
2008-02-21,186898408830
2008-02-22,188625259800
2008-02-25,190130719620
2008-02-26,189156598560
2008-02-27,189865050240
2008-02-28,183400428660
2008-02-29,175961686020
2008-03-03,173482105140
2008-03-04,171710975940
2008-03-05,166264753650
2008-03-06,161704095960
2008-03-07,162678217020
2008-03-10,156346430130
2008-03-11,167017483560
2008-03-12,163962285690
2008-03-13,164449346220
2008-03-14,158029002870
2008-03-17,159224515080
2008-03-18,172375149390
2008-03-19,170736854880
2008-03-20,185348670780
2008-03-24,187961086350
2008-03-25,181407908310
2008-03-26,176404468320
2008-03-27,171091080720
2008-03-28,168567221610
2008-03-31,168158107290
2008-04-01,181243478340
2008-04-02,178759475700
2008-04-03,179069976030
2008-04-04,174811685790
2008-04-07,175210900500
2008-04-08,170242895220
2008-04-09,168246821670
2008-04-10,167182249110
2008-04-11,163855459860
2008-04-14,157822882020
2008-04-15,157822882020
2008-04-16,164032888620
2008-04-17,166206390930
2008-04-18,171041324640
2008-04-21,166827391590
2008-04-22,164121603000
2008-04-23,163500602340
2008-04-24,167980678530
2008-04-25,169888037700
2008-04-28,169355751420
2008-04-29,167936321340
2008-04-30,166516891260
2008-05-01,174722971410
2008-05-02,176497259010
2008-05-05,172859969430
2008-05-06,174057613560
2008-05-07,168557322000
2008-05-08,165585390270
2008-05-09,162569101350
2008-05-12,166073319360
2008-05-13,162391672590
2008-05-14,163234459200
2008-05-15,162835244490
2008-05-16,160439956230
2008-05-19,160129455900
2008-05-20,156980095410
2008-05-21,153608948970
2008-05-22,154052520870
2008-05-23,150503945670
2008-05-27,151568518230
2008-05-28,150237802530
2008-05-29,153475877400
2008-05-30,150858803190
2008-06-02,148951444020
2008-06-03,147753799890
2008-06-04,141898650810
2008-06-05,141898650810
2008-06-06,135289429500
2008-06-09,131341639590
2008-06-10,131385996780
2008-06-11,127970493150
2008-06-12,130587567360
2008-06-13,132095711820
2008-06-16,134491000080
2008-06-17,129700423560
2008-06-18,125841348030
2008-06-19,124821132660
2008-06-20,120207984900
2008-06-23,114796407720
2008-06-24,118078839780
2008-06-25,118034482590
2008-06-26,110050188390
2008-06-27,109074330210
2008-06-30,108464396810
2008-07-01,108191759030
2008-07-02,102420926020
2008-07-03,101784771200
2008-07-07,97831523390
2008-07-08,106964889020
2008-07-09,100239823780
2008-07-10,101603012680
2008-07-11,98467678210
2008-07-14,91560854450
2008-07-15,84154194760
2008-07-16,103011641210
2008-07-17,120415019500
2008-07-18,124913542870
2008-07-21,129775583280
2008-07-22,146997203050
2008-07-23,151950122720
2008-07-24,139227026320
2008-07-25,134410425539
2008-07-28,127503601780
2008-07-29,146406487860
2008-07-30,152722596430
2008-07-31,149496382700
2008-08-01,151450286790
2008-08-04,148224073060
2008-08-05,152586277540
2008-08-06,151995562350
2008-08-07,143225713760
2008-08-08,146542806750
2008-08-11,151677484940
2008-08-12,141453568190
2008-08-13,131138772180
2008-08-14,137136803340
2008-08-15,139499664100
2008-08-18,133138115900
2008-08-19,127594481039
2008-08-20,133092676270
2008-08-21,131956685520
2008-08-22,137273122230
2008-08-25,131593168480
2008-08-26,131865806260
2008-08-27,134728502950
2008-08-28,142816757090
2008-08-29,141499007820
2008-09-02,148269512690
2008-09-03,149769020480
2008-09-04,139045267800
2008-09-05,146451927490
2008-09-08,157811834990
2008-09-09,147769676760
2008-09-10,147224401200
2008-09-11,150223416780
2008-09-12,153313311620
2008-09-15,120642217650
2008-09-16,134274106650
2008-09-17,123595793600
2008-09-18,138954388540
2008-09-19,170307733240
2008-09-22,155176336450
2008-09-23,151313967900
2008-09-24,150268856410
2008-09-25,156176008310
2008-09-26,166763442100
2008-09-29,137454880750
2008-09-30,173496715000
2008-10-01,189012278370
2008-10-02,180287872130
2008-10-03,170919049519
2008-10-06,159716118780
2008-10-07,117829054730
2008-10-08,109550782900
2008-10-09,97306871870
2008-10-10,103453612630
2008-10-13,112971146710
2008-10-14,131510509970
2008-10-15,118076907180
2008-10-16,120208438250
2008-10-17,115201818759
2008-10-20,120951995600
2008-10-21,118820464530
2008-10-22,112326730340
2008-10-23,114012127000
2008-10-24,104445022430
2008-10-27,101768215970
2008-10-28,114111267980
2008-10-29,110641333680
2008-10-30,112921576220
2008-10-31,119811874330
2008-11-03,117035926890
2008-11-04,121596411970
2008-11-05,107815815750
2008-11-06,99735825880
2008-11-07,101569934009
2008-11-10,96563314520
2008-11-11,92647245810
2008-11-12,84269833000
2008-11-13,84765537900
2008-11-14,81394744580
2008-11-17,74504446470
2008-11-18,75297574310
2008-11-19,64739059940
2008-11-20,55766801250
2008-11-21,56857352030
2008-11-24,72323344910
2008-11-25,73364325200
2008-11-26,76487266070
2008-11-28,80552046250
2008-12-01,63698079650
2008-12-02,71232794130
2008-12-03,74603587450
2008-12-04,71084082660
2008-12-05,75545426760
2008-12-08,88433754160
2008-12-09,84021980550
2008-12-10,82733147810
2008-12-11,73909600590
2008-12-12,74008741570
2008-12-15,69943961390
2008-12-16,74851439900
2008-12-17,72472056380
2008-12-18,69200404040
2008-12-19,68407276200
2008-12-22,67068872970
2008-12-23,63202374750
2008-12-24,67068872970
2008-12-26,66226174640
2008-12-29,64144214060
2008-12-30,65631328760
2008-12-31,89701075200
2009-01-02,91293778950
2009-01-05,89063993700
2009-01-06,90975238200
2009-01-07,87343873650
2009-01-08,86260835100
2009-01-09,82756886850
2009-01-12,72818415450
2009-01-13,67849179750
2009-01-14,64982312999
2009-01-15,53005180800
2009-01-16,45742451700
2009-01-20,32491156499
2009-01-21,42557044200
2009-01-22,36377353650
2009-01-23,39753885600
2009-01-26,38224890000
2009-01-27,41410297500
2009-01-28,47080322850
2009-01-29,43194125700
2009-01-30,41919962700
2009-02-02,38224890000
2009-02-03,33765319500
2009-02-04,29942830500
2009-02-05,30834744600
2009-02-06,39053095950
2009-02-09,43894915350
2009-02-10,35421731400
2009-02-11,38670847050
2009-02-12,37396684050
2009-02-13,35485439550
2009-02-17,31216993500
2009-02-18,29114624550
2009-02-19,25037302950
2009-02-20,24145388850
2009-02-23,24909886650
2009-02-24,30133954950
2009-02-25,32873405400
2009-02-26,33892735800
2009-02-27,25164719250
2009-03-02,23126058450
2009-03-03,23253474750
2009-03-04,22871225850
2009-03-05,20195483550
2009-03-06,20004359100
2009-03-09,23890556250
2009-03-10,30516203850
2009-03-11,31408117950
2009-03-12,37269267750
2009-03-13,36695894400
2009-03-16,39371636700
2009-03-17,39945010050
2009-03-18,48864151050
2009-03-19,44149747950
2009-03-20,39435344850
2009-03-23,49692357000
2009-03-24,45997284300
2009-03-25,49055275500
2009-03-26,48290777700
2009-03-27,46761782100
2009-03-30,38416014450
2009-03-31,49387132300
2009-04-01,51052680750
2009-04-02,52428568600
2009-04-03,55035514000
2009-04-06,54166532200
2009-04-07,53297550400
2009-04-08,51125095900
