,BAC
2009-04-09,69156468250
2009-04-13,79801495300
2009-04-14,73066886350
2009-04-15,75601416600
2009-04-16,74877265100
2009-04-17,76760059000
2009-04-20,58076950300
2009-04-21,63435671400
2009-04-22,59814913900
2009-04-23,63870162300
2009-04-24,65897786500
2009-04-27,64594313800
2009-04-28,59018347250
2009-04-29,62856350200
2009-04-30,64666728950
2009-05-01,63001180499
2009-05-04,75166925700
2009-05-05,78498022600
2009-05-06,91894825350
2009-05-07,97832867650
2009-05-08,102612267550
2009-05-11,93705204100
2009-05-12,88780973900
2009-05-13,79729080150
2009-05-14,81901534650
2009-05-15,77266965050
2009-05-18,84942970950
2009-05-19,81467043750
2009-05-20,83205007350
2009-05-21,82625686150
2009-05-22,80163571050
2009-05-26,79511834700
2009-05-27,79004928650
2009-05-28,81829119500
2009-05-29,81611874050
2009-06-01,81177383150
2009-06-02,82625686150
2009-06-03,81177383150
2009-06-04,85956783050
2009-06-05,85884367900
2009-06-08,87332670900
2009-06-09,87332670900
2009-06-10,86753349700
2009-06-11,93922449550
2009-06-12,99353585800
2009-06-15,96529394950
2009-06-16,92184485950
2009-06-17,89070634500
2009-06-18,93415543500
2009-06-19,95732828300
2009-06-22,86463689100
2009-06-23,88563728450
2009-06-24,89432710250
2009-06-25,89432710250
2009-06-26,92329316250
2009-06-29,95515582850
2009-06-30,113966608800
2009-07-01,112671533700
2009-07-02,109131661760
2009-07-06,104901083100
2009-07-07,104901083100
2009-07-08,102224594560
2009-07-09,103346992980
2009-07-10,102569947920
2009-07-13,112153503660
2009-07-14,111462796940
2009-07-15,115866052280
2009-07-16,113707593780
2009-07-17,111290120260
2009-07-20,105678128160
2009-07-21,105246436460
2009-07-22,105591789820
2009-07-23,109563353460
2009-07-24,108009263340
2009-07-27,113016887060
2009-07-28,115175345560
2009-07-29,116729435680
2009-07-30,120614660980
2009-07-31,127694404860
2009-08-03,132270336880
2009-08-04,135033163760
2009-08-05,143839674440
2009-08-06,144185027800
2009-08-07,141767554280
2009-08-10,144012351120
2009-08-11,136846268900
2009-08-12,137536975620
2009-08-13,146775178000
2009-08-14,150142373260
2009-08-17,142976291040
2009-08-18,145911794600
2009-08-19,144616719500
2009-08-20,147983914760
2009-08-21,150746741640
2009-08-24,149797019900
2009-08-25,153250553500
2009-08-26,153595906860
2009-08-27,154718305280
2009-08-28,155236335320
2009-08-31,151869140060
2009-09-01,142112907640
2009-09-02,140472479180
2009-09-03,145393764560
2009-09-04,147552223060
2009-09-08,146947854680
2009-09-09,147120531360
2009-09-10,148674621480
2009-09-11,146516162980
2009-09-14,146688839660
2009-09-15,144962072860
2009-09-16,148933636500
2009-09-17,152041816740
2009-09-18,152214493420
2009-09-21,148933636500
2009-09-22,152041816740
2009-09-23,151092095000
2009-09-24,146602501320
2009-09-25,143321644400
2009-09-28,148674621480
2009-09-29,148156591440
2009-09-30,146096839800
2009-10-01,139966298650
2009-10-02,141088792100
2009-10-05,146442222400
2009-10-06,146787605000
2009-10-07,149809702750
2009-10-08,149637011450
2009-10-09,151104887500
2009-10-12,155681206950
2009-10-13,153781602650
2009-10-14,160516563350
2009-10-15,156285626500
2009-10-16,149032591900
2009-10-19,148169135400
2009-10-20,146873950650
2009-10-21,142556668150
2009-10-22,142643013800
2009-10-23,140052644300
2009-10-26,132972301000
2009-10-27,133404029250
2009-10-28,129604820650
2009-10-29,135821707450
2009-10-30,125891957700
2009-11-02,126323685950
2009-11-03,127791562000
2009-11-04,126928105500
2009-11-05,130640968450
2009-11-06,129950203250
2009-11-09,136167090050
2009-11-10,138412076950
2009-11-11,141865902950
2009-11-12,138671113900
2009-11-13,137980348700
2009-11-16,137030546550
2009-11-17,136167090050
2009-11-18,141175137750
2009-11-19,138843805200
2009-11-20,138930150850
2009-11-23,140657063850
2009-11-24,139016496500
2009-11-25,137721311750
2009-11-27,133576720550
2009-11-30,136857855250
2009-12-01,137289583500
2009-12-02,135130942250
2009-12-03,136080744400
2009-12-04,140570718200
2009-12-07,137203237850
2009-12-08,133058646650
2009-12-09,132885955350
2009-12-10,131331733650
2009-12-11,134958250950
2009-12-14,134958250950
2009-12-15,131159042350
2009-12-16,131936153200
2009-12-17,128309635900
2009-12-18,129777511950
2009-12-21,131936153200
2009-12-22,132367881450
2009-12-23,131159042350
2009-12-24,131677116250
2009-12-28,132022498850
2009-12-29,130554622800
2009-12-30,130122894550
2009-12-31,138212668080
2010-01-04,143994472920
2010-01-05,148674981600
2010-01-06,150418700520
2010-01-07,155374533240
2010-01-08,153997913040
2010-01-11,155374533240
2010-01-12,150143376480
2010-01-13,152529518160
2010-01-14,154365011760
2010-01-15,149225629680
2010-01-19,149776277760
2010-01-20,151336447320
2010-01-21,141975429960
2010-01-22,136744273200
2010-01-25,137478470640
2010-01-26,135551202360
2010-01-27,139405738920
2010-01-28,141057683160
2010-01-29,139313964240
2010-02-01,141516556560
2010-02-02,143168500800
2010-02-03,142526078040
2010-02-04,135367653000
2010-02-05,137662020000
2010-02-08,132889736640
2010-02-09,132797961960
2010-02-10,134633455560
2010-02-11,134266356840
2010-02-12,132614412600
2010-02-16,139130414880
2010-02-17,143719148880
2010-02-18,145738191840
2010-02-19,145738191840
2010-02-22,148766756280
2010-02-23,146288839920
2010-02-24,149868052439
2010-02-25,151887095400
2010-02-26,152896616880
2010-03-01,153355490280
2010-03-02,151061123280
2010-03-03,150235151160
2010-03-04,150510475200
2010-03-05,153263715600
2010-03-08,153630814320
2010-03-09,154181462400
2010-03-10,157026477480
2010-03-11,157118252160
2010-03-12,154640335800
2010-03-15,154640335800
2010-03-16,156292280040
2010-03-17,158494872360
2010-03-18,156751153439
2010-03-19,154365011760
2010-03-22,155649857280
2010-03-23,157210026840
2010-03-24,161248112760
2010-03-25,162808282320
2010-03-26,164276677200
2010-03-29,165561522720
2010-03-30,162991831680
2010-03-31,177728398050
2010-04-01,179620184920
2010-04-05,180516294490
2010-04-06,184100732769
2010-04-07,185395113260
2010-04-08,185693816450
2010-04-09,185096410070
2010-04-12,185793384180
2010-04-13,185892951910
2010-04-14,193161396200
2010-04-15,193957938040
2010-04-16,183304190930
2010-04-19,183105055470
2010-04-20,185295545530
2010-04-21,182009810440
2010-04-22,184598571420
2010-04-23,183503326390
2010-04-26,179719752650
2010-04-27,173944824310
2010-04-28,177031423940
2010-04-29,182208945900
2010-04-30,177529262589
2010-05-03,179819320380
2010-05-04,174840933880
2010-05-05,174542230690
2010-05-06,162096264440
2010-05-07,161100587140
2010-05-10,172252172900
2010-05-11,170858224680
2010-05-12,169962115110
2010-05-13,167970760510
2010-05-14,162693670820
2010-05-17,162793238550
2010-05-18,158810529350
2010-05-19,162394967630
2010-05-20,152338626900
2010-05-21,159208800270
2010-05-24,153334304200
2010-05-25,154230413770
2010-05-26,154031278310
2010-05-27,161100587140
2010-05-28,156719607020
2010-06-01,153732575120
2010-06-02,158213122970
2010-06-03,157416581130
2010-06-04,152836465550
2010-06-07,147658943590
2010-06-08,152637330090
2010-06-09,149451162730
2010-06-10,153931710580
2010-06-11,155325658800
2010-06-14,153433871930
2010-06-15,157317013400
2010-06-16,158013987510
2010-06-17,157516148860
2010-06-18,157516148860
2010-06-21,157217445670
2010-06-22,155126523340
2010-06-23,153633007390
2010-06-24,149550730460
2010-06-25,153533439660
2010-06-28,151741220520
2010-06-29,145070182610
2010-06-30,143360163870
2010-07-01,139868441020
2010-07-02,138072697840
2010-07-06,140267495060
2010-07-07,146752123210
2010-07-08,148248575860
2010-07-09,150742663610
2010-07-12,151740298710
2010-07-13,156329420170
2010-07-14,156329420170
2010-07-15,153536041890
2010-07-16,139469386980
2010-07-19,135778137110
2010-07-20,137374353270
2010-07-21,133284049360
2010-07-22,136276954660
2010-07-23,137075062740
2010-07-26,141165366650
2010-07-27,141564420690
2010-07-28,139569150490
2010-07-29,139968204530
2010-07-30,140067968040
2010-08-02,144058508440
2010-08-03,143060873340
2010-08-04,141564420690
2010-08-05,139868441020
2010-08-06,139269859960
2010-08-09,138771042410
2010-08-10,135977664130
2010-08-11,131588069690
2010-08-12,130291144060
2010-08-13,131987123730
2010-08-16,131588069690
2010-08-17,131787596710
2010-08-18,132884995320
2010-08-19,129892090020
2010-08-20,128395637369
2010-08-23,128395637369
2010-08-24,126101076640
2010-08-25,126300603660
2010-08-26,124405096970
2010-08-27,126101076640
2010-08-30,122908644320
2010-08-31,124305333460
2010-09-01,131787596710
2010-09-02,132485941280
2010-09-03,134680738500
2010-09-07,131787596710
2010-09-08,133383812869
2010-09-09,134680738500
2010-09-10,135179556050
2010-09-13,139170096450
2010-09-14,136476481680
2010-09-15,136775772210
2010-09-16,135179556050
2010-09-17,133683103400
2010-09-20,137075062740
2010-09-21,136177191150
2010-09-22,133882630420
2010-09-23,131388542670
2010-09-24,135678373600
2010-09-27,132086887240
2010-09-28,132386177770
2010-09-29,130789961610
2010-09-30,131479132500
2010-10-01,133486447500
2010-10-04,131980961250
2010-10-05,136095957000
2010-10-06,134389739250
2010-10-07,133586813250
2010-10-08,132282058500
2010-10-11,131980961250
2010-10-12,135694494000
2010-10-13,133386081749
2010-10-14,126460845000
2010-10-15,120238168500
2010-10-18,123851335500
2010-10-19,118431585000
2010-10-20,117929756250
2010-10-21,114015492000
2010-10-22,114818418000
2010-10-25,112008177000
2010-10-26,113413297500
2010-10-27,115822075499
2010-10-28,115721709750
2010-10-29,114918783750
2010-11-01,115420612500
2010-11-02,114416955000
2010-11-03,115621344000
2010-11-04,121743654750
2010-11-05,124052067000
2010-11-08,126460845000
2010-11-09,123148775250
2010-11-10,126159747750
2010-11-11,124152432749
2010-11-12,121643288999
2010-11-15,121442557500
2010-11-16,119836705500
2010-11-17,116625001499
2010-11-18,117427927500
2010-11-19,117026464500
2010-11-22,113413297500
2010-11-23,111305616750
2010-11-24,113212566000
2010-11-26,111807445500
2010-11-29,113513663250
2010-11-30,109900496250
2010-12-01,113312931749
2010-12-02,117227196000
2010-12-03,119033779500
2010-12-06,116825733000
2010-12-07,116123172750
2010-12-08,120438900000
2010-12-09,126962673750
2010-12-10,128468160000
2010-12-13,125858650499
2010-12-14,124453530000
2010-12-15,123349506749
2010-12-16,125657919000
2010-12-17,126159747750
2010-12-20,126661576499
2010-12-21,130274743500
2010-12-22,134289373500
2010-12-23,131077669500
2010-12-27,133185350250
2010-12-28,133887910500
2010-12-29,133586813250
2010-12-30,133285716000
2010-12-31,134412172500
2011-01-03,142976666250
2011-01-04,143480460000
2011-01-05,146100187500
2011-01-06,145495635000
2011-01-07,143581218750
2011-01-10,145092600000
2011-01-11,148014603750
2011-01-12,151037366250
2011-01-13,148820673750
2011-01-14,153657093750
2011-01-18,151138125000
2011-01-19,144790323750
2011-01-20,146503222500
2011-01-21,143581218750
2011-01-24,140256180000
2011-01-25,137334176250
2011-01-26,136528106250
2011-01-27,137737211250
2011-01-28,137031900000
2011-01-31,138341763750
2011-02-01,144185771250
2011-02-02,143480460000
2011-02-03,145394876250
2011-02-04,143984253750
2011-02-07,147813086250
2011-02-08,147208533750
2011-02-09,147510810000
2011-02-10,145999428750
2011-02-11,148820673750
2011-02-14,150029778750
2011-02-15,148820673750
2011-02-16,149525985000
2011-02-17,149223708750
2011-02-18,148619156250
2011-02-22,142875907500
2011-02-23,142775148750
2011-02-24,140759973750
2011-02-25,143077425000
2011-02-28,143984253750
2011-03-01,140356938750
2011-03-02,139349351250
2011-03-03,143782736250
2011-03-04,142271355000
2011-03-07,141364526250
2011-03-08,148014603750
2011-03-09,147007016250
2011-03-10,143681977500
2011-03-11,144891082500
2011-03-14,143379701250
2011-03-15,140659215000
2011-03-16,137938728750
2011-03-17,140860732500
2011-03-18,141465285000
2011-03-21,141566043750
2011-03-22,139853145000
2011-03-23,137535693750
2011-03-24,135822795000
2011-03-25,134412172500
2011-03-28,134714448749
2011-03-29,134512931250
2011-03-30,135520518750
2011-03-31,134565390240
2011-04-01,134969187359
2011-04-04,135675832320
2011-04-05,135978680160
2011-04-06,138502412160
2011-04-07,137391970080
2011-04-08,136079629440
2011-04-11,136180578720
2011-04-12,135978680160
2011-04-13,133959694560
2011-04-14,132546404640
2011-04-15,129416976960
2011-04-18,125379005760
2011-04-19,124571411520
2011-04-20,123864766560
2011-04-21,124268563680
2011-04-25,125580904320
2011-04-26,123460969440
2011-04-27,124470462240
2011-04-28,125379005760
2011-04-29,123965715840
2011-05-02,124571411520
2011-05-03,127196092800
2011-05-04,126085650720
2011-05-05,124167614400
2011-05-06,124268563680
2011-05-09,122956223040
2011-05-10,123965715840
2011-05-11,123662868000
2011-05-12,123158121600
2011-05-13,120432491040
2011-05-16,119725846080
2011-05-17,120129643200
2011-05-18,119019201119
2011-05-19,118009708320
2011-05-20,116899266240
2011-05-23,115284077760
2011-05-24,115687874880
2011-05-25,114880280640
2011-05-26,115687874880
2011-05-27,118009708320
2011-05-31,118615404000
2011-06-01,113466990720
2011-06-02,113971737119
2011-06-03,113870787840
2011-06-06,109328070240
2011-06-07,107510983200
2011-06-08,106400541119
2011-06-09,107510983200
2011-06-10,109025222400
2011-06-13,110741360160
2011-06-14,109025222400
2011-06-15,105996744000
2011-06-16,107006236800
2011-06-17,107813831040
2011-06-20,107006236800
2011-06-21,109328070240
2011-06-22,108924273119
2011-06-23,108116678880
2011-06-24,106198642560
2011-06-27,109529968800
2011-06-28,109227120960
2011-06-29,112457497920
2011-06-30,110874472640
2011-07-01,112189589560
2011-07-05,111279124000
2011-07-06,108648890160
2011-07-07,110469821280
2011-07-08,108244238800
2011-07-11,104703539400
2011-07-12,103287259640
2011-07-13,103186096800
2011-07-14,101870979880
2011-07-15,101162840000
2011-07-18,98330280480
2011-07-19,96812837880
2011-07-20,99645397400
2011-07-21,103489585320
2011-07-22,102477956920
2011-07-25,101264002840
2011-07-26,101162840000
2011-07-27,97925629120
2011-07-28,99038420359
2011-07-29,98229117640
2011-08-01,99240746040
2011-08-02,96003535160
2011-08-03,96509349359
2011-08-04,89326787720
2011-08-05,82650040280
2011-08-08,65857008840
2011-08-09,76883758400
2011-08-10,68487242679
2011-08-11,73343059000
2011-08-12,72736081960
2011-08-15,78502363840
2011-08-16,74860501600
2011-08-17,75467478640
2011-08-18,70915150840
2011-08-19,70510499480
2011-08-22,64946543280
2011-08-23,63732589200
2011-08-24,70712825160
2011-08-25,77389572600
2011-08-26,78502363840
2011-08-29,84875622760
2011-08-30,82144226079
2011-08-31,82650040280
2011-09-01,80019806440
2011-09-02,73343059000
2011-09-06,70712825160
2011-09-07,75669804320
2011-09-08,72837244800
2011-09-09,70611662320
2011-09-12,71319802200
2011-09-13,70813988000
2011-09-14,71319802200
2011-09-15,74152361720
2011-09-16,73140733320
2011-09-19,70712825160
2011-09-20,69802359600
2011-09-21,64541891920
2011-09-22,61304681039
2011-09-23,63833752039
2011-09-26,66767474400
2011-09-27,65553520320
2011-09-28,62316309440
2011-09-29,64238403400
2011-09-30,62922149640
2011-10-03,56856125410
2011-10-04,59220846720
2011-10-05,59323660689
2011-10-06,64567173160
2011-10-07,60660242300
2011-10-10,64567173160
2011-10-11,65492498890
2011-10-12,67651592260
2011-10-13,63950289340
2011-10-14,63641847430
2011-10-17,61996823910
2011-10-18,68268476080
2011-10-19,65800940800
2011-10-20,66520638590
2011-10-21,66417824620
2011-10-24,69090987840
2011-10-25,66417824620
2011-10-26,67754406230
2011-10-27,74231686340
2011-10-28,75568267950
2011-10-31,70221941510
2011-11-01,65800940800
2011-11-02,69090987840
2011-11-03,71044453270
2011-11-04,66726266530
2011-11-07,66315010650
2011-11-08,67137522410
2011-11-09,63333405520
2011-11-10,61996823910
2011-11-11,63847475370
2011-11-14,62202451850
2011-11-15,63024963610
2011-11-16,60660242300
2011-11-17,59632102600
2011-11-18,59426474660
2011-11-21,56444869530
2011-11-22,55211101890
2011-11-23,52846380580
2011-11-25,53154822490
2011-11-28,53977334250
2011-11-29,52229496760
2011-11-30,55930799680
2011-12-01,56856125410
2011-12-02,57987079080
2011-12-05,59529288630
2011-12-06,59426474660
2011-12-07,60557428330
2011-12-08,57473009230
2011-12-09,58809590840
2011-12-12,56033613650
2011-12-13,54697032040
2011-12-14,53771706310
2011-12-15,54080148220
2011-12-16,53463264400
2011-12-19,51304171030
2011-12-20,53154822490
2011-12-21,53771706310
2011-12-22,56239241590
2011-12-23,57575823200
2011-12-27,56342055560
2011-12-28,54388590130
2011-12-29,56136427620
2011-12-30,57164567319
2012-01-03,61777928600
2012-01-04,61884442269
2012-01-05,67210125769
2012-01-06,65825448060
2012-01-09,66784071089
2012-01-10,70618563210
2012-01-11,73174891290
2012-01-12,72322781930
2012-01-13,70405535870
2012-01-17,69020858160
2012-01-18,72429295600
2012-01-19,74133514320
2012-01-20,75305164690
2012-01-23,77222410750
2012-01-24,77648465430
2012-01-25,78287547450
2012-01-26,77754979100
2012-01-27,77648465430
2012-01-30,75305164690
2012-01-31,75944246710
2012-02-01,78394061120
2012-02-02,79352684150
2012-02-03,83506717280
2012-02-06,84891394990
2012-02-07,83613230950
2012-02-08,86595613710
2012-02-09,87128182060
2012-02-10,85956531690
2012-02-13,87873777750
2012-02-14,84997908660
2012-02-15,82867635260
2012-02-16,86169559030
2012-02-17,85423963340
2012-02-21,86382586370
2012-02-22,84678367650
2012-02-23,85423963340
2012-02-24,83932771960
2012-02-27,85636990679
2012-02-28,86489100039
2012-02-29,84891394990
2012-03-01,86489100039
2012-03-02,86595613710
2012-03-05,84891394990
2012-03-06,82122039570
2012-03-07,85423963340
2012-03-08,85850018020
2012-03-09,85743504350
2012-03-12,85104422330
2012-03-13,90430105830
2012-03-14,94158084280
2012-03-15,98418631080
2012-03-16,104383396600
2012-03-19,101507527510
2012-03-20,104489910270
2012-03-21,104596423940
2012-03-22,102253123200
2012-03-23,104915964950
2012-03-26,105768074310
2012-03-27,102253123200
2012-03-28,103850828250
2012-03-29,101507527510
2012-03-30,101933582190
2012-04-02,104308727600
2012-04-03,102261345550
2012-04-04,99136393999
2012-04-05,99459664850
2012-04-09,96226956350
2012-04-10,92024435299
2012-04-11,95472657700
2012-04-12,98813123150
2012-04-13,93533032600
2012-04-16,94718359049
2012-04-17,96119199400
2012-04-18,96119199400
2012-04-19,94502845150
2012-04-20,90084810200
2012-04-23,88145185100
2012-04-24,88468455950
2012-04-25,89007240700
2012-04-26,89114997650
2012-04-27,88899483750
2012-04-30,87390886450
2012-05-01,89546025450
2012-05-02,87929671200
2012-05-03,86205560000
2012-05-04,83403879300
2012-05-07,85774532200
2012-05-08,83942664050
2012-05-09,83296122350
2012-05-10,82972851500
2012-05-11,81356497250
2012-05-14,79201358250
2012-05-15,78662573500
2012-05-16,76615191450
2012-05-17,75214351100
2012-05-18,75645378900
2012-05-21,73597996850
2012-05-22,75214351100
2012-05-23,77261733150
2012-05-24,76938462300
2012-05-25,77046219250
2012-05-29,80171170800
2012-05-30,77585004000
2012-05-31,79201358250
2012-06-01,75645378900
2012-06-04,74352295500
2012-06-05,76507434500
2012-06-06,82326309800
2012-06-07,79955656900
2012-06-08,81464254200
2012-06-11,78447059600
2012-06-12,80709955550
2012-06-13,80817712500
2012-06-14,82541823700
2012-06-15,85127990500
2012-06-18,83619393200
2012-06-19,87390886450
2012-06-20,87714157300
2012-06-21,84265934900
2012-06-22,85559018300
2012-06-25,81895282000
2012-06-26,82110795900
2012-06-27,83727150150
2012-06-28,83403879300
2012-06-29,88145185100
2012-07-02,86748192650
2012-07-03,86855954380
2012-07-05,84269672860
2012-07-06,82545485180
2012-07-09,81467867880
2012-07-10,80605774040
2012-07-11,82222199990
2012-07-12,80605774040
2012-07-13,84269672860
2012-07-16,84161911130
2012-07-17,85347290160
2012-07-18,81144582690
2012-07-19,78235015980
2012-07-20,76187543110
2012-07-23,76403066570
2012-07-24,75864257920
2012-07-25,76187543110
2012-07-26,77265160410
2012-07-27,78773824630
2012-07-30,78450539440
2012-07-31,79097109820
2012-08-01,77803969060
2012-08-02,77372922140
2012-08-03,80066965390
2012-08-06,82329961720
2012-08-07,82653246910
2012-08-08,82653246910
2012-08-09,83192055560
2012-08-10,83407579020
2012-08-13,83192055560
2012-08-14,83838625940
2012-08-15,84808481510
2012-08-16,85455051890
2012-08-17,86209384000
2012-08-20,87825809950
2012-08-21,88256856870
2012-08-22,88580142060
2012-08-23,87825809950
2012-08-24,87933571680
2012-08-27,86963716110
2012-08-28,85778337080
2012-08-29,86209384000
2012-08-30,85239528430
2012-08-31,86101622270
2012-09-04,86209384000
2012-09-05,85670575350
2012-09-06,89981044550
2012-09-07,94830322400
2012-09-10,92459564340
2012-09-11,97308842190
2012-09-12,96662271810
2012-09-13,101296026200
2012-09-14,102912452150
2012-09-17,100218408900
2012-09-18,99464076790
2012-09-19,100110647169
2012-09-20,99033029870
2012-09-21,98170936030
2012-09-24,98063174300
2012-09-25,96231224890
2012-09-26,95045845860
2012-09-27,96662271810
2012-09-28,95153607590
2012-10-01,96563747840
2012-10-02,96240431720
2012-10-03,98180328440
2012-10-04,101413489640
2012-10-05,100443541280
2012-10-08,100012453120
2012-10-09,99258048840
2012-10-10,99258048840
2012-10-11,100659085360
2012-10-12,98288100479
2012-10-15,101736805760
2012-10-16,101952349840
2012-10-17,101736805760
2012-10-18,102060121880
2012-10-19,101736805760
2012-10-22,102922298200
2012-10-23,100874629440
2012-10-24,100335769240
2012-10-25,99581364960
2012-10-26,98288100479
2012-10-31,100443541280
2012-11-01,104969966960
2012-11-02,106155459400
2012-11-05,105077739000
2012-11-06,107125407760
2012-11-07,99473592920
2012-11-08,101197945560
2012-11-09,101629033720
2012-11-12,101197945560
2012-11-13,100551313320
2012-11-14,96887063960
2012-11-15,97964784360
2012-11-16,98288100479
2012-11-19,102275665960
2012-11-20,103784474520
2012-11-21,105293283080
2012-11-23,106694319600
2012-11-26,106047687360
2012-11-27,104107790640
2012-11-28,105185511040
2012-11-29,105939915320
2012-11-30,106263231440
2012-12-03,105616599200
2012-12-04,106802091640
2012-12-05,112729553840
2012-12-06,112729553840
2012-12-07,114669450560
2012-12-10,113915046280
2012-12-11,113268414040
2012-12-12,114346134440
2012-12-13,113591730159
2012-12-14,114022818320
2012-12-17,118549244000
2012-12-18,122429037440
2012-12-19,120596912760
2012-12-20,124153390080
2012-12-21,121674633159
2012-12-24,121243545000
2012-12-26,124368934159
2012-12-27,123614529880
2012-12-28,122429037440
2012-12-31,125376099750
2013-01-02,129911669250
2013-01-03,129155741000
2013-01-04,130775587250
2013-01-07,130559607750
2013-01-08,129371720500
2013-01-09,123432284250
2013-01-10,127211925500
2013-01-11,125592079250
2013-01-14,123864243250
2013-01-15,124728161250
2013-01-16,127211925500
2013-01-17,121812438000
2013-01-18,120300581500
2013-01-22,122568366250
2013-01-23,123324294500
2013-01-24,124512181750
2013-01-25,125484089499
2013-01-28,123972233000
2013-01-29,124080222750
2013-01-30,122892335500
2013-01-31,122244397000
2013-02-01,126455997250
2013-02-04,123972233000
2013-02-05,128291823000
2013-02-06,128831771750
2013-02-07,127859864000
2013-02-08,126995946000
2013-02-11,128075843500
2013-02-12,132287443750
2013-02-13,131423525750
2013-02-14,130991566750
2013-02-15,129911669250
2013-02-19,131639505250
2013-02-20,127427905000
2013-02-21,123324294500
2013-02-22,123540274000
2013-02-25,119112694250
2013-02-26,120192591750
2013-02-27,122028417500
2013-02-28,121272489250
2013-03-01,122460376500
2013-03-04,123216304750
2013-03-05,124728161250
2013-03-06,128723782000
2013-03-07,132395433500
2013-03-08,130343628250
2013-03-11,131207546250
2013-03-12,129695689750
2013-03-13,130235638500
2013-03-14,130775587250
2013-03-15,135743115750
2013-03-18,135635126000
2013-03-19,137254972250
2013-03-20,138010900500
2013-03-21,135743115750
2013-03-22,135635126000
2013-03-25,133907290000
2013-03-26,132611413000
2013-03-27,132071464250
2013-03-28,131531515500
2013-04-01,130926784050
2013-04-02,130926784050
2013-04-03,127262989270
2013-04-04,128663851980
2013-04-05,128987127990
2013-04-08,131573336070
2013-04-09,132004370750
2013-04-10,132758681440
2013-04-11,132219888090
2013-04-12,131142301390
2013-04-15,129094886660
2013-04-16,132327646760
2013-04-17,126077643899
2013-04-18,123275918480
2013-04-19,125646609220
2013-04-22,126293161240
2013-04-23,130064714690
2013-04-24,132650922770
2013-04-25,134051785480
2013-04-26,133836268140
2013-04-29,133405233460
2013-04-30,132650922770
2013-05-01,130819025380
2013-05-02,131357818730
2013-05-03,131896612080
2013-05-06,138793166960
2013-05-07,139008684300
2013-05-08,140301788340
2013-05-09,139116442970
2013-05-10,140301788340
2013-05-13,139870753660
2013-05-14,143750065780
2013-05-15,144827652480
2013-05-16,143965583120
2013-05-17,144719893810
2013-05-20,145581963170
2013-05-21,144827652480
2013-05-22,143426789770
2013-05-23,142349203070
2013-05-24,142672479080
2013-05-28,143857824450
2013-05-29,145258687160
2013-05-30,149030240610
2013-05-31,147198343220
2013-06-03,146012997850
2013-06-04,143965583120
2013-06-05,141056099030
2013-06-06,142241444400
2013-06-07,144181100460
2013-06-10,143319031100
2013-06-11,141379375040
2013-06-12,140732823020
2013-06-13,142349203070
2013-06-14,140840581690
2013-06-17,142349203070
2013-06-18,142995755090
2013-06-19,142133685730
2013-06-20,138900925630
2013-06-21,136745752230
2013-06-24,132543164100
2013-06-25,136530234890
2013-06-26,137500062920
2013-06-27,140194029670
2013-06-28,138577649620
2013-07-01,138595609740
2013-07-02,138274042200
2013-07-03,137523717940
2013-07-05,139989069080
2013-07-08,142347231040
2013-07-09,145026960540
2013-07-10,143311933660
2013-07-11,144812582180
2013-07-12,147706690040
2013-07-15,148778581840
2013-07-16,149207338560
2013-07-17,153387716580
2013-07-18,158211229680
2013-07-19,158104040500
2013-07-22,159926256560
2013-07-23,160140634920
2013-07-24,157675283780
2013-07-25,158961553940
2013-07-26,157889662140
2013-07-29,155638689360
2013-07-30,155638689360
2013-07-31,156496202800
2013-08-01,160247824100
2013-08-02,159068743120
2013-08-05,158639986400
2013-08-06,156924959520
2013-08-07,155745878540
2013-08-08,156603391980
2013-08-09,154888365100
2013-08-12,154459608380
2013-08-13,155531500180
2013-08-14,156496202800
2013-08-15,153494905760
2013-08-16,154566797560
2013-08-19,151672689700
2013-08-20,153173338220
2013-08-21,153709284120
2013-08-22,156174635260
2013-08-23,156174635260
2013-08-26,155317121820
2013-08-27,151243932980
2013-08-28,151351122160
2013-08-29,151887068060
2013-08-30,151351122160
2013-09-03,152744581500
2013-09-04,153494905760
2013-09-05,154030851660
2013-09-06,153923662480
2013-09-09,155209932640
2013-09-10,156603391980
2013-09-11,157032148700
2013-09-12,155209932640
2013-09-13,155317121820
2013-09-16,155745878540
2013-09-17,155960256900
2013-09-18,157782472960
2013-09-19,156603391980
2013-09-20,154781175920
2013-09-23,151565500520
2013-09-24,151029554620
2013-09-25,151565500520
2013-09-26,150922365440
2013-09-27,148992960200
2013-09-30,146735814000
2013-10-01,147799117000
2013-10-02,149500401800
2013-10-03,148862420000
2013-10-04,149394071500
2013-10-07,146842144300
2013-10-08,145566180700
2013-10-09,147161135200
2013-10-10,151308016900
2013-10-11,150882695700
2013-10-14,152583980500
2013-10-15,151414347200
2013-10-16,154816916800
2013-10-17,155880219800
2013-10-18,155561228900
2013-10-21,154391595600
2013-10-22,154391595600
2013-10-23,151095356300
2013-10-24,150670035100
2013-10-25,151627007800
2013-10-28,151308016900
2013-10-29,150457374500
2013-10-30,150670035100
2013-10-31,148543429100
2013-11-01,149075080600
2013-11-04,149287741200
2013-11-05,148118107900
2013-11-06,148437098800
2013-11-07,146735814000
2013-11-08,152264989600
2013-11-11,153115632000
2013-11-12,152264989600
2013-11-13,155667559200
2013-11-14,157368844000
2013-11-15,158644807600
2013-11-18,158644807600
2013-11-19,161622056000
2013-11-20,160984074200
2013-11-21,165768937700
2013-11-22,166300589200
