,HSIC
2009-05-05,3094954068
2009-05-06,3076143050
2009-05-07,3122113695
2009-05-08,3246099435
2009-05-11,3220325322
2009-05-12,3208495164
2009-05-13,3134654372
2009-05-14,3121420938
2009-05-15,3081010112
2009-05-18,3120728181
2009-05-19,3147195051
2009-05-20,3119324904
2009-05-21,3030154644
2009-05-22,3033653954
2009-05-26,3159025209
2009-05-27,3103302678
2009-05-28,3121420938
2009-05-29,3172258644
2009-06-01,3246099435
2009-06-02,3272584068
2009-06-03,3245406678
2009-06-04,3190376904
2009-06-05,3155543661
2009-06-08,3141617469
2009-06-09,3150676599
2009-06-10,3130480068
2009-06-11,3129076791
2009-06-12,3121420938
2009-06-15,3064987887
2009-06-16,3062909616
2009-06-17,3081010112
2009-06-18,3158332452
2009-06-19,3168777096
2009-06-22,3124209729
2009-06-23,3097725096
2009-06-24,3108187503
2009-06-25,3262832181
2009-06-26,3309495582
2009-06-29,3320615216
2009-06-30,3339422208
2009-07-01,3280923404
2009-07-02,3230789182
2009-07-06,3191772220
2009-07-07,3142330607
2009-07-08,3104041772
2009-07-09,3079658390
2009-07-10,3085909628
2009-07-13,3122138396
2009-07-14,3190387002
2009-07-15,3315056586
2009-07-16,3315056586
2009-07-17,3317844780
2009-07-20,3333170970
2009-07-21,3390266798
2009-07-22,3397228404
2009-07-23,3438323193
2009-07-24,3490553000
2009-07-27,3511455579
2009-07-28,3498917584
2009-07-29,3480110591
2009-07-30,3567166189
2009-07-31,3578301208
2009-08-03,3652126202
2009-08-04,3529552204
2009-08-05,3463399184
2009-08-06,3497514607
2009-08-07,3556031171
2009-08-10,3559511974
2009-08-11,3529552204
2009-08-12,3607568369
2009-08-13,3615915193
2009-08-14,3579011576
2009-08-17,3523993574
2009-08-18,3514936382
2009-08-19,3551840000
2009-08-20,3642376401
2009-08-21,3637510380
2009-08-24,3654914396
2009-08-25,3687644602
2009-08-26,3657702591
2009-08-27,3679297778
2009-08-28,3663278980
2009-08-31,3689740187
2009-09-01,3622876799
2009-09-02,3643779378
2009-09-03,3702278183
2009-09-04,3780969198
2009-09-08,3745450798
2009-09-09,3824852181
2009-09-10,3859677972
2009-09-11,3835987200
2009-09-14,3854794192
2009-09-15,3886831789
2009-09-16,3934888184
2009-09-17,3902140220
2009-09-18,3858967604
2009-09-21,3881948009
2009-09-22,3826237399
2009-09-23,3831121179
2009-09-24,3831121179
2009-09-25,3813699404
2009-09-28,3863275868
2009-09-29,3842334919
2009-09-30,3831179461
2009-10-01,3792108668
2009-10-02,3774654912
2009-10-05,3846515992
2009-10-06,3865357509
2009-10-07,3859077003
2009-10-08,3907221614
2009-10-09,3923269817
2009-10-12,3899535556
2009-10-13,3879306280
2009-10-14,3903040541
2009-10-15,3928162562
2009-10-16,3912114359
2009-10-19,3939318021
2009-10-20,3900247228
2009-10-21,3891867291
2009-10-22,3880711832
2009-10-23,3852796498
2009-10-26,3845822112
2009-10-27,3842334919
2009-10-28,3769068287
2009-10-29,3713255410
2009-10-30,3686051748
2009-11-02,3737683552
2009-11-03,3771861600
2009-11-04,3517901446
2009-11-05,3566739937
2009-11-06,3532544098
2009-11-09,3582094261
2009-11-10,3647674836
2009-11-11,3617677861
2009-11-12,3619759501
2009-11-13,3628833319
2009-11-16,3675572378
2009-11-17,3677671810
2009-11-18,3641394330
2009-11-19,3579994828
2009-11-20,3525569712
2009-11-23,3601629657
2009-11-24,3570227130
2009-11-25,3548592301
2009-11-27,3514396462
2009-11-30,3464864091
2009-12-01,3471856268
2009-12-02,3533931858
2009-12-03,3551385614
2009-12-04,3564640505
2009-12-07,3566739937
2009-12-08,3531156337
2009-12-09,3512314821
2009-12-10,3546510661
2009-12-11,3517901446
2009-12-14,3573714323
2009-12-15,3571614891
2009-12-16,3598836345
2009-12-17,3577201516
2009-12-18,3600224105
2009-12-21,3628139439
2009-12-22,3667904112
2009-12-23,3693720014
2009-12-24,3698612759
2009-12-28,3728455740
2009-12-29,3734757103
2009-12-30,3738283718
2009-12-31,3692652540
2010-01-04,3750922248
2010-01-05,3740378205
2010-01-06,3752318572
2010-01-07,3765655264
2010-01-08,3788121772
2010-01-11,3913074940
2010-01-12,3858331848
2010-01-13,3960120345
2010-01-14,3941162551
2010-01-15,3903246962
2010-01-19,3940464388
2010-01-20,3910980453
2010-01-21,3902548800
2010-01-22,3830942399
2010-01-25,3854107070
2010-01-26,3828131848
2010-01-27,3785311221
2010-01-28,3743904820
2010-01-29,3794441037
2010-02-01,3851314420
2010-02-02,3921506594
2010-02-03,3877987804
2010-02-04,3776181405
2010-02-05,3795837362
2010-02-08,3781104345
2010-02-09,3854823134
2010-02-10,3861142399
2010-02-11,3922204756
2010-02-12,3943274940
2010-02-16,3982586853
2010-02-17,4005053361
2010-02-18,4008562075
2010-02-19,4016975827
2010-02-22,4014183177
2010-02-23,4013467113
2010-02-24,4008562075
2010-02-25,3991716669
2010-02-26,3989604280
2010-03-01,3993811156
2010-03-02,4003639135
2010-03-03,3970646486
2010-03-04,3957309794
2010-03-05,3993112994
2010-03-08,3974155200
2010-03-09,3930636410
2010-03-10,3933429060
2010-03-11,3958724020
2010-03-12,3975569426
2010-03-15,3992414832
2010-03-16,4010656562
2010-03-17,4026803805
2010-03-18,4042951048
2010-03-19,4045761600
2010-03-22,4086487740
2010-03-23,4096315718
2010-03-24,4095617556
2010-03-25,4057701967
2010-03-26,4058400129
2010-03-29,4109206591
2010-03-30,4180503223
2010-03-31,4158628120
2010-04-01,4156503624
2010-04-05,4206627317
2010-04-06,4184032046
2010-04-07,4180503223
2010-04-08,4174147740
2010-04-09,4191107697
2010-04-12,4184032046
2010-04-13,4210876308
2010-04-14,4291355082
2010-04-15,4305488379
2010-04-16,4297008401
2010-04-19,4282172940
2010-04-20,4323132495
2010-04-21,4276519621
2010-04-22,4315372685
2010-04-23,4405033601
2010-04-26,4323834659
2010-04-27,4318181340
2010-04-28,4345025602
2010-04-29,4373958352
2010-04-30,4271586471
2010-05-03,4313950353
2010-05-04,4275115294
2010-05-05,4262404328
2010-05-06,4149445978
2010-05-07,4024478826
2010-05-10,4181223391
2010-05-11,4144494823
2010-05-12,4203098494
2010-05-13,4148023646
2010-05-14,4069651363
2010-05-17,4090842307
2010-05-18,4042825105
2010-05-19,4039296282
2010-05-20,3902320328
2010-05-21,3949635366
2010-05-24,3910098143
2010-05-25,3879022894
2010-05-26,3892436023
2010-05-27,4011065697
2010-05-28,3982817107
2010-06-01,3912924802
2010-06-02,4028691808
2010-06-03,4037891954
2010-06-04,3883271885
2010-06-07,3843014494
2010-06-08,3811255085
2010-06-09,3798544120
2010-06-10,3848649808
2010-06-11,3888205036
2010-06-14,3935502069
2010-06-15,3944684211
2010-06-16,3946088539
2010-06-17,3947510871
2010-06-18,3983519271
2010-06-21,4011065697
2010-06-22,3995528072
2010-06-23,3987048094
2010-06-24,3919982449
2010-06-25,3934097742
2010-06-28,4019687652
2010-06-29,3918378010
2010-06-30,3889329168
2010-07-01,3863116563
2010-07-02,3843280974
2010-07-06,3837626566
2010-07-07,3877297745
2010-07-08,3890756319
2010-07-09,3885788389
2010-07-12,3879411374
2010-07-13,3967966984
2010-07-14,3939622685
2010-07-15,3940345293
2010-07-16,3778806275
2010-07-19,3724267436
2010-07-20,3681037412
2010-07-21,3634302740
2010-07-22,3738430553
2010-07-23,3720726657
2010-07-26,3794396542
2010-07-27,3783774205
2010-07-28,3721431200
2010-07-29,3658383652
2010-07-30,3718594963
2010-08-02,3773856410
2010-08-03,3797232779
2010-08-04,3861689412
2010-08-05,3867379950
2010-08-06,3860298392
2010-08-09,3839740194
2010-08-10,3887215540
2010-08-11,3856035005
2010-08-12,3826281620
2010-08-13,3804314337
2010-08-16,3801496166
2010-08-17,3896428792
2010-08-18,3912000994
2010-08-19,3831249550
2010-08-20,3842576431
2010-08-23,3847544361
2010-08-24,3773513171
2010-08-25,3805036945
2010-08-26,3681760020
2010-08-27,3764643158
2010-08-30,3767479394
2010-08-31,3740562246
2010-09-01,3869132275
2010-09-02,3878706831
2010-09-03,3894297098
2010-09-07,3876575137
2010-09-08,3898542420
2010-09-09,3932559192
2010-09-10,3978607387
2010-09-13,4022505823
2010-09-14,4037391548
2010-09-15,4054408966
2010-09-16,4050145579
2010-09-17,3992065961
2010-09-20,4051572729
2010-09-21,4014015179
2010-09-22,4015442330
2010-09-23,3982852709
2010-09-24,4061490524
2010-09-27,4054245657
2010-09-28,4091913811
2010-09-29,4093345164
2010-09-30,4162249440
2010-10-01,4117496992
2010-10-04,4052850540
2010-10-05,4165818764
2010-10-06,4155165145
2010-10-07,4160129587
2010-10-08,4214122419
2010-10-11,4245376659
2010-10-12,4241136953
2010-10-13,4209864595
2010-10-14,4212002566
2010-10-15,4238292364
2010-10-18,4212709184
2010-10-19,4137390995
2010-10-20,4172214560
2010-10-21,4223362803
2010-10-22,4224794156
2010-10-25,4189263974
2010-10-26,4202762182
2010-10-27,4227638745
2010-10-28,4165112147
2010-10-29,3989599206
2010-11-01,3994581766
2010-11-02,4051419187
2010-11-03,4089087340
2010-11-04,4108256607
2010-11-05,4077708985
2010-11-08,4096534003
2010-11-09,4101154195
2010-11-10,4117496992
2010-11-11,4093345164
2010-11-12,4057108364
2010-11-15,4089793958
2010-11-16,4024422771
2010-11-17,4051419187
2010-11-18,4111101196
2010-11-19,4152302438
2010-11-22,4089793958
2010-11-23,4008079974
2010-11-24,4135977760
2010-11-26,4101860812
2010-11-29,4080553574
2010-11-30,4076640000
2010-12-01,4172921177
2010-12-02,4231189952
2010-12-03,4252497190
2010-12-06,4212709184
2010-12-07,4238998982
2010-12-08,4165818764
2010-12-09,4205606771
2010-12-10,4256048396
2010-12-13,4191401945
2010-12-14,4267426752
2010-12-15,4323539436
2010-12-16,4376843769
2010-12-17,4411649216
2010-12-20,4427992012
2010-12-21,4403840185
2010-12-22,4413787187
2010-12-23,4416613657
2010-12-27,4417734972
2010-12-28,4404958257
2010-12-29,4424150514
2010-12-30,4413494190
2010-12-31,4363021635
2011-01-03,4461810108
2011-01-04,4409217162
2011-01-05,4406389974
2011-01-06,4453292298
2011-01-07,4445463162
2011-01-10,4446188082
2011-01-11,4463948622
2011-01-12,4511557743
2011-01-13,4542131244
2011-01-14,4562737095
2011-01-18,4680011028
2011-01-19,4633090581
2011-01-20,4646592216
2011-01-21,4643765028
2011-01-24,4709859609
2011-01-25,4707721095
2011-01-26,4659387054
2011-01-27,4670768298
2011-01-28,4649437527
2011-01-31,4666491270
2011-02-01,4755330216
2011-02-02,4679286108
2011-02-03,4652989635
2011-02-04,4711980000
2011-02-07,4731172257
2011-02-08,4754623419
2011-02-09,4675734000
2011-02-10,4741121784
2011-02-11,4787317311
2011-02-14,4834219635
2011-02-15,4860516108
2011-02-16,4886812581
2011-02-17,4924490298
2011-02-18,4964288406
2011-02-22,4756055136
2011-02-23,4773108879
2011-02-24,4805802771
2011-02-25,4933733028
2011-02-28,4902452730
2011-03-01,4867620324
2011-03-02,4832806041
2011-03-03,4946509743
2011-03-04,4943682555
2011-03-07,4867620324
2011-03-08,4963581609
2011-03-09,4935853419
2011-03-10,4826408622
2011-03-11,4796560041
2011-03-14,4740414987
2011-03-15,4684976730
2011-03-16,4642333311
2011-03-17,4658680257
2011-03-18,4726206555
2011-03-21,4768849974
2011-03-22,4768849974
2011-03-23,4724068041
2011-03-24,4784472000
2011-03-25,4794421527
2011-03-28,4828751200
2011-03-29,4901364000
2011-03-30,4929846370
2011-03-31,4995343116
2011-04-01,5045173650
2011-04-04,5043031572
2011-04-05,4994635141
2011-04-06,5005309223
2011-04-07,4991785089
2011-04-08,4922367252
2011-04-11,4924854240
2011-04-12,4877165784
2011-04-13,4985377009
2011-04-14,4965444796
2011-04-15,4992493064
2011-04-18,4890689918
2011-04-19,4945512582
2011-04-20,5018125382
2011-04-21,5023807334
2011-04-25,5018125382
2011-04-26,5100704289
2011-04-27,5188257172
2011-04-28,5207481411
2011-04-29,5201781306
2011-05-02,5273686132
2011-05-03,5235963782
2011-05-04,5166909009
2011-05-05,5141984666
2011-05-06,5181141118
2011-05-09,5193957277
2011-05-10,5230971652
2011-05-11,5174733038
2011-05-12,5260869972
2011-05-13,5151950772
2011-05-16,5141276691
2011-05-17,5103554341
2011-05-18,5198223279
2011-05-19,5176875116
2011-05-20,5141276691
2011-05-23,5045173650
2011-05-24,4987500934
2011-05-25,5020957281
2011-05-26,5037331468
2011-05-27,5043031572
2011-05-31,5112794320
2011-06-01,5032357491
2011-06-02,5025241436
2011-06-03,4948344481
2011-06-06,4867907652
2011-06-07,4897805972
2011-06-08,4902071974
2011-06-09,4962594743
2011-06-10,4919880264
2011-06-13,4947636506
2011-06-14,4966860745
2011-06-15,4922730316
2011-06-16,4951920662
2011-06-17,5003167145
2011-06-20,5058697784
2011-06-21,5093570081
2011-06-22,5047297574
2011-06-23,5023807334
2011-06-24,4949070609
2011-06-27,4950014647
2011-06-28,4997432522
2011-06-29,5025753286
2011-06-30,5067503399
2011-07-01,5163061157
2011-07-05,5175804599
2011-07-06,5252969204
2011-07-07,5302517003
2011-07-08,5260748840
2011-07-11,5187844082
2011-07-12,5198457600
2011-07-13,5229612245
2011-07-14,5165191081
2011-07-15,5176526607
2011-07-18,5083080721
2011-07-19,5150335766
2011-07-20,5128386723
2011-07-21,5176526607
2011-07-22,5159523318
2011-07-25,5074597127
2011-07-26,4899040882
2011-07-27,4778700199
2011-07-28,4761011003
2011-07-29,4704387525
2011-08-01,4729152400
2011-08-02,4615201487
2011-08-03,4621555157
2011-08-04,4460168319
2011-08-05,4506178279
2011-08-08,4252067563
2011-08-09,4377354002
2011-08-10,4230118520
2011-08-11,4442479123
2011-08-12,4466540040
2011-08-15,4541574721
2011-08-16,4459464361
2011-08-17,4448850844
2011-08-18,4281092285
2011-08-19,4264107047
2011-08-22,4307987083
2011-08-23,4494860804
2011-08-24,4605995885
2011-08-25,4403544842
2011-08-26,4521051644
2011-08-29,4634298599
2011-08-30,4645634124
2011-08-31,4665453244
2011-09-01,4620147242
2011-09-02,4492730880
2011-09-06,4446720920
2011-09-07,4614479479
2011-09-08,4521755602
2011-09-09,4303023278
2011-09-12,4339845686
2011-09-13,4419122164
2011-09-14,4520347686
2011-09-15,4525293441
2011-09-16,4615201487
2011-09-19,4584046842
2011-09-20,4602458046
2011-09-21,4516087839
2011-09-22,4363202645
2011-09-23,4431865606
2011-09-26,4394745860
2011-09-27,4551368227
2011-09-28,4401704487
2011-09-29,4425367370
2011-09-30,4316780833
2011-10-03,4143436459
2011-10-04,4244372056
2011-10-05,4299366513
2011-10-06,4287543948
2011-10-07,4252733060
2011-10-10,4359242660
2011-10-11,4450432629
2011-10-12,4469231574
2011-10-13,4484551204
2011-10-14,4473403200
2011-10-17,4377331540
2011-10-18,4405876113
2011-10-19,4422598120
2011-10-20,4500563148
2011-10-21,4580605112
2011-10-24,4682250774
2011-10-25,4604285746
2011-10-26,4664854206
2011-10-27,4847926456
2011-10-28,4941211114
2011-10-31,4825648198
2011-11-01,4479669514
2011-11-02,4518652028
2011-11-03,4565303233
2011-11-04,4537450972
2011-11-07,4607072748
2011-11-08,4653706201
2011-11-09,4481764203
2011-11-10,4520746717
2011-11-11,4586871427
2011-11-14,4524208279
2011-11-15,4515172714
2011-11-16,4382213230
2011-11-17,4297289576
2011-11-18,4244372056
2011-11-21,4298674201
2011-11-22,4238105742
2011-11-23,4208868856
2011-11-25,4176152658
2011-11-28,4301461202
2011-11-29,4343230717
2011-11-30,4478977202
2011-12-01,4497083834
2011-12-02,4458793633
2011-12-05,4524918343
2011-12-06,4488030518
2011-12-07,4456698944
2011-12-08,4335579777
2011-12-09,4419101055
2011-12-12,4355763346
2011-12-13,4304940516
2011-12-14,4273608942
2011-12-15,4333485088
2011-12-16,4346692279
2011-12-19,4310514518
2011-12-20,4473403200
2011-12-21,4485935829
2011-12-22,4500563148
2011-12-23,4533971659
2011-12-27,4543717287
2011-12-28,4463657571
2011-12-29,4510308776
2011-12-30,4485225765
2012-01-03,4549881345
2012-01-04,4536031433
2012-01-05,4581709678
2012-01-06,4575481628
2012-01-09,4558861734
2012-01-10,4614914180
2012-01-11,4702089232
2012-01-12,4704859214
2012-01-13,4699319249
2012-01-17,4713169161
2012-01-18,4754665968
2012-01-19,4764352084
2012-01-20,4805178449
2012-01-23,4787888113
2012-01-24,4810030329
2012-01-25,4886831179
2012-01-26,4877833147
2012-01-27,4912431462
2012-01-30,4906203412
2012-01-31,4904809600
2012-02-01,5029352948
2012-02-02,5057035129
2012-02-03,5061869366
2012-02-06,5050118995
2012-02-07,5021748729
2012-02-08,4977464297
2012-02-09,4931097968
2012-02-10,4929033713
2012-02-13,4989232312
2012-02-14,5061181281
2012-02-15,5059805112
2012-02-16,5235531384
2012-02-17,5174644700
2012-02-21,5138670216
2012-02-22,5120691795
2012-02-23,5128984099
2012-02-24,5171186633
2012-02-27,5141440198
2012-02-28,5194722662
2012-02-29,5121379880
2012-03-01,5110299950
2012-03-02,5059099384
2012-03-05,5059805112
2012-03-06,4984380432
2012-03-07,4997524616
2012-03-08,5068785500
2012-03-09,5115151830
2012-03-12,5085405395
2012-03-13,5207178761
2012-03-14,5234155214
2012-03-15,5285355780
2012-03-16,5277045833
2012-03-19,5309562251
2012-03-20,5270817784
2012-03-21,5249381296
2012-03-22,5197475001
2012-03-23,5215471065
2012-03-26,5295729982
2012-03-27,5286043865
2012-03-28,5272899681
2012-03-29,5247987483
2012-03-30,5236237112
2012-04-02,5290657818
2012-04-03,5322585010
2012-04-04,5278180728
2012-04-05,5280941616
2012-04-09,5197672526
2012-04-10,5121323354
2012-04-11,5151852404
2012-04-12,5210149616
2012-04-13,5112987596
2012-04-16,5119234990
2012-04-17,5220573738
2012-04-18,5190026990
2012-04-19,5145605010
2012-04-20,5165745334
2012-04-23,5086617576
2012-04-24,5149781738
2012-04-25,5249722344
2012-04-26,5304550748
2012-04-27,5364228404
2012-04-30,5326053818
2012-05-01,5305931192
2012-05-02,5323983152
2012-05-03,5298303354
2012-05-04,5196964606
2012-05-07,5186558182
2012-05-08,5380882222
2012-05-09,5313576728
2012-05-10,5282339758
2012-05-11,5314266950
2012-05-14,5268464526
2012-05-15,5287896930
2012-05-16,5245209354
2012-05-17,5115075960
2012-05-18,5067185172
2012-05-21,5176151758
2012-05-22,5147003152
2012-05-23,5174753616
2012-05-24,5208769172
2012-05-25,5242076808
2012-05-29,5294144324
2012-05-30,5194186020
2012-05-31,5157409576
2012-06-01,5023453414
2012-06-04,5067875394
2012-06-05,5149781738
2012-06-06,5165745334
2012-06-07,5138667394
2012-06-08,5158099798
2012-06-11,5108828566
2012-06-12,5166435556
2012-06-13,5151162182
2012-06-14,5251102788
2012-06-15,5401022546
2012-06-18,5492627394
2012-06-19,5533580566
2012-06-20,5413517334
2012-06-21,5301772162
2012-06-22,5359379152
2012-06-25,5279561172
2012-06-26,5270535192
2012-06-27,5361449818
2012-06-28,5387837536
2012-06-29,5447515192
2012-07-02,5413226343
2012-07-03,5453705145
2012-07-05,5433115884
2012-07-06,5346000744
2012-07-09,5374129488
2012-07-10,5385097599
2012-07-11,5388526227
2012-07-12,5262996459
2012-07-13,5339143488
2012-07-16,5313078918
2012-07-17,5365208058
2012-07-18,5394019029
2012-07-19,5419401372
2012-07-20,5348064918
2012-07-23,5228692686
2012-07-24,5120306058
2012-07-25,5167642116
2012-07-26,5228692686
2012-07-27,5361779430
2012-07-30,5268489261
2012-07-31,5131973889
2012-08-01,5147070348
2012-08-02,5139513372
2012-08-03,5240360517
2012-08-06,5250646401
2012-08-07,5315125599
2012-08-08,5286314628
2012-08-09,5256139203
2012-08-10,5293171884
2012-08-13,5293171884
2012-08-14,5266425087
2012-08-15,5335714860
2012-08-16,5317872000
2012-08-17,5359033029
2012-08-20,5327475657
2012-08-21,5342572116
2012-08-22,5306221662
2012-08-23,5217042348
2012-08-24,5230756860
2012-08-27,5213596227
2012-08-28,5226646005
2012-08-29,5267107314
2012-08-30,5246535546
2012-08-31,5269171488
2012-09-04,5296618005
2012-09-05,5280139599
2012-09-06,5346000744
2012-09-07,5374811715
2012-09-10,5339825715
2012-09-11,5288378802
2012-09-12,5280839319
2012-09-13,5316507546
2012-09-14,5287014348
2012-09-17,5280839319
2012-09-18,5299346913
2012-09-19,5380304517
2012-09-20,5429005029
2012-09-21,5470166058
2012-09-24,5477723034
2012-09-25,5506184145
2012-09-26,5441355087
2012-09-27,5460562401
2012-09-28,5434497831
2012-10-01,5379109344
2012-10-02,5378087582
2012-10-03,5364510270
2012-10-04,5399821672
2012-10-05,5383525434
2012-10-08,5401189794
2012-10-09,5255839820
2012-10-10,5235473852
2012-10-11,5276223106
2012-10-12,5231404122
2012-10-15,5239543582
2012-10-16,5240218984
2012-10-17,5255839820
2012-10-18,5131565852
2012-10-19,5087283726
2012-10-22,5100999582
2012-10-23,5020869196
2012-10-24,5064337376
2012-10-25,5080633614
2012-10-26,5037840836
2012-10-31,5008642688
2012-11-01,5157456262
2012-11-02,5059574926
2012-11-05,5150581016
2012-11-06,5242937910
2012-11-07,5317595808
2012-11-08,5210345434
2012-11-09,5236149254
2012-11-12,5234123048
2012-11-13,5272153376
2012-11-14,5273504180
2012-11-15,5318323164
2012-11-16,5321042090
2012-11-19,5398470868
2012-11-20,5412048180
2012-11-21,5425625492
2012-11-23,5484039106
2012-11-26,5472488000
2012-11-27,5435825794
2012-11-28,5441246328
2012-11-29,5484714508
2012-11-30,5485389910
2012-12-03,5478601254
2012-12-04,5474531524
2012-12-05,5435756522
2012-12-06,5412723582
2012-12-07,5425625492
2012-12-10,5429019820
2012-12-11,5502378868
2012-12-12,5494222090
2012-12-13,5491503164
2012-12-14,5522744836
2012-12-17,5571650868
2012-12-18,5584691322
2012-12-19,5542435402
2012-12-20,5569607344
2012-12-21,5496941016
2012-12-24,5515280778
2012-12-26,5467742868
2012-12-27,5448034984
2012-12-28,5430387942
2012-12-31,5465666388
2013-01-02,5601591852
2013-01-03,5603602225
2013-01-04,5598195016
2013-01-07,5646443963
2013-01-08,5616548333
2013-01-09,5646443963
2013-01-10,5665473181
2013-01-11,5645768062
2013-01-14,5712370326
2013-01-15,5710325292
2013-01-16,5706252554
2013-01-17,5750428763
2013-01-18,5774899852
2013-01-22,5802750448
2013-01-23,5829266572
2013-01-24,5916943089
2013-01-25,5966561170
2013-01-28,5923736763
2013-01-29,5912870351
2013-01-30,5894517034
2013-01-31,5868000910
2013-02-01,5950252887
2013-02-04,5922384960
2013-02-05,5967237071
2013-02-06,6025000627
2013-02-07,6024324726
2013-02-08,6056265390
2013-02-11,6079367347
2013-02-12,6141896873
2013-02-13,6065780000
2013-02-14,6007999112
2013-02-15,6027028331
2013-02-19,6069176836
2013-02-20,6009368246
2013-02-21,5936648209
2013-02-22,5965885268
2013-02-25,5938000011
2013-02-26,5933251372
2013-02-27,6012089181
2013-02-28,6063752296
2013-03-01,6037912073
2013-03-04,6032487533
2013-03-05,6109956209
2013-03-06,6099089797
2013-03-07,6069176836
2013-03-08,6138500036
2013-03-11,6111308011
2013-03-12,6118794917
2013-03-13,6134427298
2013-03-14,6159574289
2013-03-15,6108604406
2013-03-18,6098396565
2013-03-19,6119470818
2013-03-20,6177927606
2013-03-21,6157529255
2013-03-22,6156177452
2013-03-25,6137148234
2013-03-26,6194235889
2013-03-27,6199001859
2013-03-28,6290057882
2013-04-01,6227449740
2013-04-02,6237606852
2013-04-03,6167146206
2013-04-04,6190863408
2013-04-05,6126517758
2013-04-08,6190189721
2013-04-09,6150217686
2013-04-10,6219313686
2013-04-11,6255226331
2013-04-12,6226102368
2013-04-15,6097393794
2013-04-16,6182744628
2013-04-17,6120420035
2013-04-18,6105512574
2013-04-19,6194940072
2013-04-22,6145484610
2013-04-23,6083833704
2013-04-24,6071638260
2013-04-25,6086545722
2013-04-26,6079774314
2013-04-29,6092643444
2013-04-30,6123805740
2013-05-01,6062845794
2013-05-02,6101453183
2013-05-03,6145484610
2013-05-06,6173261202
2013-05-07,6226102368
2013-05-08,6303990834
2013-05-09,6319571982
2013-05-10,6394765703
2013-05-13,6419830278
2013-05-14,6463188018
2013-05-15,6501795408
2013-05-16,6459128628
2013-05-17,6461149686
2013-05-20,6455725650
2013-05-21,6513317166
2013-05-22,6457090296
2013-05-23,6482154870
2013-05-24,6442873794
2013-05-28,6537034368
2013-05-29,6450992574
2013-05-30,6518067516
2013-05-31,6522800592
2013-06-03,6523474278
2013-06-04,6486905220
2013-06-05,6364968054
2013-06-06,6366989112
2013-06-07,6465226350
2013-06-10,6521453220
2013-06-11,6536343408
2013-06-12,6479442852
2013-06-13,6567505703
2013-06-14,6566158332
2013-06-17,6614249148
2013-06-18,6648797148
2013-06-19,6543132090
2013-06-20,6360908664
2013-06-21,6345327516
2013-06-24,6372413148
2013-06-25,6406961148
2013-06-26,6447606870
2013-06-27,6451666259
2013-06-28,6485540574
2013-07-01,6520521176
2013-07-02,6510449206
2013-07-03,6503049392
2013-07-05,6589037976
2013-07-08,6628126810
2013-07-09,6654865492
2013-07-10,6734139429
2013-07-11,6831536060
2013-07-12,6889295723
2013-07-15,6878555714
2013-07-16,6860758476
2013-07-17,6865109292
2013-07-18,6941025907
2013-07-19,6957144484
2013-07-22,6982666992
2013-07-23,6939689829
2013-07-24,6916171438
2013-07-25,6942361984
2013-07-26,6934979299
2013-07-29,6937000545
2013-07-30,6889980891
2013-07-31,6974616268
2013-08-01,7151269708
2013-08-02,7119700592
2013-08-05,7069323615
2013-08-06,7053873076
2013-08-07,7051183792
2013-08-08,7110981829
2013-08-09,7123057915
2013-08-12,7153958992
2013-08-13,7198306491
2013-08-14,7107607377
2013-08-15,6965863247
2013-08-16,6932290015
2013-08-19,6944383230
2013-08-20,6979309669
2013-08-21,6950429838
2013-08-22,6975284307
2013-08-23,6937668584
2013-08-26,6950429838
2013-08-27,6835561422
2013-08-28,6853701245
2013-08-29,6848322676
2013-08-30,6787873730
2013-09-03,6836229461
2013-09-04,6875523846
2013-09-05,6890648930
2013-09-06,6885270361
2013-09-09,6949093760
2013-09-10,7043133068
2013-09-11,7093510045
2013-09-12,7076038261
2013-09-13,7020967883
2013-09-16,7094178084
2013-09-17,7095531291
2013-09-18,7066771364
2013-09-19,7082752907
2013-09-20,7053205037
2013-09-23,7053205037
2013-09-24,6990734845
2013-09-25,6946404476
2013-09-26,6993424130
2013-09-27,6951097876
2013-09-30,6924184752
2013-10-01,7018742664
2013-10-02,7013927136
2013-10-03,6933849840
2013-10-04,7026604056
2013-10-07,6927860208
2013-10-08,6871792488
2013-10-09,6987909672
2013-10-10,7123374048
2013-10-11,7160060544
2013-10-14,7218119136
2013-10-15,7236802704
2013-10-16,7322154960
2013-10-17,7406299080
2013-10-18,7439667456
2013-10-21,7429662047
2013-10-22,7426990536
2013-10-23,7461686160
2013-10-24,7400956056
2013-10-25,7408970592
2013-10-28,7457023776
2013-10-29,7539091944
2013-10-30,7472372208
2013-10-31,7502388432
2013-11-01,7499053296
2013-11-04,7546425839
2013-11-05,7378937352
2013-11-06,7352256264
2013-11-07,7296205560
2013-11-08,7416985127
2013-11-11,7423655400
2013-11-12,7503052056
2013-11-13,7567117296
2013-11-14,7659871512
2013-11-15,7603157184
2013-11-18,7577803344
2013-11-19,7538428320
2013-11-20,7559119776
2013-11-21,7641851567
2013-11-22,7642532208
2013-11-25,7655872751
2013-11-26,7630518912
2013-11-27,7634517672
2013-11-29,7607155944
2013-12-02,7647194592
2013-12-03,7647194592
2013-12-04,7587145127
2013-12-05,7503732696
2013-12-06,7599141408
2013-12-09,7572460320
2013-12-10,7688560488
2013-12-11,7527742271
2013-12-12,7455679512
2013-12-13,7479042480
2013-12-16,7479706104
2013-12-17,7433660808
2013-12-18,7550424600
