,MTG
2004-08-23,6825775734
2004-08-24,6768037989
2004-08-25,6801310588
2004-08-26,6839476215
2004-08-27,6812075252
2004-08-30,6768037989
2004-08-31,6680942069
2004-09-01,6696599763
2004-09-02,6845347850
2004-09-03,6762166354
2004-09-07,6834583186
2004-09-08,6757273325
2004-09-09,6697578368
2004-09-10,6374638441
2004-09-13,6287542522
2004-09-14,6292435551
2004-09-15,6368766806
2004-09-16,6405953828
2004-09-17,6386381711
2004-09-20,6418675704
2004-09-21,6491092536
2004-09-22,6385403106
2004-09-23,6431397580
2004-09-24,6395189164
2004-09-27,6272863434
2004-09-28,6289499733
2004-09-29,6388338923
2004-09-30,6341866544
2004-10-01,6424772988
2004-10-04,6371407921
2004-10-05,6237042303
2004-10-06,6314231062
2004-10-07,6325666434
2004-10-08,6179865445
2004-10-11,6384749188
2004-10-12,6343772439
2004-10-13,6303748638
2004-10-14,6085523629
2004-10-15,6001664236
2004-10-18,5931146111
2004-10-19,5776768593
2004-10-20,5791062808
2004-10-21,5845380823
2004-10-22,5762474379
2004-10-25,5786298070
2004-10-26,5928287268
2004-10-27,6114112058
2004-10-28,6113159110
2004-10-29,6128406272
2004-11-01,6072182362
2004-11-02,6244665884
2004-11-03,6071229414
2004-11-04,6189394921
2004-11-05,6337101806
2004-11-08,6263724837
2004-11-09,6267536628
2004-11-10,6265630733
2004-11-11,6320901696
2004-11-12,6384749188
2004-11-15,6458126156
2004-11-16,6408572879
2004-11-17,6501008800
2004-11-18,6506726485
2004-11-19,6440020151
2004-11-22,6448596679
2004-11-23,6412384669
2004-11-24,6451455522
2004-11-26,6454314365
2004-11-29,6461937946
2004-11-30,6480043952
2004-12-01,6484808690
2004-12-02,6478138056
2004-12-03,6403808140
2004-12-06,6379984449
2004-12-07,6345678334
2004-12-08,6358066654
2004-12-09,6334242963
2004-12-10,6391419821
2004-12-13,6386655083
2004-12-14,6420008250
2004-12-15,6406666983
2004-12-16,6452408470
2004-12-17,6505773538
2004-12-20,6468608580
2004-12-21,6527691334
2004-12-22,6553420920
2004-12-23,6535314915
2004-12-27,6500055852
2004-12-28,6633468522
2004-12-29,6602974197
2004-12-30,6576291663
2004-12-31,6600475440
2005-01-03,6473082720
2005-01-04,6456799440
2005-01-05,6452968080
2005-01-06,6526721760
2005-01-07,6567908879
2005-01-10,6609096000
2005-01-11,6428064240
2005-01-12,6321744000
2005-01-13,6391666320
2005-01-14,6355268399
2005-01-18,6409865280
2005-01-19,6349521360
2005-01-20,6234580560
2005-01-21,6134965200
2005-01-24,6085157520
2005-01-25,6137838720
2005-01-26,6155079840
2005-01-27,6158911200
2005-01-28,6036307680
2005-01-31,6120597600
2005-02-01,6143585760
2005-02-02,6101440800
2005-02-03,6093778080
2005-02-04,6137838720
2005-02-07,6051633120
2005-02-08,6082284000
2005-02-09,5997994080
2005-02-10,5915619840
2005-02-11,5871559200
2005-02-14,5878264080
2005-02-15,5986500000
2005-02-16,5976921600
2005-02-17,5967343200
2005-02-18,6064085040
2005-02-22,6051633120
2005-02-23,6020024400
2005-02-24,5970216720
2005-02-25,6104314320
2005-02-28,6009488160
2005-03-01,6056422320
2005-03-02,6100482960
2005-03-03,5995120560
2005-03-04,6037265520
2005-03-07,5994162720
2005-03-08,5991289200
2005-03-09,6101440800
2005-03-10,6111977040
2005-03-11,6042054720
2005-03-14,6084199680
2005-03-15,6055464480
2005-03-16,6027687120
2005-03-17,5908914960
2005-03-18,5832287760
2005-03-21,5885926800
2005-03-22,5876348400
2005-03-23,5932860960
2005-03-24,5875390560
2005-03-28,5921366880
2005-03-29,5942439360
2005-03-30,5972132400
2005-03-31,5710271980
2005-04-01,5651011820
2005-04-04,5672308440
2005-04-05,5656567460
2005-04-06,5668604680
2005-04-07,5730642660
2005-04-08,5740828000
2005-04-11,5751939280
2005-04-12,5791754700
2005-04-13,5711197920
2005-04-14,5629715200
2005-04-15,5426934340
2005-04-18,5407489600
2005-04-19,5460268180
2005-04-20,5342673800
2005-04-21,5375081700
2005-04-22,5327858760
2005-04-25,5311191840
2005-04-26,5323229060
2005-04-27,5389896740
2005-04-28,5405637720
2005-04-29,5463046000
2005-05-02,5527861800
2005-05-03,5526009920
2005-05-04,5627863320
2005-05-05,5563047520
2005-05-06,5563047520
2005-05-09,5638974600
2005-05-10,5598233240
2005-05-11,5635270840
2005-05-12,5583418200
2005-05-13,5454712540
2005-05-16,5500083600
2005-05-17,5513972700
2005-05-18,5562121580
2005-05-19,5553788120
2005-05-20,5560269700
2005-05-23,5654715580
2005-05-24,5611196400
2005-05-25,5545454660
2005-05-26,5636196780
2005-05-27,5637122720
2005-05-31,5679715960
2005-06-01,5631567080
2005-06-02,5608418580
2005-06-03,5592677600
2005-06-06,5648234000
2005-06-07,5681567840
2005-06-08,5689901300
2005-06-09,5692679120
2005-06-10,5755643040
2005-06-13,5754717100
2005-06-14,5870459600
2005-06-15,5902867500
2005-06-16,5884348700
2005-06-17,5863978020
2005-06-20,5854718620
2005-06-21,6091759260
2005-06-22,6119537460
2005-06-23,6034350980
2005-06-24,5947312620
2005-06-27,5976942700
2005-06-28,6049166020
2005-06-29,5988053980
2005-06-30,5940694140
2005-07-01,5930674570
2005-07-05,5911546300
2005-07-06,5901526730
2005-07-07,5916100650
2005-07-08,5919744130
2005-07-11,5938872400
2005-07-12,5934318050
2005-07-13,5927031089
2005-07-14,6305953010
2005-07-15,6264963860
2005-07-18,6287735610
2005-07-19,6322348670
2005-07-20,6289557350
2005-07-21,6276805170
2005-07-22,6264052990
2005-07-25,6217598620
2005-07-26,6265874730
2005-07-27,6221242100
2005-07-28,6275894300
2005-07-29,6246746460
2005-08-01,6176609470
2005-08-02,6149283370
2005-08-03,6136531190
2005-08-04,6080968120
2005-08-05,6043622449
2005-08-08,6103739870
2005-08-09,6104650740
2005-08-10,6181163820
2005-08-11,6295933440
2005-08-12,6261320380
2005-08-15,6285003000
2005-08-16,6217598620
2005-08-17,6115581180
2005-08-18,6021761570
2005-08-19,6072770290
2005-08-22,5984415900
2005-08-23,5966198500
2005-08-24,5968931110
2005-08-25,5893328900
2005-08-26,5777648410
2005-08-29,5830478870
2005-08-30,5782202760
2005-08-31,5686561410
2005-09-01,5651948350
2005-09-02,5630998340
2005-09-06,5723907080
2005-09-07,5721174470
2005-09-08,5627354860
2005-09-09,5674720100
2005-09-12,5771272320
2005-09-13,5784024500
2005-09-14,5710244030
2005-09-15,5727550560
2005-09-16,5878754980
2005-09-19,5797687550
2005-09-20,5741213610
2005-09-21,5614602680
2005-09-22,5639196170
2005-09-23,5694759240
2005-09-26,5692937500
2005-09-27,5647394000
2005-09-28,5619157030
2005-09-29,5773094060
2005-09-30,5599973400
2005-10-03,5478727870
2005-10-04,5463899280
2005-10-05,5370566390
2005-10-06,5307762950
2005-10-07,5332186510
2005-10-10,5347015100
2005-10-11,5204835090
2005-10-12,5107140850
2005-10-13,5098418150
2005-10-14,5107140850
2005-10-17,5080972750
2005-10-18,5050443300
2005-10-19,5099290420
2005-10-20,5036486980
2005-10-21,5080972750
2005-10-24,5163838400
2005-10-25,5158604780
2005-10-26,5171688830
2005-10-27,5062655080
2005-10-28,5123713980
2005-10-31,5167327480
2005-11-01,5205707360
2005-11-02,5415924430
2005-11-03,5404584920
2005-11-04,5437731180
2005-11-07,5470877440
2005-11-08,5390628600
2005-11-09,5455176580
2005-11-10,5577294380
2005-11-11,5594739780
2005-11-14,5636608740
2005-11-15,5616546530
2005-11-16,5556359900
2005-11-17,5586017080
2005-11-18,5660160030
2005-11-21,5653181870
2005-11-22,5716857580
2005-11-23,5715113040
2005-11-25,5690689480
2005-11-28,5722091199
2005-11-29,5824146790
2005-11-30,5678477699
2005-12-01,5705518070
2005-12-02,5771810590
2005-12-05,5728197090
2005-12-06,5756109730
2005-12-07,5709007150
2005-12-08,5643586900
2005-12-09,5627013770
2005-12-12,5604334750
2005-12-13,5674116350
2005-12-14,5680222240
2005-12-15,5678477699
2005-12-16,5658415490
2005-12-19,5605207020
2005-12-20,5671499540
2005-12-21,5706390340
2005-12-22,5748259300
2005-12-23,5737792060
2005-12-27,5675860889
2005-12-28,5770938320
2005-12-29,5762215620
2005-12-30,5741281139
2006-01-03,5821437480
2006-01-04,5899356780
2006-01-05,5804987850
2006-01-06,6050000760
2006-01-09,6096752340
2006-01-10,6237872850
2006-01-11,6146967000
2006-01-12,5960826449
2006-01-13,5822303250
2006-01-17,5793732840
2006-01-18,5796330150
2006-01-19,5764296660
2006-01-20,5635296930
2006-01-23,5627505000
2006-01-24,5585082270
2006-01-25,5599800360
2006-01-26,5670793500
2006-01-27,5683780050
2006-01-30,5721873930
2006-01-31,5714947770
2006-02-01,5674256580
2006-02-02,5612786910
2006-02-03,5560840710
2006-02-06,5453485230
2006-02-07,5463008700
2006-02-08,5430975210
2006-02-09,5455216770
2006-02-10,5486384490
2006-02-13,5452619460
2006-02-14,5528807220
2006-02-15,5566035330
2006-02-16,5523612600
2006-02-17,5437035600
2006-02-21,5447424840
2006-02-22,5637894240
2006-02-23,5564303790
2006-02-24,5567766870
2006-02-27,5611055370
2006-02-28,5519283750
2006-03-01,5566901100
2006-03-02,5553048780
2006-03-03,5580753419
2006-03-06,5615384220
2006-03-07,5676853889
2006-03-08,5704558530
2006-03-09,5667330419
2006-03-10,5744383949
2006-03-13,5766028199
2006-03-14,5791135530
2006-03-15,5865591750
2006-03-16,5855202510
2006-03-17,5881175610
2006-03-20,5846544810
2006-03-21,5794598610
2006-03-22,5785940910
2006-03-23,5824900560
2006-03-24,5799793230
2006-03-27,5776417440
2006-03-28,5740055100
2006-03-29,5802390540
2006-03-30,5775551669
2006-03-31,5708058840
2006-04-03,5731189200
2006-04-04,5783446680
2006-04-05,5841700920
2006-04-06,5829707400
2006-04-07,5847697680
2006-04-10,5841700920
2006-04-11,5825424000
2006-04-12,5827137360
2006-04-13,5923942200
2006-04-17,5958209400
2006-04-18,5956496040
2006-04-19,6071291160
2006-04-20,6054157560
2006-04-21,5982196440
2006-04-24,6013036920
2006-04-25,5963349480
2006-04-26,6030170520
2006-04-27,6030170520
2006-04-28,6056727600
2006-05-01,6035310600
2006-05-02,5990763240
2006-05-03,5984766480
2006-05-04,5923085520
2006-05-05,6034453920
2006-05-08,6031883880
2006-05-09,5986479840
2006-05-10,5993333279
2006-05-11,5926512240
2006-05-12,5923085520
2006-05-15,5945359200
2006-05-16,5937649080
2006-05-17,5848554360
2006-05-18,5684071799
2006-05-19,5692638600
2006-05-22,5669508240
2006-05-23,5640381120
2006-05-24,5630100960
2006-05-25,5675505000
2006-05-26,5672934960
2006-05-30,5601830520
2006-05-31,5642951160
2006-06-01,5739756000
2006-06-02,5774879880
2006-06-05,5638667759
2006-06-06,5635241040
2006-06-07,5692638600
2006-06-08,5678931720
2006-06-09,5690925240
2006-06-12,5593263720
2006-06-13,5429637840
2006-06-14,5436491280
2006-06-15,5548716360
2006-06-16,5517875880
2006-06-19,5536722840
2006-06-20,5547003000
2006-06-21,5545289640
2006-06-22,5516162520
2006-06-23,5492175480
2006-06-26,5542719600
2006-06-27,5481895320
2006-06-28,5432207880
2006-06-29,5520445920
2006-06-30,5444790000
2006-07-03,5466569160
2006-07-05,5395368060
2006-07-06,5371913580
2006-07-07,5371913580
2006-07-10,5331705900
2006-07-11,5281446300
2006-07-12,5252128200
2006-07-13,5174225820
2006-07-14,5157472620
2006-07-17,5199355620
2006-07-18,4905336960
2006-07-19,4963135500
2006-07-20,4915388880
2006-07-21,4834973520
2006-07-24,4894447380
2006-07-25,4892772060
2006-07-26,4881044820
2006-07-27,4757071140
2006-07-28,4799791800
2006-07-31,4767123060
2006-08-01,4705136220
2006-08-02,4758746460
2006-08-03,4809006060
2006-08-04,4735291980
2006-08-07,4727753040
2006-08-08,4702623240
2006-08-09,4546818480
2006-08-10,4607967660
2006-08-11,4596240420
2006-08-14,4653201300
2006-08-15,4759584120
2006-08-16,4928791440
2006-08-17,4961460180
2006-08-18,4927953780
2006-08-21,4881882480
2006-08-22,4929629100
2006-08-23,4931304420
2006-08-24,4933817400
2006-08-25,4815707340
2006-08-28,4832460540
2006-08-29,4805655420
2006-08-30,4800629460
2006-08-31,4847538420
2006-09-01,4895285040
2006-09-05,4882720140
2006-09-06,4793928180
2006-09-07,4845025440
2006-09-08,4883557800
2006-09-11,4979051040
2006-09-12,5110563660
2006-09-13,5196004980
2006-09-14,5184277740
2006-09-15,5192654340
2006-09-18,5185115400
2006-09-19,5111401320
2006-09-20,5125641540
2006-09-21,5077894920
2006-09-22,5031823620
2006-09-25,5039362560
2006-09-26,5031823620
2006-09-27,5017583400
2006-09-28,5035174260
2006-09-29,5023447020
2006-10-02,4773704880
2006-10-03,4784910760
2006-10-04,4903372920
2006-10-05,4880961160
2006-10-06,4853746880
2006-10-09,4908975860
2006-10-10,4985816180
2006-10-11,4924984260
2006-10-12,4806522100
2006-10-13,4824931760
2006-10-16,4828133440
2006-10-17,4815326720
2006-10-18,4883362420
2006-10-19,4734484300
2006-10-20,4657643980
2006-10-23,4696864560
2006-10-24,4660845660
2006-10-25,4701667080
2006-10-26,4760097740
2006-10-27,4743288920
2006-10-30,4758496900
2006-10-31,4703267920
2006-11-01,4645637680
2006-11-02,4668849860
2006-11-03,4652041040
2006-11-06,4682457000
2006-11-07,4712072540
2006-11-08,4678454900
2006-11-09,4667249020
2006-11-10,4747291020
2006-11-13,4752093540
2006-11-14,4791314120
2006-11-15,4842541000
2006-11-16,4923383420
2006-11-17,4888164940
2006-11-20,4800919160
2006-11-21,4773704880
2006-11-22,4744889760
2006-11-24,4718475900
2006-11-27,4507165020
2006-11-28,4612020040
2006-11-29,4606417100
2006-11-30,4639234320
2006-12-01,4631230120
2006-12-04,4717675480
2006-12-05,4709671280
2006-12-06,4695263720
2006-12-07,4952198540
2006-12-08,4876158640
2006-12-11,4812925460
2006-12-12,4845742680
2006-12-13,4849744780
2006-12-14,4946595600
2006-12-15,4973009460
2006-12-18,4936990560
2006-12-19,4949797280
2006-12-20,5007427520
2006-12-21,4952998960
2006-12-22,4952198540
2006-12-26,5008227940
2006-12-27,5078664900
2006-12-28,5041845580
2006-12-29,5005826680
2007-01-03,5187040681
2007-01-04,5206657601
2007-01-05,5172327991
2007-01-08,5139633123
2007-01-09,5101216654
2007-01-10,5034192177
2007-01-11,5006401540
2007-01-12,5073426017
2007-01-16,5056261212
2007-01-17,5048087495
2007-01-18,5044818008
2007-01-19,5066069672
2007-01-22,5021931601
2007-01-23,5004766796
2007-01-24,5086503964
2007-01-25,4975341416
2007-01-26,4993323593
2007-01-29,4963898212
2007-01-30,5017027371
2007-01-31,5044818008
2007-02-01,5103668769
2007-02-02,5186223309
2007-02-05,5143719982
2007-02-06,5728958105
2007-02-07,5626786645
2007-02-08,5456773335
2007-02-09,5357053990
2007-02-12,5247526185
2007-02-13,5332532840
2007-02-14,5407731034
2007-02-15,5392200972
2007-02-16,5361140849
2007-02-20,5415087380
2007-02-21,5377488282
2007-02-22,5272047336
2007-02-23,5192762283
2007-02-26,5135546265
2007-02-27,4953272380
2007-02-28,4932838088
2007-03-01,4844561947
2007-03-02,4710512991
2007-03-05,4623054222
2007-03-06,4797971761
2007-03-07,4827397142
2007-03-08,4824127655
2007-03-09,4793884903
2007-03-12,4815136566
2007-03-13,4700704531
2007-03-14,4630410567
2007-03-15,4775902726
2007-03-16,4668827036
2007-03-19,4694982929
2007-03-20,4815136566
2007-03-21,5026835832
2007-03-22,4924664372
2007-03-23,4937742318
2007-03-26,4899325849
2007-03-27,4819223425
2007-03-28,4749746832
2007-03-29,4766911637
2007-03-30,4815953938
2007-04-02,4715272210
2007-04-03,4790494170
2007-04-04,4707913540
2007-04-05,4671120190
2007-04-09,4631873950
2007-04-10,4692378570
2007-04-11,4671120190
2007-04-12,4659673370
2007-04-13,4781500240
2007-04-16,4815840700
2007-04-17,4950749650
2007-04-18,5103646460
2007-04-19,5117546170
2007-04-20,5174780270
2007-04-23,5066035480
2007-04-24,5030877390
2007-04-25,5155157150
2007-04-26,5248366970
2007-04-27,5199309170
2007-04-30,5037418430
2007-05-01,5039871320
2007-05-02,5095470160
2007-05-03,5129810620
2007-05-04,5130628250
2007-05-07,5126540100
2007-05-08,5141257440
2007-05-09,5298242400
2007-05-10,5305601070
2007-05-11,5371829100
2007-05-14,5357111760
2007-05-15,5315412630
2007-05-16,5369376210
2007-05-17,5375917250
2007-05-18,5399628520
2007-05-21,5420886900
2007-05-22,5406169560
2007-05-23,5439692390
2007-05-24,5330947600
2007-05-25,5372646729
2007-05-29,5400446150
2007-05-30,5375917250
2007-05-31,5314595000
2007-06-01,5326859450
2007-06-04,5335035750
2007-06-05,5291701360
2007-06-06,5260631420
2007-06-07,5062764960
2007-06-08,5122451950
2007-06-11,5157610040
2007-06-12,5037418430
2007-06-13,4996536930
2007-06-14,5057041550
2007-06-15,5061947330
2007-06-18,5052135770
2007-06-19,5037418430
2007-06-20,4886974510
2007-06-21,4932761790
2007-06-22,4860810350
2007-06-25,4795399950
2007-06-26,4742254000
2007-06-27,4734077700
2007-06-28,4728354290
2007-06-29,4649044180
2007-07-02,4628229940
2007-07-03,4556330400
2007-07-05,4526439580
2007-07-06,4668622940
2007-07-09,4681548700
2007-07-10,4524823860
2007-07-11,4561177560
2007-07-12,4607225580
2007-07-13,4603186280
2007-07-16,4584605500
2007-07-17,4573295460
2007-07-18,4524016000
2007-07-19,4508666660
2007-07-20,4321243140
2007-07-23,4248535740
2007-07-24,3980326220
2007-07-25,4025566380
2007-07-26,3877728000
2007-07-27,3755741140
2007-07-30,3670915840
2007-07-31,3123186759
2007-08-01,2808121360
2007-08-02,2866287279
2007-08-03,2734606100
2007-08-06,2688558080
2007-08-07,2814584240
2007-08-08,3304147400
2007-08-09,3376046940
2007-08-10,2925261060
2007-08-13,2825894279
2007-08-14,2763689060
2007-08-15,2679671620
2007-08-16,2833165020
2007-08-17,2959999040
2007-08-20,2879213040
2007-08-21,2943841840
2007-08-22,3014933520
2007-08-23,2974540520
2007-08-24,2949496860
2007-08-27,2820239259
2007-08-28,2608579940
2007-08-29,2551221880
2007-08-30,2422772140
2007-08-31,2436505760
2007-09-04,2451047240
2007-09-05,2427619300
2007-09-06,2357335480
2007-09-07,2266047300
2007-09-10,2223230720
2007-09-11,2258776560
2007-09-12,2337138980
2007-09-13,2463973000
2007-09-14,2454278680
2007-09-17,2488208800
2007-09-18,2706331000
2007-09-19,2821854980
2007-09-20,2722488200
2007-09-21,2750763300
2007-09-24,2698252400
2007-09-25,2717641040
2007-09-26,2711986020
2007-09-27,2639278620
2007-09-28,2610195660
2007-10-01,4092092817
2007-10-02,4330746169
2007-10-03,4265772481
2007-10-04,4350738073
2007-10-05,4510673303
2007-10-08,4413212772
2007-10-09,4366981495
2007-10-10,4249529059
2007-10-11,4142072576
2007-10-12,3999630261
2007-10-15,3889674790
2007-10-16,3857187947
2007-10-17,3268676277
2007-10-18,2992538106
2007-10-19,2697657524
2007-10-22,2601446487
2007-10-23,2401527448
2007-10-24,2466501136
2007-10-25,2236594242
2007-10-26,2420269858
2007-10-29,2459004172
2007-10-30,2395279978
2007-10-31,2419020364
2007-11-01,2137884216
2007-11-02,2249089182
2007-11-05,2371539593
2007-11-06,2608943451
2007-11-07,2447758726
2007-11-08,2294070965
2007-11-09,2661422198
2007-11-12,2661422198
2007-11-13,2932562394
2007-11-14,2957552274
2007-11-15,2786371597
2007-11-16,2728894874
2007-11-19,2613941427
2007-11-20,2611442439
2007-11-21,2439012268
2007-11-23,2577706101
2007-11-26,2426517328
2007-11-27,2341551737
2007-11-28,2542720269
2007-11-29,2697657524
2007-11-30,2938809864
2007-12-03,2978793672
2007-12-04,2942558346
2007-12-05,2977544178
2007-12-06,3319905531
2007-12-07,3367386303
2007-12-10,3747232476
2007-12-11,3282420711
2007-12-12,3138728902
2007-12-13,2913819984
2007-12-14,2881333140
2007-12-17,2831353381
2007-12-18,2960051262
2007-12-19,3057511793
2007-12-20,2900075550
2007-12-21,2932562394
2007-12-24,2955053286
2007-12-26,3006282539
2007-12-27,2857592755
2007-12-28,2730144368
2007-12-31,1886968610
2008-01-02,1834809870
2008-01-03,1749000330
2008-01-04,1650571740
2008-01-07,1640476500
2008-01-08,1388936770
2008-01-09,1341825650
2008-01-10,1499984409
2008-01-11,1501666950
2008-01-14,1505873299
2008-01-15,1429317729
2008-01-16,1326682790
2008-01-17,1134873230
2008-01-18,1187031970
2008-01-22,1350238350
2008-01-23,1354444700
2008-01-24,1408285979
2008-01-25,1472222500
2008-01-28,1431841540
2008-01-29,1506714570
2008-01-30,1442778049
2008-01-31,1548778070
2008-02-01,1521857430
2008-02-04,1484841549
2008-02-05,1335095490
2008-02-06,1292190720
2008-02-07,1335936760
2008-02-08,1282095480
2008-02-11,1178619270
2008-02-12,1192920860
2008-02-13,1060841470
2008-02-14,1104587510
2008-02-15,1134031960
2008-02-19,1128984340
2008-02-20,1138238310
2008-02-21,1134031960
2008-02-22,1245079600
2008-02-25,1344349460
2008-02-26,1382206610
2008-02-27,1404920900
2008-02-28,1342666920
2008-02-29,1245920870
2008-03-03,1245920870
2008-03-04,1193762130
2008-03-05,1216476420
2008-03-06,1212270070
2008-03-07,1135714500
2008-03-10,1070936710
2008-03-11,1261905000
2008-03-12,1086920840
2008-03-13,1138238310
2008-03-14,1081873220
2008-03-17,1081031950
2008-03-18,1177778000
2008-03-19,1102063700
2008-03-20,1098698620
2008-03-24,1118889100
2008-03-25,1030555750
2008-03-26,949793829
2008-03-27,903523980
2008-03-28,844635079
2008-03-31,1303972020
2008-04-01,1429044360
2008-04-02,1438951080
2008-04-03,1417899300
2008-04-04,1362174000
2008-04-07,1403039220
2008-04-08,1422852660
2008-04-09,1349790600
2008-04-10,1348552260
2008-04-11,1336168860
2008-04-14,1312640400
2008-04-15,1297780320
2008-04-16,1300257000
2008-04-17,1546686660
2008-04-18,1609842000
2008-04-21,1687857420
2008-04-22,1653183900
2008-04-23,1425329340
2008-04-24,1571453460
2008-04-25,1565261760
2008-04-28,1604888640
2008-04-29,1599935280
2008-04-30,1613557020
2008-05-01,1686619080
2008-05-02,1721292600
2008-05-05,1630893780
2008-05-06,1659375600
2008-05-07,1599935280
2008-05-08,1555355040
2008-05-09,1510774800
2008-05-12,1554116700
2008-05-13,1523158200
2008-05-14,1546686660
2008-05-15,1638323820
2008-05-16,1599935280
2008-05-19,1591266900
2008-05-20,1528111560
2008-05-21,1467432900
2008-05-22,1494676380
2008-05-23,1424091000
2008-05-27,1478577960
2008-05-28,1437712740
2008-05-29,1455049500
2008-05-30,1488484680
2008-06-02,1512013140
2008-06-03,1571453460
2008-06-04,1546686660
2008-06-05,1581360180
2008-06-06,1403039220
2008-06-09,1286635260
2008-06-10,1327500480
2008-06-11,1123174380
2008-06-12,1162801260
2008-06-13,1219764900
2008-06-16,1297780320
2008-06-17,1227194940
2008-06-18,1212334860
2008-06-19,1144226160
2008-06-20,1139272800
2008-06-23,955998480
2008-06-24,1011723780
2008-06-25,1021630500
2008-06-26,889128120
2008-06-27,865599660
2008-06-30,756625740
2008-07-01,809874360
2008-07-02,802444320
2008-07-03,873029700
2008-07-07,718237200
2008-07-08,928755000
2008-07-09,823496100
2008-07-10,641460120
2008-07-11,513911100
2008-07-14,486667620
2008-07-15,458185800
2008-07-16,507719399
2008-07-17,705853800
2008-07-18,735573960
2008-07-21,724428900
2008-07-22,777677520
2008-07-23,854454600
2008-07-24,682325340
2008-07-25,674895300
2008-07-28,619170000
2008-07-29,752910720
2008-07-30,777677520
2008-07-31,792537600
2008-08-01,873029700
2008-08-04,911418240
2008-08-05,991910340
2008-08-06,990672000
2008-08-07,865599660
2008-08-08,913894920
2008-08-11,969620220
2008-08-12,920086620
2008-08-13,880459740
2008-08-14,965905200
2008-08-15,1061257380
2008-08-18,1012962120
2008-08-19,896558160
2008-08-20,844547880
2008-08-21,822257760
2008-08-22,863122980
2008-08-25,827211120
2008-08-26,842071200
2008-08-27,870553020
2008-08-28,986956980
2008-08-29,1041443940
2008-09-02,1064972400
2008-09-03,1213573200
2008-09-04,1156609560
2008-09-05,1140511140
2008-09-08,1089739200
2008-09-09,918848280
2008-09-10,807397680
2008-09-11,828449460
2008-09-12,843309540
2008-09-15,662511900
2008-09-16,729382260
2008-09-17,673656960
2008-09-18,1176423000
2008-09-19,1264345140
2008-09-22,864361320
2008-09-23,894081480
2008-09-24,970858560
2008-09-25,988195320
2008-09-26,972096900
2008-09-29,832164480
2008-09-30,871066210
2008-10-01,1044536010
2008-10-02,987538790
2008-10-03,960279250
2008-10-06,971430880
2008-10-07,812829920
2008-10-08,845045740
2008-10-09,634403840
2008-10-10,757071770
2008-10-13,766984330
2008-10-14,762028050
2008-10-15,700074550
2008-10-16,786809450
2008-10-17,679010360
2008-10-20,654228960
2008-10-21,603427090
2008-10-22,514214050
2008-10-23,335787970
2008-10-24,345700530
2008-10-27,266400050
2008-10-28,263921910
2008-10-29,368003790
2008-10-30,298615870
2008-10-31,480759160
2008-11-03,499345210
2008-11-04,594753600
2008-11-05,555103360
2008-11-06,494388930
2008-11-07,452260550
2008-11-10,386589840
2008-11-11,421283800
2008-11-12,359330300
2008-11-13,405175890
2008-11-14,338266110
2008-11-17,318440990
2008-11-18,282507960
2008-11-19,254009349
2008-11-20,237901440
2008-11-21,239140510
2008-11-24,303572150
2008-11-25,314723780
2008-11-26,359330300
2008-11-28,337027040
2008-12-01,251531209
2008-12-02,293659590
2008-12-03,277551680
2008-12-04,258965629
2008-12-05,277551680
2008-12-08,275073540
2008-12-09,277551680
2008-12-10,273834470
2008-12-11,271356330
2008-12-12,287464240
2008-12-15,278790750
2008-12-16,294898660
2008-12-17,281268890
2008-12-18,315962850
2008-12-19,384111700
2008-12-22,335787970
2008-12-23,353134950
2008-12-24,359330300
2008-12-26,349417740
2008-12-29,364286580
2008-12-30,384111700
2008-12-31,431516520
2009-01-02,495996000
2009-01-05,530715720
2009-01-06,529475729
2009-01-07,494756010
2009-01-08,538155660
2009-01-09,508395899
2009-01-12,421596600
2009-01-13,421596600
2009-01-14,352157160
2009-01-15,339757260
2009-01-16,347197200
2009-01-20,264117870
2009-01-21,247998000
2009-01-22,233118120
2009-01-23,243038040
2009-01-26,238078080
2009-01-27,280237740
2009-01-28,411676680
2009-01-29,384396900
2009-01-30,342237240
2009-02-02,349677180
2009-02-03,354637140
2009-02-04,347197200
2009-02-05,380676930
2009-02-06,407956710
2009-02-09,415396650
2009-02-10,345957210
2009-02-11,343477230
2009-02-12,394316820
2009-02-13,427796550
2009-02-17,319917420
2009-02-18,295117620
2009-02-19,286437690
2009-02-20,271557810
2009-02-23,257917920
2009-02-24,297597600
2009-02-25,275277780
2009-02-26,288917670
2009-02-27,282717720
2009-03-02,250477980
2009-03-03,231878130
2009-03-04,252957960
2009-03-05,174838590
2009-03-06,152518770
2009-03-09,154998750
2009-03-10,121519020
2009-03-11,153758760
2009-03-12,106639140
2009-03-13,128958960
2009-03-16,135158910
2009-03-17,137638890
2009-03-18,156238740
2009-03-19,138878880
2009-03-20,126478980
2009-03-23,145078830
2009-03-24,146318820
2009-03-25,158718720
2009-03-26,192198450
2009-03-27,179798550
2009-03-30,154998750
2009-03-31,176078580
2009-04-01,185998500
2009-04-02,210798300
2009-04-03,207078330
2009-04-06,181038540
2009-04-07,235598100
2009-04-08,233118120
2009-04-09,260397900
2009-04-13,305037540
2009-04-14,243038040
2009-04-15,228158160
2009-04-16,317437440
2009-04-17,328597350
2009-04-20,267837840
2009-04-21,309997500
2009-04-22,306277530
2009-04-23,300077580
2009-04-24,300077580
2009-04-27,301317570
2009-04-28,327357360
2009-04-29,331077330
2009-04-30,317437440
2009-05-01,384396900
2009-05-04,481116120
