,MTG
2009-05-05,574115370
2009-05-06,591475230
2009-05-07,518315819
2009-05-08,655954710
2009-05-11,689434440
2009-05-12,624954960
2009-05-13,538155660
2009-05-14,584035290
2009-05-15,519555810
2009-05-18,592715220
2009-05-19,615035040
2009-05-20,628674930
2009-05-21,628674930
2009-05-22,586515270
2009-05-26,593955210
2009-05-27,561715470
2009-05-28,536915670
2009-05-29,540635640
2009-06-01,579075330
2009-06-02,601395150
2009-06-03,564195450
2009-06-04,595195200
2009-06-05,626194950
2009-06-08,598915170
2009-06-09,584035290
2009-06-10,596435190
2009-06-11,608835090
2009-06-12,595195200
2009-06-15,556755510
2009-06-16,526995750
2009-06-17,498475979
2009-06-18,483596100
2009-06-19,492276030
2009-06-22,451356360
2009-06-23,426556560
2009-06-24,458796300
2009-06-25,492276030
2009-06-26,529475729
2009-06-29,551795550
2009-06-30,546136800
2009-07-01,541171920
2009-07-02,501452880
2009-07-06,495246780
2009-07-07,470422380
2009-07-08,446839200
2009-07-09,429462120
2009-07-10,425738460
2009-07-13,467939940
2009-07-14,408361380
2009-07-15,489040680
2009-07-16,583373400
2009-07-17,616886340
2009-07-20,682671000
2009-07-21,659087820
2009-07-22,676464900
2009-07-23,691359540
2009-07-24,707495400
2009-07-27,786933480
2009-07-28,759626640
2009-07-29,789415920
2009-07-30,829134960
2009-07-31,819205200
2009-08-03,796863240
2009-08-04,887472300
2009-08-05,1063725540
2009-08-06,1042624800
2009-08-07,980563800
2009-08-10,976840140
2009-08-11,876301320
2009-08-12,882507420
2009-08-13,928432560
2009-08-14,913537920
2009-08-17,845270820
2009-08-18,906090600
2009-08-19,937121100
2009-08-20,932156220
2009-08-21,937121100
2009-08-24,924708900
2009-08-25,988011120
2009-08-26,956980620
2009-08-27,985528680
2009-08-28,1056278220
2009-08-31,1009111860
2009-09-01,918502800
2009-09-02,893678400
2009-09-03,944568420
2009-09-04,968151600
2009-09-08,1022765280
2009-09-09,1123304100
2009-09-10,1118339220
2009-09-11,1208948280
2009-09-14,1124545320
2009-09-15,1086067500
2009-09-16,1112133120
2009-09-17,1117098000
2009-09-18,1087308720
2009-09-21,1031453820
2009-09-22,1099720920
2009-09-23,1060001879
2009-09-24,953256960
2009-09-25,949533300
2009-09-28,991734780
2009-09-29,944568420
2009-09-30,921033360
2009-10-01,824082480
2009-10-02,838998000
2009-10-05,835269120
2009-10-06,865100160
2009-10-07,897417120
2009-10-08,865100160
2009-10-09,834026160
2009-10-12,834026160
2009-10-13,816624720
2009-10-14,929734080
2009-10-15,909846720
2009-10-16,797980320
2009-10-19,754476720
2009-10-20,710973120
2009-10-21,660011760
2009-10-22,699786480
2009-10-23,637638480
2009-10-26,569275680
2009-10-27,565546800
2009-10-28,523286160
2009-10-29,586677120
2009-10-30,535715759
2009-11-02,488483280
2009-11-03,529500960
2009-11-04,515828400
2009-11-05,531986880
2009-11-06,580462320
2009-11-09,589163040
2009-11-10,540687600
2009-11-11,519557279
2009-11-12,509613599
2009-11-13,544416480
2009-11-16,546902400
2009-11-17,528258000
2009-11-18,569275680
2009-11-19,546902400
2009-11-20,514585439
2009-11-23,534472800
2009-11-24,515828400
2009-11-25,509613599
2009-11-27,494698080
2009-11-30,497184000
2009-12-01,538201680
2009-12-02,528258000
2009-12-03,575490480
2009-12-04,651311040
2009-12-07,643853280
2009-12-08,625208880
2009-12-09,605321520
2009-12-10,571761600
2009-12-11,641367360
2009-12-14,637638480
2009-12-15,621480000
2009-12-16,658768800
2009-12-17,641367360
2009-12-18,626451840
2009-12-21,633909600
2009-12-22,790522560
2009-12-23,715944960
2009-12-24,744533040
2009-12-28,719673840
2009-12-29,727131600
2009-12-30,706001280
2009-12-31,725746602
2010-01-04,779738132
2010-01-05,817406640
2010-01-06,787271833
2010-01-07,848797064
2010-01-08,881443105
2010-01-11,877676255
2010-01-12,806106088
2010-01-13,838752129
2010-01-14,840007746
2010-01-15,789783067
2010-01-19,814895407
2010-01-20,842518980
2010-01-21,796061152
2010-01-22,772204430
2010-01-25,760903877
2010-01-26,833729661
2010-01-27,828707193
2010-01-28,818662257
2010-01-29,759648260
2010-02-01,808617322
2010-02-02,855075149
2010-02-03,831218427
2010-02-04,768437579
2010-02-05,789783067
2010-02-08,750858942
2010-02-09,778482515
2010-02-10,769693196
2010-02-11,801083620
2010-02-12,829962810
2010-02-16,865120085
2010-02-17,853819532
2010-02-18,896510509
2010-02-19,934179018
2010-02-22,945479570
2010-02-23,971847527
2010-02-24,960546974
2010-02-25,1003237951
2010-02-26,961802591
2010-03-01,954268889
2010-03-02,995704249
2010-03-03,978125611
2010-03-04,1004493568
2010-03-05,1044673310
2010-03-08,1032117141
2010-03-09,1064763182
2010-03-10,1077319351
2010-03-11,1074808117
2010-03-12,1055973863
2010-03-15,1029605907
2010-03-16,1066018799
2010-03-17,1060996331
2010-03-18,1066018799
2010-03-19,1062251948
2010-03-22,1102431690
2010-03-23,1121265945
2010-03-24,1192836112
2010-03-25,1120010328
2010-03-26,1264406278
2010-03-29,1271939980
2010-03-30,1271939980
2010-03-31,1370032330
2010-04-01,1391263460
2010-04-05,1518650240
2010-04-06,1486179100
2010-04-07,1437472390
2010-04-08,1492423550
2010-04-09,1512405790
2010-04-12,1547374710
2010-04-13,1513654680
2010-04-14,1623557000
2010-04-15,1638543680
2010-04-16,1573601400
2010-04-19,1562361390
2010-04-20,1381272340
2010-04-21,1405001250
2010-04-22,1448712400
2010-04-23,1427481270
2010-04-26,1431227940
2010-04-27,1283858920
2010-04-28,1280112250
2010-04-29,1366285660
2010-04-30,1302592270
2010-05-03,1396259020
2010-05-04,1276365580
2010-05-05,1186445500
2010-05-06,1090280970
2010-05-07,1072796510
2010-05-10,1197685510
2010-05-11,1170209930
2010-05-12,1232654430
2010-05-13,1210174410
2010-05-14,1121503220
2010-05-17,1125249890
2010-05-18,1059058720
2010-05-19,1119005440
2010-05-20,1026587580
2010-05-21,1085285410
2010-05-24,1027836470
2010-05-25,1074045400
2010-05-26,1070298730
2010-05-27,1151476580
2010-05-28,1168961040
2010-06-01,1064054280
2010-06-02,1067800950
2010-06-03,1084036520
2010-06-04,1004107559
2010-06-07,929174160
2010-06-08,926676380
2010-06-09,926676380
2010-06-10,1012849789
2010-06-11,1025338690
2010-06-14,1052814270
2010-06-15,1132743230
2010-06-16,1091529860
2010-06-17,1082787630
2010-06-18,1104018760
2010-06-21,1069049840
2010-06-22,1022840909
2010-06-23,960396410
2010-06-24,986623100
2010-06-25,1001609780
2010-06-28,966640860
2010-06-29,895454130
2010-06-30,1381097661
2010-07-01,1403147116
2010-07-02,1417178587
2010-07-06,1415174091
2010-07-07,1503371910
2010-07-08,1559497794
2010-07-09,1595578720
2010-07-12,1575533761
2010-07-13,1625646158
2010-07-14,1619632671
2010-07-15,1647695613
2010-07-16,1525421364
2010-07-19,1567515778
2010-07-20,1713843977
2010-07-21,1649700109
2010-07-22,1725870952
2010-07-23,1816073267
2010-07-26,1790014820
2010-07-27,1755938390
2010-07-28,1779992341
2010-07-29,1757942886
2010-07-30,1721861960
2010-08-02,1775983349
2010-08-03,1685781035
2010-08-04,1667740572
2010-08-05,1737897927
2010-08-06,1633664142
2010-08-09,1645691117
2010-08-10,1607605695
2010-08-11,1523416868
2010-08-12,1477313463
2010-08-13,1453259513
2010-08-16,1479317959
2010-08-17,1555488802
2010-08-18,1567515778
2010-08-19,1467290984
2010-08-20,1479317959
2010-08-23,1421187578
2010-08-24,1419183083
2010-08-25,1451255017
2010-08-26,1445241529
2010-08-27,1503371910
2010-08-30,1447246025
2010-08-31,1447246025
2010-09-01,1589565232
2010-09-02,1599587712
2010-09-03,1717852969
2010-09-07,1641682125
2010-09-08,1709834985
2010-09-09,1703821498
2010-09-10,1711839481
2010-09-13,1802041796
2010-09-14,1765960870
2010-09-15,1761951878
2010-09-16,1699812506
2010-09-17,1723866456
2010-09-20,1784001333
2010-09-21,1786005829
2010-09-22,1727875448
2010-09-23,1695803514
2010-09-24,1812064275
2010-09-27,1790014820
2010-09-28,1820082259
2010-09-29,1858167680
2010-09-30,1849110510
2010-10-01,1853117250
2010-10-04,1782999300
2010-10-05,1851113880
2010-10-06,1887174540
2010-10-07,1887174540
2010-10-08,2027410439
2010-10-11,2001366630
2010-10-12,1977326189
2010-10-13,2009380109
2010-10-14,2105541870
2010-10-15,2017393590
2010-10-18,1917225090
2010-10-19,2069481210
2010-10-20,2025407070
2010-10-21,1993353149
2010-10-22,1977326189
2010-10-25,1941265530
2010-10-26,1939262160
2010-10-27,1943268899
2010-10-28,1845103770
2010-10-29,1766972340
2010-11-01,1702864500
2010-11-02,1724901570
2010-11-03,1736921790
2010-11-04,1847107140
2010-11-05,1937258790
2010-11-08,1861130729
2010-11-09,1778992560
2010-11-10,1805036370
2010-11-11,1764968970
2010-11-12,1670810580
2010-11-15,1680827430
2010-11-16,1650776880
2010-11-17,1638756660
2010-11-18,1682830800
2010-11-19,1698857760
2010-11-22,1660793729
2010-11-23,1640760030
2010-11-24,1718891460
2010-11-26,1696854390
2010-11-29,1724901570
2010-11-30,1706871240
2010-12-01,1734918420
2010-12-02,1859127359
2010-12-03,1865137470
2010-12-06,1871147580
2010-12-07,1813049850
2010-12-08,1935255420
2010-12-09,1933252050
2010-12-10,1977326189
2010-12-13,1939262160
2010-12-14,1929245310
2010-12-15,1895188020
2010-12-16,1911214979
2010-12-17,2005373370
2010-12-20,2033420550
2010-12-21,2077494689
2010-12-22,2097528390
2010-12-23,2049447510
2010-12-27,2073487950
2010-12-28,2025407070
2010-12-29,2043437399
2010-12-30,2043437399
2010-12-31,2049642441
2011-01-03,2168316538
2011-01-04,2198487918
2011-01-05,2276933507
2011-01-06,2274922082
2011-01-07,2315150589
2011-01-10,2278944932
2011-01-11,2256819253
2011-01-12,2272910656
2011-01-13,2286990634
2011-01-14,2319173440
2011-01-18,2343310544
2011-01-19,1862579883
2011-01-20,1850511331
2011-01-21,1824362801
2011-01-24,1808271398
2011-01-25,1798214271
2011-01-26,1749940063
2011-01-27,1766031466
2011-01-28,1663448772
2011-01-31,1687585877
2011-02-01,1804248547
2011-02-02,1715745832
2011-02-03,1727814384
2011-02-04,1681551600
2011-02-07,1757985764
2011-02-08,1834419928
2011-02-09,1792179995
2011-02-10,1844477055
2011-02-11,2021482486
2011-02-14,1967174002
2011-02-15,1963151151
2011-02-16,1969185427
2011-02-17,1967174002
2011-02-18,1876659860
2011-02-22,1739882936
2011-02-23,1719768682
2011-02-24,1715745832
2011-02-25,1723791533
2011-02-28,1727814384
2011-03-01,1641323093
2011-03-02,1669483048
2011-03-03,1719768682
2011-03-04,1677528750
2011-03-07,1659425922
2011-03-08,1727814384
2011-03-09,1790168570
2011-03-10,1709711556
2011-03-11,1725802958
2011-03-14,1671494474
2011-03-15,1665460198
2011-03-16,1587014609
2011-03-17,1673505899
2011-03-18,1737871511
2011-03-21,1796202846
2011-03-22,1757985764
2011-03-23,1772065742
2011-03-24,1790168570
2011-03-25,1759997190
2011-03-28,1776088592
2011-03-29,1864591308
2011-03-30,1854534181
2011-03-31,1788193700
2011-04-01,1880721158
2011-04-04,1844514762
2011-04-05,1844514762
2011-04-06,1890778491
2011-04-07,1896812890
2011-04-08,1832445963
2011-04-11,1790205167
2011-04-12,1749975837
2011-04-13,1743941438
2011-04-14,1713769440
2011-04-15,1762044636
2011-04-18,1695666242
2011-04-19,1687620376
2011-04-20,1498542527
2011-04-21,1623253449
2011-04-25,1679574510
2011-04-26,1717792373
2011-04-27,1699689175
2011-04-28,1735895572
2011-04-29,1741929971
2011-05-02,1749975837
2011-05-03,1758021703
2011-05-04,1709746508
2011-05-05,1679574510
2011-05-06,1677563044
2011-05-09,1665494245
2011-05-10,1721815306
2011-05-11,1691643309
2011-05-12,1641356647
2011-05-13,1595092918
2011-05-16,1603138784
2011-05-17,1574978253
2011-05-18,1568943854
2011-05-19,1546817723
2011-05-20,1498542527
2011-05-23,1506588393
2011-05-24,1476416396
2011-05-25,1520668658
2011-05-26,1558886522
2011-05-27,1591069985
2011-05-31,1621241982
2011-06-01,1550840656
2011-06-02,1546817723
2011-06-03,1524691591
2011-06-06,1482450795
2011-06-07,1462336130
2011-06-08,1166650558
2011-06-09,1154581759
2011-06-10,1222971619
2011-06-13,1220960153
2011-06-14,1269235348
2011-06-15,1253143617
2011-06-16,1271246815
2011-06-17,1273258281
2011-06-20,1275269748
2011-06-21,1319522010
2011-06-22,1283315614
2011-06-23,1216937220
2011-06-24,1214925753
2011-06-27,1156593226
2011-06-28,1154581759
2011-06-29,1184753756
2011-06-30,1196970591
2011-07-01,1227146320
2011-07-05,1217087744
2011-07-06,1371989820
2011-07-07,1369978105
2011-07-08,1329743800
2011-07-11,1267380626
2011-07-12,1259333765
2011-07-13,1279450918
2011-07-14,1215076029
2011-07-15,1207029168
2011-07-18,929412459
2011-07-19,901248445
2011-07-20,879119577
2011-07-21,828826695
2011-07-22,838885271
2011-07-25,832850125
2011-07-26,905271876
2011-07-27,867049285
2011-07-28,844920417
2011-07-29,800662681
2011-08-01,792615820
2011-08-02,784568959
2011-08-03,814744688
2011-08-04,647772320
2011-08-05,639725459
2011-08-08,380214187
2011-08-09,472753090
2011-08-10,414413347
2011-08-11,474764806
2011-08-12,436542215
2011-08-15,450624222
2011-08-16,420448493
2011-08-17,426483639
2011-08-18,374179042
2011-08-19,382225903
2011-08-22,341991597
2011-08-23,339979882
2011-08-24,428495354
2011-08-25,460682799
2011-08-26,494881958
2011-08-29,589432577
2011-08-30,563280278
2011-08-31,523045972
2011-09-01,484823382
2011-09-02,440565646
2011-09-06,460682799
2011-09-07,579374000
2011-09-08,543163125
2011-09-09,476776521
2011-09-12,474764806
2011-09-13,468729660
2011-09-14,490858528
2011-09-15,508963965
2011-09-16,500917104
2011-09-19,474764806
2011-09-20,468729660
2011-09-21,450624222
2011-09-22,398319625
2011-09-23,374179042
2011-09-26,376190757
2011-09-27,408378201
2011-09-28,382225903
2011-09-29,390272764
2011-09-30,376107490
2011-10-03,327837010
2011-10-04,335882090
2011-10-05,370073680
2011-10-06,436445590
2011-10-07,432423050
2011-10-10,492761150
2011-10-11,478682260
2011-10-12,482704800
2011-10-13,478682260
2011-10-14,480693530
2011-10-17,440468130
2011-10-18,480693530
2011-10-19,498794960
2011-10-20,490749880
2011-10-21,462592099
2011-10-24,454547019
2011-10-25,472648450
2011-10-26,476670990
2011-10-27,547065440
2011-10-28,547065440
2011-10-31,534997820
2011-11-01,482704800
2011-11-02,516896389
2011-11-03,528964010
2011-11-04,514885120
2011-11-07,591313380
2011-11-08,655674020
2011-11-09,609414810
2011-11-10,583268300
2011-11-11,591313380
2011-11-14,569189410
2011-11-15,589302110
2011-11-16,579245760
2011-11-17,553099250
2011-11-18,569189410
2011-11-21,530975280
2011-11-22,504828769
2011-11-23,482704800
2011-11-25,518907660
2011-11-28,575223220
2011-11-29,537009090
2011-11-30,579245760
2011-12-01,621482430
2011-12-02,615448620
2011-12-05,695899420
2011-12-06,679809260
2011-12-07,724057200
2011-12-08,728079740
2011-12-09,760260060
2011-12-12,742158630
2011-12-13,709978310
2011-12-14,687854340
2011-12-15,693888150
2011-12-16,718023390
2011-12-19,653662750
2011-12-20,722045930
2011-12-21,693888150
2011-12-22,770316410
2011-12-23,770316410
2011-12-27,754226250
2011-12-28,732102280
2011-12-29,714000850
2011-12-30,750203710
2012-01-03,725287700
2012-01-04,767714000
2012-01-05,822262100
2012-01-06,789937300
2012-01-09,777815500
2012-01-10,850546300
2012-01-11,872769600
2012-01-12,888932000
2012-01-13,878830499
2012-01-17,791957600
2012-01-18,842465100
2012-01-19,846505700
2012-01-20,852566600
2012-01-23,820241799
2012-01-24,838424500
2012-01-25,834383900
2012-01-26,781856100
2012-01-27,836404199
2012-01-30,798018500
2012-01-31,765693700
2012-02-01,806099700
2012-02-02,814180900
2012-02-03,872769600
2012-02-06,905094400
2012-02-07,882871100
2012-02-08,894992900
2012-02-09,939439500
2012-02-10,878830499
2012-02-13,892972600
2012-02-14,888932000
2012-02-15,901053800
2012-02-16,951561300
2012-02-17,957622200
2012-02-21,1014190599
2012-02-22,947520700
2012-02-23,947520700
2012-02-24,945500400
2012-02-27,955601900
2012-02-28,921256799
2012-02-29,911155300
2012-03-01,903074100
2012-03-02,880850800
2012-03-05,890952300
2012-03-06,846505700
2012-03-07,876810200
2012-03-08,884891400
2012-03-09,929337999
2012-03-12,894992900
2012-03-13,953581600
2012-03-14,971764299
2012-03-15,991967300
2012-03-16,981865800
2012-03-19,1010150000
2012-03-20,1006109400
2012-03-21,1000048500
2012-03-22,949541000
2012-03-23,989947000
2012-03-26,1020251500
2012-03-27,991967300
2012-03-28,989947000
2012-03-29,998028200
2012-03-30,1002068800
2012-04-02,1028342880
2012-04-03,1010160000
2012-04-04,1014200639
2012-04-05,975814560
2012-04-09,907123680
2012-04-10,858636000
2012-04-11,876818880
2012-04-12,878839199
2012-04-13,848534400
2012-04-16,838432800
2012-04-17,828331199
2012-04-18,808128000
2012-04-19,787924800
2012-04-20,743477760
2012-04-23,692969760
2012-04-24,656604000
2012-04-25,694990080
2012-04-26,727315200
2012-04-27,719233920
2012-04-30,699030720
2012-05-01,658624320
2012-05-02,672766560
2012-05-03,650543040
2012-05-04,640441440
2012-05-07,654583680
2012-05-08,640441440
2012-05-09,660644640
2012-05-10,638421120
2012-05-11,602055360
2012-05-14,571750560
2012-05-15,549527040
2012-05-16,517201920
2012-05-17,470734560
2012-05-18,448511040
2012-05-21,476795520
2012-05-22,503059680
2012-05-23,480836160
2012-05-24,484876800
2012-05-25,460632959
2012-05-29,521242560
2012-05-30,501039360
2012-05-31,513161280
2012-06-01,464673599
2012-06-04,458612640
2012-06-05,468714239
2012-06-06,509120640
2012-06-07,499019040
2012-06-08,505080000
2012-06-11,476795520
2012-06-12,505080000
2012-06-13,492958080
2012-06-14,494978400
2012-06-15,543466080
2012-06-18,535384800
2012-06-19,563669280
2012-06-20,585892800
2012-06-21,539425440
2012-06-22,565689600
2012-06-25,523262880
2012-06-26,507100319
2012-06-27,541445760
2012-06-28,545486400
2012-06-29,581852160
2012-07-02,595941506
2012-07-03,622203335
2012-07-05,563619255
2012-07-06,549478270
2012-07-09,527256722
2012-07-10,496954612
2012-07-11,472712923
2012-07-12,478773345
2012-07-13,486853908
2012-07-16,482813627
2012-07-17,470692783
2012-07-18,521196300
2012-07-19,480793486
2012-07-20,480793486
2012-07-23,454531657
2012-07-24,442410813
2012-07-25,450491376
2012-07-26,446451094
2012-07-27,466652501
2012-07-30,486853908
2012-07-31,486853908
2012-08-01,494934471
2012-08-02,177792583
2012-08-03,169691818
2012-08-06,201003999
2012-08-07,216155054
2012-08-08,212114773
2012-08-09,218175195
2012-08-10,228275899
2012-08-13,256557868
2012-08-14,264638431
2012-08-15,250497446
2012-08-16,240396743
2012-08-17,248477306
2012-08-20,246457165
2012-08-21,244437024
2012-08-22,242416884
2012-08-23,234336321
2012-08-24,240396743
2012-08-27,234336321
2012-08-28,238376602
2012-08-29,244437024
2012-08-30,238376602
2012-08-31,238376602
2012-09-04,228275899
2012-09-05,230296039
2012-09-06,256557868
2012-09-07,286859979
2012-09-10,325242652
2012-09-11,351504481
2012-09-12,331303074
2012-09-13,343423919
2012-09-14,335343356
2012-09-17,335343356
2012-09-18,323222512
2012-09-19,329282934
2012-09-20,335343356
2012-09-21,351504481
2012-09-24,335343356
2012-09-25,301000964
2012-09-26,290900260
2012-09-27,309081527
2012-09-28,309081527
2012-10-01,365645379
2012-10-02,369685660
2012-10-03,359584959
2012-10-04,363625239
2012-10-05,365645379
2012-10-08,343423837
2012-10-09,331302996
2012-10-10,333323136
2012-10-11,335343276
2012-10-12,335343276
2012-10-15,345443977
2012-10-16,351504398
2012-10-17,424229446
2012-10-18,408068324
2012-10-19,408068324
2012-10-22,408068324
2012-10-23,387866922
2012-10-24,373725940
2012-10-25,383826641
2012-10-26,377766221
2012-10-31,347464117
2012-11-01,391907202
2012-11-02,395947483
2012-11-05,379786361
2012-11-06,383826641
2012-11-07,357564818
2012-11-08,339383556
2012-11-09,337363416
2012-11-12,329282855
2012-11-13,313121734
2012-11-14,313121734
2012-11-15,303021033
2012-11-16,315141874
2012-11-19,339383556
2012-11-20,331302996
2012-11-21,337363416
2012-11-23,337363416
2012-11-26,341403697
2012-11-27,343423837
2012-11-28,341403697
2012-11-29,339383556
2012-11-30,353524538
2012-12-03,379786361
2012-12-04,383826641
2012-12-05,389887062
2012-12-06,395947483
2012-12-07,395947483
2012-12-10,402007903
2012-12-11,418169025
2012-12-12,450491269
2012-12-13,476753091
2012-12-14,476753091
2012-12-17,492914213
2012-12-18,492914213
2012-12-19,490894073
2012-12-20,484833652
2012-12-21,472712811
2012-12-24,482813512
2012-12-26,527256597
2012-12-27,517155896
2012-12-28,523216316
2012-12-31,898436280
2013-01-02,1006518840
2013-01-03,1057182540
2013-01-04,1057182540
2013-01-07,1047049800
2013-01-08,969365460
2013-01-09,1006518840
2013-01-10,986253360
2013-01-11,982875780
2013-01-14,969365460
2013-01-15,935589660
2013-01-16,908569020
2013-01-17,932212079
2013-01-18,949099980
2013-01-22,1009896420
2013-01-23,1094335920
2013-01-24,1030161899
2013-01-25,972743040
2013-01-28,928834500
2013-01-29,857905320
2013-01-30,871415640
2013-01-31,938967239
2013-02-01,969365460
2013-02-04,932212079
2013-02-05,952477560
2013-02-06,979498200
2013-02-07,942344820
2013-02-08,928834500
2013-02-11,911946600
2013-02-12,949099980
2013-02-13,922079340
2013-02-14,932212079
2013-02-15,901813860
2013-02-19,888303540
2013-02-20,878170800
2013-02-21,888303540
2013-02-22,922079340
2013-02-25,878170800
2013-02-26,884925960
2013-02-27,945722399
2013-02-28,1006518840
2013-03-01,1280102820
2013-03-04,1411828440
2013-03-05,1803627720
2013-03-06,1894822380
2013-03-07,1661769360
2013-03-08,1658391780
2013-03-11,1732698540
2013-03-12,1695545159
2013-03-13,1692167580
2013-03-14,1671902100
2013-03-15,1658391780
2013-03-18,1658391780
2013-03-19,1607728080
2013-03-20,1580707440
2013-03-21,1550309220
2013-03-22,1526666159
2013-03-25,1526666159
2013-03-26,1499645520
2013-03-27,1553686799
2013-03-28,1671902100
2013-04-01,1692167580
2013-04-02,1688790000
2013-04-03,1644881460
2013-04-04,1644881460
2013-04-05,1668524520
2013-04-08,1840781100
2013-04-09,1739453700
2013-04-10,1783362240
2013-04-11,1776607080
2013-04-12,1742831280
2013-04-15,1705677900
2013-04-16,1715810640
2013-04-17,1617860820
2013-04-18,1607728080
2013-04-19,1685412420
2013-04-22,1695545159
2013-04-23,1742831280
2013-04-24,1786739820
2013-04-25,1817138040
2013-04-26,1803627720
2013-04-29,1850913840
2013-04-30,1823893200
2013-05-01,1729320960
2013-05-02,1779984659
2013-05-03,1776607080
2013-05-06,1861046580
2013-05-07,1925220600
2013-05-08,1904955120
2013-05-09,1945486080
2013-05-10,1942108500
2013-05-13,1965751560
2013-05-14,2063701380
2013-05-15,2094099600
2013-05-16,2013037680
2013-05-17,2050191060
2013-05-20,2080589280
2013-05-21,2134630560
2013-05-22,2033303159
2013-05-23,2070456540
2013-05-24,2036680740
2013-05-28,2181916680
2013-05-29,2090722020
2013-05-30,2097477180
2013-05-31,2087344440
2013-06-03,2073834120
2013-06-04,2026548000
2013-06-05,1955618820
2013-06-06,2009660100
2013-06-07,2067078960
2013-06-10,2151518460
2013-06-11,2090722020
2013-06-12,2050191060
2013-06-13,2070456540
2013-06-14,2050191060
2013-06-17,2110987500
2013-06-18,2175161520
2013-06-19,2144763299
2013-06-20,2040058320
2013-06-21,1992772200
2013-06-24,1888067220
2013-06-25,1992772200
2013-06-26,2033303159
2013-06-27,2124497820
2013-06-28,2050191060
2013-07-01,2077211700
2013-07-02,2046813479
2013-07-03,2043435900
2013-07-05,2097477180
2013-07-08,2131252979
2013-07-09,2090722020
2013-07-10,1992772200
2013-07-11,2050191060
2013-07-12,2050191060
2013-07-15,2026548000
2013-07-16,2063701380
2013-07-17,2134630560
2013-07-18,2246090700
2013-07-19,2286621660
2013-07-22,2252845860
2013-07-23,2482521300
2013-07-24,2529807420
2013-07-25,2556828060
2013-07-26,2533185000
2013-07-29,2506164360
2013-07-30,2580471120
2013-07-31,2580471120
2013-08-01,2691931260
2013-08-02,2715574319
2013-08-05,2708819160
2013-08-06,2604114180
2013-08-07,2556828060
2013-08-08,2597359020
2013-08-09,2593981440
2013-08-12,2529807420
2013-08-13,2458878240
2013-08-14,2425102440
2013-08-15,2377816320
2013-08-16,2428480020
2013-08-19,2289999240
2013-08-20,2414969700
2013-08-21,2367683580
2013-08-22,2445367920
2013-08-23,2431857600
2013-08-26,2448745500
2013-08-27,2333907780
2013-08-28,2381193900
2013-08-29,2441990340
2013-08-30,2438612760
2013-09-03,2441990340
2013-09-04,2448745500
2013-09-05,2435235180
2013-09-06,2384571480
2013-09-09,2414969700
2013-09-10,2523052260
2013-09-11,2441990340
2013-09-12,2398081800
2013-09-13,2438612760
2013-09-16,2489276460
2013-09-17,2546695320
2013-09-18,2600736600
2013-09-19,2590603860
2013-09-20,2523052260
2013-09-23,2455500660
2013-09-24,2438612760
2013-09-25,2431857600
2013-09-26,2485898880
2013-09-27,2452123080
2013-09-30,2458878240
2013-10-01,2465633400
2013-10-02,2458878240
2013-10-03,2421724860
2013-10-04,2431857600
2013-10-07,2401459380
2013-10-08,2344040520
2013-10-09,2323775040
2013-10-10,2452123080
2013-10-11,2533185000
2013-10-14,2563583220
2013-10-15,2452123080
2013-10-16,2813524140
2013-10-17,2769615599
2013-10-18,2793258660
2013-10-21,2722329480
2013-10-22,2732462220
2013-10-23,2712196740
2013-10-24,2769615599
2013-10-25,2800013819
2013-10-28,2823656880
2013-10-29,2867565420
2013-10-30,2803391400
2013-10-31,2749350120
2013-11-01,2718951900
2013-11-04,2739217380
2013-11-05,2810146560
2013-11-06,2739217380
2013-11-07,2563583220
2013-11-08,2641267560
2013-11-11,2658155460
2013-11-12,2604114180
2013-11-13,2644645140
2013-11-14,2708819160
2013-11-15,2695308840
2013-11-18,2590603860
2013-11-19,2577093540
2013-11-20,2580471120
2013-11-21,2685176100
2013-11-22,2681798520
2013-11-25,2644645140
2013-11-26,2715574319
2013-11-27,2735839800
2013-11-29,2739217380
2013-12-02,2702064000
2013-12-03,2671665780
2013-12-04,2735839800
2013-12-05,2800013819
2013-12-06,2806768980
2013-12-09,2870943000
2013-12-10,2840544780
2013-12-11,2762860440
2013-12-12,2816901720
2013-12-13,2803391400
2013-12-16,2779748340
2013-12-17,2745972540
2013-12-18,2816901720
2013-12-19,2759482860
2013-12-20,2813524140
2013-12-23,2843922360
2013-12-24,2877698160
2013-12-26,2843922360
2013-12-27,2837167200
2013-12-30,2820279300
2013-12-31,2857075040
2014-01-02,2843534400
2014-01-03,2843534400
2014-01-06,2785986680
2014-01-07,2819838280
2014-01-08,2938318880
2014-01-09,2978940800
2014-01-10,2985711120
2014-01-13,2934933720
2014-01-14,2992481440
2014-01-15,3036488520
2014-01-16,3029718199
2014-01-17,3019562720
2014-01-21,3039873680
2014-01-22,3073725280
2014-01-23,3110962040
2014-01-24,2840149240
2014-01-27,2853689880
2014-01-28,2965400160
2014-01-29,2836764080
2014-01-30,2890926639
2014-01-31,2874000840
2014-02-03,2758905400
2014-02-04,2745364760
2014-02-05,2816453120
2014-02-06,2816453120
2014-02-07,2860460199
2014-02-10,2836764080
2014-02-11,2928163400
2014-02-12,2965400160
2014-02-13,2968785320
2014-02-14,2972170480
2014-02-18,3077110440
2014-02-19,3006022080
2014-02-20,3083880760
2014-02-21,3022947880
2014-02-24,3053414320
2014-02-25,3039873680
2014-02-26,3073725280
2014-02-27,3077110440
2014-02-28,3033103360
2014-03-03,2999251760
