,PXD
2009-04-22,2422053750
2009-04-23,2458527030
2009-04-24,2565667290
2009-04-27,2565667290
2009-04-28,2539452120
2009-04-29,2661409650
2009-04-30,2635194480
2009-05-01,2822120040
2009-05-04,3046658670
2009-05-05,2901905340
2009-05-06,3252960660
2009-05-07,3125304180
2009-05-08,3404552730
2009-05-11,3151519350
2009-05-12,3091110480
2009-05-13,2865432060
2009-05-14,2936099040
2009-05-15,2779947810
2009-05-18,2991948750
2009-05-19,2991948750
2009-05-20,2970292740
2009-05-21,2822120040
2009-05-22,2814141510
2009-05-26,2919002190
2009-05-27,2867711640
2009-05-28,3066035100
2009-05-29,3205089480
2009-06-01,3371498820
2009-06-02,3346423440
2009-06-03,3074013630
2009-06-04,3152659140
2009-06-05,3145820400
2009-06-08,3162917250
2009-06-09,3181153890
2009-06-10,3265498350
2009-06-11,3386316090
2009-06-12,3337305120
2009-06-15,3194831370
2009-06-16,3111626700
2009-06-17,3079712580
2009-06-18,3035260770
2009-06-19,2958894840
2009-06-22,2702442090
2009-06-23,2697882930
2009-06-24,2720678730
2009-06-25,2820980250
2009-06-26,2899625760
2009-06-29,2917862400
2009-06-30,2910136500
2009-07-01,2872475910
2009-07-02,2733245850
2009-07-06,2647653600
2009-07-07,2611134240
2009-07-08,2543801670
2009-07-09,2647653600
2009-07-10,2633958840
2009-07-13,2694444030
2009-07-14,2761776600
2009-07-15,2846227620
2009-07-16,2915842650
2009-07-17,2932961100
2009-07-20,3009423510
2009-07-21,3051649020
2009-07-22,3052790250
2009-07-23,3200008920
2009-07-24,3265059030
2009-07-27,3259352880
2009-07-28,3154359720
2009-07-29,3061920090
2009-07-30,3162348330
2009-07-31,3258211650
2009-08-03,3443090910
2009-08-04,3484175190
2009-08-05,3409995240
2009-08-06,3357498660
2009-08-07,3413418930
2009-08-10,3494446260
2009-08-11,3366628500
2009-08-12,3349510050
2009-08-13,3378040800
2009-08-14,3271906410
2009-08-17,3162348330
2009-08-18,3284459940
2009-08-19,3333532830
2009-08-20,3392876790
2009-08-21,3522977010
2009-08-24,3593733270
2009-08-25,3469339200
2009-08-26,3424831230
2009-08-27,3400865400
2009-08-28,3383746950
2009-08-31,3305002080
2009-09-01,3257070420
2009-09-02,3228539670
2009-09-03,3250223040
2009-09-04,3298154700
2009-09-08,3430537380
2009-09-09,3469339200
2009-09-10,3752364240
2009-09-11,3780894990
2009-09-14,3897300450
2009-09-15,4044519119
2009-09-16,4114134149
2009-09-17,4070767410
2009-09-18,4028541899
2009-09-21,4009140990
2009-09-22,4125546450
2009-09-23,4073049869
2009-09-24,4044519119
2009-09-25,3950938259
2009-09-28,4106145539
2009-09-29,4149512280
2009-09-30,4149761500
2009-10-01,3985097500
2009-10-02,3932496500
2009-10-05,4129178500
2009-10-06,4286981500
2009-10-07,4316712500
2009-10-08,4466511000
2009-10-09,4520255500
2009-10-12,4596870000
2009-10-13,4649471000
2009-10-14,4784404000
2009-10-15,4857588000
2009-10-16,4885032000
2009-10-19,4990234000
2009-10-20,4995951500
2009-10-21,4968507500
2009-10-22,5084001000
2009-10-23,4887319000
2009-10-26,5182342000
2009-10-27,5208642500
2009-10-28,4795839000
2009-10-29,5042835000
2009-10-30,4700928500
2009-11-02,4750099000
2009-11-03,4864449000
2009-11-04,4713507000
2009-11-05,4893036500
2009-11-06,4846153000
2009-11-09,5018821500
2009-11-10,5047409000
2009-11-11,5013104000
2009-11-12,4882745000
2009-11-13,4893036500
2009-11-16,5082857500
2009-11-17,4984516500
2009-11-18,4889606000
2009-11-19,4723798500
2009-11-20,4678058500
2009-11-23,4696354500
2009-11-24,4771825500
2009-11-25,4929628500
2009-11-27,4716937500
2009-11-30,4728372500
2009-12-01,4872453500
2009-12-02,4835861500
2009-12-03,4687206500
2009-12-04,4664336500
2009-12-07,4678058500
2009-12-08,4568282500
2009-12-09,4557991000
2009-12-10,4618596500
2009-12-11,4658619000
2009-12-14,4920480500
2009-12-15,4963933500
2009-12-16,5027969500
2009-12-17,5043978500
2009-12-18,5128597500
2009-12-21,5304696500
2009-12-22,5475078000
2009-12-23,5602006500
2009-12-24,5654607500
2009-12-28,5666042500
2009-12-29,5662612000
2009-12-30,5607724000
2009-12-31,5522931350
2010-01-04,5845111900
2010-01-05,5847405000
2010-01-06,5949447950
2010-01-07,6002189250
2010-01-08,6105378750
2010-01-11,5994163400
2010-01-12,5863456700
2010-01-13,5950594500
2010-01-14,6022827150
2010-01-15,5793517150
2010-01-19,5762560300
2010-01-20,5678862150
2010-01-21,5518345150
2010-01-22,5334897150
2010-01-25,5379612600
2010-01-26,5267250700
2010-01-27,5205337000
2010-01-28,5185845650
2010-01-29,5042526900
2010-02-01,5255785200
2010-02-02,5363560900
2010-02-03,5259224850
2010-02-04,5058578600
2010-02-05,5001251100
2010-02-08,5075776850
2010-02-09,5309673050
2010-02-10,5201897350
2010-02-11,5426621150
2010-02-12,5400250500
2010-02-16,5595164000
2010-02-17,5587138150
2010-02-18,5647905300
2010-02-19,5674275950
2010-02-22,5505733100
2010-02-23,5294767900
2010-02-24,5308526500
2010-02-25,5350948850
2010-02-26,5348655750
2010-03-01,5405983250
2010-03-02,5485095200
2010-03-03,5503440000
2010-03-04,5467896950
2010-03-05,5615801900
2010-03-08,5565353700
2010-03-09,5667396650
2010-03-10,5843965350
2010-03-11,5857723950
2010-03-12,6051490900
2010-03-15,5973525500
2010-03-16,6162706250
2010-03-17,6109964950
2010-03-18,6084740850
2010-03-19,6080154650
2010-03-22,6030853000
2010-03-23,6167292450
2010-03-24,6179904500
2010-03-25,6117990800
2010-03-26,6058370200
2010-03-29,6239525100
2010-03-30,6275068150
2010-03-31,6457369600
2010-04-01,6808401600
2010-04-05,7067385600
2010-04-06,7016739840
2010-04-07,6857896320
2010-04-08,6930411840
2010-04-09,7020192960
2010-04-12,7002927360
2010-04-13,7138750080
2010-04-14,7215869760
2010-04-15,7181338560
2010-04-16,6991416960
2010-04-19,7067385600
2010-04-20,7286083200
2010-04-21,7283781120
2010-04-22,7458739200
2010-04-23,7607223360
2010-04-26,7607223360
2010-04-27,7199755200
2010-04-28,7267666560
2010-04-29,7357447680
2010-04-30,7381619519
2010-05-03,7623337920
2010-05-04,7381619519
2010-05-05,7235437440
2010-05-06,7070838720
2010-05-07,6733584000
2010-05-10,7353994560
2010-05-11,7349390400
2010-05-12,7539312000
2010-05-13,7461041279
2010-05-14,7241192640
2010-05-17,7013286720
2010-05-18,6966094080
2010-05-19,6852141120
2010-05-20,6491865600
2010-05-21,6842932800
2010-05-24,6685240320
2010-05-25,6745094400
2010-05-26,6906240000
2010-05-27,7307952960
2010-05-28,7332124800
2010-06-01,7106520960
2010-06-02,7571541120
2010-06-03,7770671040
2010-06-04,7279176960
2010-06-07,7170979200
2010-06-08,7360900800
2010-06-09,7431114240
2010-06-10,7927212480
2010-06-11,8068790399
2010-06-14,8015842560
2010-06-15,8175837120
2010-06-16,8248352640
2010-06-17,8232238080
2010-06-18,8247201600
2010-06-21,8175837120
2010-06-22,7708514880
2010-06-23,7733837760
2010-06-24,7478306880
2010-06-25,7509384959
2010-06-28,7358598720
2010-06-29,6966094080
2010-06-30,6848104950
2010-07-01,6787053720
2010-07-02,6595836660
2010-07-06,6561279360
2010-07-07,6820459110
2010-07-08,6952928760
2010-07-09,7011676170
2010-07-12,6990941790
2010-07-13,7172943570
2010-07-14,7147601550
2010-07-15,7078486950
2010-07-16,6778990350
2010-07-19,6827370570
2010-07-20,6972511230
2010-07-21,6869991240
2010-07-22,6864231690
2010-07-23,6777838440
2010-07-26,6933346290
2010-07-27,6803180460
2010-07-28,6831978210
2010-07-29,6727154400
2010-07-30,6671862720
2010-08-02,7015131900
2010-08-03,7080790770
2010-08-04,7085398410
2010-08-05,7071575490
2010-08-06,6951776850
2010-08-09,6969055500
2010-08-10,6875750790
2010-08-11,6639609240
2010-08-12,6504835770
2010-08-13,6493316670
2010-08-16,6432265440
2010-08-17,6682229910
2010-08-18,6747888780
2010-08-19,6681078000
2010-08-20,6675318450
2010-08-23,6736369680
2010-08-24,6593532840
2010-08-25,6613115310
2010-08-26,6579709920
2010-08-27,6790509450
2010-08-30,6696052830
2010-08-31,6660343620
2010-09-01,6955232580
2010-09-02,7055448750
2010-09-03,7199437500
2010-09-07,7122259530
2010-09-08,7268552100
2010-09-09,7328451420
2010-09-10,7460921070
2010-09-13,7500086010
2010-09-14,7489718820
2010-09-15,7527731849
2010-09-16,7470136349
2010-09-17,7531187579
2010-09-20,7705125990
2010-09-21,7655593859
2010-09-22,7578415890
2010-09-23,7606061730
2010-09-24,7459769160
2010-09-27,7413692760
2010-09-28,7402173660
2010-09-29,7530035670
2010-09-30,7497503790
2010-10-01,7616255580
2010-10-04,7558609080
2010-10-05,7993263690
2010-10-06,8017475220
2010-10-07,7921782029
2010-10-08,8263049310
2010-10-11,8251520009
2010-10-12,8284954980
2010-10-13,8516693910
2010-10-14,8406012630
2010-10-15,8482106009
2010-10-18,8479800150
2010-10-19,8246908290
2010-10-20,8343754410
2010-10-21,8282649120
2010-10-22,8371424730
2010-10-25,8438294670
2010-10-26,8301096000
2010-10-27,8058980700
2010-10-28,7975969740
2010-10-29,8047451400
2010-11-01,8185803000
2010-11-02,8367965940
2010-11-03,8459047410
2010-11-04,8674645320
2010-11-05,8799161760
2010-11-08,8856808260
2010-11-09,8871796350
2010-11-10,8953654380
2010-11-11,8996312790
2010-11-12,8877561000
2010-11-15,8890243230
2010-11-16,8801467620
2010-11-17,8852196540
2010-11-18,9082782540
2010-11-19,9230357580
2010-11-22,9169252290
2010-11-23,8929442850
2010-11-24,9136970250
2010-11-26,9026288970
2010-11-29,9240733950
2010-11-30,9236122230
2010-12-01,9715741110
2010-12-02,9675388560
2010-12-03,9690376650
2010-12-06,9775693470
2010-12-07,9748023150
2010-12-08,9596989320
2010-12-09,9598142250
2010-12-10,9718046970
2010-12-13,9707670600
2010-12-14,9758399520
2010-12-15,9753787800
2010-12-16,9842563410
2010-12-17,9806822580
2010-12-20,9870233730
2010-12-21,10060467180
2010-12-22,10089290430
2010-12-23,9986679660
2010-12-27,9922115580
2010-12-28,9897904050
2010-12-29,10091596290
2010-12-30,10023573420
2010-12-31,10059746580
2011-01-03,10240502220
2011-01-04,10140854880
2011-01-05,10213852350
2011-01-06,10194154620
2011-01-07,10182567720
2011-01-10,10180250340
2011-01-11,10413147030
2011-01-12,10647202410
2011-01-13,10734104160
2011-01-14,10823323290
2011-01-18,10846497090
2011-01-19,10654154550
2011-01-20,10479192360
2011-01-21,10410829650
2011-01-24,10487303190
2011-01-25,10248613050
2011-01-26,10585791840
2011-01-27,10356371220
2011-01-28,10561459350
2011-01-31,11026094040
2011-02-01,11068965570
2011-02-02,11067806880
2011-02-03,10987857270
2011-02-04,11094456750
2011-02-07,11007555000
2011-02-08,10888209930
2011-02-09,10924129320
2011-02-10,11161660770
2011-02-11,11169771600
2011-02-14,11435111610
2011-02-15,11327353440
2011-02-16,11570678340
2011-02-17,11649469260
2011-02-18,11497680870
2011-02-22,11438587680
2011-02-23,11664532230
2011-02-24,11633247600
2011-02-25,11918285340
2011-02-28,11858033460
2011-03-01,11502315630
2011-03-02,11511585150
2011-03-03,11589217380
2011-03-04,11586900000
2011-03-07,11503474320
2011-03-08,11291434050
2011-03-09,11282164530
2011-03-10,10949620500
2011-03-11,11015665830
2011-03-14,11255514660
2011-03-15,11233499550
2011-03-16,11094456750
2011-03-17,11550980610
2011-03-18,11438587680
2011-03-21,11695816860
2011-03-22,11563726200
2011-03-23,11355162000
2011-03-24,11511585150
2011-03-25,11591534760
2011-03-28,11575313100
2011-03-29,11907857130
2011-03-30,11912491890
2011-03-31,11844428960
2011-04-01,12064071530
2011-04-04,12162852580
2011-04-05,12089638390
2011-04-06,11893238420
2011-04-07,12057098750
2011-04-08,12130312940
2011-04-11,11892076290
2011-04-12,11294741470
2011-04-13,11319146200
2011-04-14,11416765120
2011-04-15,11625948520
2011-04-18,11446980500
2011-04-19,11542275160
2011-04-20,11853726000
2011-04-21,11730540220
2011-04-25,11664298810
2011-04-26,11679406500
2011-04-27,11723567440
2011-04-28,11635245560
2011-04-29,11880454990
2011-05-02,11760755600
2011-05-03,11182014860
2011-05-04,10729946290
2011-05-05,10309255230
2011-05-06,10352254040
2011-05-09,10914724960
2011-05-10,11063477600
2011-05-11,10832213730
2011-05-12,10804322610
2011-05-13,10709027950
2011-05-16,10453359350
2011-05-17,10394090720
2011-05-18,10671839790
2011-05-19,10570734480
2011-05-20,10568410220
2011-05-23,10368523860
2011-05-24,10544005490
2011-05-25,10610246900
2011-05-26,10589328560
2011-05-27,10591652820
2011-05-31,10670677660
2011-06-01,10607922640
2011-06-02,10639300150
2011-06-03,10596301340
2011-06-06,10236041040
2011-06-07,10226744000
2011-06-08,10104720350
2011-06-09,10272067070
2011-06-10,10044289590
2011-06-13,9722379580
2011-06-14,9931562980
2011-06-15,9788620990
2011-06-16,9854862400
2011-06-17,9808377200
2011-06-20,9818836370
2011-06-21,10118665910
2011-06-22,10036154680
2011-06-23,9975723920
2011-06-24,9813025720
2011-06-27,9886239910
2011-06-28,10126800820
2011-06-29,10327849310
2011-06-30,10415289170
2011-07-01,10476918100
2011-07-05,10580408190
2011-07-06,10614129680
2011-07-07,10757155310
2011-07-08,10597850340
2011-07-11,10182727170
2011-07-12,10159470970
2011-07-13,10189704030
2011-07-14,10010631290
2011-07-15,11050183430
2011-07-18,10855994160
2011-07-19,11326932210
2011-07-20,11281582620
2011-07-21,11440887590
2011-07-22,11573447930
2011-07-25,11442050400
2011-07-26,11344374360
2011-07-27,11030415660
2011-07-28,10837389200
2011-07-29,10812970190
2011-08-01,10814133000
2011-08-02,10347846190
2011-08-03,10185052790
2011-08-04,9429226290
2011-08-05,9137360980
2011-08-08,8207112980
2011-08-09,8853635340
2011-08-10,8537351020
2011-08-11,9000149400
2011-08-12,9017591550
2011-08-15,9379225460
2011-08-16,9202478340
2011-08-17,9179222140
2011-08-18,8575723750
2011-08-19,8361766710
2011-08-22,8314091500
2011-08-23,8583863419
2011-08-24,8660608880
2011-08-25,8428046880
2011-08-26,8615259290
2011-08-29,8862937820
2011-08-30,8893170880
2011-08-31,9089685770
2011-09-01,9092011390
2011-09-02,8650143590
2011-09-06,8501303910
2011-09-07,8968753530
2011-09-08,8783866740
2011-09-09,8453628700
2011-09-12,8481536140
2011-09-13,8601305570
2011-09-14,8769913020
2011-09-15,9185036190
2011-09-16,9375737030
2011-09-19,9036196510
2011-09-20,8869914680
2011-09-21,8644329540
2011-09-22,7958271640
2011-09-23,7855944360
2011-09-26,8174554300
2011-09-27,8369906380
2011-09-28,7983853460
2011-09-29,7965248500
2011-09-30,7841296710
2011-10-03,7370365860
2011-10-04,7786454130
2011-10-05,8134585290
2011-10-06,8394491430
2011-10-07,8160814350
2011-10-10,8514906660
2011-10-11,8330111010
2011-10-12,8315804250
2011-10-13,8339648850
2011-10-14,8994183120
2011-10-17,8814156390
2011-10-18,9441269370
2011-10-19,9480612960
2011-10-20,9548570070
2011-10-21,9779862690
2011-10-24,10094611410
2011-10-25,9874048860
2011-10-26,10009963080
2011-10-27,10492816230
2011-10-28,10550043270
2011-10-31,10002809700
2011-11-01,9653486310
2011-11-02,10868368680
2011-11-03,11224845450
2011-11-04,11108006910
2011-11-07,10972092690
2011-11-08,10561965570
2011-11-09,10288944900
2011-11-10,10982822760
2011-11-11,11131851510
2011-11-14,11091315690
2011-11-15,11116352520
2011-11-16,11239152210
2011-11-17,10857638610
2011-11-18,10708609860
2011-11-21,10560773340
2011-11-22,10433204730
2011-11-23,10023077610
2011-11-25,9947967120
2011-11-28,10480893930
2011-11-29,10656151740
2011-11-30,11271342420
2011-12-01,11175964020
2011-12-02,11069855550
2011-12-05,11133043740
2011-12-06,11254651200
2011-12-07,11006667360
2011-12-08,10545274350
2011-12-09,10868368680
2011-12-12,10516660830
2011-12-13,10375977690
2011-12-14,9876433320
2011-12-15,9872856630
2011-12-16,9988502940
2011-12-19,9702367740
2011-12-20,10271061450
2011-12-21,10429628040
2011-12-22,10645421670
2011-12-23,10552427730
2011-12-27,10732454460
2011-12-28,10471356090
2011-12-29,10607270310
2011-12-30,10668074040
2012-01-03,11345322400
2012-01-04,11459228800
2012-01-05,11696840000
2012-01-06,11514344800
2012-01-09,11636824800
2012-01-10,11961396800
2012-01-11,11555988000
2012-01-12,11826668800
2012-01-13,11957722400
2012-01-17,12143892000
2012-01-18,12199008000
2012-01-19,12357007200
2012-01-20,11967520800
2012-01-23,12259023200
2012-01-24,12031210400
2012-01-25,12430495200
2012-01-26,12090000800
2012-01-27,11932001600
2012-01-30,11958947200
2012-01-31,12162264000
2012-02-01,12114496800
2012-02-02,12573796800
2012-02-03,12785687200
2012-02-06,12951035200
2012-02-07,13270708000
2012-02-08,13453203200
2012-02-09,13493621600
2012-02-10,13371141600
2012-02-13,13699388000
2012-02-14,13569559200
2012-02-15,13896580800
2012-02-16,14070502400
2012-02-17,13922301600
2012-02-21,13933324800
2012-02-22,13925976000
2012-02-23,14048456000
2012-02-24,14237075200
2012-02-27,13950472000
2012-02-28,13706736800
2012-02-29,13428707200
2012-03-01,13705512000
2012-03-02,13276832000
2012-03-05,13002476800
2012-03-06,12648509600
2012-03-07,12902043200
2012-03-08,13191096000
2012-03-09,13295204000
2012-03-12,13100460800
2012-03-13,13219266400
2012-03-14,13031872000
2012-03-15,13050244000
2012-03-16,13474024800
2012-03-19,13633248800
2012-03-20,13025748000
2012-03-21,12712199200
2012-03-22,12332511200
2012-03-23,12462340000
2012-03-26,12860400000
2012-03-27,13062492000
2012-03-28,12904492800
2012-03-29,12884896000
2012-03-30,13667543200
2012-04-02,13791438800
2012-04-03,13770524040
2012-04-04,13487559640
2012-04-05,13483868800
2012-04-09,13223049440
2012-04-10,12932703360
2012-04-11,12750621920
2012-04-12,13266109240
2012-04-13,13125857320
2012-04-16,12868728800
2012-04-17,13248885320
2012-04-18,13006520160
2012-04-19,13027434920
2012-04-20,12915479440
2012-04-23,12978223720
2012-04-24,13128317880
2012-04-25,13977211080
2012-04-26,14226957920
2012-04-27,14226957920
2012-04-30,14249102960
2012-05-01,14290932480
2012-05-02,13857873920
2012-05-03,13638884080
2012-05-04,13155384040
2012-05-07,12975763160
2012-05-08,12780148640
2012-05-09,12572231320
2012-05-10,12823208440
2012-05-11,12542704600
2012-05-14,12150245280
2012-05-15,12050592600
2012-05-16,12014914480
2012-05-17,11899268160
2012-05-18,11731950080
2012-05-21,12283115520
2012-05-22,12386459040
2012-05-23,12216680400
2012-05-24,12060434840
2012-05-25,12205607880
2012-05-29,12636205880
2012-05-30,12099803800
2012-05-31,11896807600
2012-06-01,10863372400
2012-06-04,10681290960
2012-06-05,11013466560
2012-06-06,11629836840
2012-06-07,11720877560
2012-06-08,11600310120
2012-06-11,11108198120
2012-06-12,11412077280
2012-06-13,10943340600
2012-06-14,10847378760
2012-06-15,11054065800
2012-06-18,10709587400
2012-06-19,11111888960
2012-06-20,10580408000
2012-06-21,9945583520
2012-06-22,10227317640
2012-06-25,9692145840
2012-06-26,9927129320
2012-06-27,10117822720
2012-06-28,10249462680
2012-06-29,10852299880
2012-07-02,10586146885
2012-07-03,11114721793
2012-07-05,10747282885
2012-07-06,10517786158
2012-07-09,10495813067
2012-07-10,10107621795
2012-07-11,10385947613
2012-07-12,10239460340
2012-07-13,10382285431
2012-07-16,10360312340
2012-07-17,10786346157
2012-07-18,10974338157
2012-07-19,11412579247
2012-07-20,11322245429
2012-07-23,10829071612
2012-07-24,10615444339
2012-07-25,10716764703
2012-07-26,10927950521
2012-07-27,11274637065
2012-07-30,11032933066
2012-07-31,10819305794
2012-08-01,11457746156
2012-08-02,11230690884
2012-08-03,11893545791
2012-08-06,11825185064
2012-08-07,12032708700
2012-08-08,12137691245
2012-08-09,12191403245
2012-08-10,11998528336
2012-08-13,11872793428
2012-08-14,11863027609
2012-08-15,12054681791
2012-08-16,12215817790
2012-08-17,12259763972
2012-08-20,12000969791
2012-08-21,11819081428
2012-08-22,11887442155
2012-08-23,11734851246
2012-08-24,12042474518
2012-08-27,11970451609
2012-08-28,12008294154
2012-08-29,12029046518
2012-08-30,11736071973
2012-08-31,11885000700
2012-09-04,11872793428
2012-09-05,11721423246
2012-09-06,12123042518
2012-09-07,12594243244
2012-09-10,12597905426
2012-09-11,12887217789
2012-09-12,13009290516
2012-09-13,13340107606
2012-09-14,13813749787
2012-09-17,13674586878
2012-09-18,13271746879
2012-09-19,13078871970
2012-09-20,13003186880
2012-09-21,12967785789
2012-09-24,12705329426
2012-09-25,12574711608
2012-09-26,12400147608
2012-09-27,12776131607
2012-09-28,12744392698
2012-10-01,12818974200
2012-10-02,12913975260
2012-10-03,12699297540
2012-10-04,12831312000
2012-10-05,12700531320
2012-10-08,12657349020
2012-10-09,12995404740
2012-10-10,12653647680
2012-10-11,12844883580
2012-10-12,12603062700
2012-10-15,13012677660
2012-10-16,13369240080
2012-10-17,13347032040
2012-10-18,13297680840
2012-10-19,12991703400
2012-10-22,12934949520
2012-10-23,12652413900
2012-10-24,12541373700
2012-10-25,12864624060
2012-10-26,12785662140
2012-10-31,13034885700
2012-11-01,13490150520
2012-11-02,13073132880
2012-11-05,13296447060
2012-11-06,13460539800
2012-11-07,13023781680
2012-11-08,12627738300
2012-11-09,12818974200
2012-11-12,12675855720
2012-11-13,12785662140
2012-11-14,12558646620
2012-11-15,12685725960
2012-11-16,12680790840
2012-11-19,12973196700
2012-11-20,13018846560
2012-11-21,13105211160
2012-11-23,13323590220
2012-11-26,13121250300
2012-11-27,12933715740
2012-11-28,12922611720
2012-11-29,13157029920
2012-11-30,13201446000
2012-12-03,12933715740
2012-12-04,12632673420
2012-12-05,12936183300
2012-12-06,12738778500
2012-12-07,12701765100
2012-12-10,12547542600
2012-12-11,12859688940
2012-12-12,13028716800
2012-12-13,12730142040
2012-12-14,12701765100
2012-12-17,12895468560
2012-12-18,13293979500
2012-12-19,13228589160
2012-12-20,13422292620
2012-12-21,13388980560
2012-12-24,13279174140
2012-12-26,13115081400
2012-12-27,12948521100
2012-12-28,12635140980
2012-12-31,13750110000
2013-01-02,14157750000
2013-01-03,14360280000
2013-01-04,14598930000
2013-01-07,14464770000
2013-01-08,14500890000
2013-01-09,14344800000
2013-01-10,14520240000
2013-01-11,14428650000
2013-01-14,14414460000
2013-01-15,14300940000
2013-01-16,14577000000
2013-01-17,14724060000
2013-01-18,14671170000
2013-01-22,14758890000
2013-01-23,14448000000
2013-01-24,14689230000
2013-01-25,14913690000
2013-01-28,14833710000
2013-01-29,15140730000
2013-01-30,14991090000
2013-01-31,15162660000
2013-02-01,15469680000
2013-02-04,15437430000
2013-02-05,15688980000
2013-02-06,16139190000
2013-02-07,16065660000
2013-02-08,16637130000
2013-02-11,16582950000
2013-02-12,16576500000
2013-02-13,16352040000
2013-02-14,16776450000
2013-02-15,16842240000
2013-02-19,17086049999
2013-02-20,16491360000
2013-02-21,16192080000
2013-02-22,16383000000
2013-02-25,15620610000
2013-02-26,16032120000
2013-02-27,16266900000
2013-02-28,16229490000
2013-03-01,15956010000
2013-03-04,15867000000
2013-03-05,16154670000
2013-03-06,16139190000
2013-03-07,16466850000
2013-03-08,16465560000
2013-03-11,16469430000
2013-03-12,16397190000
2013-03-13,16291410000
2013-03-14,16462980000
2013-03-15,16680990000
2013-03-18,16381710000
2013-03-19,15998580000
2013-03-20,16055340000
2013-03-21,15716070000
2013-03-22,15832170000
2013-03-25,15753480000
2013-03-26,16263030000
2013-03-27,16286250000
2013-03-28,16028250000
2013-04-01,16961580000
2013-04-02,17040240000
2013-04-03,16688340000
2013-04-04,16259160000
2013-04-05,16365420000
2013-04-08,16750440000
2013-04-09,17001600000
2013-04-10,16960200000
2013-04-11,17045760000
2013-04-12,16368180000
2013-04-15,15203460000
2013-04-16,15678180000
2013-04-17,15399420000
2013-04-18,15504300000
2013-04-19,15261420000
2013-04-22,15553980000
2013-04-23,15701640000
2013-04-24,15969360000
2013-04-25,16213620000
2013-04-26,16300560000
2013-04-29,16699380000
2013-04-30,16867740000
2013-05-01,16417860000
2013-05-02,17430780000
2013-05-03,17890320000
2013-05-06,18428520000
2013-05-07,19015020000
2013-05-08,19053660000
2013-05-09,18901860000
2013-05-10,18923940000
2013-05-13,19005360000
2013-05-14,19313100000
2013-05-15,19158540000
2013-05-16,19124040000
2013-05-17,19630500000
2013-05-20,19340700000
2013-05-21,19177860000
2013-05-22,19807140000
2013-05-23,19874760000
2013-05-24,19485600000
2013-05-28,20043120000
2013-05-29,19961700000
2013-05-30,19936860000
2013-05-31,19137840000
2013-06-03,19434540000
2013-06-04,19320000000
2013-06-05,19044000000
2013-06-06,19598760000
2013-06-07,19912020000
2013-06-10,20087280000
2013-06-11,19751940000
2013-06-12,19717440000
2013-06-13,20279100000
2013-06-14,20233560000
2013-06-17,21020160000
2013-06-18,21341700000
2013-06-19,21122280000
2013-06-20,20188020000
2013-06-21,19956180000
2013-06-24,20043120000
2013-06-25,20425380000
2013-06-26,20309460000
2013-06-27,20245980000
2013-06-28,19975500000
2013-07-01,20673470000
2013-07-02,20836100000
2013-07-03,20676250000
2013-07-05,21204450000
2013-07-08,20933400000
2013-07-09,21335110000
2013-07-10,21139120000
2013-07-11,21329550000
2013-07-12,21326770000
2013-07-15,21198890000
2013-07-16,21210010000
2013-07-17,21323990000
2013-07-18,21715970000
2013-07-19,21939760000
2013-07-22,21664540000
2013-07-23,21558900000
2013-07-24,21267000000
2013-07-25,21511640000
2013-07-26,21514420000
2013-07-29,21529710000
2013-07-30,21312870000
2013-07-31,21511640000
2013-08-01,24206850000
2013-08-02,25188190000
2013-08-05,25031120000
2013-08-06,24557130000
2013-08-07,24418130000
2013-08-08,24512650000
2013-08-09,24411180000
2013-08-12,24212410000
2013-08-13,24194340000
2013-08-14,23624440000
2013-08-15,23511850000
2013-08-16,23670310000
2013-08-19,23124040000
2013-08-20,23301960000
2013-08-21,23182420000
2013-08-22,23677260000
2013-08-23,23935800000
2013-08-26,24041440000
2013-08-27,23782900000
2013-08-28,24571030000
2013-08-29,24155420000
2013-08-30,24320830000
2013-09-03,24992200000
2013-09-04,25298000000
2013-09-05,25298000000
2013-09-06,25139540000
2013-09-09,25327190000
2013-09-10,25157610000
2013-09-11,25904040000
2013-09-12,25966590000
2013-09-13,25691370000
2013-09-16,25715000000
2013-09-17,25659400000
2013-09-18,26072230000
2013-09-19,25827590000
2013-09-20,25400860000
2013-09-23,25409200000
2013-09-24,25652450000
2013-09-25,25872070000
2013-09-26,26163970000
2013-09-27,26240420000
2013-09-30,26243200000
2013-10-01,27029940000
2013-10-02,27170330000
2013-10-03,27387170000
2013-10-04,27987650000
2013-10-07,27246780000
2013-10-08,26694950000
2013-10-09,26411390000
2013-10-10,26786690000
2013-10-11,27105000000
2013-10-14,27106390000
2013-10-15,27761080000
2013-10-16,29448540000
2013-10-17,29993420000
2013-10-18,31268050000
2013-10-21,30602240000
2013-10-22,28982890000
2013-10-23,28497780000
2013-10-24,29173320000
2013-10-25,29297030000
2013-10-28,28754930000
2013-10-29,29700130000
2013-10-30,29037100000
2013-10-31,28464420000
2013-11-01,28535310000
2013-11-04,29663990000
2013-11-05,29240040000
2013-11-06,27598450000
2013-11-07,25876240000
2013-11-08,26386370000
2013-11-11,26184820000
2013-11-12,25402250000
2013-11-13,27166160000
2013-11-14,27155040000
2013-11-15,27042450000
2013-11-18,25859560000
2013-11-19,25492600000
2013-11-20,25455070000
2013-11-21,25954080000
2013-11-22,25948520000
2013-11-25,25164560000
2013-11-26,25512060000
2013-11-27,24868490000
2013-11-29,24707250000
2013-12-02,24757290000
2013-12-03,25214600000
2013-12-04,25752530000
2013-12-05,25637160000
