,CTAS
2009-04-13,3933792719
2009-04-14,3837511080
2009-04-15,3935321000
2009-04-16,4040772320
2009-04-17,4052998560
2009-04-20,3935321000
2009-04-21,4005621880
2009-04-22,4022432960
2009-04-23,4025489520
2009-04-24,4100375239
2009-04-27,4010206719
2009-04-28,3961301760
2009-04-29,3949075520
2009-04-30,3921566480
2009-05-01,3935321000
2009-05-04,3946018960
2009-05-05,3961301760
2009-05-06,3946018960
2009-05-07,3923094760
2009-05-08,3978112840
2009-05-11,3924623040
2009-05-12,3889472600
2009-05-13,3791662680
2009-05-14,3835982800
2009-05-15,3811530320
2009-05-18,3912396800
2009-05-19,3909340239
2009-05-20,3874189800
2009-05-21,3768738480
2009-05-22,3753455680
2009-05-26,3849737320
2009-05-27,3771795040
2009-05-28,3761097080
2009-05-29,3559364120
2009-06-01,3588401440
2009-06-02,3541024760
2009-06-03,3466139040
2009-06-04,3478365280
2009-06-05,3489063239
2009-06-08,3479893560
2009-06-09,3508930880
2009-06-10,3478365280
2009-06-11,3492119800
2009-06-12,3505874320
2009-06-15,3437101719
2009-06-16,3395838160
2009-06-17,3421818920
2009-06-18,3424875480
2009-06-19,3427932040
2009-06-22,3391253320
2009-06-23,3379027080
2009-06-24,3429460320
2009-06-25,3533383360
2009-06-26,3502817760
2009-06-29,3504346040
2009-06-30,3490591520
2009-07-01,3524213680
2009-07-02,3392781600
2009-07-06,3400423000
2009-07-07,3311782760
2009-07-08,3356102880
2009-07-09,3320952440
2009-07-10,3302613080
2009-07-13,3346933200
2009-07-14,3411120960
2009-07-15,3533383360
2009-07-16,3444743120
2009-07-17,3455441080
2009-07-20,3479893560
2009-07-21,3562420680
2009-07-22,3594514560
2009-07-23,3696909320
2009-07-24,3736644600
2009-07-27,3730531480
2009-07-28,3761097080
2009-07-29,3779436440
2009-07-30,3854322160
2009-07-31,3848209040
2009-08-03,3874189800
2009-08-04,3924623040
2009-08-05,3907811960
2009-08-06,3930736160
2009-08-07,4095790400
2009-08-10,4065224800
2009-08-11,4004093600
2009-08-12,4100375239
2009-08-13,4176789239
2009-08-14,4108016640
2009-08-17,4017848120
2009-08-18,4075922760
2009-08-19,4130940840
2009-08-20,4144695360
2009-08-21,4233335600
2009-08-24,4214996239
2009-08-25,4224165920
2009-08-26,4259316360
2009-08-27,4279184000
2009-08-28,4250146680
2009-08-31,4194643040
2009-09-01,4136553960
2009-09-02,4098337460
2009-09-03,4167127160
2009-09-04,4237445520
2009-09-08,4277190680
2009-09-09,4304706560
2009-09-10,4336808420
2009-09-11,4338337080
2009-09-14,4405598120
2009-09-15,4413241420
2009-09-16,4471330500
2009-09-17,4503432360
2009-09-18,4550820820
2009-09-21,4535534220
2009-09-22,4552349480
2009-09-23,4333751100
2009-09-24,4616553200
2009-09-25,4595151960
2009-09-28,4691457540
2009-09-29,4665470320
2009-09-30,4633368460
2009-10-01,4482031120
2009-10-02,4440757300
2009-10-05,4515661640
2009-10-06,4544706180
2009-10-07,4483559780
2009-10-08,4491203080
2009-10-09,4514132980
2009-10-12,4463687200
2009-10-13,4463687200
2009-10-14,4482031120
2009-10-15,4508018340
2009-10-16,4471330500
2009-10-19,4521776280
2009-10-20,4465215860
2009-10-21,4390311520
2009-10-22,4396426160
2009-10-23,4297063260
2009-10-26,4329165120
2009-10-27,4326107800
2009-10-28,4264961400
2009-10-29,4303177900
2009-10-30,4232859540
2009-11-02,4280248000
2009-11-03,4284833980
2009-11-04,4309292540
2009-11-05,4375024920
2009-11-06,4397954820
2009-11-09,4482031120
2009-11-10,4430056680
2009-11-11,4439228640
2009-11-12,4388782860
2009-11-13,4405598120
2009-11-16,4419356060
2009-11-17,4422413380
2009-11-18,4365852960
2009-11-19,4294005940
2009-11-20,4274133360
2009-11-23,4370438940
2009-11-24,4362795640
2009-11-25,4394897500
2009-11-27,4330693780
2009-11-30,4294090210
2009-12-01,4390397680
2009-12-02,4422500170
2009-12-03,4391926370
2009-12-04,4495877290
2009-12-07,4500463360
2009-12-08,4434729690
2009-12-09,4394983750
2009-12-10,4428614930
2009-12-11,4483647770
2009-12-14,4527979780
2009-12-15,4498934670
2009-12-16,4482119080
2009-12-17,4398041130
2009-12-18,4515750260
2009-12-21,4527979780
2009-12-22,4537151920
2009-12-23,4028098150
2009-12-24,4031155530
2009-12-28,3991409590
2009-12-29,4015868630
2009-12-30,4002110420
2009-12-31,3985294830
2010-01-04,4034212910
2010-01-05,4028098150
2010-01-06,4038798980
2010-01-07,4073958850
2010-01-08,4113704790
2010-01-11,4096889200
2010-01-12,4041856360
2010-01-13,4104532650
2010-01-14,4078544920
2010-01-15,4011282559
2010-01-19,4075487540
2010-01-20,4012811250
2010-01-21,3939434130
2010-01-22,3859942250
2010-01-25,3853827490
2010-01-26,3824782380
2010-01-27,3855356180
2010-01-28,3815610240
2010-01-29,3838540590
2010-02-01,3855356180
2010-02-02,3888987360
2010-02-03,3869114390
2010-02-04,3792679890
2010-02-05,3795737269
2010-02-08,3743761809
2010-02-09,3772806920
2010-02-10,3736118360
2010-02-11,3763634780
2010-02-12,3760577400
2010-02-16,3630638750
2010-02-17,3645925650
2010-02-18,3687200280
2010-02-19,3743761809
2010-02-22,3749876570
2010-02-23,3699429800
2010-02-24,3768220850
2010-02-25,3795737269
2010-02-26,3789622510
2010-03-01,3817794760
2010-03-02,3782797040
2010-03-03,3814751480
2010-03-04,3846705920
2010-03-05,3884746920
2010-03-08,3957785640
2010-03-09,3979088600
2010-03-10,4020172880
2010-03-11,4056692240
2010-03-12,4058213880
2010-03-15,4074951920
2010-03-16,4125166040
2010-03-17,4186031640
2010-03-18,4228637560
2010-03-19,4280373320
2010-03-22,4329065800
2010-03-23,4348847120
2010-03-24,4309284480
2010-03-25,4294068080
2010-03-26,4248418880
2010-03-29,4313849400
2010-03-30,4318414320
2010-03-31,4275808400
2010-04-01,4263635280
2010-04-05,4281894960
2010-04-06,4281894960
2010-04-07,4233202480
2010-04-08,4221029360
2010-04-09,4221029360
2010-04-12,4201248040
2010-04-13,4236245760
2010-04-14,4256027080
2010-04-15,4283416600
2010-04-16,4246897240
2010-04-19,4259070360
2010-04-20,4295589720
2010-04-21,4310806120
2010-04-22,4364063520
2010-04-23,4371671720
2010-04-26,4319935960
2010-04-27,4182988360
2010-04-28,4184510000
2010-04-29,4205812960
2010-04-30,4147990640
2010-05-03,4181466720
2010-05-04,4085603400
2010-05-05,4062778800
2010-05-06,3971480400
2010-05-07,3886268560
2010-05-10,4093211600
2010-05-11,4056692240
2010-05-12,4135817520
2010-05-13,4093211600
2010-05-14,4027781080
2010-05-17,4099298160
2010-05-18,4073430280
2010-05-19,4056692240
2010-05-20,3881703640
2010-05-21,3945612520
2010-05-24,3901484960
2010-05-25,3890833480
2010-05-26,3890833480
2010-05-27,3992783360
2010-05-28,3956264000
2010-06-01,3860400680
2010-06-02,3934961040
2010-06-03,3971480400
2010-06-04,3805621640
2010-06-07,3744756040
2010-06-08,3769102280
2010-06-09,3746277680
2010-06-10,3857357400
2010-06-11,3849749200
2010-06-14,3833011160
2010-06-15,3953220720
2010-06-16,3942569240
2010-06-17,3954742360
2010-06-18,3971480400
2010-06-21,3922787920
2010-06-22,3851270840
2010-06-23,3839097720
2010-06-24,3793448520
2010-06-25,3791926880
2010-06-28,3808664920
2010-06-29,3685412080
2010-06-30,3647371080
2010-07-01,3647371080
2010-07-02,3600200240
2010-07-06,3610851720
2010-07-07,3718888160
2010-07-08,3761494080
2010-07-09,3801056720
2010-07-12,3834532800
2010-07-13,3948655800
2010-07-14,3921266280
2010-07-15,3925831200
2010-07-16,3834532800
2010-07-19,3907571520
2010-07-20,3945612520
2010-07-21,3834532800
2010-07-22,3938004320
2010-07-23,3957785640
2010-07-26,3991261720
2010-07-27,4000391560
2010-07-28,4024737800
2010-07-29,3994305000
2010-07-30,4026259440
2010-08-02,4131252600
2010-08-03,4097776520
2010-08-04,4106906360
2010-08-05,4096254880
2010-08-06,4085603400
2010-08-09,4122122760
2010-08-10,4097776520
2010-08-11,3966915480
2010-08-12,3950177440
2010-08-13,3931917760
2010-08-16,3954742360
2010-08-17,4039954200
2010-08-18,4056692240
2010-08-19,3973002040
2010-08-20,3985175160
2010-08-23,3969958760
2010-08-24,3938004320
2010-08-25,3901484960
2010-08-26,3834532800
2010-08-27,3896920040
2010-08-30,3855835760
2010-08-31,3709075390
2010-09-01,3828394410
2010-09-02,3880778370
2010-09-03,3952078760
2010-09-07,3889509030
2010-09-08,3927341890
2010-09-09,3944803210
2010-09-10,3992821840
2010-09-13,4035020030
2010-09-14,4049571129
2010-09-15,4055391570
2010-09-16,4016103600
2010-09-17,4032109810
2010-09-20,4091769320
2010-09-21,4056846680
2010-09-22,3984091180
2010-09-23,3949168540
2010-09-24,4033564920
2010-09-27,3976815629
2010-09-28,3998642280
2010-09-29,3994276950
2010-09-30,4008828050
2010-10-01,3998642280
2010-10-04,3952078760
2010-10-05,4021924040
2010-10-06,4010283160
2010-10-07,3989911620
2010-10-08,4008828050
2010-10-11,4014648490
2010-10-12,3976815629
2010-10-13,4020468930
2010-10-14,3972450300
2010-10-15,3981180960
2010-10-18,3991366730
2010-10-19,3984091180
2010-10-20,4043750690
2010-10-21,4049571129
2010-10-22,4085948879
2010-10-25,4075763110
2010-10-26,3987001400
2010-10-27,3963719640
2010-10-28,4000097390
2010-10-29,3997187170
2010-11-01,3976815629
2010-11-02,4059756900
2010-11-03,4064122230
2010-11-04,4099044870
2010-11-05,4103410200
2010-11-08,4088859100
2010-11-09,4019013820
2010-11-10,4055391570
2010-11-11,4005917830
2010-11-12,3960809420
2010-11-15,4013193379
2010-11-16,3915701010
2010-11-17,3885143700
2010-11-18,3949168540
2010-11-19,4021924040
2010-11-22,3994276950
2010-11-23,3898239690
2010-11-24,4005917830
2010-11-26,3956444090
2010-11-29,3940437879
2010-11-30,3886855250
2010-12-01,4051047640
2010-12-02,4123699140
2010-12-03,4139682470
2010-12-06,4083014300
2010-12-07,4101903690
2010-12-08,4117887020
2010-12-09,4106262780
2010-12-10,4109168840
2010-12-13,4049594610
2010-12-14,4170196100
2010-12-15,4206521850
2010-12-16,4277720320
2010-12-17,4241394570
2010-12-20,4232676390
2010-12-21,4242847600
2010-12-22,4112074900
2010-12-23,4117887020
2010-12-27,4055406730
2010-12-28,4083014300
2010-12-29,4081561270
2010-12-30,4077202180
2010-12-31,4062671880
2011-01-03,4065577940
2011-01-04,4020534010
2011-01-05,4068484000
2011-01-06,4068484000
2011-01-07,4056859760
2011-01-10,4078655210
2011-01-11,4078655210
2011-01-12,4142588530
2011-01-13,4144041560
2011-01-14,4213787000
2011-01-18,4219599120
2011-01-19,4151306710
2011-01-20,4255924870
2011-01-21,4197803670
2011-01-24,4171649130
2011-01-25,4210880940
2011-01-26,4254471840
2011-01-27,4261736989
2011-01-28,4053953700
2011-01-31,4077202180
2011-02-01,4148400650
2011-02-02,4160024890
2011-02-03,4170196100
2011-02-04,4199256700
2011-02-07,4267549110
2011-02-08,4253018810
2011-02-09,4244300630
2011-02-10,4241394570
2011-02-11,4255924870
2011-02-14,4251565780
2011-02-15,4177461250
2011-02-16,4205068820
2011-02-17,4260283960
2011-02-18,4241394570
2011-02-22,4091732480
2011-02-23,4004550680
2011-02-24,4019080980
2011-02-25,4083014300
2011-02-28,3692409080
2011-03-01,3638572390
2011-03-02,3668773460
2011-03-03,3719983970
2011-03-04,3676652000
2011-03-07,3645137840
2011-03-08,3701600710
2011-03-09,3706853070
2011-03-10,3633320030
2011-03-11,3664834190
2011-03-14,3698974530
2011-03-15,3645137840
2011-03-16,3587361880
2011-03-17,3600492780
2011-03-18,3650390200
2011-03-21,3687156720
2011-03-22,3695035260
2011-03-23,3906442750
2011-03-24,3878867860
2011-03-25,3880180950
2011-03-28,3869676230
2011-03-29,3907755840
2011-03-30,3913008200
2011-03-31,3976036520
2011-04-01,4000985230
2011-04-04,4012803040
2011-04-05,3986541240
2011-04-06,4070579000
2011-04-07,4025933940
2011-04-08,3964218710
2011-04-11,3944522360
2011-04-12,3927452190
2011-04-13,3920886740
2011-04-14,3958966350
2011-04-15,3983915060
2011-04-18,3919573650
2011-04-19,3951087810
2011-04-20,4045630290
2011-04-21,4029873210
2011-04-25,3993106690
2011-04-26,4020681580
2011-04-27,4062700460
2011-04-28,4060074280
2011-04-29,4077144450
2011-05-02,4081083720
2011-05-03,4075831360
2011-05-04,4081083720
2011-05-05,3993106690
2011-05-06,4031186300
2011-05-09,4074518270
2011-05-10,4175626200
2011-05-11,4171686930
2011-05-12,4208453449
2011-05-13,4216331990
2011-05-16,4174313110
2011-05-17,4171686930
2011-05-18,4199261820
2011-05-19,4226836709
2011-05-20,4209766540
2011-05-23,4158556030
2011-05-24,4159869120
2011-05-25,4192696370
2011-05-26,4226836709
2011-05-27,4255724689
2011-05-31,4313500650
2011-06-01,4186130920
2011-06-02,4200574910
2011-06-03,4146738220
2011-06-06,4137546590
2011-06-07,4163808390
2011-06-08,4137546590
2011-06-09,4130981140
2011-06-10,4111284790
2011-06-13,4137546590
2011-06-14,4238654520
2011-06-15,4191383280
2011-06-16,4204514180
2011-06-17,4205827270
2011-06-20,4239967610
2011-06-21,4278047220
2011-06-22,4250472329
2011-06-23,4217645079
2011-06-24,4169060750
2011-06-27,4196635640
2011-06-28,4253098510
2011-06-29,4262290140
2011-06-30,4337136270
2011-07-01,4460566730
2011-07-05,4440870380
2011-07-06,4426426390
2011-07-07,4480263080
2011-07-08,4406730040
2011-07-11,4324005370
2011-07-12,4241280699
2011-07-13,4145425130
2011-07-14,4099466980
2011-07-15,4078457540
2011-07-18,3997045960
2011-07-19,4052195740
2011-07-20,4450062010
2011-07-21,4488141620
2011-07-22,4513090330
2011-07-25,4454001280
2011-07-26,4413295490
2011-07-27,4287238850
2011-07-28,4284612670
2011-07-29,4274107949
2011-08-01,4209766540
2011-08-02,4056135010
2011-08-03,4096840800
2011-08-04,3916947470
2011-08-05,3884120220
2011-08-08,3578170250
2011-08-09,3722610150
2011-08-10,3576857160
2011-08-11,3844727520
2011-08-12,3916947470
2011-08-15,3993106690
2011-08-16,3979975790
2011-08-17,3970784160
2011-08-18,3789577740
2011-08-19,3734427960
2011-08-22,3788264650
2011-08-23,3914321290
2011-08-24,4002298320
2011-08-25,3936643820
2011-08-26,4015429220
2011-08-29,4136233500
2011-08-30,4161182210
2011-08-31,4148669460
2011-09-01,4092886850
2011-09-02,3999483410
2011-09-06,3925539020
2011-09-07,4053968750
2011-09-08,3996888870
2011-09-09,3912566320
2011-09-12,3959268040
2011-09-13,4002077950
2011-09-14,4046185130
2011-09-15,4098075930
2011-09-16,4085103230
2011-09-19,4022834270
2011-09-20,3999483410
2011-09-21,3841216470
2011-09-22,3732245790
2011-09-23,3682949530
2011-09-26,3750407570
2011-09-27,3759488460
2011-09-28,3685544070
2011-09-29,3746515760
2011-09-30,3650517780
2011-10-03,3487061760
2011-10-04,3559708880
2011-10-05,3646625970
2011-10-06,3697219500
2011-10-07,3658301400
2011-10-10,3754299380
2011-10-11,3741326680
2011-10-12,3813973800
2011-10-13,3791920210
2011-10-14,3834730120
2011-10-17,3741326680
2011-10-18,3794514750
2011-10-19,3764677540
2011-10-20,3763380270
2011-10-21,3820460150
2011-10-24,3902188160
2011-10-25,3833432850
2011-10-26,3828243770
2011-10-27,3964457120
2011-10-28,3934619910
2011-10-31,3877540030
2011-11-01,3681652260
2011-11-02,3771163890
2011-11-03,3846405550
2011-11-04,3843811010
2011-11-07,3860675520
2011-11-08,3874945490
2011-11-09,3716678550
2011-11-10,3729651250
2011-11-11,3810081990
2011-11-14,3769866620
2011-11-15,3780244780
2011-11-16,3788028400
2011-11-17,3782839320
2011-11-18,3851594630
2011-11-21,3730948520
2011-11-22,3693327690
2011-11-23,3621977840
2011-11-25,3584357010
2011-11-28,3734840330
2011-11-29,3768569350
2011-11-30,3943944000
2011-12-01,3920591700
2011-12-02,3937457250
2011-12-05,3965998950
2011-12-06,3959512200
2011-12-07,3889455300
2011-12-08,3810316950
2011-12-09,3947836050
2011-12-12,3899834100
2011-12-13,3892050000
2011-12-14,3842750700
2011-12-15,3959512200
2011-12-16,3959512200
2011-12-19,3978972450
2011-12-20,4058110800
2011-12-21,4435639650
2011-12-22,4543319700
2011-12-23,4525156800
2011-12-27,4526454150
2011-12-28,4494020400
2011-12-29,4567969350
2011-12-30,4516075350
2012-01-03,4571861400
2012-01-04,4722354000
2012-01-05,4736624850
2012-01-06,4840412850
2012-01-09,4850791650
2012-01-10,4935119400
2012-01-11,4878036000
2012-01-12,4854683700
2012-01-13,4848196950
2012-01-17,4872846600
2012-01-18,4906577700
2012-01-19,4919551200
2012-01-20,4920848550
2012-01-23,4868954550
2012-01-24,4865062500
2012-01-25,4858575750
2012-01-26,4872846600
2012-01-27,4861170450
2012-01-30,4800195000
2012-01-31,4811871150
2012-02-01,4906577700
2012-02-02,4843007550
2012-02-03,4916956500
2012-02-06,4922145900
2012-02-07,4942903500
2012-02-08,4936416750
2012-02-09,4931227350
2012-02-10,4888414800
2012-02-13,4976634600
2012-02-14,4957174350
2012-02-15,4923443250
2012-02-16,4998689550
2012-02-17,5007771000
2012-02-21,5020744500
2012-02-22,4990905450
2012-02-23,5002581600
2012-02-24,5033718000
2012-02-27,5023339200
2012-02-28,4983121350
2012-02-29,4862801600
2012-03-01,4893068000
2012-03-02,4831274100
2012-03-05,4821185300
2012-03-06,4736691600
2012-03-07,4794702200
2012-03-08,4951078600
2012-03-09,4956123000
2012-03-12,4971256200
2012-03-13,5030527900
2012-03-14,4981345000
2012-03-15,5040616700
2012-03-16,5070883100
2012-03-19,5078449700
2012-03-20,5103671700
2012-03-21,4943512000
2012-03-22,4993956000
2012-03-23,4966211800
2012-03-26,5020439100
2012-03-27,5016655800
2012-03-28,4962428500
2012-03-29,4922073300
2012-03-30,4933423200
2012-04-02,4952339700
2012-04-03,4952339700
2012-04-04,4915767800
2012-04-05,4913245600
2012-04-09,4835057400
2012-04-10,4760652500
2012-04-11,4837579600
2012-04-12,4877934800
2012-04-13,4852712800
2012-04-16,4853973900
2012-04-17,4944773100
2012-04-18,4968734000
2012-04-19,4946034200
2012-04-20,4949817500
2012-04-23,4886762500
2012-04-24,4908201200
2012-04-25,4915767800
2012-04-26,4937206500
2012-04-27,4971256200
2012-04-30,4939728700
2012-05-01,4963689600
2012-05-02,4977561700
2012-05-03,4961167400
2012-05-04,4942250900
2012-05-07,4957384100
2012-05-08,4956123000
2012-05-09,4862801600
2012-05-10,4861540500
2012-05-11,4881718100
2012-05-14,4843885100
2012-05-15,4826229700
2012-05-16,4773263500
2012-05-17,4640848000
2012-05-18,4603015000
2012-05-21,4691292000
2012-05-22,4717775100
2012-05-23,4761913600
2012-05-24,4756869200
2012-05-25,4705164100
2012-05-29,4742997100
2012-05-30,4677419900
2012-05-31,4653459000
2012-06-01,4509693600
2012-06-04,4515999100
2012-06-05,4492038200
2012-06-06,4539960000
2012-06-07,4557615400
2012-06-08,4587881800
2012-06-11,4557615400
2012-06-12,4625714800
2012-06-13,4591665100
2012-06-14,4625714800
2012-06-15,4695075300
2012-06-18,4693814200
2012-06-19,4744258200
2012-06-20,4712730700
2012-06-21,4621931500
2012-06-22,4640848000
2012-06-25,4558876500
2012-06-26,4570226400
2012-06-27,4671114400
2012-06-28,4716514000
2012-06-29,4869107100
2012-07-02,4957384100
2012-07-03,4971256200
2012-07-05,4985128300
2012-07-06,4925856600
2012-07-09,4939728700
2012-07-10,4952339700
2012-07-11,4953600800
2012-07-12,4917028900
2012-07-13,5028005700
2012-07-16,4969995100
2012-07-17,4792180000
2012-07-18,4780830100
2012-07-19,4797224400
2012-07-20,4749302600
2012-07-23,4737952700
2012-07-24,4731647200
2012-07-25,4740474900
2012-07-26,4859018300
2012-07-27,4954861900
2012-07-30,4976300600
2012-07-31,4997739300
2012-08-01,4999000400
2012-08-02,5034311200
2012-08-03,5126371500
2012-08-06,5141504700
2012-08-07,5127632600
2012-08-08,5150332400
2012-08-09,5137721400
2012-08-10,5161682300
2012-08-13,5144026900
2012-08-14,5137721400
2012-08-15,5219692900
2012-08-16,5195732000
2012-08-17,5222215100
2012-08-20,5215909600
2012-08-21,5179337700
2012-08-22,5152854600
2012-08-23,5118804900
2012-08-24,5152854600
2012-08-27,5150332400
2012-08-28,5102410600
2012-08-29,5121327100
2012-08-30,5082233000
2012-08-31,5019557700
2012-09-04,5000929950
2012-09-05,5030734350
2012-09-06,5152435650
2012-09-07,5142500850
2012-09-10,5122631250
2012-09-11,5133807900
2012-09-12,5198384100
2012-09-13,5243090700
2012-09-14,5180998200
2012-09-17,5118905700
2012-09-18,5151193800
2012-09-19,5123873100
2012-09-20,5115180150
2012-09-21,5048120250
2012-09-24,5133807900
2012-09-25,5138775300
2012-09-26,5111454600
2012-09-27,5164854150
2012-09-28,5144984550
2012-10-01,5177272650
2012-10-02,5230672200
2012-10-03,5240607000
2012-10-04,5246816250
2012-10-05,5240607000
2012-10-08,5236881450
2012-10-09,5279104350
2012-10-10,5212044450
2012-10-11,5190933000
2012-10-12,5198384100
2012-10-15,5215770000
2012-10-16,5236881450
2012-10-17,5259234750
2012-10-18,5262960300
2012-10-19,5200867800
2012-10-22,5215770000
2012-10-23,5152435650
2012-10-24,5123873100
2012-10-25,5137533450
2012-10-26,5149951950
2012-10-31,5192174850
2012-11-01,5265444000
2012-11-02,5190933000
2012-11-05,5159886750
2012-11-06,5190933000
2012-11-07,5116422000
2012-11-08,5069231700
2012-11-09,5048120250
2012-11-12,5035701750
2012-11-13,5033218050
2012-11-14,4951255950
2012-11-15,4892889000
2012-11-16,4926418950
2012-11-19,4976092950
2012-11-20,5036943600
2012-11-21,5025766950
2012-11-23,5074199100
2012-11-26,5060538750
2012-11-27,5038185450
2012-11-28,5053087650
2012-11-29,5092826850
2012-11-30,5106236800
2012-12-03,5106236800
2012-12-04,5156757000
2012-12-05,5171543400
2012-12-06,5213438200
2012-12-07,5175240000
2012-12-10,5180168800
2012-12-11,5156757000
2012-12-12,5148131600
2012-12-13,5129648600
2012-12-14,5123487600
2012-12-17,5193723000
2012-12-18,5247939800
2012-12-19,5230689000
2012-12-20,5272583800
2012-12-21,5130880800
2012-12-24,5108701200
2012-12-26,5069270800
2012-12-27,5015054000
2012-12-28,4970694800
2012-12-31,5039698000
2013-01-02,5174007800
2013-01-03,5197419600
2013-01-04,5247939800
2013-01-07,5236850000
2013-01-08,5251636400
2013-01-09,5263958400
2013-01-10,5260261800
2013-01-11,5246707600
2013-01-14,5206045000
2013-01-15,5214670400
2013-01-16,5165382400
2013-01-17,5201116200
2013-01-18,5225760200
2013-01-22,5263958400
2013-01-23,5233153400
2013-01-24,5223295800
2013-01-25,5238082200
2013-01-28,5226992400
2013-01-29,5260261800
2013-01-30,5226992400
2013-01-31,5207277200
2013-02-01,5230689000
2013-02-04,5183865400
2013-02-05,5262726200
2013-02-06,5236850000
2013-02-07,5289834600
2013-02-08,5282441400
2013-02-11,5326800600
2013-02-12,5358837800
2013-02-13,5345283600
2013-02-14,5381017400
2013-02-15,5503005200
2013-02-19,5490683200
2013-02-20,5447556200
2013-02-21,5395803800
2013-02-22,5450020600
2013-02-25,5308317600
2013-02-26,5342819200
2013-02-27,5401964800
2013-02-28,5373008800
2013-03-01,5360769600
2013-03-04,5347306480
2013-03-05,5379128400
2013-03-06,5359545680
2013-03-07,5388919760
2013-03-08,5428085200
2013-03-11,5435428720
2013-03-12,5406054640
2013-03-13,5455011440
2013-03-14,5445220080
2013-03-15,5473370240
2013-03-18,5566388160
2013-03-19,5621464560
2013-03-20,5370560960
2013-03-21,5286110480
2013-03-22,5310588880
2013-03-25,5271423440
2013-03-26,5308141040
2013-03-27,5327723760
2013-03-28,5401158960
2013-04-01,5377904480
2013-04-02,5392591520
2013-04-03,5387695840
2013-04-04,5392591520
2013-04-05,5368113120
2013-04-08,5415846000
2013-04-09,5421965600
2013-04-10,5532118400
2013-04-11,5578627360
2013-04-12,5615344960
2013-04-15,5432980880
2013-04-16,5513759600
2013-04-17,5407278560
2013-04-18,5413398160
2013-04-19,5483161600
2013-04-22,5479489840
2013-04-23,5464802800
2013-04-24,5492952960
2013-04-25,5505192160
2013-04-26,5463578880
2013-04-29,5481937680
2013-04-30,5491729040
2013-05-01,5412174240
2013-05-02,5463578880
2013-05-03,5538238000
2013-05-06,5521103120
2013-05-07,5541909760
2013-05-08,5537014080
2013-05-09,5491729040
2013-05-10,5521103120
2013-05-13,5494176880
2013-05-14,5524774880
2013-05-15,5578627360
2013-05-16,5557820720
2013-05-17,5616568880
2013-05-20,5617792800
2013-05-21,5616568880
2013-05-22,5550477200
2013-05-23,5488057280
2013-05-24,5505192160
2013-05-28,5528446640
2013-05-29,5473370240
2013-05-30,5568836000
2013-05-31,5575234500
2013-06-03,5582562300
2013-06-04,5544702000
2013-06-05,5477530500
2013-06-06,5523939900
2013-06-07,5593554000
2013-06-10,5594775300
2013-06-11,5544702000
2013-06-12,5504399100
2013-06-13,5608209600
2013-06-14,5565464100
2013-06-17,5605767000
2013-06-18,5644848600
2013-06-19,5574013200
2013-06-20,5522718600
2013-06-21,5511726900
2013-06-24,5509284300
2013-06-25,5545923300
2013-06-26,5549587200
2013-06-27,5610652200
2013-06-28,5561800200
2013-07-01,5577677100
2013-07-02,5574013200
2013-07-03,5602103100
2013-07-05,5672938500
2013-07-08,5715684000
2013-07-09,5766978600
2013-07-10,5770642500
2013-07-11,5821937100
2013-07-12,5862240000
2013-07-15,5847584400
2013-07-16,5747437800
2013-07-17,5766978600
2013-07-18,5824379700
2013-07-19,5809724100
2013-07-22,5841477900
2013-07-23,5841477900
2013-07-24,5807281500
2013-07-25,5773085100
2013-07-26,5775527700
2013-07-29,5729118300
2013-07-30,5769421200
2013-07-31,5802396300
2013-08-01,5873231700
2013-08-02,5864682600
2013-08-05,5878116900
2013-08-06,5863461300
2013-08-07,5944067100
2013-08-08,5972157000
2013-08-09,5994140400
2013-08-12,5995361700
2013-08-13,6019787700
2013-08-14,6019787700
2013-08-15,5979484800
2013-08-16,5953837500
2013-08-19,5876895600
2013-08-20,5924526300
2013-08-21,5901321600
2013-08-22,5941624500
2013-08-23,5950173600
2013-08-26,5945288400
2013-08-27,5845141800
2013-08-28,5862240000
2013-08-29,5885444700
2013-08-30,5832928800
2013-09-03,5754336930
2013-09-04,5768725770
2013-09-05,5792707170
2013-09-06,5828679270
2013-09-09,5925803940
2013-09-10,5965373250
2013-09-11,5967771390
2013-09-12,5959377900
2013-09-13,5959377900
2013-09-16,6016933260
2013-09-17,6054104430
2013-09-18,6118854210
2013-09-19,6102067230
2013-09-20,6146432820
2013-09-23,6123650490
2013-09-24,6122451420
2013-09-25,6084081180
2013-09-26,6100868160
2013-09-27,6141636540
2013-09-30,6139238400
2013-10-01,6203988180
2013-10-02,6120053280
2013-10-03,6040914660
2013-10-04,6061298850
2013-10-07,5990553720
2013-10-08,5988155580
2013-10-09,5995350000
2013-10-10,6102067230
2013-10-11,6205187250
2013-10-14,6220775160
2013-10-15,6191997480
2013-10-16,6279529590
2013-10-17,6352672860
2013-10-18,6373057050
2013-10-21,6397038450
2013-10-22,6401834730
2013-10-23,6410228220
2013-10-24,6429413340
2013-10-25,6464186370
2013-10-28,6464186370
2013-10-29,6472579860
2013-10-30,6425816130
2013-10-31,6447399390
2013-11-01,6473778930
2013-11-04,6492964050
2013-11-05,6490565910
2013-11-06,6413825430
2013-11-07,6327492390
2013-11-08,6410228220
2013-11-11,6404232870
2013-11-12,6416223570
2013-11-13,6449797530
2013-11-14,6507352890
2013-11-15,6520542660
2013-11-18,6509751030
2013-11-19,6510950100
2013-11-20,6502556610
2013-11-21,6569704530
2013-11-22,6620065470
2013-11-25,6591287790
