,BBBY
2003-12-23,12993035250.0
2003-12-24,12932951850.0
2003-12-26,12815789219.0
2003-12-29,12969001890.0
2003-12-30,12984022740.0
2003-12-31,13023076950.0
2004-01-02,12776735010.0
2004-01-05,12680601570.0
2004-01-06,12740684969.0
2004-01-07,12788751690.0
2004-01-08,12656568210.0
2004-01-09,12503355540.0
2004-01-12,12392201250.0
2004-01-13,11956596600.0
2004-01-14,11800379760.0
2004-01-15,11938571580.0
2004-01-16,11941575750.0
2004-01-20,11902521540.0
2004-01-21,12034705020.0
2004-01-22,11971617450.0
2004-01-23,12010671660.0
2004-01-26,12172896840.0
2004-01-27,12091784250.0
2004-01-28,11770338060.0
2004-01-29,11995650810.0
2004-01-30,12190921860.0
2004-02-02,12317097000.0
2004-02-03,12332117850.0
2004-02-04,12479322180.0
2004-02-05,12251005260.0
2004-02-06,12641547360.0
2004-02-09,12653564040.0
2004-02-10,12608501490.0
2004-02-11,12755705820.0
2004-02-12,12554426430.0
2004-02-13,12443272140.0
2004-02-17,12530393070.0
2004-02-18,12470309670.0
2004-02-19,12290660304.0
2004-02-20,12202938540.0
2004-02-23,12082771740.0
2004-02-24,11971617450.0
2004-02-25,11986638300.0
2004-02-26,12359155380.0
2004-02-27,12296067810.0
2004-03-01,12320101170.0
2004-03-02,12308084490.0
2004-03-03,12518376390.0
2004-03-04,12551422260.0
2004-03-05,12479322180.0
2004-03-08,12202938540.0
2004-03-09,12181909350.0
2004-03-10,12037709190.0
2004-03-11,11791367250.0
2004-03-12,11950588260.0
2004-03-15,11725275510.0
2004-03-16,11752313040.0
2004-03-17,11728279680.0
2004-03-18,11749308870.0
2004-03-19,11493954420.0
2004-03-22,11397820980.0
2004-03-23,11656179600.0
2004-03-24,11668196280.0
2004-03-25,11851450650.0
2004-03-26,11833425630.0
2004-03-29,12091784250.0
2004-03-30,12413230440.0
2004-03-31,12587472300.0
2004-04-01,12154871820.0
2004-04-02,11899517370.0
2004-04-05,12016680000.0
2004-04-06,11911534050.0
2004-04-07,11749308870.0
2004-04-08,11647167090.0
2004-04-12,11758321380.0
2004-04-13,11511979440.0
2004-04-14,11605108710.0
2004-04-15,11761325550.0
2004-04-16,11575067010.0
2004-04-19,11520991950.0
2004-04-20,11250616650.0
2004-04-21,11109420660.0
2004-04-22,11322716730.0
2004-04-23,11511979440.0
2004-04-26,11310700050.0
2004-04-27,11364775110.0
2004-04-28,11073370620.0
2004-04-29,10884107910.0
2004-04-30,11148474870.0
2004-05-03,10998266370.0
2004-05-04,10908141270.0
2004-05-05,11148474870.0
2004-05-06,10986249690.0
2004-05-07,10718878560.0
2004-05-10,10631757630.0
2004-05-11,10956207990.0
2004-05-12,10986249690.0
2004-05-13,10902132930.0
2004-05-14,10905137100.0
2004-05-17,10760936940.0
2004-05-18,10983245520.0
2004-05-19,10839045360.0
2004-05-20,10824024510.0
2004-05-21,10917153780.0
2004-05-24,11121437340.0
2004-05-25,11310700050.0
2004-05-26,11184524910.0
2004-05-27,11340741750.0
2004-05-28,11193537420.0
2004-06-01,11228042740.0
2004-06-02,11249097200.0
2004-06-03,11194957160.0
2004-06-04,10912225840.0
2004-06-07,11258120540.0
2004-06-08,11465657360.0
2004-06-09,11375423960.0
2004-06-10,11438587340.0
2004-06-14,11333315040.0
2004-06-15,11357377280.0
2004-06-16,11441595120.0
2004-06-17,11137809340.0
2004-06-18,10963358100.0
2004-06-21,11035544820.0
2004-06-22,11146832680.0
2004-06-23,11318276140.0
2004-06-24,11288198340.0
2004-06-25,11955925500.0
2004-06-28,11742373120.0
2004-06-29,11537844080.0
2004-06-30,11564914100.0
2004-07-01,11384447300.0
2004-07-02,11534836300.0
2004-07-06,11309252800.0
2004-07-07,11408509540.0
2004-07-08,11179918260.0
2004-07-09,11032537040.0
2004-07-12,11074645960.0
2004-07-13,11047575940.0
2004-07-14,10849062460.0
2004-07-15,10620471180.0
2004-07-16,10572346700.0
2004-07-19,10692657900.0
2004-07-20,10737774600.0
2004-07-21,10725743479.0
2004-07-22,10623478960.0
2004-07-23,10494144420.0
2004-07-26,10572346700.0
2004-07-27,10843046900.0
2004-07-28,10689650120.0
2004-07-29,10843046900.0
2004-07-30,10644533420.0
2004-08-02,10584377820.0
2004-08-03,10530237780.0
2004-08-04,10668595660.0
2004-08-05,10485121080.0
2004-08-06,10193366420.0
2004-08-09,10461058840.0
2004-08-10,10635510080.0
2004-08-11,10464066620.0
2004-08-12,10349770979.0
2004-08-13,10394887680.0
2004-08-16,10500159979.0
2004-08-17,10782891300.0
2004-08-18,10818984660.0
2004-08-19,10662580100.0
2004-08-20,10779883520.0
2004-08-23,10572346700.0
2004-08-24,10704689020.0
2004-08-25,11128786000.0
2004-08-26,11222027180.0
2004-08-27,11270151660.0
2004-08-30,11245569790.0
2004-08-31,11278724780.0
2004-09-01,11260640240.0
2004-09-02,11565063330.0
2004-09-03,11453542000.0
2004-09-07,11417372920.0
2004-09-08,11402302470.0
2004-09-09,11378189750.0
2004-09-10,11345034760.0
2004-09-13,11465598360.0
2004-09-14,11387232020.0
2004-09-15,11429429280.0
2004-09-16,11679598750.0
2004-09-17,11830303250.0
2004-09-20,11809204620.0
2004-09-21,12023205010.0
2004-09-22,11929768220.0
2004-09-23,11329964310.0
2004-09-24,11293795230.0
2004-09-27,11155147090.0
2004-09-28,11067738480.0
2004-09-29,11233513430.0
2004-09-30,11185287990.0
2004-10-01,11607260590.0
2004-10-04,11664528300.0
2004-10-05,11628359220.0
2004-10-06,11788105990.0
2004-10-07,11673570570.0
2004-10-08,11703711470.0
2004-10-11,11812218710.0
2004-10-12,11830303250.0
2004-10-13,11803176439.0
2004-10-14,11498753350.0
2004-10-15,11631373310.0
2004-10-18,11824275070.0
2004-10-19,11673570570.0
2004-10-20,11785091900.0
2004-10-21,11905655500.0
2004-10-22,11767007360.0
2004-10-25,11601232410.0
2004-10-26,12056360000.0
2004-10-27,12182951780.0
2004-10-28,12300501290.0
2004-10-29,12294473110.0
2004-11-01,12484360780.0
2004-11-02,12475318510.0
2004-11-03,12312557650.0
2004-11-04,12523543950.0
2004-11-05,12478332600.0
2004-11-08,12791797960.0
2004-11-09,12815910680.0
2004-11-10,13051009700.0
2004-11-11,13289122810.0
2004-11-12,13108277410.0
2004-11-15,13147460580.0
2004-11-16,12924417920.0
2004-11-17,12996756080.0
2004-11-18,13005798350.0
2004-11-19,12776727510.0
2004-11-22,12647121640.0
2004-11-23,12387909900.0
2004-11-24,12496417140.0
2004-11-26,12451205790.0
2004-11-29,12294373840.0
2004-11-30,12008066504.0
2004-12-01,12165054350.0
2004-12-02,11981601120.0
2004-12-03,11996638270.0
2004-12-06,11969571400.0
2004-12-07,11876341070.0
2004-12-08,12053779440.0
2004-12-09,12189113790.0
2004-12-10,12026712570.0
2004-12-13,12110920610.0
2004-12-14,12237232670.0
2004-12-15,12128965190.0
2004-12-16,11921452520.0
2004-12-17,11741006720.0
2004-12-20,11656798680.0
2004-12-21,11744014150.0
2004-12-22,11816192470.0
2004-12-23,11834237050.0
2004-12-27,11846266770.0
2004-12-28,12005660560.0
2004-12-29,12020697710.0
2004-12-30,11969571400.0
2004-12-31,11978593690.0
2005-01-03,12002653129.0
2005-01-04,11927467379.0
2005-01-05,12032727430.0
2005-01-06,12017690280.0
2005-01-07,11969571400.0
2005-01-10,12002653129.0
2005-01-11,12098890890.0
2005-01-12,12306403560.0
2005-01-13,12255277250.0
2005-01-14,12381589310.0
2005-01-18,12504893940.0
2005-01-19,12483841930.0
2005-01-20,12324448140.0
2005-01-21,12074831450.0
2005-01-24,11999645700.0
2005-01-25,11990623410.0
2005-01-26,11990623410.0
2005-01-27,11927467379.0
2005-01-28,11921452520.0
2005-01-31,12116935470.0
2005-02-01,12300388700.0
2005-02-02,12116935470.0
2005-02-03,12014682850.0
2005-02-04,12168061780.0
2005-02-07,12140994910.0
2005-02-08,11966563970.0
2005-02-09,11798147890.0
2005-02-10,11668828400.0
2005-02-11,11864311350.0
2005-02-14,11825214760.0
2005-02-15,11825214760.0
2005-02-16,11870326210.0
2005-02-17,11656798680.0
2005-02-18,11395152270.0
2005-02-22,11172602450.0
2005-02-23,11124483570.0
2005-02-24,11253803060.0
2005-02-25,11247788200.0
2005-02-28,11046375760.0
2005-03-01,11470330480.0
2005-03-02,11334900500.0
2005-03-03,11261297250.0
2005-03-04,11255408990.0
2005-03-07,11446777440.0
2005-03-08,11384950710.0
2005-03-09,11334900500.0
2005-03-10,11305459200.0
2005-03-11,11049319890.0
2005-03-14,11170029220.0
2005-03-15,10963940120.0
2005-03-16,10840286660.0
2005-03-17,10760795150.0
2005-03-18,10654806470.0
2005-03-21,10537041270.0
2005-03-22,10640085820.0
2005-03-23,10537041270.0
2005-03-24,10472270410.0
2005-03-28,10631253430.0
2005-03-29,10696024290.0
2005-03-30,10751962760.0
2005-03-31,10757851020.0
2005-04-01,10716633200.0
2005-04-04,10887392740.0
2005-04-05,10981604900.0
2005-04-06,10816733620.0
2005-04-07,12012050400.0
2005-04-08,11726469790.0
2005-04-11,11699972620.0
2005-04-12,11761799350.0
2005-04-13,11538045470.0
2005-04-14,11411447880.0
2005-04-15,11175917480.0
2005-04-18,11231855950.0
2005-04-19,11199764933.0
2005-04-20,10981604900.0
2005-04-21,11037543370.0
2005-04-22,10913889910.0
2005-04-25,11028710980.0
2005-04-26,10905057520.0
2005-04-27,11131755530.0
2005-04-28,10946275340.0
2005-04-29,10955107730.0
2005-05-02,10958051860.0
2005-05-03,10913889910.0
2005-05-04,11040487500.0
2005-05-05,10922722300.0
2005-05-06,10843230790.0
2005-05-09,10910945780.0
2005-05-10,10802012970.0
2005-05-11,10987493160.0
2005-05-12,10960995990.0
2005-05-13,11005157940.0
2005-05-16,11199470520.0
2005-05-17,11405559620.0
2005-05-18,11708805010.0
2005-05-19,11673475450.0
2005-05-20,11638145890.0
2005-05-23,11620481110.0
2005-05-24,11602816329.0
2005-05-25,11617536980.0
2005-05-26,11694084360.0
2005-05-27,11900173460.0
2005-05-31,12010367700.0
2005-06-01,12036958920.0
2005-06-02,12226052040.0
2005-06-03,12155142120.0
2005-06-06,12299916540.0
2005-06-07,12217188300.0
2005-06-08,12187642500.0
2005-06-09,12332416920.0
2005-06-10,12178778760.0
2005-06-13,12338326080.0
2005-06-14,12178778760.0
2005-06-15,12406281420.0
2005-06-16,12976515360.0
2005-06-17,12828786360.0
2005-06-20,13032652380.0
2005-06-21,12961742460.0
2005-06-22,13109471460.0
2005-06-23,12397417680.0
2005-06-24,12184687920.0
2005-06-27,12240824940.0
2005-06-28,12530373779.0
2005-06-29,12480145920.0
2005-06-30,12344235240.0
2005-07-01,12234915779.0
2005-07-05,12663329880.0
2005-07-06,12583556220.0
2005-07-07,12642647820.0
2005-07-08,12852423000.0
2005-07-11,12976515360.0
2005-07-12,13029697800.0
2005-07-13,12967651620.0
2005-07-14,13183335960.0
2005-07-15,13295610000.0
2005-07-18,13245382140.0
2005-07-19,13378338240.0
2005-07-20,13458111900.0
2005-07-21,13393111140.0
2005-07-22,13591068000.0
2005-07-25,13632432120.0
2005-07-26,13700387460.0
2005-07-27,13724024100.0
2005-07-28,13839252720.0
2005-07-29,13561522200.0
2005-08-01,13472884800.0
2005-08-02,13599931740.0
2005-08-03,13339928700.0
2005-08-04,12926287500.0
2005-08-05,12961742460.0
2005-08-08,12825831779.0
2005-08-09,12949924140.0
2005-08-10,12893787120.0
2005-08-11,13003106580.0
2005-08-12,13097653140.0
2005-08-15,12870150480.0
2005-08-16,12491964240.0
2005-08-17,12515600880.0
2005-08-18,12527419200.0
2005-08-19,12426963480.0
2005-08-22,12359008140.0
2005-08-23,12462418440.0
2005-08-24,12486055080.0
2005-08-25,12409236000.0
2005-08-26,12193551660.0
2005-08-29,12045908290.0
2005-08-30,11850521230.0
2005-08-31,12004462550.0
2005-09-01,11965977220.0
2005-09-02,11788352620.0
2005-09-06,12202810020.0
2005-09-07,12214651660.0
2005-09-08,11989660500.0
2005-09-09,12004462550.0
2005-09-12,12102156080.0
2005-09-13,12125839360.0
2005-09-14,11874204510.0
2005-09-15,11649213350.0
2005-09-16,11856442050.0
2005-09-19,11604807200.0
2005-09-20,11456786700.0
2005-09-21,11077854220.0
2005-09-22,11752827700.0
2005-09-23,11871244100.0
2005-09-26,12039987470.0
2005-09-27,11971898040.0
2005-09-28,11684738270.0
2005-09-29,11874204510.0
2005-09-30,11894927380.0
2005-10-03,11924531480.0
2005-10-04,11915650250.0
2005-10-05,11572242690.0
2005-10-06,11359093170.0
2005-10-07,11433103420.0
2005-10-10,11379816040.0
2005-10-11,11305805790.0
2005-10-12,11036408480.0
2005-10-13,11003843970.0
2005-10-14,11190349800.0
2005-10-17,11181468570.0
2005-10-18,10956477410.0
2005-10-19,11418301370.0
2005-10-20,11394618090.0
2005-10-21,11536717770.0
2005-10-24,11817956720.0
2005-10-25,11809075490.0
2005-10-26,11598886380.0
2005-10-27,11308766200.0
2005-10-28,11699540320.0
2005-10-31,12019264600.0
2005-11-01,12066631160.0
2005-11-02,12312345190.0
2005-11-03,12273859860.0
2005-11-04,12415959540.0
2005-11-07,12569900860.0
2005-11-08,12412999130.0
2005-11-09,12232414120.0
2005-11-10,12513653070.0
2005-11-11,12359711750.0
2005-11-14,12448524050.0
2005-11-15,12259057809.0
2005-11-16,12149522640.0
2005-11-17,12454444870.0
2005-11-18,12525494710.0
2005-11-21,12617267420.0
2005-11-22,12747525460.0
2005-11-23,12753446280.0
2005-11-25,12783050380.0
2005-11-28,12473073560.0
2005-11-29,12487768510.0
2005-11-30,12520097400.0
2005-12-01,12734643670.0
2005-12-02,12705253770.0
2005-12-05,12714070740.0
2005-12-06,12708192760.0
2005-12-07,12646473970.0
2005-12-08,12431927700.0
2005-12-09,12340819010.0
2005-12-12,12334941030.0
2005-12-13,12390781839.0
2005-12-14,12393720830.0
2005-12-15,12514219420.0
2005-12-16,12334941030.0
2005-12-19,12099821830.0
2005-12-20,11996957180.0
2005-12-21,12120394760.0
2005-12-22,10659716730.0
2005-12-23,10739069460.0
2005-12-27,10791971280.0
2005-12-28,10803727240.0
2005-12-29,10727313500.0
2005-12-30,10624448850.0
2006-01-03,10697923600.0
2006-01-04,10703801580.0
2006-01-05,10451048440.0
2006-01-06,10501011270.0
2006-01-09,10550974100.0
2006-01-10,10477499350.0
2006-01-11,10672942185.0
2006-01-12,10903652900.0
2006-01-13,10959493710.0
2006-01-17,10906591890.0
2006-01-18,10903652900.0
2006-01-19,10777276330.0
2006-01-20,10571517640.0
2006-01-23,10606814910.0
2006-01-24,10639143800.0
2006-01-25,10627387839.0
2006-01-26,10947737750.0
2006-01-27,11038846440.0
2006-01-30,11032968460.0
2006-01-31,10994761589.0
2006-02-01,10988883610.0
2006-02-02,10924225830.0
2006-02-03,10771398350.0
2006-02-06,10747886430.0
2006-02-07,10683228650.0
2006-02-08,10721435520.0
2006-02-09,10545096120.0
2006-02-10,10527462180.0
2006-02-13,10609753900.0
2006-02-14,10700862589.0
2006-02-15,10686167640.0
2006-02-16,10580364000.0
2006-02-17,10448109450.0
2006-02-21,10433414500.0
2006-02-22,10442231470.0
2006-02-23,10459865410.0
2006-02-24,10498072280.0
2006-02-27,10084469980.0
2006-02-28,10098480080.0
2006-03-01,10272205319.0
2006-03-02,10185342700.0
2006-03-03,10090074020.0
2006-03-06,10031231600.0
2006-03-07,10134906340.0
2006-03-08,10230175020.0
2006-03-09,10303027540.0
2006-03-10,10305829560.0
2006-03-13,10140510380.0
2006-03-14,10283413400.0
2006-03-15,10395494200.0
2006-03-16,10395494200.0
2006-03-17,10314235620.0
2006-03-20,10448732580.0
2006-03-21,10420712380.0
2006-03-22,10538397220.0
2006-03-23,10625259840.0
2006-03-24,10812995180.0
2006-03-27,10824203260.0
2006-03-28,10818599220.0
2006-03-29,10944690120.0
2006-03-30,10992324460.0
2006-03-31,10759756800.0
2006-04-03,10633665900.0
2006-04-04,10692508319.0
2006-04-05,10737340640.0
2006-04-06,11437845640.0
2006-04-07,11311754740.0
2006-04-10,11255714340.0
2006-04-11,11166049700.0
2006-04-12,10983918400.0
2006-04-13,10857827500.0
2006-04-17,10829807300.0
2006-04-18,10883045680.0
2006-04-19,10902659819.0
2006-04-20,10899857800.0
2006-04-21,10656082060.0
2006-04-24,10740142660.0
2006-04-25,10647676000.0
2006-04-26,10678498220.0
2006-04-27,10686904280.0
2006-04-28,10745746700.0
2006-05-01,10664488120.0
2006-05-02,10720528520.0
2006-05-03,10636467920.0
2006-05-04,10639269940.0
2006-05-05,10740142660.0
2006-05-08,10737340640.0
2006-05-09,10779370940.0
2006-05-10,10793381040.0
2006-05-11,10611249740.0
2006-05-12,10440326520.0
2006-05-15,10529991160.0
2006-05-16,10401098240.0
2006-05-17,10154520480.0
2006-05-18,10095678060.0
2006-05-19,10115292200.0
2006-05-22,10081667960.0
2006-05-23,9947171000.0
2006-05-24,10006013420.0
2006-05-25,9874318480.0
2006-05-26,9868714440.0
2006-05-30,9746897580.0
2006-05-31,9867541390.0
2006-06-01,10150914060.0
2006-06-02,10153719730.0
2006-06-05,9918043450.0
2006-06-06,9965739840.0
2006-06-07,9898403760.0
2006-06-08,9965739840.0
2006-06-09,9906820770.0
2006-06-12,9749703250.0
2006-06-13,9704812530.0
2006-06-14,9817039330.0
2006-06-15,10195804780.0
2006-06-16,10232278490.0
2006-06-19,10204221790.0
2006-06-20,10268752200.0
2006-06-21,10358533640.0
2006-06-22,9738480570.0
2006-06-23,9603808410.0
2006-06-26,9586974390.0
2006-06-27,9317630070.0
2006-06-28,9275545020.0
2006-06-29,9410217180.0
2006-06-30,9306407390.0
2006-07-03,9348492440.0
2006-07-05,9202597600.0
2006-07-06,9067925440.0
2006-07-07,9076342450.0
2006-07-10,9104399150.0
2006-07-11,9087565130.0
2006-07-12,9037063070.0
2006-07-13,9039868740.0
2006-07-14,8905196580.0
2006-07-17,8815415140.0
2006-07-18,8829443490.0
2006-07-19,8941670290.0
2006-07-20,9230654300.0
2006-07-21,9152095540.0
2006-07-24,9258711000.0
2006-07-25,9379354810.0
2006-07-26,9407411510.0
2006-07-27,9424245530.0
2006-07-28,9477553260.0
2006-07-31,9393383160.0
2006-08-01,9320435740.0
2006-08-02,9471941920.0
2006-08-03,9744091910.0
2006-08-04,9769342940.0
2006-08-07,9760925930.0
2006-08-08,9637476450.0
2006-08-09,9584168719.0
2006-08-10,9825456340.0
2006-08-11,9746897580.0
2006-08-14,9766537270.0
2006-08-15,9909626440.0
2006-08-16,10033075920.0
2006-08-17,10184582100.0
2006-08-18,9999407880.0
2006-08-21,9898403760.0
2006-08-22,9898403760.0
2006-08-23,9735674900.0
2006-08-24,9410217180.0
2006-08-25,9261516670.0
2006-08-28,9357719130.0
2006-08-29,9385828830.0
2006-08-30,9439237260.0
2006-08-31,9481401810.0
2006-09-01,9627572250.0
2006-09-05,9689413590.0
2006-09-06,9475779870.0
2006-09-07,9501078600.0
2006-09-08,9588218670.0
2006-09-11,10102626180.0
2006-09-12,10274095350.0
2006-09-13,10305016019.0
2006-09-14,10437131610.0
2006-09-15,10487729070.0
2006-09-18,10487729070.0
2006-09-19,10372479300.0
2006-09-20,10439942580.0
2006-09-21,10796935769.0
2006-09-22,10794124800.0
2006-09-25,10943106210.0
2006-09-26,11021813370.0
2006-09-27,10884075840.0
2006-09-28,10906563600.0
2006-09-29,10754771220.0
2006-10-02,10841911290.0
2006-10-03,11097709560.0
2006-10-04,11300099400.0
2006-10-05,11229825150.0
2006-10-06,11111764410.0
2006-10-09,11241069030.0
2006-10-10,11224203210.0
2006-10-11,11007758519.0
2006-10-12,10945917180.0
2006-10-13,10780069950.0
2006-10-16,10785691890.0
2006-10-17,10698551820.0
2006-10-18,11004947550.0
2006-10-19,10979648820.0
2006-10-20,10934673300.0
2006-10-23,11241069030.0
2006-10-24,11092087620.0
2006-10-25,11131441200.0
2006-10-26,11331020070.0
2006-10-27,11159550900.0
2006-10-30,11286044550.0
2006-10-31,11325398130.0
2006-11-01,11041490160.0
2006-11-02,10906563600.0
2006-11-03,10839100320.0
2006-11-06,11024624340.0
2006-11-07,11041490160.0
2006-11-08,11153928960.0
2006-11-09,11035868220.0
2006-11-10,11241069030.0
2006-11-13,11128630230.0
2006-11-14,11454702750.0
2006-11-15,11592440280.0
2006-11-16,11553086700.0
2006-11-17,11392861410.0
2006-11-20,11198904480.0
2006-11-21,11218581269.0
2006-11-22,11075221800.0
2006-11-24,11033057250.0
2006-11-27,10690881120.0
2006-11-28,10636168320.0
2006-11-29,10751065200.0
2006-11-30,10608811920.0
2006-12-01,10655317800.0
2006-12-04,10748329560.0
2006-12-05,10833134400.0
2006-12-06,10846812600.0
2006-12-07,10723708800.0
2006-12-08,10917939240.0
2006-12-11,10855019520.0
2006-12-12,10961709480.0
2006-12-13,11183296320.0
2006-12-14,11232537840.0
2006-12-15,11128583520.0
2006-12-18,11120376600.0
2006-12-19,11013686640.0
2006-12-20,10923410520.0
2006-12-21,10543156560.0
2006-12-22,10406374560.0
2006-12-26,10461087360.0
2006-12-27,10463823000.0
2006-12-28,10428259680.0
2006-12-29,10422788400.0
2007-01-03,10474765560.0
2007-01-04,10608811920.0
2007-01-05,10633432680.0
2007-01-08,10863226440.0
2007-01-09,10956238200.0
2007-01-10,11021893560.0
2007-01-11,11259894240.0
2007-01-12,11377526760.0
2007-01-16,11484216720.0
2007-01-17,11492423640.0
2007-01-18,11533458240.0
2007-01-19,11470538520.0
2007-01-22,11341963440.0
2007-01-23,11270836800.0
2007-01-24,11363848560.0
2007-01-25,11169618120.0
2007-01-26,11134054800.0
2007-01-29,11270836800.0
2007-01-30,11227066560.0
2007-01-31,11541665160.0
2007-02-01,11465067240.0
2007-02-02,11440446480.0
2007-02-05,11292721920.0
2007-02-06,11467802880.0
2007-02-07,11470538520.0
2007-02-08,11547136440.0
2007-02-09,11451389040.0
2007-02-12,11454124680.0
2007-02-13,11541665160.0
2007-02-14,11752309440.0
2007-02-15,11763252000.0
2007-02-16,11653826400.0
2007-02-20,11757780720.0
2007-02-21,11667504600.0
2007-02-22,11768723280.0
2007-02-23,11645619480.0
2007-02-26,11612791800.0
2007-02-27,11106698400.0
2007-02-28,10912467960.0
2007-03-01,10876904640.0
2007-03-02,10819456200.0
2007-03-05,10704559320.0
2007-03-06,10775685960.0
2007-03-07,10797571080.0
2007-03-08,10855019520.0
2007-03-09,10967180760.0
2007-03-12,10983594600.0
2007-03-13,10622490120.0
2007-03-14,10647110880.0
2007-03-15,10655317800.0
2007-03-16,10690881120.0
2007-03-19,10846812600.0
2007-03-20,10887847200.0
2007-03-21,11144997360.0
2007-03-22,11164146840.0
2007-03-23,11270836800.0
2007-03-26,11065663800.0
2007-03-27,10983594600.0
2007-03-28,10800306720.0
2007-03-29,10855019520.0
2007-03-30,10989065880.0
2007-04-02,11051985600.0
2007-04-03,11150468640.0
2007-04-04,11175089400.0
2007-04-05,11273572440.0
2007-04-09,11322813960.0
2007-04-10,11262629880.0
2007-04-11,11142261720.0
2007-04-12,10942560000.0
2007-04-13,11142261720.0
2007-04-16,11399411880.0
2007-04-17,11322813960.0
2007-04-18,11339227800.0
2007-04-19,11202445800.0
2007-04-20,11393940600.0
2007-04-23,11440446480.0
2007-04-24,11391204960.0
2007-04-25,11388469320.0
2007-04-26,11292721920.0
2007-04-27,11306400120.0
2007-04-30,11144997360.0
2007-05-01,11093020200.0
2007-05-02,11270836800.0
2007-05-03,11131319160.0
2007-05-04,11090284560.0
2007-05-07,11158675560.0
2007-05-08,11150468640.0
2007-05-09,11391204960.0
2007-05-10,11125847880.0
2007-05-11,11257158600.0
2007-05-14,11131319160.0
2007-05-15,10928881800.0
2007-05-16,10953502560.0
2007-05-17,10890582840.0
2007-05-18,11098491480.0
2007-05-21,11276308080.0
2007-05-22,11180560680.0
2007-05-23,11164146840.0
2007-05-24,11065663800.0
2007-05-25,11123112240.0
2007-05-29,11123112240.0
2007-05-30,11232537840.0
2007-05-31,11123112240.0
2007-06-01,11079342000.0
2007-06-04,10767812430.0
2007-06-05,10182460630.0
2007-06-06,10078693720.0
2007-06-07,9935016460.0
2007-06-08,10009515780.0
2007-06-11,9924373700.0
2007-06-12,9958962670.0
2007-06-13,5930678010.0
2007-06-14,10046765440.0
2007-06-15,10097318550.0
2007-06-18,10038783370.0
2007-06-19,10091997170.0
2007-06-20,9972266120.0
2007-06-21,9993551640.0
2007-06-22,9881802660.0
2007-06-25,9849874380.0
2007-06-26,9831249550.0
2007-06-27,9993551640.0
2007-06-28,9602430210.0
2007-06-29,9575823310.0
2007-07-02,9602430210.0
2007-07-03,9591787450.0
2007-07-05,9703536430.0
2007-07-06,9770053680.0
2007-07-09,9727482640.0
2007-07-10,9458752950.0
2007-07-11,9482699160.0
2007-07-12,9652983320.0
2007-07-13,9647661940.0
2007-07-16,9575823310.0
2007-07-17,9546555720.0
2007-07-18,9575823310.0
2007-07-19,9671608150.0
2007-07-20,9799321270.0
2007-07-23,9660965390.0
2007-07-24,9485359850.0
2007-07-25,9434806740.0
2007-07-26,9325718450.0
2007-07-27,9229933610.0
2007-07-30,9472056400.0
2007-07-31,9216630160.0
2007-08-01,9416181910.0
2007-08-02,9469395710.0
2007-08-03,9107541870.0
2007-08-06,9333700520.0
2007-08-07,9349664660.0
2007-08-08,9722161260.0
2007-08-09,9506645370.0
2007-08-10,9408199840.0
2007-08-13,9240576370.0
2007-08-14,9022399790.0
2007-08-15,8931936330.0
2007-08-16,9096899110.0
2007-08-17,9112863250.0
2007-08-20,9006435650.0
2007-08-21,9200666020.0
2007-08-22,9184701880.0
2007-08-23,9144791530.0
2007-08-24,9381592940.0
2007-08-27,9213969470.0
2007-08-28,8735045270.0
2007-08-29,9198005330.0
2007-08-30,9056988760.0
2007-08-31,9216630160.0
2007-09-04,8980316040.0
2007-09-05,8844290280.0
2007-09-06,8713496280.0
2007-09-07,8572238760.0
2007-09-10,8493762360.0
2007-09-11,8619324600.0
2007-09-12,8580086399.0
2007-09-13,8703032760.0
2007-09-14,8744886840.0
2007-09-17,8590549920.0
2007-09-18,9132037080.0
2007-09-19,9137268840.0
2007-09-20,8922766680.0
2007-09-21,8744886840.0
2007-09-24,9069255960.0
2007-09-25,8684721600.0
2007-09-26,8849522040.0
2007-09-27,8750118600.0
2007-09-28,8925382560.0
2007-10-01,9103262400.0
2007-10-02,9270678720.0
2007-10-03,9325612200.0
2007-10-04,9218361120.0
2007-10-05,9432863280.0
2007-10-08,9307301040.0
2007-10-09,9241904040.0
2007-10-10,9173891160.0
2007-10-11,9171275280.0
2007-10-12,9171275280.0
2007-10-15,8962004880.0
2007-10-16,8980316040.0
2007-10-17,8954157240.0
2007-10-18,8878296720.0
2007-10-19,8674258080.0
2007-10-22,8737039200.0
2007-10-23,8708264520.0
2007-10-24,8729191560.0
2007-10-25,8687337480.0
2007-10-26,8768429760.0
2007-10-29,8912303160.0
2007-10-30,8833826760.0
2007-10-31,8878296720.0
2007-11-01,8553927600.0
2007-11-02,8522537040.0
2007-11-05,8279260200.0
2007-11-06,8274028440.0
2007-11-07,8158929720.0
2007-11-08,8226942600.0
2007-11-09,8015056320.0
2007-11-12,8140618560.0
2007-11-13,8493762360.0
2007-11-14,8289723720.0
2007-11-15,8260949040.0
2007-11-16,8216479080.0
2007-11-19,8062142160.0
2007-11-20,7952275200.0
2007-11-21,7915652880.0
2007-11-23,8009824560.0
2007-11-26,7661912520.0
2007-11-27,7750852440.0
2007-11-28,7920884640.0
2007-11-29,7999361040.0
2007-11-30,8226942600.0
2007-12-03,8035210540.0
2007-12-04,8040343220.0
2007-12-05,8209721660.0
2007-12-06,8261048459.0
2007-12-07,8299543560.0
2007-12-10,8399630819.0
2007-12-11,7917158900.0
