,MMI
2018-08-08,1504934400
2018-08-09,1503366760
2018-08-10,1493569010
2018-08-13,1476324970
2018-08-14,1477892610
2018-08-15,1475149240
2018-08-16,1481419800
2018-08-17,1484555080
2018-08-20,1500623390
2018-08-21,1508853500
2018-08-22,1449283179
2018-08-23,1435174420
2018-08-24,1436350150
2018-08-27,1435174420
2018-08-28,1432431050
2018-08-29,1427728130
2018-08-30,1424984760
2018-08-31,1426944309
2018-09-04,1401470160
2018-09-05,1400294429
2018-09-06,1393240050
2018-09-07,1377955559
2018-09-10,1387361400
2018-09-11,1389320950
2018-09-12,1385009940
2018-09-13,1384226120
2018-09-14,1389320950
2018-09-17,1374820280
2018-09-18,1371293090
2018-09-19,1355224780
2018-09-20,1378347470
2018-09-21,1355224780
2018-09-24,1366590170
2018-09-25,1356792420
2018-09-26,1354832870
2018-09-27,1350521860
2018-09-28,1360319610
2018-10-01,1338386260
2018-10-02,1327030730
2018-10-03,1307060660
2018-10-04,1296096700
2018-10-05,1269469940
2018-10-08,1272602500
2018-10-09,1258114410
2018-10-10,1232662360
2018-10-11,1231096080
2018-10-12,1222873110
2018-10-15,1246758880
2018-10-16,1275343490
2018-10-17,1261638540
2018-10-18,1245975740
2018-10-19,1263596390
2018-10-22,1244409460
2018-10-23,1245192600
2018-10-24,1215824850
2018-10-25,1232662360
2018-10-26,1217782700
2018-10-29,1238144340
2018-10-30,1263596390
2018-10-31,1359531040
2018-11-01,1383808380
2018-11-02,1372844420
2018-11-05,1363838310
2018-11-06,1374802270
2018-11-07,1444501730
2018-11-08,1444501730
2018-11-09,1463688660
2018-11-12,1449592140
2018-11-13,1453116270
2018-11-14,1448809000
2018-11-15,1448809000
2018-11-16,1447634290
2018-11-19,1436278760
2018-11-20,1413176130
2018-11-21,1420224390
2018-11-23,1428055790
2018-11-26,1451941560
2018-11-27,1446459580
2018-11-28,1450375280
2018-11-29,1420224390
2018-11-30,1428838930
2018-12-03,1427272650
2018-12-04,1366187730
2018-12-06,1386157800
2018-12-07,1363446740
2018-12-10,1354049060
2018-12-11,1359531040
2018-12-12,1375976980
2018-12-13,1369320290
2018-12-14,1351308070
2018-12-17,1312934210
2018-12-18,1326639160
2018-12-19,1293747280
2018-12-20,1297662980
2018-12-21,1279650760
2018-12-24,1253024000
2018-12-26,1309018510
2018-12-27,1327030730
2018-12-28,1340344109
2018-12-31,1349546630
2019-01-02,1337360220
2019-01-03,1318097830
2019-01-04,1341684430
2019-01-07,1365664140
2019-01-08,1430134180
2019-01-09,1431313509
2019-01-10,1450575900
2019-01-11,1438389490
2019-01-14,1413230450
2019-01-15,1434458390
2019-01-16,1452148340
2019-01-17,1487528240
2019-01-18,1494604220
2019-01-22,1474555610
2019-01-23,1475734940
2019-01-24,1511507950
2019-01-25,1509935509
2019-01-28,1519370150
2019-01-29,1516618380
2019-01-30,1536666990
2019-01-31,1556715600
2019-02-01,1543349860
2019-02-04,1530377230
2019-02-05,1542170529
2019-02-06,1519763259
2019-02-07,1520156370
2019-02-08,1502466420
2019-02-11,1528018570
2019-02-12,1542563640
2019-02-13,1550818950
2019-02-14,1562612250
2019-02-15,1566150240
2019-02-19,1555143160
2019-02-20,1535880770
2019-02-21,1571260670
2019-02-22,1570081340
2019-02-25,1519763259
2019-02-26,1533129000
2019-02-27,1519370150
2019-02-28,1518190820
2019-03-01,1517404600
2019-03-04,1528018570
2019-03-05,1520942590
2019-03-06,1507183740
2019-03-07,1503645750
2019-03-08,1501680200
2019-03-11,1516225270
2019-03-12,1505218190
2019-03-13,1512294170
2019-03-14,1528411680
2019-03-15,1524480580
2019-03-18,1533522110
2019-03-19,1557108710
2019-03-20,1526053020
2019-03-21,1535094550
2019-03-22,1490280009
2019-03-25,1528804790
2019-03-26,1565757130
2019-03-27,1568115790
2019-03-28,1583053970
2019-03-29,1601137029
2019-04-01,1619922400
2019-04-02,1632134850
2019-04-03,1649862600
2019-04-04,1648680750
2019-04-05,1682954400
2019-04-08,1682560450
2019-04-09,1667590350
2019-04-10,1678227000
2019-04-11,1694378950
2019-04-12,1694772900
2019-04-15,1680984650
2019-04-16,1663256900
2019-04-17,1665226650
2019-04-18,1669954050
2019-04-22,1662862950
2019-04-23,1694772900
2019-04-24,1696742650
2019-04-25,1695560800
2019-04-26,1702257950
2019-04-29,1697924500
2019-04-30,1697924500
2019-05-01,1696348700
2019-05-02,1681378600
2019-05-03,1693985000
2019-05-06,1697924500
2019-05-07,1683742300
2019-05-08,1442250950
2019-05-09,1403249900
2019-05-10,1393007200
2019-05-13,1365036750
2019-05-14,1342975550
2019-05-15,1341399750
2019-05-16,1341399750
2019-05-17,1309489800
2019-05-20,1286640699
2019-05-21,1309095849
2019-05-22,1298065250
2019-05-23,1274822200
2019-05-24,1294125750
2019-05-28,1298065250
2019-05-29,1242518300
2019-05-30,1225972400
2019-05-31,1203123300
2019-06-03,1179486300
2019-06-04,1199971700
2019-06-05,1220851050
2019-06-06,1210608350
2019-06-07,1222426850
2019-06-10,1230305850
2019-06-11,1225972400
2019-06-12,1219275250
2019-06-13,1219669200
2019-06-14,1194456400
2019-06-17,1190516900
2019-06-18,1222820800
2019-06-19,1216911550
2019-06-20,1209426500
2019-06-21,1209820450
2019-06-24,1190516900
2019-06-25,1186183450
2019-06-26,1161758550
2019-06-27,1203517250
2019-06-28,1215335750
2019-07-01,1213599570
2019-07-02,1215966030
2019-07-03,1219515720
2019-07-05,1226220690
2019-07-08,1230953610
2019-07-09,1213993980
2019-07-10,1222276590
2019-07-11,1231742430
2019-07-12,1249096470
2019-07-15,1242785910
2019-07-16,1243574730
2019-07-17,1238052990
2019-07-18,1242391500
2019-07-19,1234897710
2019-07-22,1228981560
2019-07-23,1242785910
2019-07-24,1279466040
2019-07-25,1298397720
2019-07-26,1307469150
2019-07-29,1303525050
2019-07-30,1318118220
2019-07-31,1309441200
2019-08-01,1306285920
2019-08-02,1277493990
2019-08-05,1223854230
2019-08-06,1227009510
2019-08-07,1345726920
2019-08-08,1385956740
2019-08-09,1376490900
2019-08-12,1371757980
2019-08-13,1401338730
2019-08-14,1376096490
2019-08-15,1375702080
2019-08-16,1411593390
2019-08-19,1396605809
2019-08-20,1386351150
2019-08-21,1379251770
2019-08-22,1369785929
2019-08-23,1335077850
2019-08-26,1346121330
2019-08-27,1352431890
2019-08-28,1379251770
2019-08-29,1406466059
2019-08-30,1423031280
2019-09-03,1400549910
2019-09-04,1396605809
2019-09-05,1415931900
2019-09-06,1410410160
2019-09-09,1469966070
2019-09-10,1489292160
2019-09-11,1478248679
2019-09-12,1479037500
2019-09-13,1473910170
2019-09-16,1479431910
2019-09-17,1458922590
2019-09-18,1458133770
2019-09-19,1446301470
2019-09-20,1435652400
2019-09-23,1428158610
2019-09-24,1382407050
2019-09-25,1428158610
2019-09-26,1414354260
2019-09-27,1400944320
2019-09-30,1400719320
2019-10-01,1375065120
2019-10-02,1383353400
2019-10-03,1396377840
2019-10-04,1420848000
2019-10-07,1414927800
2019-10-08,1350200280
2019-10-09,1346648160
2019-10-10,1344280080
2019-10-11,1390852320
2019-10-14,1390852320
2019-10-15,1398351240
2019-10-16,1400324639
2019-10-17,1410981000
2019-10-18,1420848000
2019-10-21,1431899040
2019-10-22,1424400120
2019-10-23,1421242680
2019-10-24,1364408760
2019-10-25,1362435360
2019-10-28,1389273600
2019-10-29,1401114000
2019-10-30,1410981000
2019-10-31,1409796960
2019-11-01,1444528800
2019-11-04,1424400120
2019-11-05,1458737280
2019-11-06,1436240520
2019-11-07,1440976680
2019-11-08,1332045000
2019-11-11,1369539600
2019-11-12,1377433200
2019-11-13,1362830040
2019-11-14,1380985320
2019-11-15,1410981000
2019-11-18,1411375680
2019-11-19,1414927800
2019-11-20,1418085240
2019-11-21,1390852320
2019-11-22,1390457639
2019-11-25,1409007600
2019-11-26,1420058639
2019-11-27,1453211760
2019-11-29,1450843680
2019-12-02,1437819240
2019-12-03,1430715000
2019-12-04,1431899040
2019-12-05,1455579840
2019-12-06,1463868120
2019-12-09,1448870280
2019-12-10,1455579840
2019-12-11,1441766040
2019-12-12,1441371360
2019-12-13,1437424560
2019-12-16,1429530960
2019-12-17,1429530960
2019-12-18,1455185160
2019-12-19,1470183000
2019-12-20,1495047840
2019-12-23,1476497879
2019-12-24,1482023400
2019-12-26,1471761720
2019-12-27,1468209600
2019-12-30,1475708520
2019-12-31,1472902250
2020-01-02,1489904880
2020-01-03,1497813080
2020-01-06,1503348820
2020-01-07,1487532420
2020-01-08,1469343559
2020-01-09,1476065530
2020-01-10,1474088480
2020-01-13,1482787500
2020-01-14,1478437990
2020-01-15,1480415040
2020-01-16,1478042580
2020-01-17,1494254390
2020-01-21,1488718650
2020-01-22,1487532420
2020-01-23,1491091110
2020-01-24,1463807820
2020-01-27,1453922570
2020-01-28,1453527160
2020-01-29,1439292400
2020-01-30,1432175020
2020-01-31,1399751400
2020-02-03,1417940260
2020-02-04,1436524530
2020-02-05,1459062900
2020-02-06,1450363880
2020-02-07,1450759290
2020-02-10,1456690440
2020-02-11,1451154700
2020-02-12,1459458309
2020-02-13,1470925200
2020-02-14,1483578320
2020-02-18,1476065530
2020-02-19,1453922570
2020-02-20,1451550110
2020-02-21,1467761920
2020-02-24,1406077960
2020-02-25,1315133660
2020-02-26,1338067440
2020-02-27,1298131030
2020-02-28,1263730360
2020-03-02,1277569710
2020-03-03,1240401170
2020-03-04,1290618240
2020-03-05,1205605090
2020-03-06,1216281160
2020-03-09,1109915870
2020-03-10,1142734900
2020-03-11,1076701430
2020-03-12,1004341400
2020-03-13,1093308650
2020-03-16,892044960
2020-03-17,1145898180
2020-03-18,1034787970
2020-03-19,1071956510
2020-03-20,945820720
2020-03-23,999991890
2020-03-24,1088168320
2020-03-25,1099635210
2020-03-26,1185043770
2020-03-27,1174763110
2020-03-30,1132454240
2020-03-31,1073945900
2020-04-01,1003009990
2020-04-02,1008558050
2020-04-03,1022824490
2020-04-06,1085834600
2020-04-07,1163111150
2020-04-08,1174603560
2020-04-09,1136956010
2020-04-13,1166281470
2020-04-14,1186095970
2020-04-15,1163507440
2020-04-16,1180151620
2020-04-17,1174999850
2020-04-20,1107234260
2020-04-21,1063642360
2020-04-22,1044224150
2020-04-23,1095741850
2020-04-24,1094949270
2020-04-27,1123878440
2020-04-28,1133785690
2020-04-29,1188870000
2020-04-30,1151222450
2020-05-01,1073153319
2020-05-04,1056112850
2020-05-05,1066020100
2020-05-06,1033524319
2020-05-07,1074738480
2020-05-08,1131804240
2020-05-11,1082664280
2020-05-12,977251140
2020-05-13,948718260
2020-05-14,1004991440
2020-05-15,1024409650
2020-05-18,1080682830
2020-05-19,1037090930
2020-05-20,1075927350
2020-05-21,1074738480
2020-05-22,1073153319
2020-05-26,1097327010
2020-05-27,1128237630
2020-05-28,1112386030
2020-05-29,1092571530
2020-06-01,1100893620
2020-06-02,1132596820
2020-06-03,1203929020
2020-06-04,1212251110
2020-06-05,1252276400
2020-06-08,1293094270
2020-06-09,1251880110
2020-06-10,1196003220
2020-06-11,1129822790
2020-06-12,1151618740
2020-06-15,1161922280
2020-06-16,1204325310
2020-06-17,1178962750
2020-06-18,1172622110
2020-06-19,1162318570
2020-06-22,1171829530
2020-06-23,1155185350
2020-06-24,1106441680
2020-06-25,1119519250
2020-06-26,1075531060
2020-06-29,1106441680
2020-06-30,1145193660
2020-07-01,1126543590
2020-07-02,1118210580
2020-07-06,1136463840
2020-07-07,1092417930
2020-07-08,1112655240
2020-07-09,1083688110
2020-07-10,1096782840
2020-07-13,1079323200
2020-07-14,1076942340
2020-07-15,1109083950
2020-07-16,1098370080
2020-07-17,1118607390
2020-07-20,1096386030
2020-07-21,1078926390
2020-07-22,1107099900
2020-07-23,1112258430
2020-07-24,1095195600
2020-07-27,1089640260
2020-07-28,1081307250
2020-07-29,1095592410
2020-07-30,1092814740
2020-07-31,1080910440
2020-08-03,1051546500
2020-08-04,1063847610
2020-08-05,1070593380
2020-08-06,1069799760
2020-08-07,1069402950
2020-08-10,1090037070
2020-08-11,1102734990
2020-08-12,1099163700
2020-08-13,1086862590
2020-08-14,1089640260
2020-08-17,1088053020
2020-08-18,1067418900
2020-08-19,1052340120
2020-08-20,1066228470
2020-08-21,1084481730
2020-08-24,1097179650
2020-08-25,1130511690
2020-08-26,1127734020
2020-08-27,1131305310
2020-08-28,1145193660
2020-08-31,1119401010
2020-09-01,1129718070
2020-09-02,1145987280
2020-09-03,1154320290
2020-09-04,1158685200
2020-09-08,1169399070
2020-09-09,1169002260
2020-09-10,1148368140
2020-09-11,1126146780
2020-09-14,1152733050
2020-09-15,1158685200
2020-09-16,1165827780
2020-09-17,1131305310
2020-09-18,1103131800
2020-09-21,1045197540
2020-09-22,1033690050
2020-09-23,1040435820
2020-09-24,1041626250
2020-09-25,1061863560
2020-09-28,1091227500
2020-09-29,1090037070
2020-09-30,1092956800
2020-10-01,1114402900
2020-10-02,1139026200
2020-10-05,1142203400
2020-10-06,1170003900
2020-10-07,1171195350
2020-10-08,1214484700
2020-10-09,1204555950
2020-10-12,1222427700
2020-10-13,1234342200
2020-10-14,1248639600
2020-10-15,1242285200
2020-10-16,1237122250
2020-10-19,1213690400
2020-10-20,1224413450
2020-10-21,1218456200
2020-10-22,1228782100
2020-10-23,1239505150
2020-10-26,1229576400
2020-10-27,1207336000
2020-10-28,1200187300
2020-10-29,1250625350
2020-10-30,1240299450
2020-11-02,1251022500
2020-11-03,1245859550
2020-11-04,1249036750
2020-11-05,1309403550
2020-11-06,1275645800
2020-11-09,1401542350
2020-11-10,1382876300
2020-11-11,1376919050
2020-11-12,1351104300
2020-11-13,1389627850
2020-11-16,1399953750
2020-11-17,1392010750
2020-11-18,1379699100
2020-11-19,1390819300
2020-11-20,1399159449
2020-11-23,1405911000
2020-11-24,1436094399
2020-11-25,1441257350
2020-11-27,1431328600
2020-11-30,1423782750
2020-12-01,1443640250
2020-12-02,1422591300
2020-12-03,1438477300
2020-12-04,1463100600
2020-12-07,1454363300
2020-12-08,1466277800
2020-12-09,1453569000
2020-12-10,1449597500
2020-12-11,1436094399
2020-12-14,1435300100
2020-12-15,1457143350
2020-12-16,1459526250
2020-12-17,1487723900
2020-12-18,1486929600
2020-12-21,1469057850
2020-12-22,1465880649
2020-12-23,1464689200
2020-12-24,1495666899
2020-12-28,1492489700
2020-12-29,1480575200
2020-12-30,1483752400
2020-12-31,1480153109
2021-01-04,1440793680
2021-01-05,1456696480
2021-01-06,1507983010
2021-01-07,1502019460
2021-01-08,1513151420
2021-01-11,1491285070
2021-01-12,1499634040
2021-01-13,1494068060
2021-01-14,1513151420
2021-01-15,1503609740
2021-01-19,1540583750
2021-01-20,1541776460
2021-01-21,1546547300
2021-01-22,1591870280
2021-01-25,1573979630
2021-01-26,1555293840
2021-01-27,1472996850
2021-01-28,1453515920
2021-01-29,1420517609
2021-02-01,1432444710
2021-02-02,1455106200
2021-02-03,1456696480
2021-02-04,1503609740
2021-02-05,1519512540
2021-02-08,1546944869
2021-02-09,1548535150
2021-02-10,1533427490
2021-02-11,1554498700
2021-02-12,1550125430
2021-02-16,1528259080
2021-02-17,1515536840
2021-02-18,1515934410
2021-02-19,1579545609
2021-02-22,1588292150
2021-02-23,1575569910
2021-02-24,1562847670
2021-02-25,1489694790
2021-02-26,1505597590
2021-03-01,1527066369
2021-03-02,1489297220
2021-03-03,1471804140
2021-03-04,1366050520
2021-03-05,1387519300
2021-03-08,1363665100
2021-03-09,1329076510
2021-03-10,1327088660
2021-03-11,1362472390
2021-03-12,1382748460
2021-03-15,1402229390
2021-03-16,1376387340
2021-03-17,1386724160
2021-03-18,1386724160
2021-03-19,1358496690
2021-03-22,1361677250
2021-03-23,1341798750
2021-03-24,1314366420
2021-03-25,1347364730
2021-03-26,1346967160
2021-03-29,1321522680
2021-03-30,1333449780
2021-03-31,1343854900
2021-04-01,1364192170
2021-04-05,1384130670
2021-04-06,1388915910
2021-04-07,1381339280
2021-04-08,1384529440
2021-04-09,1401277780
2021-04-12,1408455640
2021-04-13,1399283930
2021-04-14,1414038420
2021-04-15,1466676060
2021-04-16,1499773970
2021-04-19,1479835470
2021-04-20,1468271140
2021-04-21,1473853920
2021-04-22,1454314190
2021-04-23,1460694510
2021-04-26,1463485900
2021-04-27,1435173230
2021-04-28,1443148630
2021-04-29,1432381840
2021-04-30,1408455640
2021-05-03,1422811360
2021-05-04,1435970770
2021-05-05,1433578150
2021-05-06,1457105580
2021-05-07,1473455150
2021-05-10,1500172740
2021-05-11,1489405950
2021-05-12,1455909270
2021-05-13,1480633010
2021-05-14,1496185040
2021-05-17,1475449000
2021-05-18,1467473600
2021-05-19,1490602260
2021-05-20,1518516160
2021-05-21,1511338300
2021-05-24,1532074340
2021-05-25,1508546910
2021-05-26,1534865730
2021-05-27,1557994390
2021-05-28,1567166100
2021-06-01,1591092300
2021-06-02,1588699680
2021-06-03,1573147650
2021-06-04,1549620220
2021-06-07,1543239900
2021-06-08,1564374709
2021-06-09,1550816530
2021-06-10,1542841130
2021-06-11,1556798080
2021-06-14,1537657120
2021-06-15,1534068190
2021-06-16,1558791930
2021-06-17,1573546420
2021-06-18,1554006690
2021-06-21,1593086150
2021-06-22,1584313209
2021-06-23,1608638180
2021-06-24,1604650480
2021-06-25,1597472620
2021-06-28,1575141500
2021-06-29,1563975940
2021-06-30,1552467800
2021-07-01,1543681000
2021-07-02,1500545800
2021-07-06,1497750000
2021-07-07,1494554800
2021-07-08,1478179400
2021-07-09,1506936199
2021-07-12,1488963200
2021-07-13,1456212400
2021-07-14,1457810000
2021-07-15,1456212400
2021-07-16,1446227400
2021-07-19,1401894000
2021-07-20,1449422600
2021-07-21,1484170399
2021-07-22,1478179400
2021-07-23,1485768000
2021-07-26,1499747000
2021-07-27,1512128400
2021-07-28,1511329600
2021-07-29,1561254600
2021-07-30,1589212600
2021-08-02,1557660000
2021-08-03,1568843200
2021-08-04,1588813200
2021-08-05,1609182600
2021-08-06,1596401800
2021-08-09,1590810200
2021-08-10,1594404800
2021-08-11,1589612000
2021-08-12,1588813200
2021-08-13,1604389800
2021-08-16,1607585000
2021-08-17,1572837200
2021-08-18,1538888200
2021-08-19,1525708000
2021-08-20,1554464800
2021-08-23,1548473800
2021-08-24,1549672000
2021-08-25,1536491800
2021-08-26,1516921199
2021-08-27,1569642000
2021-08-30,1567645000
2021-08-31,1566446800
2021-09-01,1585618000
2021-09-02,1579227600
2021-09-03,1610780200
2021-09-07,1616371800
2021-09-08,1614774200
2021-09-09,1594804200
2021-09-10,1573636000
2021-09-13,1592407800
2021-09-14,1572038400
2021-09-15,1581224600
2021-09-16,1590011400
2021-09-17,1573636000
2021-09-20,1537690000
2021-09-21,1542882200
2021-09-22,1571639000
2021-09-23,1581224600
2021-09-24,1589212600
2021-09-27,1580825200
2021-09-28,1590011400
2021-09-29,1629152600
2021-09-30,1623865740
2021-10-01,1655847340
2021-10-04,1668240209
2021-10-05,1728605480
2021-10-06,1725807090
2021-10-07,1752991450
2021-10-08,1729405020
2021-10-11,1751392370
2021-10-12,1760187310
2021-10-13,1757388920
2021-10-14,1782974200
2021-10-15,1779776040
2021-10-18,1784973050
2021-10-19,1780575580
2021-10-20,1820152810
2021-10-21,1822551430
2021-10-22,1845738090
2021-10-25,1877319920
2021-10-26,1884915550
2021-10-27,1872922450
2021-10-28,1916497380
2021-10-29,1882916700
2021-11-01,1836143610
2021-11-02,1803762240
2021-11-03,1852933950
2021-11-04,1864927050
2021-11-05,1992053910
2021-11-08,1986057360
2021-11-09,1983258970
2021-11-10,1899707040
2021-11-11,1896508880
2021-11-12,1924093010
2021-11-15,1927291170
2021-11-16,1902505430
2021-11-17,1868125209
2021-11-18,1861329120
2021-11-19,1872922450
2021-11-22,1883716240
2021-11-23,1894909800
2021-11-24,1910500830
2021-11-26,1798565230
2021-11-29,1800963850
2021-11-30,1713014450
2021-12-01,1721409620
2021-12-02,1817354420
2021-12-03,1820952350
2021-12-06,1863327970
2021-12-07,1865326819
2021-12-08,1869324520
2021-12-09,1855332569
2021-12-10,1897708190
2021-12-13,1952476680
2021-12-14,1916097610
2021-12-15,1918896000
2021-12-16,1874921300
2021-12-17,1834144760
2021-12-20,1832145910
2021-12-21,1942482430
2021-12-22,1989255520
2021-12-23,2008044709
2021-12-27,2040825850
2021-12-28,2051219870
2021-12-29,2064812050
2021-12-30,2062013660
2021-12-31,2057833940
2022-01-03,2015445600
2022-01-04,2046637020
2022-01-05,1976256380
2022-01-06,1980255280
2022-01-07,1951863090
2022-01-10,1929069360
2022-01-11,1951463200
2022-01-12,1961860340
2022-01-13,1963060010
2022-01-14,1953862540
2022-01-18,1931868590
2022-01-19,1895878489
2022-01-20,1854689820
2022-01-21,1858688719
2022-01-24,1884681570
2022-01-25,1809502250
2022-01-26,1810701920
2022-01-27,1765114460
2022-01-28,1798705219
2022-01-31,1871885090
2022-02-01,1854289930
2022-02-02,1885081460
2022-02-03,1879882890
2022-02-04,1866686520
2022-02-07,1862687620
2022-02-08,1890280030
2022-02-09,1916272880
2022-02-10,1891079810
2022-02-11,1878283330
2022-02-14,1859888390
2022-02-15,1897078160
2022-02-16,1924270680
2022-02-17,1894278930
2022-02-18,1953862540
2022-02-22,1997050660
2022-02-23,1901077060
2022-02-24,1918272330
2022-02-25,1995051210
2022-02-28,1988652969
2022-03-01,1933468150
2022-03-02,1987053410
2022-03-03,1989852640
2022-03-04,1939066610
2022-03-07,1814700820
2022-03-08,1796305880
2022-03-09,1837894440
2022-03-10,1805903239
2022-03-11,1811901590
2022-03-14,1840693670
2022-03-15,1851890590
2022-03-16,1927469800
2022-03-17,1946264630
2022-03-18,1956261880
2022-03-21,1945864739
2022-03-22,1953062760
2022-03-23,1918272330
2022-03-24,1930269030
2022-03-25,1975056710
2022-03-28,1967458800
2022-03-29,2034640320
2022-03-30,2033840540
2022-03-31,2109728640
2022-04-01,2255102880
2022-04-04,2241486560
2022-04-05,2275927840
2022-04-06,2268719200
2022-04-07,2062872480
2022-04-08,2081695039
2022-04-11,2157385760
2022-04-12,2142167520
2022-04-13,2160990080
2022-04-14,2112932480
2022-04-18,2074085920
2022-04-19,2100918080
2022-04-20,2092508000
2022-04-21,2064874880
2022-04-22,1911090560
2022-04-25,1876649280
2022-04-26,1823385440
2022-04-27,1815776320
2022-04-28,1845812320
2022-04-29,1793749920
2022-05-02,1794550880
2022-05-03,1828191200
2022-05-04,1838603679
2022-05-05,1746493280
2022-05-06,1712452480
2022-05-09,1655183840
2022-05-10,1647174240
2022-05-11,1581495520
2022-05-12,1625948800
2022-05-13,1669601120
2022-05-16,1658788160
2022-05-17,1675608320
2022-05-18,1569481120
2022-05-19,1609929600
2022-05-20,1640366080
2022-05-23,1654382880
2022-05-24,1619941600
2022-05-25,1637562720
2022-05-26,1657987200
2022-05-27,1681615520
2022-05-31,1677210240
2022-06-01,1609128640
2022-06-02,1640766560
2022-06-03,1599116640
2022-06-06,1604322880
2022-06-07,1622744960
2022-06-08,1575888800
2022-06-09,1539044640
2022-06-10,1519421120
2022-06-13,1426509760
2022-06-14,1431315520
2022-06-15,1476569760
2022-06-16,1414895840
2022-06-17,1433718400
2022-06-21,1433317920
2022-06-22,1421303520
2022-06-23,1458548160
2022-06-24,1498596160
2022-06-27,1478572160
2022-06-28,1468960640
2022-06-29,1471363520
2022-06-30,1482781140
2022-07-01,1512845640
2022-07-05,1509237900
2022-07-06,1464742440
2022-07-07,1475164800
2022-07-08,1467147600
2022-07-11,1463940720
2022-07-12,1483182000
2022-07-13,1459531259
2022-07-14,1449108900
2022-07-15,1488794040
2022-07-18,1490798340
2022-07-19,1531285200
2022-07-20,1532888640
2022-07-21,1554935940
2022-07-22,1542108420
2022-07-25,1538500680
2022-07-26,1553332500
2022-07-27,1591414200
2022-07-28,1619073540
2022-07-29,1640319120
2022-08-01,1633103640
2022-08-02,1597827960
2022-08-03,1631901060
2022-08-04,1618271820
2022-08-05,1585802160
2022-08-08,1620676980
2022-08-09,1587806460
2022-08-10,1581793560
2022-08-11,1603440000
2022-08-12,1635508800
2022-08-15,1640319120
2022-08-16,1630297620
2022-08-17,1623082140
2022-08-18,1647935460
2022-08-19,1630297620
2022-08-22,1563754860
2022-08-23,1571371200
2022-08-24,1558142820
2022-08-25,1606246020
2022-08-26,1542509279
2022-08-29,1536095520
2022-08-30,1521263700
2022-08-31,1498414680
2022-09-01,1487190600
2022-09-02,1465945020
2022-09-06,1433475360
2022-09-07,1483182000
2022-09-08,1499617259
2022-09-09,1532487779
2022-09-12,1550125620
2022-09-13,1485186300
2022-09-14,1502423279
2022-09-15,1489595759
2022-09-16,1486789740
2022-09-19,1475164800
2022-09-20,1453117500
2022-09-21,1430669340
2022-09-22,1406216880
2022-09-23,1354505940
2022-09-26,1301592420
2022-09-27,1272329640
2022-09-28,1290368340
2022-09-29,1279144260
2022-09-30,1293531580
2022-10-03,1303791440
2022-10-04,1364166770
2022-10-05,1349171590
2022-10-06,1349171590
2022-10-07,1304580660
2022-10-10,1327073430
2022-10-11,1342068610
2022-10-12,1344436270
2022-10-13,1375610460
2022-10-14,1363377550
2022-10-17,1399681670
2022-10-18,1406784650
2022-10-19,1354696130
2022-10-20,1353117690
2022-10-21,1392578690
2022-10-24,1404022380
2022-10-25,1439931890
2022-10-26,1439931890
2022-10-27,1441115720
2022-10-28,1458873170
2022-10-31,1453743240
2022-11-01,1465186930
2022-11-02,1404416990
2022-11-03,1363377550
2022-11-04,1368507480
2022-11-07,1394946350
2022-11-08,1362193720
2022-11-09,1337333290
2022-11-10,1458873170
2022-11-11,1501885660
2022-11-14,1479392890
2022-11-15,1485706650
2022-11-16,1468343810
2022-11-17,1441510330
2022-11-18,1428488200
2022-11-21,1449007920
2022-11-22,1473473740
2022-11-23,1482549770
2022-11-25,1486101259
2022-11-28,1437169620
2022-11-29,1447824090
2022-11-30,1469527640
2022-12-01,1476630620
2022-12-02,1471106080
2022-12-05,1403627770
2022-12-06,1383897270
2022-12-07,1381135000
2022-12-08,1371664360
2022-12-09,1373242800
2022-12-12,1404811600
2022-12-13,1430066640
2022-12-14,1402443940
2022-12-15,1360220670
2022-12-16,1338911730
2022-12-19,1347198540
2022-12-20,1348776980
2022-12-21,1363377550
2022-12-22,1349566200
2022-12-23,1377583509
2022-12-27,1370085920
2022-12-28,1347593150
2022-12-29,1389421810
2022-12-30,1359431450
2023-01-03,1373568000
2023-01-04,1406496000
2023-01-05,1362984000
2023-01-06,1408064000
2023-01-09,1420215999
2023-01-10,1423352000
2023-01-11,1453928000
2023-01-12,1467648000
2023-01-13,1475488000
2023-01-17,1471176000
2023-01-18,1479015999
2023-01-19,1482544000
2023-01-20,1494304000
2023-01-23,1503320000
2023-01-24,1479800000
2023-01-25,1491560000
2023-01-26,1499400000
2023-01-27,1438640000
2023-01-30,1406104000
2023-01-31,1420608000
2023-02-01,1423744000
2023-02-02,1456671999
2023-02-03,1451968000
2023-02-06,1444128000
2023-02-07,1447264000
2023-02-08,1398656000
2023-02-09,1402576000
2023-02-10,1406104000
2023-02-13,1435504000
2023-02-14,1440600000
2023-02-15,1428448000
2023-02-16,1384544000
2023-02-17,1406496000
2023-02-21,1354752000
2023-02-22,1359064000
2023-02-23,1359848000
2023-02-24,1330056000
2023-02-27,1350048000
2023-02-28,1347304000
2023-03-01,1351615999
2023-03-02,1359064000
2023-03-03,1391600000
2023-03-06,1328488000
2023-03-07,1308888000
2023-03-08,1327312000
2023-03-09,1310064000
2023-03-10,1260280000
2023-03-13,1221080000
2023-03-14,1214808000
2023-03-15,1212848000
2023-03-16,1223432000
2023-03-17,1206968000
2023-03-20,1208536000
2023-03-21,1230488000
2023-03-22,1177960000
2023-03-23,1163848000
2023-03-24,1182272000
2023-03-27,1199128000
