,LPX
2018-09-19,4132500000
2018-09-20,4078350000
2018-09-21,4025625000
2018-09-24,4004250000
2018-09-25,3901650000
2018-09-26,3888825000
2018-09-27,3873150000
2018-09-28,3774825000
2018-10-01,3721199999
2018-10-02,3661000000
2018-10-03,3535000000
2018-10-04,3519600000
2018-10-05,3467800000
2018-10-08,3474800000
2018-10-09,3292800000
2018-10-10,3316600000
2018-10-11,3259200000
2018-10-12,3162600000
2018-10-15,3234000000
2018-10-16,3287200000
2018-10-17,3129000000
2018-10-18,3054800000
2018-10-19,3052000000
2018-10-22,3071600000
2018-10-23,3091199999
2018-10-24,3035200000
2018-10-25,3133200000
2018-10-26,2998800000
2018-10-29,2956800000
2018-10-30,2980600000
2018-10-31,3047800000
2018-11-01,3245200000
2018-11-02,3250800000
2018-11-05,3208800000
2018-11-06,3283000000
2018-11-07,3417400000
2018-11-08,3358600000
2018-11-09,3281600000
2018-11-12,3305400000
2018-11-13,3281600000
2018-11-14,3292800000
2018-11-15,3214400000
2018-11-16,3203200000
2018-11-19,3180800000
2018-11-20,3208800000
2018-11-21,3257800000
2018-11-23,3245200000
2018-11-26,3231199999
2018-11-27,3187800000
2018-11-28,3227000000
2018-11-29,3220000000
2018-11-30,3200400000
2018-12-03,3232600000
2018-12-04,3067400000
2018-12-06,3172400000
2018-12-07,3066000000
2018-12-10,2982000000
2018-12-11,2980600000
2018-12-12,2975000000
2018-12-13,2955400000
2018-12-14,2991800000
2018-12-17,2907800000
2018-12-18,2944200000
2018-12-19,2930200000
2018-12-20,2872800000
2018-12-21,2940000000
2018-12-24,2906400000
2018-12-26,3014200000
2018-12-27,3063200000
2018-12-28,3064600000
2018-12-31,2910820000
2019-01-02,2778510000
2019-01-03,2840080000
2019-01-04,2922610000
2019-01-07,2965840000
2019-01-08,2985490000
2019-01-09,3052300000
2019-01-10,3134830000
2019-01-11,3119110000
2019-01-14,3108630000
2019-01-15,3087670000
2019-01-16,3056230000
2019-01-17,3103390000
2019-01-18,3153170000
2019-01-22,3045750000
2019-01-23,2998590000
2019-01-24,3100770000
2019-01-25,3145310000
2019-01-28,3158410000
2019-01-29,3154480000
2019-01-30,3181990000
2019-01-31,3193780000
2019-02-01,3221290000
2019-02-04,3171510000
2019-02-05,3181990000
2019-02-06,3142690000
2019-02-07,3161030000
2019-02-08,3132210000
2019-02-11,3145310000
2019-02-12,3179370000
2019-02-13,3487220000
2019-02-14,3487220000
2019-02-15,3509490000
2019-02-19,3417790000
2019-02-20,3467570000
2019-02-21,3474120000
2019-02-22,3467570000
2019-02-25,3407310000
2019-02-26,3360150000
2019-02-27,3365390000
2019-02-28,3310370000
2019-03-01,3336570000
2019-03-04,3298580000
2019-03-05,3260590000
2019-03-06,3259280000
2019-03-07,3246180000
2019-03-08,3309060000
2019-03-11,3370630000
2019-03-12,3280240000
2019-03-13,3210810000
2019-03-14,3202950000
2019-03-15,3226530000
2019-03-18,3240940000
2019-03-19,3235700000
2019-03-20,3163650000
2019-03-21,3201640000
2019-03-22,3116490000
2019-03-25,3109940000
2019-03-26,3134830000
2019-03-27,3171510000
2019-03-28,3239630000
2019-03-29,3193780000
2019-04-01,3002430000
2019-04-02,2967990000
2019-04-03,2976600000
2019-04-04,2975370000
2019-04-05,3126660000
2019-04-08,3106980000
2019-04-09,3084840000
2019-04-10,3068850000
2019-04-11,3099600000
2019-04-12,3072540000
2019-04-15,3111900000
2019-04-16,3099600000
2019-04-17,3035640000
2019-04-18,3040560000
2019-04-22,2938470000
2019-04-23,2953230000
2019-04-24,2961840000
2019-04-25,2990130000
2019-04-26,3049170000
2019-04-29,3044250000
2019-04-30,3081150000
2019-05-01,3047940000
2019-05-02,3041790000
2019-05-03,3127890000
2019-05-06,3122970000
2019-05-07,2976600000
2019-05-08,3017190000
2019-05-09,3063930000
2019-05-10,3055320000
2019-05-13,2981520000
2019-05-14,2990130000
2019-05-15,3015960000
2019-05-16,2988900000
2019-05-17,2953230000
2019-05-20,2889270000
2019-05-21,2943390000
2019-05-22,2873280000
2019-05-23,2816700000
2019-05-24,2821620000
2019-05-28,2794560000
2019-05-29,2825310000
2019-05-30,2799480000
2019-05-31,2806860000
2019-06-03,2842530000
2019-06-04,2913870000
2019-06-05,2908950000
2019-06-06,2936010000
2019-06-07,2926170000
2019-06-10,2955690000
2019-06-11,2949540000
2019-06-12,3025800000
2019-06-13,3059010000
2019-06-14,3158640000
2019-06-17,3138960000
2019-06-18,3137730000
2019-06-19,3084840000
2019-06-20,3129120000
2019-06-21,3110670000
2019-06-24,3143880000
2019-06-25,3153720000
2019-06-26,3153720000
2019-06-27,3194310000
2019-06-28,3225060000
2019-07-01,3191980000
2019-07-02,3199240000
2019-07-03,3224650000
2019-07-05,3218600000
2019-07-08,3199240000
2019-07-09,3168990000
2019-07-10,3135110000
2019-07-11,3123010000
2019-07-12,3129060000
2019-07-15,3166570000
2019-07-16,3171410000
2019-07-17,3135110000
2019-07-18,3152050000
2019-07-19,3149630000
2019-07-22,3147210000
2019-07-23,3156890000
2019-07-24,3204080000
2019-07-25,3184720000
2019-07-26,3217390000
2019-07-29,3193190000
2019-07-30,3236750000
2019-07-31,3162940000
2019-08-01,3110910000
2019-08-02,3052830000
2019-08-05,3003220000
2019-08-06,2795100000
2019-08-07,2732180000
2019-08-08,2779370000
2019-08-09,2756380000
2019-08-12,2671680000
2019-08-13,2766060000
2019-08-14,2733390000
2019-08-15,2753960000
2019-08-16,2820510000
2019-08-19,2768480000
2019-08-20,2716450000
2019-08-21,2747910000
2019-08-22,2732180000
2019-08-23,2653530000
2019-08-26,2724920000
2019-08-27,2705560000
2019-08-28,2789050000
2019-08-29,2864070000
2019-08-30,2908840000
2019-09-03,2795100000
2019-09-04,2809620000
2019-09-05,2821720000
2019-09-06,2821720000
2019-09-09,2862860000
2019-09-10,2905210000
2019-09-11,3006850000
2019-09-12,3012900000
2019-09-13,3040730000
2019-09-16,2995960000
2019-09-17,2998380000
2019-09-18,3008060000
2019-09-19,3044360000
2019-09-20,3032260000
2019-09-23,2998380000
2019-09-24,3018950000
2019-09-25,3089130000
2019-09-26,3049200000
2019-09-27,3012900000
2019-09-30,2826700000
2019-10-01,2749650000
2019-10-02,2704800000
2019-10-03,2749650000
2019-10-04,2768050000
2019-10-07,2776100000
2019-10-08,2773800000
2019-10-09,2778400000
2019-10-10,2792200000
2019-10-11,2862350000
2019-10-14,2876150000
2019-10-15,2876150000
2019-10-16,3048650000
2019-10-17,3090050000
2019-10-18,3156750000
2019-10-21,3132600000
2019-10-22,3253350000
2019-10-23,3328100000
2019-10-24,3314300000
2019-10-25,3407450000
2019-10-28,3343050000
2019-10-29,3323500000
2019-10-30,3355700000
2019-10-31,3361450000
2019-11-01,3435050000
2019-11-04,3446550000
2019-11-05,3302800000
2019-11-06,3424700000
2019-11-07,3358000000
2019-11-08,3352250000
2019-11-11,3392500000
2019-11-12,3404000000
2019-11-13,3360300000
2019-11-14,3344200000
2019-11-15,3302800000
2019-11-18,3345350000
2019-11-19,3358000000
2019-11-20,3360300000
2019-11-21,3336150000
2019-11-22,3382150000
2019-11-25,3417800000
2019-11-26,3421250000
2019-11-27,3437350000
2019-11-29,3410900000
2019-12-02,3337300000
2019-12-03,3317750000
2019-12-04,3335000000
2019-12-05,3362600000
2019-12-06,3310850000
2019-12-09,3286700000
2019-12-10,3298200000
2019-12-11,3283250000
2019-12-12,3332700000
2019-12-13,3277500000
2019-12-16,3278650000
2019-12-17,3302800000
2019-12-18,3315450000
2019-12-19,3412050000
2019-12-20,3406300000
2019-12-23,3425850000
2019-12-24,3422400000
2019-12-26,3475300000
2019-12-27,3441950000
2019-12-30,3405150000
2019-12-31,3323040000
2020-01-02,3346560000
2020-01-03,3332000000
2020-01-06,3394720000
2020-01-07,3371200000
2020-01-08,3444000000
2020-01-09,3473120000
2020-01-10,3476480000
2020-01-13,3479840000
2020-01-14,3491040000
2020-01-15,3528000000
2020-01-16,3539200000
2020-01-17,3570560000
2020-01-21,3465280000
2020-01-22,3488800000
2020-01-23,3482080000
2020-01-24,3479840000
2020-01-27,3482080000
2020-01-28,3506720000
2020-01-29,3487680000
2020-01-30,3452960000
2020-01-31,3436160000
2020-02-03,3492160000
2020-02-04,3482080000
2020-02-05,3557120000
2020-02-06,3556000000
2020-02-07,3566080000
2020-02-10,3570560000
2020-02-11,3704960000
2020-02-12,3784480000
2020-02-13,3777759999
2020-02-14,3828160000
2020-02-18,3731840000
2020-02-19,3744160000
2020-02-20,3801279999
2020-02-21,3806880000
2020-02-24,3694880000
2020-02-25,3568320000
2020-02-26,3449600000
2020-02-27,3256960000
2020-02-28,3186400000
2020-03-02,3346560000
2020-03-03,3260320000
2020-03-04,3436160000
2020-03-05,3254720000
2020-03-06,3046400000
2020-03-09,2654400000
2020-03-10,2712640000
2020-03-11,2464000000
2020-03-12,2029440000
2020-03-13,2319520000
2020-03-16,1865920000
2020-03-17,1861440000
2020-03-18,1598240000
2020-03-19,1786400000
2020-03-20,1600480000
2020-03-23,1568000000
2020-03-24,1984639999
2020-03-25,2087680000
2020-03-26,2039520000
2020-03-27,1970080000
2020-03-30,1988000000
2020-03-31,1924160000
2020-04-01,1690080000
2020-04-02,1636320000
2020-04-03,1552320000
2020-04-06,1778560000
2020-04-07,1785280000
2020-04-08,1966719999
2020-04-09,2057440000
2020-04-13,1964480000
2020-04-14,1989120000
2020-04-15,1870400000
2020-04-16,1825600000
2020-04-17,1955520000
2020-04-20,1871520000
2020-04-21,1806560000
2020-04-22,1840160000
2020-04-23,1887200000
2020-04-24,1967840000
2020-04-27,2065280000
2020-04-28,2178400000
2020-04-29,2367680000
2020-04-30,2240000000
2020-05-01,2185120000
2020-05-04,2196320000
2020-05-05,2196320000
2020-05-06,2275840000
2020-05-07,2241120000
2020-05-08,2452800000
2020-05-11,2375520000
2020-05-12,2271360000
2020-05-13,2156000000
2020-05-14,2150400000
2020-05-15,2218720000
2020-05-18,2439360000
2020-05-19,2466240000
2020-05-20,2560320000
2020-05-21,2518880000
2020-05-22,2587200000
2020-05-26,2696960000
2020-05-27,2775360000
2020-05-28,2686880000
2020-05-29,2644320000
2020-06-01,2700320000
2020-06-02,2810080000
2020-06-03,2886240000
2020-06-04,2864960000
2020-06-05,3030720000
2020-06-08,3020640000
2020-06-09,2899680000
2020-06-10,2819040000
2020-06-11,2525600000
2020-06-12,2579360000
2020-06-15,2689120000
2020-06-16,2739520000
2020-06-17,2710400000
2020-06-18,2684640000
2020-06-19,2728320000
2020-06-22,2770880000
2020-06-23,2805600000
2020-06-24,2675680000
2020-06-25,2656640000
2020-06-26,2661120000
2020-06-29,2811200000
2020-06-30,2872800000
2020-07-01,2769760000
2020-07-02,2853760000
2020-07-06,2944480000
2020-07-07,2923200000
2020-07-08,2957920000
2020-07-09,2894080000
2020-07-10,3022880000
2020-07-13,2997120000
2020-07-14,3113600000
2020-07-15,3222240000
2020-07-16,3245760000
2020-07-17,3324160000
2020-07-20,3264800000
2020-07-21,3256960000
2020-07-22,3329760000
2020-07-23,3349920000
2020-07-24,3431680000
2020-07-27,3592960000
2020-07-28,3510080000
2020-07-29,3612000000
2020-07-30,3571680000
2020-07-31,3547040000
2020-08-03,3516800000
2020-08-04,3457440000
2020-08-05,3455200000
2020-08-06,3391360000
2020-08-07,3515680000
2020-08-10,3460800000
2020-08-11,3472000000
2020-08-12,3553760000
2020-08-13,3571680000
2020-08-14,3585120000
2020-08-17,3660160000
2020-08-18,3692640000
2020-08-19,3732960000
2020-08-20,3692640000
2020-08-21,3754240000
2020-08-24,3732960000
2020-08-25,3657919999
2020-08-26,3672480000
2020-08-27,3694880000
2020-08-28,3795680000
2020-08-31,3689279999
2020-09-01,3752000000
2020-09-02,3772160000
2020-09-03,3567200000
2020-09-04,3543680000
2020-09-08,3448480000
2020-09-09,3592960000
2020-09-10,3542560000
2020-09-11,3516800000
2020-09-14,3688160000
2020-09-15,3652320000
2020-09-16,3582880000
2020-09-17,3566080000
2020-09-18,3486560000
2020-09-21,3337600000
2020-09-22,3412640000
2020-09-23,3296160000
2020-09-24,3332000000
2020-09-25,3335360000
2020-09-28,3502240000
2020-09-29,3389120000
2020-09-30,3216590000
2020-10-01,3251470000
2020-10-02,3223130000
2020-10-05,3301610000
2020-10-06,3237300000
2020-10-07,3448760000
2020-10-08,3477100000
2020-10-09,3454210000
2020-10-12,3469470000
2020-10-13,3370280000
2020-10-14,3394260000
2020-10-15,3353930000
2020-10-16,3347390000
2020-10-19,3350660000
2020-10-20,3426960000
2020-10-21,3426960000
2020-10-22,3385540000
2020-10-23,3397530000
2020-10-26,3236210000
2020-10-27,3121760000
2020-10-28,3041100000
2020-10-29,3082520000
2020-10-30,3115220000
2020-11-02,3255830000
2020-11-03,3484730000
2020-11-04,3422600000
2020-11-05,3413880000
2020-11-06,3279810000
2020-11-09,3140290000
2020-11-10,3289620000
2020-11-11,3372460000
2020-11-12,3244930000
2020-11-13,3395350000
2020-11-16,3530510000
2020-11-17,3651500000
2020-11-18,3630790000
2020-11-19,3785569999
2020-11-20,3701640000
2020-11-23,3846610000
2020-11-24,3815000000
2020-11-25,3810640000
2020-11-27,3688560000
2020-11-30,3731069999
2020-12-01,3745240000
2020-12-02,3728890000
2020-12-03,3949069999
2020-12-04,4005750000
2020-12-07,4040630000
2020-12-08,4095130000
2020-12-09,4201949999
2020-12-10,4241189999
2020-12-11,4333840000
2020-12-14,4297870000
2020-12-15,4182329999
2020-12-16,4134370000
2020-12-17,4232470000
2020-12-18,4162709999
2020-12-21,4164890000
2020-12-22,4095130000
2020-12-23,4171430000
2020-12-24,4224840000
2020-12-28,4082050000
2020-12-29,3994850000
2020-12-30,4091860000
2020-12-31,3940020000
2021-01-04,3914580000
2021-01-05,4009980000
2021-01-06,4230459999
2021-01-07,4279219999
2021-01-08,4073580000
2021-01-11,4087360000
2021-01-12,3989840000
2021-01-13,4030120000
2021-01-14,4071459999
2021-01-15,4023760000
2021-01-19,4049200000
2021-01-20,4117040000
2021-01-21,4189120000
2021-01-22,4243180000
2021-01-25,4304660000
2021-01-26,4303600000
2021-01-27,4054500000
2021-01-28,4145660000
2021-01-29,4029060000
2021-02-01,4254840000
2021-02-02,4251660000
2021-02-03,4353420000
2021-02-04,4384160000
2021-02-05,4423380000
2021-02-08,4467900000
2021-02-09,4423380000
2021-02-10,4467900000
2021-02-11,4490160000
2021-02-12,4613120000
2021-02-16,4647040000
2021-02-17,4806040000
2021-02-18,4762580000
2021-02-19,5012740000
2021-02-22,5018040000
2021-02-23,4793320000
2021-02-24,5064680000
2021-02-25,5002140000
2021-02-26,5046660000
2021-03-01,5196120000
2021-03-02,5041360000
2021-03-03,5004260000
2021-03-04,4894020000
2021-03-05,5133580000
2021-03-08,5268200000
2021-03-09,5293640000
2021-03-10,5353000000
2021-03-11,5495040000
2021-03-12,5557580000
2021-03-15,5775940000
2021-03-16,5721880000
2021-03-17,5831060000
2021-03-18,5714460000
2021-03-19,5712340000
2021-03-22,5782300000
2021-03-23,5469600000
2021-03-24,5344520000
2021-03-25,5693260000
2021-03-26,5941300000
2021-03-29,5711280000
2021-03-30,5775940000
2021-03-31,5601460000
2021-04-01,5739830000
2021-04-05,6022630000
2021-04-06,6091310000
2021-04-07,6067070000
2021-04-08,6223620000
2021-04-09,6221600000
2021-04-12,6355930000
2021-04-13,6402390000
2021-04-14,6506420000
2021-04-15,6602370000
2021-04-16,6737709999
2021-04-19,6816489999
2021-04-20,6557930000
2021-04-21,6413500000
2021-04-22,6480160000
2021-04-23,6827599999
2021-04-26,6876080000
2021-04-27,7125550000
2021-04-28,6966980000
2021-04-29,6894260000
2021-04-30,6653880000
2021-05-03,6775080000
2021-05-04,7282099999
2021-05-05,7045760000
2021-05-06,6993239999
2021-05-07,7345730000
2021-05-10,7428550000
2021-05-11,7089190000
2021-05-12,6479150000
2021-05-13,6644790000
2021-05-14,6650849999
2021-05-17,6525610000
2021-05-18,6524599999
2021-05-19,6598330000
2021-05-20,6666000000
2021-05-21,6580150000
2021-05-24,6565000000
2021-05-25,6538739999
2021-05-26,6745790000
2021-05-27,6873050000
2021-05-28,6788209999
2021-06-01,6957890000
2021-06-02,6612470000
2021-06-03,6558940000
2021-06-04,6586209999
2021-06-07,6280180000
2021-06-08,6412490000
2021-06-09,6414510000
2021-06-10,6050910000
2021-06-11,5919610000
2021-06-14,5904460000
2021-06-15,5935770000
2021-06-16,5869110000
2021-06-17,5731750000
2021-06-18,5631760000
2021-06-21,5811540000
2021-06-22,5861030000
2021-06-23,5876180000
2021-06-24,5971120000
2021-06-25,5865070000
2021-06-28,5846890000
2021-06-29,5837800000
2021-06-30,5667260000
2021-07-01,5687000000
2021-07-02,5677600000
2021-07-06,5302540000
2021-07-07,5476440000
2021-07-08,5452000000
2021-07-09,5629660000
2021-07-12,5608980000
2021-07-13,5389020000
2021-07-14,5355180000
2021-07-15,5200080000
2021-07-16,4956620000
2021-07-19,4823140000
2021-07-20,4929360000
2021-07-21,5100440000
2021-07-22,5030880000
2021-07-23,5052500000
2021-07-26,5081640000
2021-07-27,5103260000
2021-07-28,5154020000
2021-07-29,5280920000
2021-07-30,5211360000
2021-08-02,5076000000
2021-08-03,5200080000
2021-08-04,5201960000
2021-08-05,5206660000
2021-08-06,5352360000
2021-08-09,5261180000
2021-08-10,5435080000
2021-08-11,5541300000
2021-08-12,5680420000
2021-08-13,5540360000
2021-08-16,5436020000
2021-08-17,5265880000
2021-08-18,5395600000
2021-08-19,5361760000
2021-08-20,5493360000
2021-08-23,5579840000
2021-08-24,5676660000
2021-08-25,5876880000
2021-08-26,5904140000
2021-08-27,6093079999
2021-08-30,6141960000
2021-08-31,5963360000
2021-09-01,5914480000
2021-09-02,5958660000
2021-09-03,6037620000
2021-09-07,5948320000
2021-09-08,5963360000
2021-09-09,5879700000
2021-09-10,5919180000
2021-09-13,5819540000
2021-09-14,5672900000
2021-09-15,5716140000
2021-09-16,5734940000
2021-09-17,5737760000
2021-09-20,5577960000
2021-09-21,5530020000
2021-09-22,5637180000
2021-09-23,5798860000
2021-09-24,5786640000
2021-09-27,5993440000
2021-09-28,5931400000
2021-09-29,5991560000
2021-09-30,5400560000
2021-10-01,5505280000
2021-10-04,5380320000
2021-10-05,5436640000
2021-10-06,5351280000
2021-10-07,5463040000
2021-10-08,5406720000
2021-10-11,5621440000
2021-10-12,5786880000
2021-10-13,5872240000
2021-10-14,5838799999
2021-10-15,5845840000
2021-10-18,5842320000
2021-10-19,5641680000
2021-10-20,5740240000
2021-10-21,5711200000
2021-10-22,5665440000
2021-10-25,5813280000
2021-10-26,5561600000
2021-10-27,5319600000
2021-10-28,5415520000
2021-10-29,5185840000
2021-11-01,5300240000
2021-11-02,5652240000
2021-11-03,5913600000
2021-11-04,5895120000
2021-11-05,5781600000
2021-11-08,5688320000
2021-11-09,5731440000
2021-11-10,5646080000
2021-11-11,5780720000
2021-11-12,5934720000
2021-11-15,5879280000
2021-11-16,5889840000
2021-11-17,5890720000
2021-11-18,6025360000
2021-11-19,6160880000
2021-11-22,6353600000
2021-11-23,6223360000
2021-11-24,6286720000
2021-11-26,6080799999
2021-11-29,5952320000
2021-11-30,5750799999
2021-12-01,5866960000
2021-12-02,6203120000
2021-12-03,6214560000
2021-12-06,6292880000
2021-12-07,6535760000
2021-12-08,6548080000
2021-12-09,6570080000
2021-12-10,6810320000
2021-12-13,6638720000
2021-12-14,6486479999
2021-12-15,6666880000
2021-12-16,6654560000
2021-12-17,6575360000
2021-12-20,6333360000
2021-12-21,6465360000
2021-12-22,6713520000
2021-12-23,6722320000
2021-12-27,6941440000
2021-12-28,6871920000
2021-12-29,6926479999
2021-12-30,6832320000
2021-12-31,6738099999
2022-01-03,6707140000
2022-01-04,6613400000
2022-01-05,6452580000
2022-01-06,6458599999
2022-01-07,6309820000
2022-01-10,6315840000
2022-01-11,6393240000
2022-01-12,6598780000
2022-01-13,6699400000
2022-01-14,6501599999
2022-01-18,6026880000
2022-01-19,5890140000
2022-01-20,5669980000
2022-01-21,5519480000
2022-01-24,5797260000
2022-01-25,5688900000
2022-01-26,5544420000
2022-01-27,5411120000
2022-01-28,5583120000
2022-01-31,5713840000
2022-02-01,5903900000
2022-02-02,6038059999
2022-02-03,5920240000
2022-02-04,5858320000
2022-02-07,5838540000
2022-02-08,6074180000
2022-02-09,6149000000
2022-02-10,5900460000
2022-02-11,5851440000
2022-02-14,5832519999
2022-02-15,5942599999
2022-02-16,6024300000
2022-02-17,5847140000
2022-02-18,5945180000
2022-02-22,5848860000
2022-02-23,5407680000
2022-02-24,5689760000
2022-02-25,5983019999
2022-02-28,6187700000
2022-03-01,6178240000
2022-03-02,6284880000
2022-03-03,6166200000
2022-03-04,5971840000
2022-03-07,5453260000
2022-03-08,5296740000
2022-03-09,5523780000
2022-03-10,5630420000
2022-03-11,5706099999
2022-03-14,5577960000
2022-03-15,5884980000
2022-03-16,6025160000
2022-03-17,6173080000
2022-03-18,6252200000
2022-03-21,5967540000
2022-03-22,5878099999
2022-03-23,5792960000
2022-03-24,5633860000
2022-03-25,5547860000
2022-03-28,5678580000
2022-03-29,5850580000
2022-03-30,5673420000
2022-03-31,5031720000
2022-04-01,4999320000
2022-04-04,5050350000
2022-04-05,4983120000
2022-04-06,4687470000
2022-04-07,4658310000
2022-04-08,4703670000
2022-04-11,4804920000
2022-04-12,4894020000
2022-04-13,4994460000
2022-04-14,4915890000
2022-04-18,4950720000
2022-04-19,5085990000
2022-04-20,5386500000
2022-04-21,5257710000
2022-04-22,5162130000
2022-04-25,5276340000
2022-04-26,5136210000
2022-04-27,5159700000
2022-04-28,5389740000
2022-04-29,5226120000
2022-05-02,5350860000
2022-05-03,5827950000
2022-05-04,6309900000
2022-05-05,6278310000
2022-05-06,6001290000
2022-05-09,5986710000
2022-05-10,5934870000
2022-05-11,5556600000
2022-05-12,5553360000
2022-05-13,5579280000
2022-05-16,5508810000
2022-05-17,5771250000
2022-05-18,5424570000
2022-05-19,5319270000
2022-05-20,5175900000
2022-05-23,5255280000
2022-05-24,5148360000
2022-05-25,5367870000
2022-05-26,5638410000
2022-05-27,5721030000
2022-05-31,5593860000
2022-06-01,5574419999
2022-06-02,5819850000
2022-06-03,5834430000
2022-06-06,6010200000
2022-06-07,5921910000
2022-06-08,5708070000
2022-06-09,5510430000
2022-06-10,5239890000
2022-06-13,4901310000
2022-06-14,4902120000
2022-06-15,4842990000
2022-06-16,4377240000
2022-06-17,4387770000
2022-06-21,4428270000
2022-06-22,4331070000
2022-06-23,4191750000
2022-06-24,4258170000
2022-06-27,4281660000
2022-06-28,4151250000
2022-06-29,4204709999
2022-06-30,3878339999
2022-07-01,4038920000
2022-07-05,4024120000
2022-07-06,4035960000
2022-07-07,4192100000
2022-07-08,4193580000
2022-07-11,4211339999
2022-07-12,4246120000
2022-07-13,4263880000
2022-07-14,4215040000
2022-07-15,4277940000
2022-07-18,4264620000
2022-07-19,4428900000
2022-07-20,4528060000
2022-07-21,4557660000
2022-07-22,4556920000
2022-07-25,4536940000
2022-07-26,4465160000
2022-07-27,4555440000
2022-07-28,4655340000
2022-07-29,4708620000
2022-08-01,4805560000
2022-08-02,4605760000
2022-08-03,4580600000
2022-08-04,4572460000
2022-08-05,4542120000
2022-08-08,4634620000
2022-08-09,4257960000
2022-08-10,4252780000
2022-08-11,4402260000
2022-08-12,4517700000
2022-08-15,4420020000
2022-08-16,4528800000
2022-08-17,4371920000
2022-08-18,4493280000
2022-08-19,4304580000
2022-08-22,4229839999
2022-08-23,4262400000
2022-08-24,4218000000
2022-08-25,4331960000
2022-08-26,4137339999
2022-08-29,4121800000
2022-08-30,4055200000
2022-08-31,4013020000
2022-09-01,3956040000
2022-09-02,3942720000
2022-09-06,3929400000
2022-09-07,3949380000
2022-09-08,3968620000
2022-09-09,4113660000
2022-09-12,4151400000
2022-09-13,3919780000
2022-09-14,3933100000
2022-09-15,3930140000
2022-09-16,3886480000
2022-09-19,4041880000
2022-09-20,3880560000
2022-09-21,3900540000
2022-09-22,3768080000
2022-09-23,3676320000
2022-09-26,3581600000
2022-09-27,3642280000
2022-09-28,3823580000
2022-09-29,3770300000
2022-09-30,3685680000
2022-10-03,3775680000
2022-10-04,3968640000
2022-10-05,3956400000
2022-10-06,3968640000
2022-10-07,3879360000
2022-10-10,3930480000
2022-10-11,3988080000
2022-10-12,3913920000
2022-10-13,3877920000
2022-10-14,3823920000
2022-10-17,3967920000
2022-10-18,4050000000
2022-10-19,3885120000
2022-10-20,3805200000
2022-10-21,4013280000
2022-10-24,4044240000
2022-10-25,4156560000
2022-10-26,4174560000
2022-10-27,4179600000
2022-10-28,4269600000
2022-10-31,4078800000
2022-11-01,4065120000
2022-11-02,3785760000
2022-11-03,3726000000
2022-11-04,3835440000
2022-11-07,3949920000
2022-11-08,3884400000
2022-11-09,3781440000
2022-11-10,4197600000
2022-11-11,4318560000
2022-11-14,4240800000
2022-11-15,4573440000
2022-11-16,4476960000
2022-11-17,4415040000
2022-11-18,4439520000
2022-11-21,4494240000
2022-11-22,4674960000
2022-11-23,4566240000
2022-11-25,4523040000
2022-11-28,4436640000
2022-11-29,4449600000
2022-11-30,4593600000
2022-12-01,4636080000
2022-12-02,4606560000
2022-12-05,4524480000
2022-12-06,4524480000
2022-12-07,4710240000
2022-12-08,4755600000
2022-12-09,4654800000
2022-12-12,4676400000
2022-12-13,4690080000
2022-12-14,4604400000
2022-12-15,4533120000
2022-12-16,4453200000
2022-12-19,4372560000
2022-12-20,4338000000
2022-12-21,4392720000
2022-12-22,4314960000
2022-12-23,4366080000
2022-12-27,4342320000
2022-12-28,4237200000
2022-12-29,4320000000
2022-12-30,4262400000
2023-01-03,4274640000
2023-01-04,4430880000
2023-01-05,4364640000
2023-01-06,4462560000
2023-01-09,4393440000
2023-01-10,4428720000
2023-01-11,4649039999
2023-01-12,4597920000
2023-01-13,4581360000
2023-01-17,4579200000
2023-01-18,4542480000
2023-01-19,4458240000
2023-01-20,4528800000
2023-01-23,4615920000
2023-01-24,4613760000
2023-01-25,4728240000
2023-01-26,4832640000
2023-01-27,4858560000
2023-01-30,4767840000
2023-01-31,4902480000
2023-02-01,5076000000
2023-02-02,5195520000
2023-02-03,5088240000
2023-02-06,4957200000
2023-02-07,4926240000
2023-02-08,4821120000
2023-02-09,4764240000
2023-02-10,4728240000
2023-02-13,4835520000
2023-02-14,4798800000
2023-02-15,4817520000
2023-02-16,4736160000
2023-02-17,4665600000
2023-02-21,4084560000
2023-02-22,4165920000
2023-02-23,4209120000
2023-02-24,4163760000
2023-02-27,4154400000
2023-02-28,4212720000
2023-03-01,4258800000
2023-03-02,4334400000
2023-03-03,4345200000
2023-03-06,4225680000
2023-03-07,4168080000
2023-03-08,4178160000
2023-03-09,4132800000
2023-03-10,4021200000
2023-03-13,3965760000
2023-03-14,4003920000
2023-03-15,3922560000
2023-03-16,4006080000
2023-03-17,3915360000
2023-03-20,4032720000
2023-03-21,4074480000
2023-03-22,3961440000
2023-03-23,3932640000
2023-03-24,3952080000
2023-03-27,3973680000
2023-03-28,3948480000
2023-03-29,3943440000
2023-03-30,3870720000
2023-03-31,3903120000
2023-04-03,3921120000
2023-04-04,3792240000
2023-04-05,3814560000
2023-04-06,3888000000
2023-04-10,3985920000
2023-04-11,4090320000
2023-04-12,4077360000
2023-04-13,4194000000
2023-04-14,4250160000
2023-04-17,4286880000
2023-04-18,4296960000
2023-04-19,4328640000
2023-04-20,4450320000
2023-04-21,4415760000
2023-04-24,4382640000
2023-04-25,4318560000
2023-04-26,4157280000
2023-04-27,4184640000
2023-04-28,4301280000
2023-05-01,4272480000
2023-05-02,4296240000
2023-05-03,4461840000
2023-05-04,4350240000
2023-05-05,4455360000
2023-05-08,4549680000
