,LPX
2023-05-09,4587840000
2023-05-10,4576320000
2023-05-11,4510800000
2023-05-12,4503600000
2023-05-15,4589280000
2023-05-16,4525920000
2023-05-17,4510080000
2023-05-18,4560480000
2023-05-19,4439520000
2023-05-22,4414320000
2023-05-23,4266720000
2023-05-24,4206240000
2023-05-25,4283280000
2023-05-26,4259519999
2023-05-30,4292640000
2023-05-31,4213440000
2023-06-01,4219920000
2023-06-02,4381200000
2023-06-05,4378320000
2023-06-06,4528800000
2023-06-07,4620240000
2023-06-08,4576320000
2023-06-09,4582800000
2023-06-12,4600080000
2023-06-13,4662720000
2023-06-14,4532400000
2023-06-15,4575600000
2023-06-16,4582080000
2023-06-20,4709520000
2023-06-21,4900320000
2023-06-22,4870800000
2023-06-23,4885200000
2023-06-26,4945680000
2023-06-27,5099039999
2023-06-28,5318640000
2023-06-29,5402160000
2023-06-30,5398560000
2023-07-03,5370480000
2023-07-05,5238000000
2023-07-06,5115600000
2023-07-07,5227920000
2023-07-10,5375520000
2023-07-11,5381280000
2023-07-12,5653440000
2023-07-13,5646240000
2023-07-14,5657760000
2023-07-17,5659200000
2023-07-18,5609520000
2023-07-19,5574960000
2023-07-20,5434560000
2023-07-21,5473440000
2023-07-24,5446800000
2023-07-25,5498640000
2023-07-26,5490720000
2023-07-27,5466960000
2023-07-28,5453280000
2023-07-31,5481360000
2023-08-01,5503680000
2023-08-02,4856400000
2023-08-03,4757760000
2023-08-04,4683600000
2023-08-07,4677120000
2023-08-08,4597200000
2023-08-09,4598640000
2023-08-10,4587840000
2023-08-11,4514400000
2023-08-14,4598640000
2023-08-15,4466160000
2023-08-16,4417200000
2023-08-17,4338000000
2023-08-18,4271040000
2023-08-21,4278240000
2023-08-22,4287600000
2023-08-23,4447440000
2023-08-24,4359600000
2023-08-25,4368960000
2023-08-28,4436640000
2023-08-29,4517280000
2023-08-30,4508640000
2023-08-31,4498560000
2023-09-01,4628160000
2023-09-05,4511520000
2023-09-06,4434480000
2023-09-07,4349520000
2023-09-08,4316400000
2023-09-11,4299840000
2023-09-12,4293360000
2023-09-13,4160160000
2023-09-14,4266000000
2023-09-15,4221360000
2023-09-18,4178880000
2023-09-19,4166640000
2023-09-20,4148640000
2023-09-21,4082400000
2023-09-22,4006800000
2023-09-25,4000320000
2023-09-26,3965760000
2023-09-27,3960720000
2023-09-28,4038480000
2023-09-29,3979440000
2023-10-02,3992400000
2023-10-03,3884400000
2023-10-04,3885120000
2023-10-05,3872160000
2023-10-06,3744000000
2023-10-09,3755519999
2023-10-10,3884400000
2023-10-11,3901680000
2023-10-12,3697920000
2023-10-13,3774240000
2023-10-16,3929040000
2023-10-17,4013280000
2023-10-18,3954960000
2023-10-19,3888000000
2023-10-20,3848400000
2023-10-23,3792960000
2023-10-24,3781440000
2023-10-25,3689280000
2023-10-26,3662640000
2023-10-27,3631680000
2023-10-30,3688560000
2023-10-31,3692160000
2023-11-01,3897360000
2023-11-02,4124160000
2023-11-03,4260960000
2023-11-06,4247280000
2023-11-07,4226400000
2023-11-08,4250880000
2023-11-09,4132800000
2023-11-10,4199040000
2023-11-13,4172400000
2023-11-14,4402080000
2023-11-15,4396320000
2023-11-16,4400640000
2023-11-17,4390560000
2023-11-20,4404240000
2023-11-21,4335120000
2023-11-22,4408560000
2023-11-24,4425120000
2023-11-27,4423680000
2023-11-28,4423680000
2023-11-29,4424400000
2023-11-30,4391280000
2023-12-01,4543920000
2023-12-04,4579200000
2023-12-05,4569840000
2023-12-06,4525200000
2023-12-07,4613039999
2023-12-08,4593600000
2023-12-11,4536720000
2023-12-12,4450320000
2023-12-13,4700160000
2023-12-14,4997520000
2023-12-15,4841280000
2023-12-18,4836240000
2023-12-19,5102640000
2023-12-20,5009760000
2023-12-21,5087520000
2023-12-22,5099039999
2023-12-26,5121360000
2023-12-27,5172480000
2023-12-28,5145840000
2023-12-29,5099760000
2024-01-02,5020560000
2024-01-03,4842720000
2024-01-04,4825440000
2024-01-05,4931280000
2024-01-08,5033520000
2024-01-09,5016960000
2024-01-10,4997520000
2024-01-11,4970880000
2024-01-12,4968720000
2024-01-16,4872960000
2024-01-17,4861440000
2024-01-18,4879440000
2024-01-19,4876560000
2024-01-22,4909680000
2024-01-23,4731120000
2024-01-24,4708800000
2024-01-25,4787280000
2024-01-26,4746240000
2024-01-29,4842000000
2024-01-30,4877280000
2024-01-31,4791600000
2024-02-01,4896000000
2024-02-02,4752000000
2024-02-05,4700160000
2024-02-06,4720320000
2024-02-07,4795200000
2024-02-08,4976640000
2024-02-09,5009039999
2024-02-12,5106960000
2024-02-13,4945680000
2024-02-14,5049360000
2024-02-15,5042880000
2024-02-16,4934880000
2024-02-20,4919039999
2024-02-21,4884480000
2024-02-22,5068080000
2024-02-23,5148720000
2024-02-26,5084640000
2024-02-27,5228640000
2024-02-28,5309280000
2024-02-29,5325840000
2024-03-01,5405760000
2024-03-04,5438880000
2024-03-05,5402160000
2024-03-06,5423039999
2024-03-07,5446080000
2024-03-08,5536800000
2024-03-11,5504400000
2024-03-12,5513039999
2024-03-13,5639039999
2024-03-14,5495760000
2024-03-15,5647680000
2024-03-18,5580720000
2024-03-19,5669280000
2024-03-20,5803200000
2024-03-21,5924160000
2024-03-22,5932800000
2024-03-25,5945760000
2024-03-26,5929920000
2024-03-27,6019200000
2024-03-28,6041520000
2024-04-01,5995440000
2024-04-02,5867280000
2024-04-03,5924880000
2024-04-04,5808960000
2024-04-05,5784480000
2024-04-08,5675039999
2024-04-09,5744160000
2024-04-10,5578560000
2024-04-11,5623920000
2024-04-12,5527440000
2024-04-15,5419440000
2024-04-16,5255280000
2024-04-17,5238000000
2024-04-18,5185440000
2024-04-19,5191920000
2024-04-22,5272560000
2024-04-23,5320080000
2024-04-24,5413680000
2024-04-25,5387039999
2024-04-26,5369039999
2024-04-29,5339520000
2024-04-30,5269680000
2024-05-01,5246640000
2024-05-02,5317200000
2024-05-03,5349600000
2024-05-06,5305680000
2024-05-07,5253840000
2024-05-08,6346080000
2024-05-09,6261840000
2024-05-10,6282000000
2024-05-13,6346080000
2024-05-14,6454800000
2024-05-15,6626880000
2024-05-16,6456240000
2024-05-17,6510240000
2024-05-20,6611039999
2024-05-21,6644880000
2024-05-22,6436080000
2024-05-23,6372000000
2024-05-24,6471360000
2024-05-28,6454080000
2024-05-29,6398640000
2024-05-30,6532560000
2024-05-31,6600960000
2024-06-03,6606000000
2024-06-04,6534720000
2024-06-05,6598800000
2024-06-06,6698880000
2024-06-07,6478560000
2024-06-10,6561360000
2024-06-11,6629760000
2024-06-12,6739920000
2024-06-13,6740640000
2024-06-14,6633360000
2024-06-17,6400080000
2024-06-18,6382080000
2024-06-20,6237360000
2024-06-21,6185520000
2024-06-24,6158880000
2024-06-25,5963039999
2024-06-26,5952240000
2024-06-27,5932080000
2024-06-28,5927760000
2024-07-01,5926320000
2024-07-02,5893920000
2024-07-03,5983920000
2024-07-05,5776560000
2024-07-08,5816880000
2024-07-09,5764320000
2024-07-10,5823360000
2024-07-11,6060240000
2024-07-12,6167520000
2024-07-15,6240240000
2024-07-16,6453360000
2024-07-17,6441120000
2024-07-18,6401520000
2024-07-19,6409440000
2024-07-22,6602400000
2024-07-23,6672240000
2024-07-24,6505920000
2024-07-25,6896160000
2024-07-26,7027200000
2024-07-29,6990480000
2024-07-30,7107120000
2024-07-31,7067520000
2024-08-01,6963840000
2024-08-02,6816240000
2024-08-05,6610320000
2024-08-06,6765840000
2024-08-07,6833520000
2024-08-08,6897600000
2024-08-09,6866640000
