,ELV
2011-01-31,22901686101
2011-02-01,23502615727
2011-02-02,23771743719
2011-02-03,23738563555
2011-02-04,23989258123
2011-02-07,23635336381
2011-02-08,24066678504
2011-02-09,24055618450
2011-02-10,24096171983
2011-02-11,24055618450
2011-02-14,24309999703
2011-02-15,24309999703
2011-02-16,24468527150
2011-02-17,24778208675
2011-02-18,24848255686
2011-02-22,24070365189
2011-02-23,23937644536
2011-02-24,24365299975
2011-02-25,24523827422
2011-02-28,24505393998
2011-03-01,24324746442
2011-03-02,24630741282
2011-03-03,25364391561
2011-03-04,25065770091
2011-03-07,25036276612
2011-03-08,25191117375
2011-03-09,25585592650
2011-03-10,25235357592
2011-03-11,25062083406
2011-03-14,24689728239
2011-03-15,24851942371
2011-03-16,24501707313
2011-03-17,24328433127
2011-03-18,24571754325
2011-03-21,24733968457
2011-03-22,24874062480
2011-03-23,24715535033
2011-03-24,25353331507
2011-03-25,25563472541
2011-03-28,25423378518
2011-03-29,25567159226
2011-03-30,25677759771
2011-03-31,25550119000
2011-04-01,25901575000
2011-04-04,25850321000
2011-04-05,25436628000
2011-04-06,25205984999
2011-04-07,25286526999
2011-04-08,25242595000
2011-04-11,25352425000
2011-04-12,25531814000
2011-04-13,25315815000
2011-04-14,25447611000
2011-04-15,25411001000
2011-04-18,24916766000
2011-04-19,25253578000
2011-04-20,25403679000
2011-04-21,26458047000
2011-04-25,26436080999
2011-04-26,26714317000
2011-04-27,27655194000
2011-04-28,28024955000
2011-04-29,28112819000
2011-05-02,28255598000
2011-05-03,28262920000
2011-05-04,28262920000
2011-05-05,28369089000
2011-05-06,28541155999
2011-05-09,29214780000
2011-05-10,29222101999
2011-05-11,29072001000
2011-05-12,29288000000
2011-05-13,29379525000
2011-05-16,29566236000
2011-05-17,29280678000
2011-05-18,29771251999
2011-05-19,29939658000
2011-05-20,29482033000
2011-05-23,28973154000
2011-05-24,28387394000
2011-05-25,28094514000
2011-05-26,28343462000
2011-05-27,28402038000
2011-05-31,28618037000
2011-06-01,28251937000
2011-06-02,28555800000
2011-06-03,28072548000
2011-06-06,27618584000
2011-06-07,27889498000
2011-06-08,27647872000
2011-06-09,28464275000
2011-06-10,27948074000
2011-06-13,27871193000
2011-06-14,28460614000
2011-06-15,27889498000
2011-06-16,27922447000
2011-06-17,27911464000
2011-06-20,28808409000
2011-06-21,29013425000
2011-06-22,28486241000
2011-06-23,28453292000
2011-06-24,28310513000
2011-06-27,28471597000
2011-06-28,28954849000
2011-06-29,28998780999
2011-06-30,28042120000
2011-07-01,28761240000
2011-07-05,28558320000
2011-07-06,28469320000
2011-07-07,27864120000
2011-07-08,27768000000
2011-07-11,26774759999
2011-07-12,27038200000
2011-07-13,27298080000
2011-07-14,27255360000
2011-07-15,26664400000
2011-07-18,26433000000
2011-07-19,26180240000
2011-07-20,26219400000
2011-07-21,26575400000
2011-07-22,26489960000
2011-07-25,26276360000
2011-07-26,26187360000
2011-07-27,24457200000
2011-07-28,24346840000
2011-07-29,24047800000
2011-08-01,23296640000
2011-08-02,22762640000
2011-08-03,23043880000
2011-08-04,22164560000
2011-08-05,22054200000
2011-08-08,20295560000
2011-08-09,21449000000
2011-08-10,20384560000
2011-08-11,21612760000
2011-08-12,21495280000
2011-08-15,22175240000
2011-08-16,22089800000
2011-08-17,21997240000
2011-08-18,20979080000
2011-08-19,20680040000
2011-08-22,20494920000
2011-08-23,21174880000
2011-08-24,21623440000
2011-08-25,21210480000
2011-08-26,21513080000
2011-08-29,22221520000
2011-08-30,22349680000
2011-08-31,22534800000
2011-09-01,22606000000
2011-09-02,22139640000
2011-09-06,22036400000
2011-09-07,22833840000
2011-09-08,22492080000
2011-09-09,22004360000
2011-09-12,22563280000
2011-09-13,23456840000
2011-09-14,23666880000
2011-09-15,23976599999
2011-09-16,24101200000
2011-09-19,23887599999
2011-09-20,23944560000
2011-09-21,23189840000
2011-09-22,22652280000
2011-09-23,22801800000
2011-09-26,23428360000
2011-09-27,23873360000
2011-09-28,23079480000
2011-09-29,23271720000
2011-09-30,21660385962
2011-10-03,20678236108
2011-10-04,20913819350
2011-10-05,21219082142
2011-10-06,21554207599
2011-10-07,21829607727
2011-10-10,22406952573
2011-10-11,22227776587
2011-10-12,22231094661
2011-10-13,21915877647
2011-10-14,22254321177
2011-10-17,21769882398
2011-10-18,21255580954
2011-10-19,21534299156
2011-10-20,21650431740
2011-10-21,22114962076
2011-10-24,22712215366
2011-10-25,22231094661
2011-10-26,23087157709
2011-10-27,23418965092
2011-10-28,22788531064
2011-10-31,22861528688
2011-11-01,22161415110
2011-11-02,22559583970
2011-11-03,22509812862
2011-11-04,22370453761
2011-11-07,22596082782
2011-11-08,22838302171
2011-11-09,22217822365
2011-11-10,22752032252
2011-11-11,23475372347
2011-11-14,23326059024
2011-11-15,23239789105
2011-11-16,22609355077
2011-11-17,22649171963
2011-11-18,22735441883
2011-11-21,22234412734
2011-11-22,22181323553
2011-11-23,21311988210
2011-11-25,21136130297
2011-11-28,21922513794
2011-11-29,22370453761
2011-11-30,23409010870
2011-12-01,23253061400
2011-12-02,22864846762
2011-12-05,22732123809
2011-12-06,22632581594
2011-12-07,22732123809
2011-12-08,21925831868
2011-12-09,22065190969
2011-12-12,21696884774
2011-12-13,21448029237
2011-12-14,21076404968
2011-12-15,21401576203
2011-12-16,21550889525
2011-12-19,21116221854
2011-12-20,21723429365
2011-12-21,21793108915
2011-12-22,22158097036
2011-12-23,22579492413
2011-12-27,22539675527
2011-12-28,22071827117
2011-12-29,22187959701
2011-12-30,21982239123
2012-01-03,22433497164
2012-01-04,22556265896
2012-01-05,22732123809
2012-01-06,23468736199
2012-01-09,23618049521
2012-01-10,23959811126
2012-01-11,24079261784
2012-01-12,23827088173
2012-01-13,23860268911
2012-01-17,24135669039
2012-01-18,23946538831
2012-01-19,23866905059
2012-01-20,23817133951
2012-01-23,23618049521
2012-01-24,23027432380
2012-01-25,21932468016
2012-01-26,21335214726
2012-01-27,21706838995
2012-01-30,21378349686
2012-01-31,21341850874
2012-02-01,21942422237
2012-02-02,21620569076
2012-02-03,21590706411
2012-02-06,21358441243
2012-02-07,21567479895
2012-02-08,21511072639
2012-02-09,21451347310
2012-02-10,21292079767
2012-02-13,21454665384
2012-02-14,21796426989
2012-02-15,21617251002
2012-02-16,21975602976
2012-02-17,21915877647
2012-02-21,22028692157
2012-02-22,21932468016
2012-02-23,21972284902
2012-02-24,21935786090
2012-02-27,21829607727
2012-02-28,21746655881
2012-02-29,21776518546
2012-03-01,21975602976
2012-03-02,21826289653
2012-03-05,21630523297
2012-03-06,21348487022
2012-03-07,21182583330
2012-03-08,21371713539
2012-03-09,21527663009
2012-03-12,21238990585
2012-03-13,21584070264
2012-03-14,22304092285
2012-03-15,22211186218
2012-03-16,22340591097
2012-03-19,22453405607
2012-03-20,22184641627
2012-03-21,22015419862
2012-03-22,22028692157
2012-03-23,22124916298
2012-03-26,22771940695
2012-03-27,22688988849
2012-03-28,23226516810
2012-03-29,23764044770
2012-03-30,24487384865
2012-04-02,23905715000
2012-04-03,23804128000
2012-04-04,23633724000
2012-04-05,23718926000
2012-04-09,23112681000
2012-04-10,22699779000
2012-04-11,22788258000
2012-04-12,22939000000
2012-04-13,22693225000
2012-04-16,22522821000
2012-04-17,22925891999
2012-04-18,22667009000
2012-04-19,23142174000
2012-04-20,23161836000
2012-04-23,23132343000
2012-04-24,23188052000
2012-04-25,23070080000
2012-04-26,22725995000
2012-04-27,22490051000
2012-04-30,22224613999
2012-05-01,22417957000
2012-05-02,22542483000
2012-05-03,22054210000
2012-05-04,21713402000
2012-05-07,21824820000
2012-05-08,21916576000
2012-05-09,21552829000
2012-05-10,21608538000
2012-05-11,21664247000
2012-05-14,21654416000
2012-05-15,21503674000
2012-05-16,21385702000
2012-05-17,21775665000
2012-05-18,21326716000
2012-05-21,21923130000
2012-05-22,21991947000
2012-05-23,21867421000
2012-05-24,22224613999
2012-05-25,22250830000
2012-05-29,22558868000
2012-05-30,22296708000
2012-05-31,22083703000
2012-06-01,21746172000
2012-06-04,21447965000
2012-06-05,21683909000
2012-06-06,22044379000
2012-06-07,22044379000
2012-06-08,22634238999
2012-06-11,22614577000
2012-06-12,22765319000
2012-06-13,22526098000
2012-06-14,22873460000
2012-06-15,23191329000
2012-06-18,23378118000
2012-06-19,23555076000
2012-06-20,23220822000
2012-06-21,22762041999
2012-06-22,22860352000
2012-06-25,22594915000
2012-06-26,22644070000
2012-06-27,22771873000
2012-06-28,21595430000
2012-06-29,20903983000
2012-07-02,19550415946
2012-07-03,19242683732
2012-07-05,19233263358
2012-07-06,18812486658
2012-07-09,19453072082
2012-07-10,19198721987
2012-07-11,19399689964
2012-07-12,19176741115
2012-07-13,19581817192
2012-07-16,19459352332
2012-07-17,19763944421
2012-07-18,19845587661
2012-07-19,19688581430
2012-07-20,19449931958
2012-07-23,19409110338
2012-07-24,19286645477
2012-07-25,16959813126
2012-07-26,16765125399
2012-07-27,17308366960
2012-07-30,17339768206
2012-07-31,16733724153
2012-08-01,16978653874
2012-08-02,16620679666
2012-08-03,17283245963
2012-08-06,17157640978
2012-08-07,17666341168
2012-08-08,18036875874
2012-08-09,17832767773
2012-08-10,18184461732
2012-08-13,17864169020
2012-08-14,17867309144
2012-08-15,18149920361
2012-08-16,18162480859
2012-08-17,17980353631
2012-08-20,18018035126
2012-08-21,17983493756
2012-08-22,18391709957
2012-08-23,18127939488
2012-08-24,18105958616
2012-08-27,18262964848
2012-08-28,18021175251
2012-08-29,19405970213
2012-08-30,18985193512
2012-08-31,18799926159
2012-09-04,18649200177
2012-09-05,18573837186
2012-09-06,18752824290
2012-09-07,18931811394
2012-09-10,18668040925
2012-09-11,18416830954
2012-09-12,18278665471
2012-09-13,18272385221
2012-09-14,18322627216
2012-09-17,18467072949
2012-09-18,18498474195
2012-09-19,18536155690
2012-09-20,18514174818
2012-09-21,18608378557
2012-09-24,18366588960
2012-09-25,18363448836
2012-09-26,18099678367
2012-09-27,18234703726
2012-09-28,18215862978
2012-10-01,17579536000
2012-10-02,18331472000
2012-10-03,18225352000
2012-10-04,18846912000
2012-10-05,18561904000
2012-10-08,18722600000
2012-10-09,18804464000
2012-10-10,18658928000
2012-10-11,19037928000
2012-10-12,18746856000
2012-10-15,18913616000
2012-10-16,18804464000
2012-10-17,18719568000
2012-10-18,19080376000
2012-10-19,18743824000
2012-10-22,19110696000
2012-10-23,18758984000
2012-10-24,18671056000
2012-10-25,18868136000
2012-10-26,18583128000
2012-10-31,18586160000
2012-11-01,18716536000
2012-11-02,18537648000
2012-11-05,18449720000
2012-11-06,18555840000
2012-11-07,17540120000
2012-11-08,16982232000
2012-11-09,17027711999
2012-11-12,16933720000
2012-11-13,16827600000
2012-11-14,16472856000
2012-11-15,16566848000
2012-11-16,16721480000
2012-11-19,16961008000
2012-11-20,16863984000
2012-11-21,16848824000
2012-11-23,16997392000
2012-11-26,16788184000
2012-11-27,16666904000
2012-11-28,16606264000
2012-11-29,16870048000
2012-11-30,16948880000
2012-12-03,17003456000
2012-12-04,16882176000
2012-12-05,17009520000
2012-12-06,17167184000
2012-12-07,17518896000
2012-12-10,17649272000
2012-12-11,17855448000
2012-12-12,17961568000
2012-12-13,17894864000
2012-12-14,17734168000
2012-12-17,18201096000
2012-12-18,18364824000
2012-12-19,18182904000
2012-12-20,18649832000
2012-12-21,18589192000
2012-12-24,18516424000
2012-12-26,18540680000
2012-12-27,18337536000
2012-12-28,18158648000
2012-12-31,18470944000
2013-01-02,18470944000
2013-01-03,17867576000
2013-01-04,17976728000
2013-01-07,18113168000
2013-01-08,18213224000
2013-01-09,18813560000
2013-01-10,18871168000
2013-01-11,18722600000
2013-01-14,18931808000
2013-01-15,19104632000
2013-01-16,18752920000
2013-01-17,18925744000
2013-01-18,19025800000
2013-01-22,19344160000
2013-01-23,19656456000
2013-01-24,19917208000
2013-01-25,20062744000
2013-01-28,20029392000
2013-01-29,19996040000
2013-01-30,19826248000
2013-01-31,19653423999
2013-02-01,19805023999
2013-02-04,19653423999
2013-02-05,19962688000
2013-02-06,19832312000
2013-02-07,19920240000
2013-02-08,20096096000
2013-02-11,20014232000
2013-02-12,20014232000
2013-02-13,19101600000
2013-02-14,19189528000
2013-02-15,19010640000
2013-02-19,19031864000
2013-02-20,18974256000
2013-02-21,19013672000
2013-02-22,18774144000
2013-02-25,18634672000
2013-02-26,18746856000
2013-02-27,18937872000
2013-02-28,18852976000
2013-03-01,18762016000
2013-03-04,18743824000
2013-03-05,18880264000
2013-03-06,18956064000
2013-03-07,19010640000
2013-03-08,19110696000
2013-03-11,19250168000
2013-03-12,19447248000
2013-03-13,19659488000
2013-03-14,19762576000
2013-03-15,19701936000
2013-03-18,19571560000
2013-03-19,19498792000
2013-03-20,19410864000
2013-03-21,19292616000
2013-03-22,19413896000
2013-03-25,19438152000
2013-03-26,19635232000
2013-03-27,19892952000
2013-03-28,20080936000
2013-04-01,20198280000
2013-04-02,20503770000
2013-04-03,20410925000
2013-04-04,20512755000
2013-04-05,20363005000
2013-04-08,20282140000
2013-04-09,20509760000
2013-04-10,20803270000
2013-04-11,20982970000
2013-04-12,20902105000
2013-04-15,20449860000
2013-04-16,21012920000
2013-04-17,20674485000
2013-04-18,20120410000
2013-04-19,20578645000
2013-04-22,20440875000
2013-04-23,20764335000
2013-04-24,21962335000
2013-04-25,22088125000
2013-04-26,21824565000
2013-04-29,21833550000
2013-04-30,21839540000
2013-05-01,21644865000
2013-05-02,21989290000
2013-05-03,22109089999
2013-05-06,22016245000
2013-05-07,22375645000
2013-05-08,22477475000
2013-05-09,22579305000
2013-05-10,22729055000
2013-05-13,22764995000
2013-05-14,23361000000
2013-05-15,23310085000
2013-05-16,23013580000
2013-05-17,23304095000
2013-05-20,23208255000
2013-05-21,23390950000
2013-05-22,23304095000
2013-05-23,23355010000
2013-05-24,23055510000
2013-05-28,23576640000
2013-05-29,23361000000
2013-05-30,23774310000
2013-05-31,23052515000
2013-06-03,23211250000
2013-06-04,23193280000
2013-06-05,22666160000
2013-06-06,22893780000
2013-06-07,23178305000
2013-06-10,23828220000
2013-06-11,23474810000
2013-06-12,23381964999
2013-06-13,23639535000
2013-06-14,23408920000
2013-06-17,23591615000
2013-06-18,23852180000
2013-06-19,23516740000
2013-06-20,23205260000
2013-06-21,23780300000
2013-06-24,23954010000
2013-06-25,23927055000
2013-06-26,24022895000
2013-06-27,24469150000
2013-06-28,24511080000
2013-07-01,24183759589
2013-07-02,24103788798
2013-07-03,24017894245
2013-07-05,24275577905
2013-07-08,24610270475
2013-07-09,24906458590
2013-07-10,25101942746
2013-07-11,25297426902
2013-07-12,25294465021
2013-07-15,25377397693
2013-07-16,25279655615
2013-07-17,25007162549
2013-07-18,25599538779
2013-07-19,25709128382
2013-07-22,25768366005
2013-07-23,25919421943
2013-07-24,25898688775
2013-07-25,25442559078
2013-07-26,25113790270
2013-07-29,25335931357
2013-07-30,25164142250
2013-07-31,25341855119
2013-08-01,25581767492
2013-08-02,25495872939
2013-08-05,25963850160
2013-08-06,25901650656
2013-08-07,25809832341
2013-08-08,25987545210
2013-08-09,25883879369
2013-08-12,25759480361
2013-08-13,25765404123
2013-08-14,25658776402
2013-08-15,25300388783
2013-08-16,25486987295
2013-08-19,25418864029
2013-08-20,25478101652
2013-08-21,25401092742
2013-08-22,25531415513
2013-08-23,25643966996
2013-08-26,25641005115
2013-08-27,25196722943
2013-08-28,25125637795
2013-08-29,25312236307
2013-08-30,25217456111
2013-09-03,25555110562
2013-09-04,25880917488
2013-09-05,26026049665
2013-09-06,25854260558
2013-09-09,25682471451
2013-09-10,26005316497
2013-09-11,26437751144
2013-09-12,26200800652
2013-09-13,26387399165
2013-09-16,26390361046
2013-09-17,26144524911
2013-09-18,24995315024
2013-09-19,24444405130
2013-09-20,24385167507
2013-09-23,24628041762
2013-09-24,24965696213
2013-09-25,24770212057
2013-09-26,24912382352
2013-09-27,24864992254
2013-09-30,23570684225
2013-10-01,24275464880
2013-10-02,24413601889
2013-10-03,24379772417
2013-10-04,24585568369
2013-10-07,24323389965
2013-10-08,24066849806
2013-10-09,24120413136
2013-10-10,24929501328
2013-10-11,24988702903
2013-10-14,24997160271
2013-10-15,24799821688
2013-10-16,25276253410
2013-10-17,24974607290
2013-10-18,24351581191
2013-10-21,24695514151
2013-10-22,24929501328
2013-10-23,24097860155
2013-10-24,23567865103
2013-10-25,23708821234
2013-10-28,23835681752
2013-10-29,23832862629
2013-10-30,23832862629
2013-10-31,23906159817
2013-11-01,24064030684
2013-11-04,24472803464
2013-11-05,24641950821
2013-11-06,24723705377
2013-11-07,24374134172
2013-11-08,24605302227
2013-11-11,24791364320
2013-11-12,24667322925
2013-11-13,24813917301
2013-11-14,25228328326
2013-11-15,25400294806
2013-11-18,25484868484
2013-11-19,25935928104
2013-11-20,26150181423
2013-11-21,25958481084
2013-11-22,26226297733
2013-11-25,26389806845
2013-11-26,26403902458
2013-11-27,26392625968
2013-11-29,26184010894
2013-12-02,26477199647
2013-12-03,26093798970
2013-12-04,25820344076
2013-12-05,25310082882
2013-12-06,25566623040
2013-12-09,25648377596
2013-12-10,25670930577
2013-12-11,25166307628
2013-12-12,25002798516
2013-12-13,24737800990
2013-12-16,24720886254
2013-12-17,24495356445
2013-12-18,25095829563
2013-12-19,25019713252
2013-12-20,25256519552
2013-12-23,25696302681
2013-12-24,25763961624
2013-12-26,25978214943
2013-12-27,25983853188
2013-12-30,25800610218
2013-12-31,26045873886
2014-01-02,25549708305
2014-01-03,25549708305
2014-01-06,25169126751
2014-01-07,25676568822
2014-01-08,25997948801
2014-01-09,26217840366
2014-01-10,25933108981
2014-01-13,25608909880
2014-01-14,25752685133
2014-01-15,24850565895
2014-01-16,24120413136
2014-01-17,24100679278
2014-01-21,24503813813
2014-01-22,24275464880
2014-01-23,24185252956
2014-01-24,23751108073
2014-01-27,23931531921
2014-01-28,23765203686
2014-01-29,24066849806
2014-01-30,24740620113
2014-01-31,24244454532
2014-02-03,24137327872
2014-02-04,24061211561
2014-02-05,24145785240
2014-02-06,24407963643
2014-02-07,23872330346
2014-02-10,23849777365
2014-02-11,24154242608
2014-02-12,23751108073
2014-02-13,24049935071
2014-02-14,24751896603
2014-02-18,24672961170
2014-02-19,24667322925
2014-02-20,24726524500
2014-02-21,24963330800
2014-02-24,25634281983
2014-02-25,25281891656
2014-02-26,25132478157
2014-02-27,25169126751
2014-02-28,25538431814
2014-03-03,25214232713
2014-03-04,25600452512
2014-03-05,25811886708
2014-03-06,25800610218
2014-03-07,25803429340
2014-03-10,26003587046
2014-03-11,26217840366
2014-03-12,26392625968
2014-03-13,26293956676
2014-03-14,26316509657
2014-03-17,26823951729
2014-03-18,27545647120
2014-03-19,27923409551
2014-03-20,28109471644
2014-03-21,28126386379
2014-03-24,28464681094
2014-03-25,28103833398
2014-03-26,28165854096
2014-03-27,27542827997
2014-03-28,28019259720
2014-03-31,27323579090
2014-04-01,27197322471
2014-04-02,26985979871
2014-04-03,27238493108
2014-04-04,26785616106
2014-04-07,26516634615
2014-04-08,26527613451
2014-04-09,26571528797
2014-04-10,26277844923
2014-04-11,26088459995
2014-04-14,26179035395
2014-04-15,26478208687
2014-04-16,26253142541
2014-04-17,25251323720
2014-04-21,25534028757
2014-04-22,25852415012
2014-04-23,25989650467
2014-04-24,26497421651
2014-04-25,26349207360
2014-04-28,26063757613
2014-04-29,26181780104
2014-04-30,27633731218
2014-05-01,27658433600
2014-05-02,27685880691
2014-05-05,28116800020
2014-05-06,28086608220
2014-05-07,28748083113
2014-05-08,28347355584
2014-05-09,28684954804
2014-05-12,29371132079
2014-05-13,29217428369
2014-05-14,29003341059
2014-05-15,28800232586
2014-05-16,28852382059
2014-05-19,29211938951
2014-05-20,29093916460
2014-05-21,29401323879
2014-05-22,29461707479
2014-05-23,29867924426
2014-05-27,29774604316
2014-05-28,29609921770
2014-05-29,29793817280
2014-05-30,29741667807
2014-06-02,29738923098
2014-06-03,29645602989
2014-06-04,29815774953
2014-06-05,29439749806
2014-06-06,29129597678
2014-06-09,28896297404
2014-06-10,29011575187
2014-06-11,29555027588
2014-06-12,29395834461
2014-06-13,29335450860
2014-06-16,29121363551
2014-06-17,29110384714
2014-06-18,29162534187
2014-06-19,29557772297
2014-06-20,29793817280
2014-06-23,29821264371
2014-06-24,29618155898
2014-06-25,29845966753
2014-06-26,29675794789
2014-06-27,29519346370
2014-06-30,29109846681
2014-07-01,29318141281
2014-07-02,29842935469
2014-07-03,29799653474
2014-07-07,29521025632
2014-07-08,29610294747
2014-07-09,29991717327
2014-07-10,29961960955
2014-07-11,29999832701
2014-07-14,30608485754
2014-07-15,30505691016
2014-07-16,30346088660
2014-07-17,30686934369
2014-07-18,31089997947
2014-07-21,30954741713
2014-07-22,31195497809
2014-07-23,31227959305
2014-07-24,31176561937
2014-07-25,30705870242
2014-07-28,31263125926
2014-07-29,30446178273
2014-07-30,30424537275
2014-07-31,29704974111
2014-08-01,30026883948
2014-08-04,30189191428
2014-08-05,29875396965
2014-08-06,30118858187
2014-08-07,29023282691
2014-08-08,29372243775
2014-08-11,29050333938
2014-08-12,29393884772
2014-08-13,29851050843
2014-08-14,30427242400
2014-08-15,30237883673
2014-08-18,30405601403
2014-08-19,30735626614
2014-08-20,30586844756
2014-08-21,30600370380
2014-08-22,30532742263
2014-08-25,30627421626
2014-08-26,31019664705
2014-08-27,31319933545
2014-08-28,31447074405
2014-08-29,31517407646
2014-09-02,31282061799
2014-09-03,31547164018
2014-09-04,31923176348
2014-09-05,32182868317
2014-09-08,31955637844
2014-09-09,32702252256
2014-09-10,32407393666
2014-09-11,32447970536
2014-09-12,32088188954
2014-09-15,32028676211
2014-09-16,32548060149
2014-09-17,32521008902
2014-09-18,33045803090
2014-09-19,33013341594
2014-09-22,32953828851
2014-09-23,32288368180
2014-09-24,33589533151
2014-09-25,32648149762
2014-09-26,32677906134
2014-09-29,32815867493
2014-09-30,31890692000
2014-10-01,31498790000
2014-10-02,31578770000
2014-10-03,32543862000
2014-10-06,31744062000
2014-10-07,31330832000
2014-10-08,31952010000
2014-10-09,31706738000
2014-10-10,31178870000
2014-10-13,30501706000
2014-10-14,30179120000
2014-10-15,29608596000
2014-10-16,29837872000
2014-10-17,30656334000
2014-10-20,30986918000
2014-10-21,32106638000
2014-10-22,31690742000
2014-10-23,31930682000
2014-10-24,32047986000
2014-10-27,32082644000
2014-10-28,31992000000
2014-10-29,32578520000
2014-10-30,32869114000
2014-10-31,33775554000
2014-11-03,33674246000
2014-11-04,33812878000
2014-11-05,33866198000
2014-11-06,34071480000
2014-11-07,33098390000
2014-11-10,33458300000
2014-11-11,33756892000
2014-11-12,33762224000
2014-11-13,33759558000
2014-11-14,33420976000
2014-11-17,33930182000
2014-11-18,34402064000
2014-11-19,33543612000
2014-11-20,33658250000
2014-11-21,33562274000
2014-11-24,33628924000
2014-11-25,33898190000
2014-11-26,33831540000
2014-11-28,34100806000
2014-12-01,34063482000
2014-12-02,34314086000
2014-12-03,34434056000
2014-12-04,34028824000
2014-12-05,34100806000
2014-12-08,33682244000
2014-12-09,33767556000
2014-12-10,32975754000
2014-12-11,33431640000
2014-12-12,32698490000
2014-12-15,32583852000
2014-12-16,32343912000
2014-12-17,32981086000
2014-12-18,34047486000
2014-12-19,34111470000
2014-12-22,34250102000
2014-12-23,33842204000
2014-12-24,33839538000
2014-12-26,33687576000
2014-12-29,33876862000
2014-12-30,34180786000
2014-12-31,33503622000
2015-01-02,33447636000
2015-01-05,32861116000
2015-01-06,33309004000
2015-01-07,33474296000
2015-01-08,35071230000
2015-01-09,34604680000
2015-01-12,34346078000
2015-01-13,34732648000
2015-01-14,35140546000
2015-01-15,35748394000
2015-01-16,36260266000
2015-01-20,36558858000
2015-01-21,37238688000
2015-01-22,38086476000
2015-01-23,37529282000
2015-01-26,36977420000
2015-01-27,36732148000
2015-01-28,35612428000
2015-01-29,36550860000
2015-01-30,35980336000
2015-02-02,36124300000
2015-02-03,36513536000
2015-02-04,36697490000
2015-02-05,36585518000
2015-02-06,36174954000
2015-02-09,35959008000
2015-02-10,36988084000
2015-02-11,37721234000
2015-02-12,37857200000
2015-02-13,37603930000
2015-02-17,37793216000
2015-02-18,37814544000
2015-02-19,38030490000
2015-02-20,38547694000
2015-02-23,39283510000
2015-02-24,39264848000
2015-02-25,39182202000
2015-02-26,39115552000
2015-02-27,39043570000
2015-03-02,39171538000
2015-03-03,38920934000
2015-03-04,39070230000
2015-03-05,39150210000
2015-03-06,38699656000
2015-03-09,39123550000
2015-03-10,38465048000
2015-03-11,38491708000
2015-03-12,39312836000
2015-03-13,39992666000
2015-03-16,40856450000
2015-03-17,40869780000
2015-03-18,41960174000
2015-03-19,41941512000
2015-03-20,42224108000
2015-03-23,42008162000
2015-03-24,42016160000
2015-03-25,41168372000
2015-03-26,40741812000
2015-03-27,41661582000
2015-03-30,41816210000
2015-03-31,40625271000
2015-04-01,40514769000
2015-04-02,40504245000
2015-04-06,40893633000
2015-04-07,40830489000
2015-04-08,40685784000
2015-04-09,40383219000
2015-04-10,40496352000
2015-04-13,40388481000
2015-04-14,40583175000
2015-04-15,39807030000
2015-04-16,40762083000
2015-04-17,40117488000
2015-04-20,40220097000
2015-04-21,40222728000
2015-04-22,40212204000
2015-04-23,40570020000
2015-04-24,40591068000
2015-04-27,39733362000
2015-04-28,40575282000
2015-04-29,39746517000
2015-04-30,39709683000
2015-05-01,40314813000
2015-05-04,41001504000
2015-05-05,40570020000
2015-05-06,42056535000
2015-05-07,40990980000
2015-05-08,41675040000
2015-05-11,41782911000
2015-05-12,41693457000
2015-05-13,41777649000
2015-05-14,42096000000
2015-05-15,42456447000
2015-05-18,42951075000
2015-05-19,43264164000
2015-05-20,43035267000
2015-05-21,43311522000
2015-05-22,43198389000
2015-05-26,42711654000
2015-05-27,42985278000
2015-05-28,43206282000
2015-05-29,44161335000
2015-06-01,44219217000
2015-06-02,43185234000
2015-06-03,43085256000
2015-06-04,42477495000
2015-06-05,42837942000
2015-06-08,42593259000
2015-06-09,42777429000
2015-06-10,43245747000
2015-06-11,43140507000
2015-06-12,42282801000
2015-06-15,43269426000
2015-06-16,43898235000
2015-06-17,43453596000
2015-06-18,43474644000
2015-06-19,43427286000
2015-06-22,45000624000
2015-06-23,44727000000
2015-06-24,44192907000
2015-06-25,44816454000
2015-06-26,43327308000
2015-06-29,42901086000
2015-06-30,42889782000
2015-07-01,43171986000
2015-07-02,42628482000
2015-07-06,42226080000
2015-07-07,41894229000
2015-07-08,41648607000
2015-07-09,41436954000
2015-07-10,41737449000
2015-07-13,40880385000
2015-07-14,41800161000
2015-07-15,41703480000
2015-07-16,41180880000
2015-07-17,41439567000
2015-07-20,40916967000
2015-07-21,40705314000
2015-07-22,40527630000
2015-07-23,40556373000
2015-07-24,39419718000
2015-07-27,39586950000
2015-07-28,40292460000
2015-07-29,40572051000
2015-07-30,40472757000
2015-07-31,40310751000
2015-08-03,39921414000
2015-08-04,39848250000
2015-08-05,40488435000
2015-08-06,39832572000
2015-08-07,39882219000
2015-08-10,39803829000
2015-08-11,39827346000
2015-08-12,39056511000
2015-08-13,39113997000
2015-08-14,39012090000
2015-08-17,39691470000
2015-08-18,40057290000
2015-08-19,39704535000
2015-08-20,38635818000
2015-08-21,38311806000
2015-08-24,36759684000
2015-08-25,36095982000
2015-08-26,37146408000
2015-08-27,37146408000
2015-08-28,36728328000
2015-08-31,36856365000
2015-09-01,36075078000
2015-09-02,36704811000
2015-09-03,37352835000
2015-09-04,37117665000
2015-09-08,38262159000
2015-09-09,38045280000
2015-09-10,37611522000
2015-09-11,38434617000
2015-09-14,38115831000
2015-09-15,38735112000
2015-09-16,39495495000
2015-09-17,39265551000
