,DUK
2009-04-13,17928942071
2009-04-14,17671342328
2009-04-15,18031981968
2009-04-16,17864542135
2009-04-17,17697102302
2009-04-20,17671342328
2009-04-21,17813022186
2009-04-22,17671342328
2009-04-23,17800142199
2009-04-24,17709982290
2009-04-27,17748622251
2009-04-28,17838782161
2009-04-29,18019101980
2009-04-30,17787262212
2009-05-01,18173661826
2009-05-04,18328221671
2009-05-05,18276701723
2009-05-06,18019101980
2009-05-07,18276701723
2009-05-08,18263821736
2009-05-11,18469901530
2009-05-12,18547181452
2009-05-13,18083501916
2009-05-14,17684222315
2009-05-15,17362222637
2009-05-18,17452382547
2009-05-19,17465262534
2009-05-20,17284942715
2009-05-21,17323582676
2009-05-22,17632702367
2009-05-26,18070621929
2009-05-27,17709982290
2009-05-28,18070621929
2009-05-29,18225181774
2009-06-01,18508541491
2009-06-02,18160781839
2009-06-03,18135021864
2009-06-04,18122141877
2009-06-05,18199421800
2009-06-08,18147901852
2009-06-09,18135021864
2009-06-10,18212301787
2009-06-11,18598701401
2009-06-12,18894941105
2009-06-15,18611581388
2009-06-16,18328221671
2009-06-17,18405501594
2009-06-18,18856301143
2009-06-19,18560061439
2009-06-22,18869181130
2009-06-23,18534301465
2009-06-24,18547181452
2009-06-25,18843421156
2009-06-26,18560061439
2009-06-29,18779021220
2009-06-30,18952391047
2009-07-01,19264150735
2009-07-02,18705581294
2009-07-06,18978371021
2009-07-07,18601661398
2009-07-08,18562691437
2009-07-09,18484751515
2009-07-10,18601661398
2009-07-13,18926411073
2009-07-14,18861461138
2009-07-15,19173220826
2009-07-16,19186210813
2009-07-17,19134250865
2009-07-20,19173220826
2009-07-21,19342090657
2009-07-22,19277140722
2009-07-23,19679830320
2009-07-24,19991590008
2009-07-27,20069529930
2009-07-28,19874680125
2009-07-29,19939630060
2009-07-30,20173449826
2009-07-31,20108499891
2009-08-03,20225409774
2009-08-04,20238399761
2009-08-05,19913650086
2009-08-06,20069529930
2009-08-07,20355309644
2009-08-10,20160459839
2009-08-11,20264379735
2009-08-12,19848700151
2009-08-13,19874680125
2009-08-14,19978600021
2009-08-17,19835710164
2009-08-18,19809730190
2009-08-19,19926640073
2009-08-20,20121489878
2009-08-21,20277369722
2009-08-24,20394279605
2009-08-25,20290359709
2009-08-26,20316339683
2009-08-27,20290359709
2009-08-28,20277369722
2009-08-31,20121489878
2009-09-01,19861690138
2009-09-02,19679830320
2009-09-03,19887670112
2009-09-04,20160459839
2009-09-08,20160459839
2009-09-09,20043549956
2009-09-10,20043549956
2009-09-11,20043549956
2009-09-14,20329329670
2009-09-15,20342319657
2009-09-16,20589129410
2009-09-17,20550159449
2009-09-18,20732019267
2009-09-21,20459229540
2009-09-22,20407269592
2009-09-23,20420259579
2009-09-24,20537169462
2009-09-25,20563149436
2009-09-28,20706039293
2009-09-29,20602119397
2009-09-30,20540679459
2009-10-01,20371029628
2009-10-02,20070879929
2009-10-05,20240529759
2009-10-06,20384079615
2009-10-07,20462379537
2009-10-08,20344929655
2009-10-09,20357979642
2009-10-12,20410179589
2009-10-13,20371029628
2009-10-14,20592879407
2009-10-15,20684229315
2009-10-16,20605929394
2009-10-19,20853879146
2009-10-20,20814729185
2009-10-21,21075728924
2009-10-22,21127928872
2009-10-23,21010478989
2009-10-26,20801679198
2009-10-27,20749479250
2009-10-28,20671179328
2009-10-29,21023528976
2009-10-30,20645079354
2009-11-02,20592879407
2009-11-03,20514579485
2009-11-04,20618979381
2009-11-05,20945229054
2009-11-06,20945229054
2009-11-09,21284528715
2009-11-10,21114878885
2009-11-11,21062678937
2009-11-12,20893029106
2009-11-13,20932179067
2009-11-16,21140978859
2009-11-17,21127928872
2009-11-18,21088778911
2009-11-19,21010478989
2009-11-20,21167078832
2009-11-23,21480278519
2009-11-24,21610778389
2009-11-25,21858728141
2009-11-27,21780428219
2009-11-30,21767378232
2009-12-01,22328527671
2009-12-02,22511227488
2009-12-03,22537327462
2009-12-04,22367677632
2009-12-07,22680877319
2009-12-08,22772227227
2009-12-09,22772227227
2009-12-10,23059326940
2009-12-11,23242026757
2009-12-14,23098476901
2009-12-15,23033226966
2009-12-16,22902727097
2009-12-17,22615627384
2009-12-18,22693927306
2009-12-21,22667827332
2009-12-22,22524277475
2009-12-23,22498177501
2009-12-24,22537327462
2009-12-28,22628677371
2009-12-29,22693927306
2009-12-30,22733077266
2009-12-31,22545077454
2010-01-04,22230677769
2010-01-05,21863878136
2010-01-06,21942478057
2010-01-07,22047277952
2010-01-08,22060377939
2010-01-11,22283077716
2010-01-12,22309277690
2010-01-13,22361677638
2010-01-14,22361677638
2010-01-15,22138977861
2010-01-19,22387877612
2010-01-20,22178277821
2010-01-21,21850778149
2010-01-22,21680478319
2010-01-25,21824578175
2010-01-26,22021077978
2010-01-27,21929378070
2010-01-28,21772178227
2010-01-29,21654278345
2010-02-01,21811478188
2010-02-02,21955578044
2010-02-03,21798378201
2010-02-04,21444678555
2010-02-05,21379178620
2010-02-08,21379178620
2010-02-09,21693578306
2010-02-10,21248178751
2010-02-11,21235078764
2010-02-12,21156478843
2010-02-16,21287478712
2010-02-17,21195778804
2010-02-18,21392278607
2010-02-19,21759078240
2010-02-22,21523278476
2010-02-23,21418478581
2010-02-24,21549478450
2010-02-25,21457778542
2010-02-26,21418478581
2010-03-01,21601878398
2010-03-02,21536378463
2010-03-03,21483978516
2010-03-04,21392278607
2010-03-05,21562578437
2010-03-08,21654278345
2010-03-09,21575678424
2010-03-10,21575678424
2010-03-11,21588778411
2010-03-12,21392278607
2010-03-15,21562578437
2010-03-16,21759078240
2010-03-17,21772178227
2010-03-18,21719778280
2010-03-19,21719778280
2010-03-22,21536378463
2010-03-23,21562578437
2010-03-24,21379178620
2010-03-25,21352978647
2010-03-26,21510178489
2010-03-29,21732878267
2010-03-30,21483978516
2010-03-31,21444458555
2010-04-01,21562718437
2010-04-05,21575858424
2010-04-06,21746678253
2010-04-07,21510158489
2010-04-08,21339338660
2010-04-09,21457598542
2010-04-12,21365618634
2010-04-13,21313058686
2010-04-14,21299918700
2010-04-15,21194798805
2010-04-16,21037118962
2010-04-19,21115958884
2010-04-20,21483878516
2010-04-21,21418178581
2010-04-22,21299918700
2010-04-23,21352478647
2010-04-26,21339338660
2010-04-27,21037118962
2010-04-28,21864938135
2010-04-29,21720398279
2010-04-30,22048897951
2010-05-03,22245997753
2010-05-04,21956918043
2010-05-05,22022617977
2010-05-06,21654698345
2010-05-07,21746678253
2010-05-10,22206577793
2010-05-11,22232857767
2010-05-12,22311697688
2010-05-13,22154017845
2010-05-14,22048897951
2010-05-17,22245997753
2010-05-18,22259137740
2010-05-19,21667838332
2010-05-20,20984559015
2010-05-21,21023978976
2010-05-24,20984559015
2010-05-25,20787459212
2010-05-26,20642919357
2010-05-27,20997699002
2010-05-28,20971419028
2010-06-01,20629779370
2010-06-02,20971419028
2010-06-03,21089678910
2010-06-04,20511519488
2010-06-07,20590359409
2010-06-08,21155378844
2010-06-09,20931999067
2010-06-10,21339338660
2010-06-11,21247358752
2010-06-14,21299918700
2010-06-15,21562718437
2010-06-16,21707258292
2010-06-17,21956918043
2010-06-18,21864938135
2010-06-21,21799238200
2010-06-22,21444458555
2010-06-23,21313058686
2010-06-24,21221078778
2010-06-25,21247358752
2010-06-28,21470738529
2010-06-29,21221078778
2010-06-30,21119978880
2010-07-01,21080378919
2010-07-02,21199178800
2010-07-06,21410378589
2010-07-07,22109977890
2010-07-08,22070377929
2010-07-09,22162777837
2010-07-12,22294777705
2010-07-13,22228777771
2010-07-14,22387177612
2010-07-15,22545577454
2010-07-16,22268377731
2010-07-19,22664377335
2010-07-20,22624777375
2010-07-21,22307977692
2010-07-22,22571977428
2010-07-23,22360777639
2010-07-26,22571977428
2010-07-27,22915177084
2010-07-28,22849177150
2010-07-29,22664377335
2010-07-30,22571977428
2010-08-02,22928377071
2010-08-03,22928377071
2010-08-04,22928377071
2010-08-05,22981177018
2010-08-06,22994377005
2010-08-09,23179176820
2010-08-10,23350776649
2010-08-11,22585177414
2010-08-12,22571977428
2010-08-13,22453177546
2010-08-16,22479577520
2010-08-17,22756777243
2010-08-18,22783177216
2010-08-19,22492777507
2010-08-20,22519177480
2010-08-23,22519177480
2010-08-24,22717177282
2010-08-25,22651177348
2010-08-26,22545577454
2010-08-27,22915177084
2010-08-30,22637977362
2010-08-31,22677577322
2010-09-01,23020776979
2010-09-02,22809577190
2010-09-03,22901977098
2010-09-07,22888777111
2010-09-08,22954777045
2010-09-09,23152776847
2010-09-10,23139576860
2010-09-13,23311176688
2010-09-14,23311176688
2010-09-15,23205576794
2010-09-16,23192376807
2010-09-17,23113176886
2010-09-20,23469576530
2010-09-21,23482776517
2010-09-22,23733576266
2010-09-23,23443176556
2010-09-24,23746776253
2010-09-27,23627976372
2010-09-28,23680776319
2010-09-29,23575176424
2010-09-30,23430399865
2010-10-01,23589160339
2010-10-04,23483320023
2010-10-05,23470089984
2010-10-06,23417169826
2010-10-07,23324559550
2010-10-08,23337789589
2010-10-11,23311329510
2010-10-12,23258409353
2010-10-13,23231949274
2010-10-14,23258409353
2010-10-15,23271639392
2010-10-18,23351019629
2010-10-19,23377479708
2010-10-20,23536240181
2010-10-21,23575930299
2010-10-22,23523010142
2010-10-25,23509780102
2010-10-26,23628850457
2010-10-27,23642080497
2010-10-28,23906681286
2010-10-29,24091901838
2010-11-01,23880221207
2010-11-02,24171282075
2010-11-03,24197742154
2010-11-04,24515263100
2010-11-05,24462342943
2010-11-08,24382962706
2010-11-09,23880221207
2010-11-10,23655310536
2010-11-11,23642080497
2010-11-12,23536240181
2010-11-15,23470089984
2010-11-16,23298099471
2010-11-17,23271639392
2010-11-18,23403939787
2010-11-19,23298099471
2010-11-22,23364249668
2010-11-23,23245179313
2010-11-24,23364249668
2010-11-26,23179029116
2010-11-29,23165799076
2010-11-30,23218719234
2010-12-01,23523010142
2010-12-02,23496550063
2010-12-03,23536240181
2010-12-06,23390709747
2010-12-07,23112878919
2010-12-08,22967348485
2010-12-09,23073188800
2010-12-10,23192259155
2010-12-13,23205489195
2010-12-14,23364249668
2010-12-15,23218719234
2010-12-16,23364249668
2010-12-17,23470089984
2010-12-20,23456859944
2010-12-21,23509780102
2010-12-22,23496550063
2010-12-23,23509780102
2010-12-27,23549470221
2010-12-28,23628850457
2010-12-29,23589160339
2010-12-30,23549470221
2010-12-31,23687276312
2011-01-03,23753776246
2011-01-04,23873476126
2011-01-05,23634076365
2011-01-06,23594176405
2011-01-07,23660676339
2011-01-10,23381376618
2011-01-11,23461176538
2011-01-12,23554276445
2011-01-13,23673976326
2011-01-14,23833576166
2011-01-18,23953276046
2011-01-19,23939976060
2011-01-20,24006475993
2011-01-21,24152775847
2011-01-24,24166075833
2011-01-25,24112875887
2011-01-26,24072975927
2011-01-27,24219275780
2011-01-28,23886776113
2011-01-31,23780376219
2011-02-01,24006475993
2011-02-02,23886776113
2011-02-03,24059675940
2011-02-04,23953276046
2011-02-07,24139475860
2011-02-08,24112875887
2011-02-09,23713876286
2011-02-10,23753776246
2011-02-11,23727176272
2011-02-14,23527676472
2011-02-15,23793676206
2011-02-16,23540976459
2011-02-17,24099575900
2011-02-18,23860176139
2011-02-22,23913376086
2011-02-23,23806976193
2011-02-24,23700576299
2011-02-25,23767076232
2011-02-28,23926676073
2011-03-01,23780376219
2011-03-02,23886776113
2011-03-03,24046375953
2011-03-04,23913376086
2011-03-07,24126175873
2011-03-08,24259175740
2011-03-09,24525175474
2011-03-10,24365575634
2011-03-11,24511875488
2011-03-14,24179375820
2011-03-15,23806976193
2011-03-16,23474476525
2011-03-17,23407976592
2011-03-18,23447876552
2011-03-21,23567576432
2011-03-22,23620776379
2011-03-23,23700576299
2011-03-24,23767076232
2011-03-25,23700576299
2011-03-28,23753776246
2011-03-29,24006475993
2011-03-30,24166075833
2011-03-31,24178193622
2011-04-01,24537869229
2011-04-04,24484583954
2011-04-05,24524547910
2011-04-06,24724367692
2011-04-07,24484583954
2011-04-08,24524547910
2011-04-11,24191514940
2011-04-12,23965052521
2011-04-13,24084944390
2011-04-14,24258121534
2011-04-15,24471262635
2011-04-18,24258121534
2011-04-19,24271442853
2011-04-20,24564511867
2011-04-21,24577833186
2011-04-25,24551190548
2011-04-26,24631118461
2011-04-27,24697725055
2011-04-28,24884223518
2011-04-29,24844259562
2011-05-02,25044079344
2011-05-03,25017436706
2011-05-04,25110685938
2011-05-05,24937508793
2011-05-06,24937508793
2011-05-09,25137328575
2011-05-10,25323827038
2011-05-11,25270541763
2011-05-12,25616896052
2011-05-13,25603574733
2011-05-16,25710145284
2011-05-17,25949929022
2011-05-18,25497004183
2011-05-19,25403754951
2011-05-20,25323827038
2011-05-23,25044079344
2011-05-24,24964151431
2011-05-25,24870902199
2011-05-26,24777652968
2011-05-27,24804295605
2011-05-31,24977472750
2011-06-01,24751010330
2011-06-02,24790974286
2011-06-03,24577833186
2011-06-06,24471262635
2011-06-07,24484583954
2011-06-08,24591154504
2011-06-09,24524547910
2011-06-10,24351370766
2011-06-13,24644439780
2011-06-14,24697725055
2011-06-15,24497905273
2011-06-16,24884223518
2011-06-17,24964151431
2011-06-20,25084043300
2011-06-21,25044079344
2011-06-22,24897544837
2011-06-23,24711046374
2011-06-24,24657761098
2011-06-27,24804295605
2011-06-28,24817616924
2011-06-29,25017436706
2011-06-30,25081560000
2011-07-01,25401240000
2011-07-05,25401240000
2011-07-06,25401240000
2011-07-07,25427880000
2011-07-08,25427880000
2011-07-11,25387920000
2011-07-12,25467840000
2011-07-13,25334640000
2011-07-14,25161480000
2011-07-15,25108200000
2011-07-18,24815160000
2011-07-19,24988320000
2011-07-20,25081560000
2011-07-21,25441200000
2011-07-22,25241400000
2011-07-25,25201440000
2011-07-26,25068240000
2011-07-27,24988320000
2011-07-28,24801840000
2011-07-29,24775200000
2011-08-01,24908400000
2011-08-02,24708600000
2011-08-03,24575400000
2011-08-04,24002640000
2011-08-05,24135840000
2011-08-08,23003640000
2011-08-09,23789520000
2011-08-10,22977000000
2011-08-11,24002640000
2011-08-12,23736240000
2011-08-15,24508800000
2011-08-16,24362280000
2011-08-17,24602040000
2011-08-18,24468840000
2011-08-19,24295680000
2011-08-22,24442200000
2011-08-23,24628680000
2011-08-24,25134840000
2011-08-25,24721920000
2011-08-26,24721920000
2011-08-29,25001640000
2011-08-30,25001640000
2011-08-31,25188120000
2011-09-01,25054920000
2011-09-02,25014960000
2011-09-06,24828480000
2011-09-07,25014960000
2011-09-08,25054920000
2011-09-09,24708600000
2011-09-12,25121520000
2011-09-13,25281360000
2011-09-14,25414560000
2011-09-15,25840800000
2011-09-16,26067240000
2011-09-19,26040600000
2011-09-20,26307000000
2011-09-21,26187120000
2011-09-22,25960680000
2011-09-23,26360280000
2011-09-26,26560080000
2011-09-27,26506800000
2011-09-28,26480160000
2011-09-29,26813160000
2011-09-30,26626680000
2011-10-03,26253720000
2011-10-04,26160480000
2011-10-05,25960680000
2011-10-06,26107200000
2011-10-07,26360280000
2011-10-10,26986320000
2011-10-11,26546760000
2011-10-12,26373600000
2011-10-13,26373600000
2011-10-14,26533440000
2011-10-17,26786520000
2011-10-18,26799840000
2011-10-19,26906400000
2011-10-20,26959680000
2011-10-21,27372600000
2011-10-24,27119520000
2011-10-25,26826480000
2011-10-26,27039600000
2011-10-27,27479160000
2011-10-28,27252720000
2011-10-31,27199440000
2011-11-01,26906400000
2011-11-02,27212760000
2011-11-03,27718920000
2011-11-04,27492480000
2011-11-07,27772200000
2011-11-08,27745560000
2011-11-09,27385920000
2011-11-10,27639000000
2011-11-11,27972000000
2011-11-14,27745560000
2011-11-15,27545760000
2011-11-16,26946360000
2011-11-17,26773200000
2011-11-18,26866440000
2011-11-21,26679960000
2011-11-22,26533440000
2011-11-23,26147160000
2011-11-25,26360280000
2011-11-28,26626680000
2011-11-29,26919720000
2011-11-30,27772200000
2011-12-01,27572400000
2011-12-02,27465840000
2011-12-05,27572400000
2011-12-06,27545760000
2011-12-07,27585720000
2011-12-08,27292680000
2011-12-09,27785520000
2011-12-12,27452520000
2011-12-13,27798840000
2011-12-14,27772200000
2011-12-15,28025280000
2011-12-16,27985320000
2011-12-19,27932040000
2011-12-20,28504800000
2011-12-21,28837800000
2011-12-22,28811160000
2011-12-23,29157480000
2011-12-27,29290680000
2011-12-28,29184120000
2011-12-29,29383920000
2011-12-30,29304000000
2012-01-03,28927560000
2012-01-04,28793760000
2012-01-05,28780380000
2012-01-06,28780380000
2012-01-09,28726860000
2012-01-10,28726860000
2012-01-11,28633200000
2012-01-12,28472640000
2012-01-13,28512780000
2012-01-17,28526160000
2012-01-18,28526160000
2012-01-19,28419120000
2012-01-20,28499400000
2012-01-23,28459260000
2012-01-24,28285320000
2012-01-25,28579680000
2012-01-26,28726860000
2012-01-27,28338840000
2012-01-30,28271940000
2012-01-31,28512780000
2012-02-01,28713479999
2012-02-02,28593060000
2012-02-03,28633200000
2012-02-06,28459260000
2012-02-07,28740240000
2012-02-08,28606440000
2012-02-09,28713479999
2012-02-10,28740240000
2012-02-13,28686719999
2012-02-14,28767000000
2012-02-15,27924060000
2012-02-16,28231800000
2012-02-17,27964200000
2012-02-21,27910680000
2012-02-22,28004340000
2012-02-23,27950820000
2012-02-24,28231800000
2012-02-27,28191660000
2012-02-28,28111380000
2012-02-29,27990960000
2012-03-01,28084620000
2012-03-02,28151520000
2012-03-05,28218420000
2012-03-06,28124760000
2012-03-07,28138140000
2012-03-08,28298700000
2012-03-09,28298700000
2012-03-12,28593060000
2012-03-13,28673340000
2012-03-14,28298700000
2012-03-15,28271940000
2012-03-16,28191660000
2012-03-19,28017720000
2012-03-20,27950820000
2012-03-21,27883920000
2012-03-22,27924060000
2012-03-23,27817020000
2012-03-26,28057860000
2012-03-27,28178280000
2012-03-28,27977580000
2012-03-29,27977580000
2012-03-30,28111380000
2012-04-02,28231800000
2012-04-03,28285320000
2012-04-04,28352220000
2012-04-05,27776880000
2012-04-09,27576180000
2012-04-10,27255060000
2012-04-11,27228300000
2012-04-12,27268440000
2012-04-13,27308580000
2012-04-16,27602940000
2012-04-17,27857160000
2012-04-18,28124760000
2012-04-19,27924060000
2012-04-20,28111380000
2012-04-23,28004340000
2012-04-24,28338840000
2012-04-25,28486020000
2012-04-26,28606440000
2012-04-27,28673340000
2012-04-30,28673340000
2012-05-01,28807140000
2012-05-02,28740240000
2012-05-03,28633200000
2012-05-04,28847280000
2012-05-07,28726860000
2012-05-08,28833900000
2012-05-09,28900800000
2012-05-10,29155020000
2012-05-11,29061360000
2012-05-14,29021219999
2012-05-15,29007840000
2012-05-16,28619820000
2012-05-17,28673340000
2012-05-18,28713479999
2012-05-21,28619820000
2012-05-22,28967700000
2012-05-23,28900800000
2012-05-24,29168400000
2012-05-25,29382479999
2012-05-29,29409240000
2012-05-30,29235300000
2012-05-31,29409240000
2012-06-01,29904300000
2012-06-04,30078240000
2012-06-05,30252180000
2012-06-06,30359219999
2012-06-07,30626820000
2012-06-08,30974700000
2012-06-11,30747240000
2012-06-12,30720479999
2012-06-13,30573300000
2012-06-14,30961320000
2012-06-15,31121880000
2012-06-18,31148640000
2012-06-19,30907800000
2012-06-20,30546539999
2012-06-21,30439500000
2012-06-22,30613440000
2012-06-25,30680340000
2012-06-26,30640200000
2012-06-27,30787380000
2012-06-28,30854280000
2012-06-29,30854280000
2012-07-02,48818160000
2012-07-03,48014310000
2012-07-05,47930429999
2012-07-06,46294770000
2012-07-09,45651690000
2012-07-10,46231860000
2012-07-11,46469520000
2012-07-12,46581360000
2012-07-13,46651260000
2012-07-16,46651260000
2012-07-17,46371660000
2012-07-18,46182929999
2012-07-19,46217880000
2012-07-20,46287780000
2012-07-23,45784500000
2012-07-24,45623730000
2012-07-25,46008179999
2012-07-26,47070660000
2012-07-27,47154539999
2012-07-30,47580929999
2012-07-31,47378220000
2012-08-01,47196480000
2012-08-02,47154539999
2012-08-03,47951399999
2012-08-06,47678789999
2012-08-07,47566950000
2012-08-08,47559960000
2012-08-09,47594910000
2012-08-10,47427149999
2012-08-13,47685780000
2012-08-14,47671800000
2012-08-15,46672230000
2012-08-16,46616310000
2012-08-17,46476510000
2012-08-20,46441560000
2012-08-21,46175940000
2012-08-22,46134000000
2012-08-23,45602760000
2012-08-24,45763530000
2012-08-27,45791490000
2012-08-28,45693630000
2012-08-29,45651690000
2012-08-30,45302190000
2012-08-31,45281220000
2012-09-04,45302190000
2012-09-05,45064530000
2012-09-06,45435000000
2012-09-07,45239280000
2012-09-10,45316170000
2012-09-11,45057539999
2012-09-12,44770950000
2012-09-13,45197340000
2012-09-14,44868810000
2012-09-17,44833860000
2012-09-18,44148840000
2012-09-19,44337570000
2012-09-20,44687070000
2012-09-21,44791920000
2012-09-24,45190350000
2012-09-25,44973660000
2012-09-26,44966670000
2012-09-27,44777940000
2012-09-28,45288210000
2012-10-01,45259140000
2012-10-02,45526280000
2012-10-03,45540340000
2012-10-04,45969170000
2012-10-05,45680940000
2012-10-08,45856690000
2012-10-09,45898870000
2012-10-10,45540340000
2012-10-11,45329440000
2012-10-12,45104480000
2012-10-15,45385680000
2012-10-16,45385680000
2012-10-17,45884810000
2012-10-18,46116799999
2012-10-19,46053530000
2012-10-22,46046500000
2012-10-23,45687970000
2012-10-24,45216959999
2012-10-25,45519250000
2012-10-26,45772330000
2012-10-31,46180070000
2012-11-01,45912930000
2012-11-02,45652820000
2012-11-05,45034180000
2012-11-06,45041209999
2012-11-07,44246820000
2012-11-08,43979680000
2012-11-09,43557880000
2012-11-12,43199350000
2012-11-13,43593030000
2012-11-14,42700220000
2012-11-15,42088610000
2012-11-16,42812700000
2012-11-19,42875970000
2012-11-20,42735370000
2012-11-21,42475260000
2012-11-23,42496350000
2012-11-26,43100930000
2012-11-27,43297770000
2012-11-28,43375100000
2012-11-29,43860170000
2012-11-30,44865460000
2012-12-03,44970910000
2012-12-04,44710800000
2012-12-05,45315379999
2012-12-06,45111510000
2012-12-07,45216959999
2012-12-10,45216959999
2012-12-11,45188840000
2012-12-12,45202900000
2012-12-13,44935760000
2012-12-14,44858430000
2012-12-17,45526280000
2012-12-18,46053530000
2012-12-19,45519250000
2012-12-20,45730150000
2012-12-21,45350530000
2012-12-24,45399740000
2012-12-26,45041209999
2012-12-27,44788130000
2012-12-28,44296030000
2012-12-31,44979000000
2013-01-02,45832050000
2013-01-03,45733350000
2013-01-04,45867300000
2013-01-07,45648750000
2013-01-08,45754500000
2013-01-09,45832050000
2013-01-10,46085850000
2013-01-11,46311450000
2013-01-14,46099950000
2013-01-15,46565250000
2013-01-16,46339650000
2013-01-17,46544100000
2013-01-18,47101050000
2013-01-22,47453550000
2013-01-23,47524050000
2013-01-24,47799000000
2013-01-25,47883600000
2013-01-28,47679150000
2013-01-29,47925900000
2013-01-30,48250200000
2013-01-31,48461700000
2013-02-01,48532200000
2013-02-04,48186749999
2013-02-05,48560400000
2013-02-06,48722550000
2013-02-07,48673200000
2013-02-08,48645000000
2013-02-11,48743700000
2013-02-12,48997500000
2013-02-13,48518099999
2013-02-14,47940000000
2013-02-15,47982300000
2013-02-19,48616799999
2013-02-20,48539249999
2013-02-21,48525150000
2013-02-22,48969299999
2013-02-25,48722550000
2013-02-26,49060950000
2013-02-27,49441650000
2013-02-28,48821250000
2013-03-01,48821250000
2013-03-04,49145549999
2013-03-05,49462800000
2013-03-06,49265400000
2013-03-07,49032750000
2013-03-08,49096200000
2013-03-11,49201950000
2013-03-12,49025700000
2013-03-13,49286550000
2013-03-14,49300650000
2013-03-15,49314750000
2013-03-18,49082100000
2013-03-19,49286550000
2013-03-20,49632000000
2013-03-21,49533300000
2013-03-22,49780050000
2013-03-25,49547400000
2013-03-26,50019750000
2013-03-27,50562600000
2013-03-28,51175950000
2013-04-01,50950555608
2013-04-02,51161910236
2013-04-03,50520801198
2013-04-04,50577162432
2013-04-05,50760336443
2013-04-08,51436671252
2013-04-09,51161910236
2013-04-10,51281677858
2013-04-11,51549393720
2013-04-12,51408490635
2013-04-15,50929420145
2013-04-16,51831199890
2013-04-17,51535303411
2013-04-18,51598709800
2013-04-19,52373676768
2013-04-22,52331405843
2013-04-23,52422992848
2013-04-24,52641392630
2013-04-25,52937289109
2013-04-26,52740024790
2013-04-29,52979560035
2013-04-30,52979560035
2013-05-01,52761160253
2013-05-02,52683663556
2013-05-03,52465263774
2013-05-06,51359174555
2013-05-07,51922786896
2013-05-08,51366219709
2013-05-09,50760336443
2013-05-10,50851923448
2013-05-13,50563072124
2013-05-14,50781471906
2013-05-15,50894194374
2013-05-16,50133317714
2013-05-17,50457394810
2013-05-20,50253085336
2013-05-21,50295356262
2013-05-22,49449937750
2013-05-23,49146996117
2013-05-24,48527022542
2013-05-28,47730920111
2013-05-29,47308210855
2013-05-30,47420933324
2013-05-31,47153217462
2013-06-03,47343436627
2013-06-04,47308210855
2013-06-05,47068675611
2013-06-06,47554791255
2013-06-07,47688649185
2013-06-10,47829552271
2013-06-11,47350481781
2013-06-12,46913682217
2013-06-13,47547746100
2013-06-14,47653423414
2013-06-17,47660468568
2013-06-18,48069087515
2013-06-19,47005269222
2013-06-20,45863954232
2013-06-21,46202121637
2013-06-24,46117579785
2013-06-25,46582559967
2013-06-26,47632287951
2013-06-27,47568881563
2013-06-28,47554791255
2013-07-01,47189040000
2013-07-02,47429080000
2013-07-03,47577340000
2013-07-05,47492620000
2013-07-08,47817380000
2013-07-09,48120960000
2013-07-10,48424540000
2013-07-11,49349400000
2013-07-12,49525900000
2013-07-15,50133060000
2013-07-16,49765940000
2013-07-17,49921259999
2013-07-18,50231900000
2013-07-19,50041280000
2013-07-22,49963620000
2013-07-23,50344860000
2013-07-24,49773000000
2013-07-25,49843599999
2013-07-26,49977740000
2013-07-29,50281320000
2013-07-30,50471940000
2013-07-31,50126000000
2013-08-01,50486060000
2013-08-02,50655500000
2013-08-05,50387220000
2013-08-06,50210720000
2013-08-07,50161300000
2013-08-08,50288380000
2013-08-09,49963620000
2013-08-12,49963620000
2013-08-13,49998919999
2013-08-14,48728120000
2013-08-15,47944460000
2013-08-16,47337300000
2013-08-19,46828980000
2013-08-20,47153740000
2013-08-21,46461860000
2013-08-22,46553640000
2013-08-23,46843099999
2013-08-26,46447740000
2013-08-27,46490099999
2013-08-28,46631300000
2013-08-29,46355960000
2013-08-30,46313599999
2013-09-03,45861759999
2013-09-04,45671140000
2013-09-05,45748800000
2013-09-06,46207700000
2013-09-09,46292419999
2013-09-10,46560700000
2013-09-11,46108860000
2013-09-12,45868820000
2013-09-13,46278300000
2013-09-16,46617180000
2013-09-17,46730140000
2013-09-18,48078599999
2013-09-19,47958580000
2013-09-20,47556160000
2013-09-23,47817380000
2013-09-24,47789140000
2013-09-25,47485560000
2013-09-26,47760900000
2013-09-27,47231400000
2013-09-30,47146680000
2013-10-01,47492620000
2013-10-02,47478500000
2013-10-03,46828980000
2013-10-04,46899580000
2013-10-07,46836040000
2013-10-08,47443200000
2013-10-09,47662060000
2013-10-10,48212740000
2013-10-11,48608099999
2013-10-14,48417480000
2013-10-15,47902099999
2013-10-16,48735180000
2013-10-17,49278800000
2013-10-18,49476480000
2013-10-21,49462360000
2013-10-22,50189540000
2013-10-23,50627259999
2013-10-24,50570780000
2013-10-25,51093220000
2013-10-28,51093220000
2013-10-29,51269720000
2013-10-30,50839060000
2013-10-31,50641380000
2013-11-01,51192060000
2013-11-04,51163820000
2013-11-05,51149700000
2013-11-06,51686259999
2013-11-07,51481520000
2013-11-08,51135580000
2013-11-11,51149700000
2013-11-12,50634320000
2013-11-13,50069520000
2013-11-14,50486060000
2013-11-15,50690800000
2013-11-18,50507240000
2013-11-19,50210720000
2013-11-20,49441180000
2013-11-21,49949500000
2013-11-22,50217780000
2013-11-25,50118940000
