,PGR
2009-04-13,10011232000
2009-04-14,9669940000
2009-04-15,10573360000
2009-04-16,10559976000
2009-04-17,10593436000
2009-04-20,10198608000
2009-04-21,10834348000
2009-04-22,10285604000
2009-04-23,10533208000
2009-04-24,10345832000
2009-04-27,10446212000
2009-04-28,10332448000
2009-04-29,10439520000
2009-04-30,10225376000
2009-05-01,10232068000
2009-05-04,10486364000
2009-05-05,10385984000
2009-05-06,10760735999
2009-05-07,10452904000
2009-05-08,10794196000
2009-05-11,10252144000
2009-05-12,10339140000
2009-05-13,10385984000
2009-05-14,10881192000
2009-05-15,10707200000
2009-05-18,11041800000
2009-05-19,11088644000
2009-05-20,10847732000
2009-05-21,10667048000
2009-05-22,10680432000
2009-05-26,11081952000
2009-05-27,10406060000
2009-05-28,10626896000
2009-05-29,10794196000
2009-06-01,11162256000
2009-06-02,11215792000
2009-06-03,11048492000
2009-06-04,11135488000
2009-06-05,11095335999
2009-06-08,11242560000
2009-06-09,11142180000
2009-06-10,10754044000
2009-06-11,10687124000
2009-06-12,10392676000
2009-06-15,10379292000
2009-06-16,10078152000
2009-06-17,10098228000
2009-06-18,10145072000
2009-06-19,10151764000
2009-06-22,9703400000
2009-06-23,9770320000
2009-06-24,9870700000
2009-06-25,10031308000
2009-06-26,10071460000
2009-06-29,10252144000
2009-06-30,10073837000
2009-07-01,10113839000
2009-07-02,9653816000
2009-07-06,9900495000
2009-07-07,9607147000
2009-07-08,9580479000
2009-07-09,9620481000
2009-07-10,9547144000
2009-07-13,9933830000
2009-07-14,9713819000
2009-07-15,9927163000
2009-07-16,9947164000
2009-07-17,9900495000
2009-07-20,9967165000
2009-07-21,9913829000
2009-07-22,10093838000
2009-07-23,10380519000
2009-07-24,10440522000
2009-07-27,10500525000
2009-07-28,10460523000
2009-07-29,10407187000
2009-07-30,10460523000
2009-07-31,10387186000
2009-08-03,10547194000
2009-08-04,10807207000
2009-08-05,10727203000
2009-08-06,10627198000
2009-08-07,10913879000
2009-08-10,10780539000
2009-08-11,10533860000
2009-08-12,10887210999
2009-08-13,10953881000
2009-08-14,10800540000
2009-08-17,10727203000
2009-08-18,10680534000
2009-08-19,10853876000
2009-08-20,10920546000
2009-08-21,11227228000
2009-08-24,11193893000
2009-08-25,11280564000
2009-08-26,11067220000
2009-08-27,11093888000
2009-08-28,11093888000
2009-08-31,11013884000
2009-09-01,10893878000
2009-09-02,10813874000
2009-09-03,11020551000
2009-09-04,11127223000
2009-09-08,11113889000
2009-09-09,11247229000
2009-09-10,11113889000
2009-09-11,11240562000
2009-09-14,11433905000
2009-09-15,11313899000
2009-09-16,11560578000
2009-09-17,11440572000
2009-09-18,11393903000
2009-09-21,11340567000
2009-09-22,11260563000
2009-09-23,11133890000
2009-09-24,11020551000
2009-09-25,10880544000
2009-09-28,11280564000
2009-09-29,11160557999
2009-09-30,10966011999
2009-10-01,10694838000
2009-10-02,10754364000
2009-10-05,10926328000
2009-10-06,10992468000
2009-10-07,10866802000
2009-10-08,10807276000
2009-10-09,10794048000
2009-10-12,10913100000
2009-10-13,10880030000
2009-10-14,11171046000
2009-10-15,11349624000
2009-10-16,11118134000
2009-10-19,11164432000
2009-10-20,11038766000
2009-10-21,10774206000
2009-10-22,11005696000
2009-10-23,10906485999
2009-10-26,10820504000
2009-10-27,10787434000
2009-10-28,10628698000
2009-10-29,10926328000
2009-10-30,10582400000
2009-11-02,10741135999
2009-11-03,10622084000
2009-11-04,10589014000
2009-11-05,10734522000
2009-11-06,10668382000
2009-11-09,11012310000
2009-11-10,11091678000
2009-11-11,11435606000
2009-11-12,11270256000
2009-11-13,11309940000
2009-11-16,11336396000
2009-11-17,11362852000
2009-11-18,11276870000
2009-11-19,11098292000
2009-11-20,11144590000
2009-11-23,11323168000
2009-11-24,11323168000
2009-11-25,11296711999
2009-11-27,10985854000
2009-11-30,11091678000
2009-12-01,11098292000
2009-12-02,11111520000
2009-12-03,10946170000
2009-12-04,11171046000
2009-12-07,11091678000
2009-12-08,11085064000
2009-12-09,11204116000
2009-12-10,11356238000
2009-12-11,11514974000
2009-12-14,11614184000
2009-12-15,11481904000
2009-12-16,11442220000
2009-12-17,11303326000
2009-12-18,11369466000
2009-12-21,11508360000
2009-12-22,11607570000
2009-12-23,11739850000
2009-12-24,11925042000
2009-12-28,11911814000
2009-12-29,11911814000
2009-12-30,11938270000
2009-12-31,11898585999
2010-01-04,11925042000
2010-01-05,11885358000
2010-01-06,11766306000
2010-01-07,11607570000
2010-01-08,11713394000
2010-01-11,11415764000
2010-01-12,11442220000
2010-01-13,11720008000
2010-01-14,11739850000
2010-01-15,11528202000
2010-01-19,11713394000
2010-01-20,11640640000
2010-01-21,11488518000
2010-01-22,11171046000
2010-01-25,11157818000
2010-01-26,11111520000
2010-01-27,11217344000
2010-01-28,11078450000
2010-01-29,10966011999
2010-02-01,11078450000
2010-02-02,11197502000
2010-02-03,11091678000
2010-02-04,10747750000
2010-02-05,10926328000
2010-02-08,10721294000
2010-02-09,10827118000
2010-02-10,10913100000
2010-02-11,10999082000
2010-02-12,11051994000
2010-02-16,11290098000
2010-02-17,11190888000
2010-02-18,11343010000
2010-02-19,11343010000
2010-02-22,11369466000
2010-02-23,11296711999
2010-02-24,11395922000
2010-02-25,11402535999
2010-02-26,11343010000
2010-03-01,11428992000
2010-03-02,11395922000
2010-03-03,11263642000
2010-03-04,11316554000
2010-03-05,11455448000
2010-03-08,11356238000
2010-03-09,11336396000
2010-03-10,11283484000
2010-03-11,11323168000
2010-03-12,11303326000
2010-03-15,11481904000
2010-03-16,11488518000
2010-03-17,11832446000
2010-03-18,11819218000
2010-03-19,11971340000
2010-03-22,12070550000
2010-03-23,12242514000
2010-03-24,12229285999
2010-03-25,12295426000
2010-03-26,12745178000
2010-03-29,12738564000
2010-03-30,12632740000
2010-03-31,12607036000
2010-04-01,12692888000
2010-04-05,12758928000
2010-04-06,12765531999
2010-04-07,12844780000
2010-04-08,12785344000
2010-04-09,12811760000
2010-04-12,12785344000
2010-04-13,12857988000
2010-04-14,13617448000
2010-04-15,13690092000
2010-04-16,13445744000
2010-04-19,13690092000
2010-04-20,13723112000
2010-04-21,13432536000
2010-04-22,13676884000
2010-04-23,13775944000
2010-04-26,13610844000
2010-04-27,13168376000
2010-04-28,13300456000
2010-04-29,13465556000
2010-04-30,13267436000
2010-05-03,13465556000
2010-05-04,13201395999
2010-05-05,13373100000
2010-05-06,13075920000
2010-05-07,12910820000
2010-05-10,13498576000
2010-05-11,13432536000
2010-05-12,13703300000
2010-05-13,13604240000
2010-05-14,13406120000
2010-05-17,13591031999
2010-05-18,13439140000
2010-05-19,13392912000
2010-05-20,12785344000
2010-05-21,13082524000
2010-05-24,12844780000
2010-05-25,12917424000
2010-05-26,12699492000
2010-05-27,13115544000
2010-05-28,12937236000
2010-06-01,12580620000
2010-06-02,12957048000
2010-06-03,12963652000
2010-06-04,12521184000
2010-06-07,12422124000
2010-06-08,12666472000
2010-06-09,12494768000
2010-06-10,12891008000
2010-06-11,12943840000
2010-06-14,12838176000
2010-06-15,13174980000
2010-06-16,13095731999
2010-06-17,13254228000
2010-06-18,13307060000
2010-06-21,13056108000
2010-06-22,12877800000
2010-06-23,12811760000
2010-06-24,12666472000
2010-06-25,12871195999
2010-06-28,12884404000
2010-06-29,12488164000
2010-06-30,12276576000
2010-07-01,12230670000
2010-07-02,12210996000
2010-07-06,12283134000
2010-07-07,12702846000
2010-07-08,12906144000
2010-07-09,13089768000
2010-07-12,12991398000
2010-07-13,13011072000
2010-07-14,13188138000
2010-07-15,13181580000
2010-07-16,12847122000
2010-07-19,12886470000
2010-07-20,12971724000
2010-07-21,12617591999
2010-07-22,12886470000
2010-07-23,13030746000
2010-07-26,13234044000
2010-07-27,13220928000
2010-07-28,12991398000
2010-07-29,12925818000
2010-07-30,12879912000
2010-08-02,13102884000
2010-08-03,12860238000
2010-08-04,12906144000
2010-08-05,12952050000
2010-08-06,12886470000
2010-08-09,12991398000
2010-08-10,12952050000
2010-08-11,12591360000
2010-08-12,12584802000
2010-08-13,12578244000
2010-08-16,12512663999
2010-08-17,12624150000
2010-08-18,12925818000
2010-08-19,12794658000
2010-08-20,12755310000
2010-08-23,12709404000
2010-08-24,12643824000
2010-08-25,12801216000
2010-08-26,12722520000
2010-08-27,13050420000
2010-08-30,12965166000
2010-08-31,12984840000
2010-09-01,13338972000
2010-09-02,13476690000
2010-09-03,13601291999
2010-09-07,13424226000
2010-09-08,13614408000
2010-09-09,13378320000
2010-09-10,13345530000
2010-09-13,13561944000
2010-09-14,13457016000
2010-09-15,13607850000
2010-09-16,13765241999
2010-09-17,13850496000
2010-09-20,14047236000
2010-09-21,14021004000
2010-09-22,13843938000
2010-09-23,13614408000
2010-09-24,13994772000
2010-09-27,13824263999
2010-09-28,14001330000
2010-09-29,13640640000
2010-09-30,13603066000
2010-10-01,13596548000
2010-10-04,13433598000
2010-10-05,13785570000
2010-10-06,13700836000
2010-10-07,13707354000
2010-10-08,13766016000
2010-10-11,13752980000
2010-10-12,13766016000
2010-10-13,13896376000
2010-10-14,13609584000
2010-10-15,13498778000
2010-10-18,13466188000
2010-10-19,13238058000
2010-10-20,13446634000
2010-10-21,13387972000
2010-10-22,13668246000
2010-10-25,13694318000
2010-10-26,13948520000
2010-10-27,13922448000
2010-10-28,13909412000
2010-10-29,13792088000
2010-11-01,13844231999
2010-11-02,13955038000
2010-11-03,14026736000
2010-11-04,14320046000
2010-11-05,14300492000
2010-11-08,14176650000
2010-11-09,13987628000
2010-11-10,14137542000
2010-11-11,14065843999
2010-11-12,13805124000
2010-11-15,13818160000
2010-11-16,13590030000
2010-11-17,13459670000
2010-11-18,13629138000
2010-11-19,13531368000
2010-11-22,13668246000
2010-11-23,13466188000
2010-11-24,13596548000
2010-11-26,13459670000
2010-11-29,13361900000
2010-11-30,13257612000
2010-12-01,13401008000
2010-12-02,13622620000
2010-12-03,13590030000
2010-12-06,13544404000
2010-12-07,13518331999
2010-12-08,13557440000
2010-12-09,13603066000
2010-12-10,13668246000
2010-12-13,13603066000
2010-12-14,13322792000
2010-12-15,13524850000
2010-12-16,12879568000
2010-12-17,12788316000
2010-12-20,12827424000
2010-12-21,12912158000
2010-12-22,12918676000
2010-12-23,12873050000
2010-12-27,12886086000
2010-12-28,12807870000
2010-12-29,12905640000
2010-12-30,12951266000
2010-12-31,12951266000
2011-01-03,13107698000
2011-01-04,13068590000
2011-01-05,13120734000
2011-01-06,13003410000
2011-01-07,12866531999
2011-01-10,12579740000
2011-01-11,12560186000
2011-01-12,12534114000
2011-01-13,12488488000
2011-01-14,12690546000
2011-01-18,12755726000
2011-01-19,12592776000
2011-01-20,13016446000
2011-01-21,12801352000
2011-01-24,12951266000
2011-01-25,12938230000
2011-01-26,13029481999
2011-01-27,13029481999
2011-01-28,12814388000
2011-01-31,12912158000
2011-02-01,13042518000
2011-02-02,12944748000
2011-02-03,12951266000
2011-02-04,13120734000
2011-02-07,13062072000
2011-02-08,13179396000
2011-02-09,13166360000
2011-02-10,13114216000
2011-02-11,13133770000
2011-02-14,13009928000
2011-02-15,13140288000
2011-02-16,13172878000
2011-02-17,13296720000
2011-02-18,13296720000
2011-02-22,13094662000
2011-02-23,13140288000
2011-02-24,13198950000
2011-02-25,13316274000
2011-02-28,13576993999
2011-03-01,13355381999
2011-03-02,13120734000
2011-03-03,13485742000
2011-03-04,13609584000
2011-03-07,13492260000
2011-03-08,13726908000
2011-03-09,13739943999
2011-03-10,13550922000
2011-03-11,13590030000
2011-03-14,13407526000
2011-03-15,13225022000
2011-03-16,13244576000
2011-03-17,13361900000
2011-03-18,13472706000
2011-03-21,13629138000
2011-03-22,13635656000
2011-03-23,13466188000
2011-03-24,13603066000
2011-03-25,13603066000
2011-03-28,13590030000
2011-03-29,13739943999
2011-03-30,13785570000
2011-03-31,13599268000
2011-04-01,13650756000
2011-04-04,13715116000
2011-04-05,13618576000
2011-04-06,13811656000
2011-04-07,13663628000
2011-04-08,13682936000
2011-04-11,13850272000
2011-04-12,13760168000
2011-04-13,13779476000
2011-04-14,13599268000
2011-04-15,13792348000
2011-04-18,13560652000
2011-04-19,13464112000
2011-04-20,13522036000
2011-04-21,13592832000
2011-04-25,13547780000
2011-04-26,13509163999
2011-04-27,13882452000
2011-04-28,14101276000
2011-04-29,14120584000
2011-05-02,14094840000
2011-05-03,14101276000
2011-05-04,14062660000
2011-05-05,13882452000
2011-05-06,13953248000
2011-05-09,13940376000
2011-05-10,13933940000
2011-05-11,13766604000
2011-05-12,13830963999
2011-05-13,13612140000
2011-05-16,13650756000
2011-05-17,13618576000
2011-05-18,13702244000
2011-05-19,14017608000
2011-05-20,13933940000
2011-05-23,13837400000
2011-05-24,13856708000
2011-05-25,13682936000
2011-05-26,13727987999
2011-05-27,13888887999
2011-05-31,13933940000
2011-06-01,13579960000
2011-06-02,13631448000
2011-06-03,13496292000
2011-06-06,13335392000
2011-06-07,13219544000
2011-06-08,13116568000
2011-06-09,13116568000
2011-06-10,12878436000
2011-06-13,12910616000
2011-06-14,13097260000
2011-06-15,12814076000
2011-06-16,12904180000
2011-06-17,13103696000
2011-06-20,13219544000
2011-06-21,13399752000
2011-06-22,13251724000
2011-06-23,13161620000
2011-06-24,13232416000
2011-06-27,13419060000
2011-06-28,13483420000
2011-06-29,13676500000
2011-06-30,13403122000
2011-07-01,13440736000
2011-07-05,13365508000
2011-07-06,13409391000
2011-07-07,13566116000
2011-07-08,13440736000
2011-07-11,13158630999
2011-07-12,13152362000
2011-07-13,13114748000
2011-07-14,12619497000
2011-07-15,12575614000
2011-07-18,12519193000
2011-07-19,12606959000
2011-07-20,12625766000
2011-07-21,12732339000
2011-07-22,12832643000
2011-07-25,12675918000
2011-07-26,12682187000
2011-07-27,12437696000
2011-07-28,12331123000
2011-07-29,12337392000
2011-08-01,12174398000
2011-08-02,11911100000
2011-08-03,12067825000
2011-08-04,11654071000
2011-08-05,11585112000
2011-08-08,10782680000
2011-08-09,11541229000
2011-08-10,10851639000
2011-08-11,11522422000
2011-08-12,11440925000
2011-08-15,11704223000
2011-08-16,11628995000
2011-08-17,11466001000
2011-08-18,11102399000
2011-08-19,10951943000
2011-08-22,11140013000
2011-08-23,11434655999
2011-08-24,11704223000
2011-08-25,11403311000
2011-08-26,11434655999
2011-08-29,11842141000
2011-08-30,11760644000
2011-08-31,12023942000
2011-09-01,11904830999
2011-09-02,11472270000
2011-09-06,11259124000
2011-09-07,11616457000
2011-09-08,11610188000
2011-09-09,11309276000
2011-09-12,11434655999
2011-09-13,11459732000
2011-09-14,11453463000
2011-09-15,11403311000
2011-09-16,11453463000
2011-09-19,11271662000
2011-09-20,11284200000
2011-09-21,10832832000
2011-09-22,10713721000
2011-09-23,10757604000
2011-09-26,11008364000
2011-09-27,11158820000
2011-09-28,10926867000
2011-09-29,11284200000
2011-09-30,10766112000
2011-10-03,10475136000
2011-10-04,10808545999
2011-10-05,11008592000
2011-10-06,11245010000
2011-10-07,10966158000
2011-10-10,11414745999
2011-10-11,11141956000
2011-10-12,11214700000
2011-10-13,11026778000
2011-10-14,10881290000
2011-10-17,10729740000
2011-10-18,11020716000
2011-10-19,10960095999
2011-10-20,11026778000
2011-10-21,11269258000
2011-10-24,11287444000
2011-10-25,11196514000
2011-10-26,11572358000
2011-10-27,11911830000
2011-10-28,11802714000
2011-10-31,11523862000
2011-11-01,11148018000
2011-11-02,11275320000
2011-11-03,11390498000
2011-11-04,11232886000
2011-11-07,11372312000
2011-11-08,11663288000
2011-11-09,11572358000
2011-11-10,11663288000
2011-11-11,11899706000
2011-11-14,11729970000
2011-11-15,11802714000
2011-11-16,11554172000
2011-11-17,11184390000
2011-11-18,11263195999
2011-11-21,11014654000
2011-11-22,10935848000
2011-11-23,10741864000
2011-11-25,10656995999
2011-11-28,10881290000
2011-11-29,10838856000
2011-11-30,11432932000
2011-12-01,11269258000
2011-12-02,11275320000
2011-12-05,11438994000
2011-12-06,11432932000
2011-12-07,11202576000
2011-12-08,11051026000
2011-12-09,11105584000
2011-12-12,10978282000
2011-12-13,10905538000
2011-12-14,11257134000
2011-12-15,11305630000
2011-12-16,11317754000
2011-12-19,11135894000
2011-12-20,11445056000
2011-12-21,11499614000
2011-12-22,11554172000
2011-12-23,11687536000
2011-12-27,11808776000
2011-12-28,11729970000
2011-12-29,11869395999
2011-12-30,11826962000
2012-01-03,11723908000
2012-01-04,11675412000
2012-01-05,11778466000
2012-01-06,11826962000
2012-01-09,11851210000
2012-01-10,11893644000
2012-01-11,11911830000
2012-01-12,11942140000
2012-01-13,11802714000
2012-01-17,11899706000
2012-01-18,12033070000
2012-01-19,12584712000
2012-01-20,12627145999
2012-01-23,12542278000
2012-01-24,12324045999
2012-01-25,12463472000
2012-01-26,12475595999
2012-01-27,12384666000
2012-01-30,12245240000
2012-01-31,12293736000
2012-02-01,12608960000
2012-02-02,12705952000
2012-02-03,12942370000
2012-02-06,12821130000
2012-02-07,12863564000
2012-02-08,12930245999
2012-02-09,12996928000
2012-02-10,12996928000
2012-02-13,13172726000
2012-02-14,13196974000
2012-02-15,12936308000
2012-02-16,13081795999
2012-02-17,12996928000
2012-02-21,13087858000
2012-02-22,12954494000
2012-02-23,13063610000
2012-02-24,12990866000
2012-02-27,12996928000
2012-02-28,13057548000
2012-02-29,12984804000
2012-03-01,12960556000
2012-03-02,13075734000
2012-03-05,13209098000
2012-03-06,12863564000
2012-03-07,12869626000
2012-03-08,12960556000
2012-03-09,13124230000
2012-03-12,13251532000
2012-03-13,13724368000
2012-03-14,13851670000
2012-03-15,13894104000
2012-03-16,13694058000
2012-03-19,13833484000
2012-03-20,13839545999
2012-03-21,13730430000
2012-03-22,13694058000
2012-03-23,13827422000
2012-03-26,14015344000
2012-03-27,13985034000
2012-03-28,14063840000
2012-03-29,13954724000
2012-03-30,14051716000
2012-04-02,14091840000
2012-04-03,13916448000
2012-04-04,13976928000
2012-04-05,13976928000
2012-04-09,13813632000
2012-04-10,13759200000
2012-04-11,13680576000
2012-04-12,13662432000
2012-04-13,13511232000
2012-04-16,13674528000
2012-04-17,13728960000
2012-04-18,13668480000
2012-04-19,13535424000
2012-04-20,12924576000
2012-04-23,12852000000
2012-04-24,12948768000
2012-04-25,12954816000
2012-04-26,12936672000
2012-04-27,13009248000
2012-04-30,12882240000
2012-05-01,13099968000
2012-05-02,13130208000
2012-05-03,13184640000
2012-05-04,13178592000
2012-05-07,13287456000
2012-05-08,13317696000
2012-05-09,13275360000
2012-05-10,13323744000
2012-05-11,13299552000
2012-05-14,13287456000
2012-05-15,13214880000
2012-05-16,12912480000
2012-05-17,12906432000
2012-05-18,12888288000
2012-05-21,12882240000
2012-05-22,12852000000
2012-05-23,12960864000
2012-05-24,13009248000
2012-05-25,13069728000
2012-05-29,13178592000
2012-05-30,13057632000
2012-05-31,13142304000
2012-06-01,12864096000
2012-06-04,12761280000
2012-06-05,12791520000
2012-06-06,13299552000
2012-06-07,13239072000
2012-06-08,13245120000
2012-06-11,12930624000
2012-06-12,13124160000
2012-06-13,12543552000
2012-06-14,12561696000
2012-06-15,12549600000
2012-06-18,12567744000
2012-06-19,12700800000
2012-06-20,12731040000
2012-06-21,12464928000
2012-06-22,12458880000
2012-06-25,12331872000
2012-06-26,12362112000
2012-06-27,12561696000
2012-06-28,12470976000
2012-06-29,12597983999
2012-07-02,12453311000
2012-07-03,12489425000
2012-07-05,12399140000
2012-07-06,12387101999
2012-07-09,12369045000
2012-07-10,12363026000
2012-07-11,12369045000
2012-07-12,11755107000
2012-07-13,12025962000
2012-07-16,11965772000
2012-07-17,12031981000
2012-07-18,12056057000
2012-07-19,12092171000
2012-07-20,12050038000
2012-07-23,11953734000
2012-07-24,11749088000
2012-07-25,11773164000
2012-07-26,11791221000
2012-07-27,11905582000
2012-07-30,11935676999
2012-07-31,11881506000
2012-08-01,11893544000
2012-08-02,11580556000
2012-08-03,11779183000
2012-08-06,11731031000
2012-08-07,11917620000
2012-08-08,11851411000
2012-08-09,11905582000
2012-08-10,11887525000
2012-08-13,11881506000
2012-08-14,11917620000
2012-08-15,11965772000
2012-08-16,11917620000
2012-08-17,11881506000
2012-08-20,11899563000
2012-08-21,11905582000
2012-08-22,11869468000
2012-08-23,11779183000
2012-08-24,11893544000
2012-08-27,11977810000
2012-08-28,11953734000
2012-08-29,11773164000
2012-08-30,11749088000
2012-08-31,11755107000
2012-09-04,11682879000
2012-09-05,11682879000
2012-09-06,11718993000
2012-09-07,11670841000
2012-09-10,11815297000
2012-09-11,11917620000
2012-09-12,12182456000
2012-09-13,12435254000
2012-09-14,12525539000
2012-09-17,12501463000
2012-09-18,12531558000
2012-09-19,12615824000
2012-09-20,12639900000
2012-09-21,12802413000
2012-09-24,12676014000
2012-09-25,12537576999
2012-09-26,12471368000
2012-09-27,12645919000
2012-09-28,12483406000
2012-10-01,12540267000
2012-10-02,12786390000
2012-10-03,12894444000
2012-10-04,12978486000
2012-10-05,13092543000
2012-10-08,13098546000
2012-10-09,13026510000
2012-10-10,13272633000
2012-10-11,13242618000
2012-10-12,13326660000
2012-10-15,13314654000
2012-10-16,13458726000
2012-10-17,13806900000
2012-10-18,13854923999
2012-10-19,13758876000
2012-10-22,13686840000
2012-10-23,13626810000
2012-10-24,13656825000
2012-10-25,13560777000
2012-10-26,13554773999
2012-10-31,13386690000
2012-11-01,13440717000
2012-11-02,13248621000
2012-11-05,13320657000
2012-11-06,13452723000
2012-11-07,13260627000
2012-11-08,13260627000
2012-11-09,13416705000
2012-11-12,13362678000
2012-11-13,13332663000
2012-11-14,13422708000
2012-11-15,13344669000
2012-11-16,13536765000
2012-11-19,12888441000
2012-11-20,12966480000
2012-11-21,12960477000
2012-11-23,13098546000
2012-11-26,13008501000
2012-11-27,12840417000
2012-11-28,12834414000
2012-11-29,12960477000
2012-11-30,12756375000
2012-12-03,12702348000
2012-12-04,12684339000
2012-12-05,12924459000
2012-12-06,12864429000
2012-12-07,12894444000
2012-12-10,13002498000
2012-12-11,12894444000
2012-12-12,12858426000
2012-12-13,12702348000
2012-12-14,12600297000
2012-12-17,12768381000
2012-12-18,12876435000
2012-12-19,12840417000
2012-12-20,12918456000
2012-12-21,12726360000
2012-12-24,12744369000
2012-12-26,12738366000
2012-12-27,12588291000
2012-12-28,12516255000
2012-12-31,12672660000
2013-01-02,13027014000
2013-01-03,13231218000
2013-01-04,13375362000
2013-01-07,13225212000
2013-01-08,13201188000
2013-01-09,13213200000
2013-01-10,13441428000
2013-01-11,13417404000
2013-01-14,13543530000
2013-01-15,13603590000
2013-01-16,13567554000
2013-01-17,13573560000
2013-01-18,13645632000
2013-01-22,13783770000
2013-01-23,13585572000
2013-01-24,13609596000
2013-01-25,13591578000
2013-01-28,13501488000
2013-01-29,13531518000
2013-01-30,13489476000
2013-01-31,13507494000
2013-02-01,13621608000
2013-02-04,13621608000
2013-02-05,13783770000
2013-02-06,13909896000
2013-02-07,13933920000
2013-02-08,14078064000
2013-02-11,14150136000
2013-02-12,14264250000
2013-02-13,14708694000
2013-02-14,14414400000
2013-02-15,14528514000
2013-02-19,14708694000
2013-02-20,14594580000
2013-02-21,14702688000
2013-02-22,14846832000
2013-02-25,14450436000
2013-02-26,14594580000
2013-02-27,14738724000
2013-02-28,14630616000
2013-03-01,14666652000
2013-03-04,14726712000
2013-03-05,14804790000
2013-03-06,14858844000
2013-03-07,14894880000
2013-03-08,14918904000
2013-03-11,14966952000
2013-03-12,14954940000
2013-03-13,15201186000
2013-03-14,15243228000
2013-03-15,15093078000
2013-03-18,14972958000
2013-03-19,14978964000
2013-03-20,14972958000
2013-03-21,14918904000
2013-03-22,14936922000
2013-03-25,14924910000
2013-03-26,15002988000
2013-03-27,15015000000
2013-03-28,15177162000
2013-04-01,15173345000
2013-04-02,15269265000
2013-04-03,15185334999
2013-04-04,15179340000
2013-04-05,15209315000
2013-04-08,15365185000
2013-04-09,15443120000
2013-04-10,15239290000
2013-04-11,15419140000
2013-04-12,15341205000
2013-04-15,14951530000
2013-04-16,14981505000
2013-04-17,14795660000
2013-04-18,14669765000
2013-04-19,14831630000
2013-04-22,14957525000
2013-04-23,15173345000
2013-04-24,15185334999
2013-04-25,15227300000
2013-04-26,15101405000
2013-04-29,15131380000
2013-04-30,15161355000
2013-05-01,15041455000
2013-05-02,15059440000
2013-05-03,15017475000
2013-05-06,15155360000
2013-05-07,15239290000
2013-05-08,15347200000
2013-05-09,15335209999
2013-05-10,15419140000
2013-05-13,15407150000
2013-05-14,15640955000
2013-05-15,15778840000
2013-05-16,15682920000
2013-05-17,15700905000
2013-05-20,15706900000
2013-05-21,15664935000
2013-05-22,15515060000
2013-05-23,15485084999
2013-05-24,15473095000
2013-05-28,15563020000
2013-05-29,15509065000
2013-05-30,15455110000
2013-05-31,15281255000
2013-06-03,15071430000
2013-06-04,14999490000
2013-06-05,14705735000
2013-06-06,14675760000
2013-06-07,14861605000
2013-06-10,14855610000
2013-06-11,14777675000
2013-06-12,14777675000
2013-06-13,14885584999
2013-06-14,14807650000
2013-06-17,14999490000
2013-06-18,15167350000
2013-06-19,14993495000
2013-06-20,14753695000
2013-06-21,14717725000
2013-06-24,14447950000
2013-06-25,14591830000
2013-06-26,14939540000
2013-06-27,15137375000
2013-06-28,15239290000
2013-07-01,15325851000
2013-07-02,15247994000
2013-07-03,15242005000
2013-07-05,15535466000
2013-07-08,15667224000
2013-07-09,15637279000
2013-07-10,15583378000
2013-07-11,15415686000
2013-07-12,15553433000
2013-07-15,15439642000
2013-07-16,15385741000
2013-07-17,15409697000
2013-07-18,15553433000
2013-07-19,15751070000
2013-07-22,15798982000
2013-07-23,15625301000
2013-07-24,15481565000
2013-07-25,15517499000
2013-07-26,15571400000
2013-07-29,15547444000
2013-07-30,15517499000
2013-07-31,15577389000
2013-08-01,15828927000
2013-08-02,15691180000
2013-08-05,15577389000
2013-08-06,15547444000
2013-08-07,15355796000
2013-08-08,15367774000
2013-08-09,15403708000
2013-08-12,15289917000
2013-08-13,15415686000
2013-08-14,15415686000
2013-08-15,15182115000
2013-08-16,15056346000
2013-08-19,14984478000
2013-08-20,15122225000
2013-08-21,15098269000
2013-08-22,15247994000
2013-08-23,15265961000
2013-08-26,15277939000
2013-08-27,14966511000
2013-08-28,14972500000
2013-08-29,15086291000
2013-08-30,15014423000
2013-09-03,15122225000
2013-09-04,15164148000
2013-09-05,15200082000
2013-09-06,15265961000
2013-09-09,15517499000
2013-09-10,15559422000
2013-09-11,15876839000
2013-09-12,15541455000
2013-09-13,15529477000
2013-09-16,15709147000
2013-09-17,15763048000
2013-09-18,16002608000
2013-09-19,16170300000
2013-09-20,16158322000
2013-09-23,16158322000
2013-09-24,16206234000
2013-09-25,16332003000
2013-09-26,16379915000
2013-09-27,16361948000
2013-09-30,16171897000
2013-10-01,16243165000
2013-10-02,16201592000
2013-10-03,16142202000
2013-10-04,16243165000
2013-10-07,16059056000
2013-10-08,15797740000
2013-10-09,15756167000
2013-10-10,15999666000
2013-10-11,15880886000
2013-10-14,15892764000
2013-10-15,15809618000
2013-10-16,16088751000
2013-10-17,16112507000
2013-10-18,16118446000
2013-10-21,16130324000
2013-10-22,15892764000
2013-10-23,16011544000
2013-10-24,15940276000
2013-10-25,15708655000
2013-10-28,15583936000
2013-10-29,15589875000
2013-10-30,15536424000
2013-10-31,15423583000
2013-11-01,15453278000
2013-11-04,15554241000
2013-11-05,15583936000
2013-11-06,15750228000
2013-11-07,15536424000
2013-11-08,15785861999
2013-11-11,15750228000
2013-11-12,15750228000
2013-11-13,16076873000
2013-11-14,16266921000
2013-11-15,16272860000
2013-11-18,16189714000
2013-11-19,16219409000
2013-11-20,16213470000
2013-11-21,16409457000
2013-11-22,16433213000
2013-11-25,16480725000
