,AME
2014-01-28,12221058900
2014-01-29,12181873140
2014-01-30,12260244660
2014-01-31,12103501620
2014-02-03,11672458260
2014-02-04,11777769990
2014-02-05,11741033340
2014-02-06,11939411250
2014-02-07,12162280260
2014-02-10,12108399840
2014-02-11,12250448220
2014-02-12,12421885920
2014-02-13,12544341420
2014-02-14,12583527180
2014-02-18,12600670950
2014-02-19,12639856710
2014-02-20,12799048860
2014-02-21,12821090850
2014-02-24,12945995460
2014-02-25,12953342790
2014-02-26,12904360590
2014-02-27,12980283000
2014-02-28,13039061640
2014-03-03,12884767710
2014-03-04,13159068030
2014-03-05,13132127820
2014-03-06,13163966250
2014-03-07,13261930650
2014-03-10,13132127820
2014-03-11,12972935670
2014-03-12,13036612530
2014-03-13,12914157030
2014-03-14,12887216820
2014-03-17,13139475150
2014-03-18,13200702900
2014-03-19,12985181220
2014-03-20,12987630330
2014-03-21,12960690120
2014-03-24,12855378390
2014-03-25,12901911480
2014-03-26,12669246030
2014-03-27,12568832520
2014-03-28,12571281630
2014-03-31,12625399490
2014-04-01,12875504510
2014-04-02,12956420840
2014-04-03,12919640690
2014-04-04,12603331400
2014-04-07,12380198490
2014-04-08,12414526630
2014-04-09,12448854770
2014-04-10,12186489700
2014-04-11,12338514320
2014-04-14,12397362560
2014-04-15,12446402760
2014-04-16,12649919590
2014-04-17,12757808030
2014-04-21,12740643960
2014-04-22,12755356020
2014-04-23,12698959790
2014-04-24,12730835920
2014-04-25,12625399490
2014-04-28,12696507780
2014-04-29,12814204260
2014-04-30,12926996720
2014-05-01,12934352750
2014-05-02,12922092700
2014-05-05,12983392950
2014-05-06,12875504510
2014-05-07,13000557020
2014-05-08,13027529130
2014-05-09,12988296970
2014-05-12,13145225610
2014-05-13,13081473350
2014-05-14,12944160790
2014-05-15,12828916320
2014-05-16,12929448730
2014-05-19,12909832650
2014-05-20,12659727630
2014-05-21,12787232150
2014-05-22,12838724360
2014-05-23,12870600490
2014-05-27,12936804760
2014-05-28,12956420840
2014-05-29,13010365060
2014-05-30,13015269080
2014-06-02,12980940940
2014-06-03,12985844960
2014-06-04,12958872850
2014-06-05,13061857270
2014-06-06,13191813800
2014-06-09,13289894200
2014-06-10,13262922090
2014-06-11,13191813800
2014-06-12,13056953250
2014-06-13,13061857270
2014-06-16,13003009030
2014-06-17,13061857270
2014-06-18,13105993450
2014-06-19,13125609530
2014-06-20,13260470080
2014-06-23,13172197720
2014-06-24,13052049230
2014-06-25,13061857270
2014-06-26,12951516820
2014-06-27,12976036920
2014-06-30,12831550920
2014-07-01,12956724810
2014-07-02,12900273840
2014-07-03,13042628460
2014-07-07,12949361640
2014-07-08,12915000180
2014-07-09,12890456280
2014-07-10,12804552630
2014-07-11,12821733360
2014-07-14,12897819450
2014-07-15,12973905540
2014-07-16,12971451150
2014-07-17,12681833130
2014-07-18,12794735070
2014-07-21,12753010440
2014-07-22,12802098240
2014-07-23,12733375320
2014-07-24,12708831420
2014-07-25,12652380450
2014-07-28,12625382160
2014-07-29,12453574860
2014-07-30,12316129020
2014-07-31,11950424910
2014-08-01,11913609060
2014-08-04,12053509290
2014-08-05,12510025830
2014-08-06,12480573150
2014-08-07,12392215110
2014-08-08,12686741910
2014-08-11,12622927770
2014-08-12,12586111920
2014-08-13,12662198010
2014-08-14,12647471670
2014-08-15,12618018990
2014-08-18,12858549210
2014-08-19,12932180910
2014-08-20,13045082850
2014-08-21,13037719680
2014-08-22,12995995050
2014-08-25,13052446020
2014-08-26,12988631880
2014-08-27,12966542370
2014-08-28,13000903830
2014-08-29,12993540660
2014-09-02,12976359930
2014-09-03,12954270420
2014-09-04,12983723100
2014-09-05,13045082850
2014-09-08,13013175780
2014-09-09,12865912380
2014-09-10,12954270420
2014-09-11,12929726520
2014-09-12,12787371900
2014-09-15,12706377030
2014-09-16,12694105080
2014-09-17,12708831420
2014-09-18,12750556050
2014-09-19,12802098240
2014-09-22,12627836550
2014-09-23,12458483640
2014-09-24,12598383870
2014-09-25,12414304620
2014-09-26,12765282390
2014-09-29,12512480220
2014-09-30,12250737900
2014-10-01,12036026700
2014-10-02,12026267100
2014-10-03,12221459100
2014-10-06,12243418200
2014-10-07,11835954900
2014-10-08,12082384800
2014-10-09,11809116000
2014-10-10,11567565900
2014-10-13,11296737000
2014-10-14,11252818800
2014-10-15,11377253700
2014-10-16,11567565900
2014-10-17,11914031700
2014-10-20,12021387300
2014-10-21,12314175300
2014-10-22,12114103500
2014-10-23,12402011700
2014-10-24,12524006700
2014-10-27,12511807200
2014-10-28,12585004200
2014-10-29,12411771300
2014-10-30,12499607700
2014-10-31,12724078500
2014-11-03,12685040100
2014-11-04,12521566800
2014-11-05,12538646100
2014-11-06,12728958300
2014-11-07,12689919900
2014-11-10,12741157800
2014-11-11,12763116900
2014-11-12,12741157800
2014-11-13,12277576800
2014-11-14,12614283000
2014-11-17,12458129400
2014-11-18,12372732900
2014-11-19,12443490000
2014-11-20,12423970800
2014-11-21,12597203700
2014-11-24,12609403200
2014-11-25,12672840600
2014-11-26,12614283000
2014-11-28,12433730400
2014-12-01,12358093500
2014-12-02,12463009200
2014-12-03,12663081000
2014-12-04,12624042600
2014-12-05,12570364800
2014-12-08,12441050100
2014-12-09,12460569300
2014-12-10,12131182800
2014-12-11,12111663600
2014-12-12,11855474100
2014-12-15,11872553400
2014-12-16,11889632700
2014-12-17,12226338900
2014-12-18,12758237100
2014-12-19,12775316400
2014-12-22,12965628600
2014-12-23,13124222100
2014-12-24,13170580200
2014-12-26,13170580200
2014-12-29,13155940800
2014-12-30,12999787200
2014-12-31,12681040610
2015-01-02,12678631140
2015-01-05,12297934880
2015-01-06,12061806820
2015-01-07,12097948870
2015-01-08,12396723150
2015-01-09,12285887530
2015-01-12,11979884840
2015-01-13,11979884840
2015-01-14,11830497700
2015-01-15,11644968510
2015-01-16,11700386320
2015-01-20,11676291620
2015-01-21,11842545050
2015-01-22,11876277630
2015-01-23,11765442010
2015-01-26,11946152260
2015-01-27,11806403000
2015-01-28,11746166250
2015-01-29,11840135580
2015-01-30,11541361300
2015-02-02,11931695440
2015-02-03,12155776150
2015-02-04,11929285970
2015-02-05,11972656430
2015-02-06,11953380670
2015-02-09,12011207950
2015-02-10,12054578410
2015-02-11,12023255300
2015-02-12,12194327670
2015-02-13,12387085270
2015-02-17,12408770500
2015-02-18,12379856860
2015-02-19,12350943220
2015-02-20,12437684140
2015-02-23,12628032270
2015-02-24,12673812200
2015-02-25,12758143650
2015-02-26,12835246690
2015-02-27,12803923580
2015-03-02,12950901250
2015-03-03,12900302380
2015-03-04,12736458420
2015-03-05,12750915240
2015-03-06,12534062940
2015-03-09,12579842870
2015-03-10,12394313680
2015-03-11,12399132620
2015-03-12,12567795520
2015-03-13,12507558770
2015-03-16,12758143650
2015-03-17,12722001600
2015-03-18,12943672840
2015-03-19,12794285700
2015-03-20,12962948600
2015-03-23,12929216020
2015-03-24,12820789870
2015-03-25,12529244000
2015-03-26,12493101950
2015-03-27,12483464070
2015-03-30,12762962590
2015-03-31,12688304920
2015-04-01,12625515440
2015-04-02,12654495200
2015-04-06,12780074160
2015-04-07,12809053920
2015-04-08,12847693600
2015-04-09,12895993200
2015-04-10,12924972960
2015-04-13,12772829220
2015-04-14,12796979020
2015-04-15,12874258380
2015-04-16,12753509380
2015-04-17,12487861580
2015-04-20,12572385880
2015-04-21,12574800860
2015-04-22,12642420300
2015-04-23,12724529620
2015-04-24,12637590340
2015-04-27,12618270500
2015-04-28,12632760380
2015-04-29,12654495200
2015-04-30,12659325160
2015-05-01,12734189540
2015-05-04,12867013440
2015-05-05,12770414240
2015-05-06,12623100460
2015-05-07,12627930420
2015-05-08,12777659180
2015-05-11,12767999260
2015-05-12,12869428420
2015-05-13,13123001320
2015-05-14,13335519560
2015-05-15,13374159240
2015-05-18,13374159240
2015-05-19,13272730080
2015-05-20,13267900120
2015-05-21,13270315100
2015-05-22,13222015500
2015-05-26,13016742200
2015-05-27,13130246260
2015-05-28,13081946660
2015-05-29,12982932480
2015-06-01,12968442600
2015-06-02,13050551920
2015-06-03,13069871760
2015-06-04,12871843400
2015-06-05,13011912240
2015-06-08,13038477020
2015-06-09,12978102520
2015-06-10,13166470960
2015-06-11,13238920360
2015-06-12,13224430480
2015-06-15,13060211840
2015-06-16,13113341400
2015-06-17,13139906180
2015-06-18,13306539800
2015-06-19,13178545860
2015-06-22,13222015500
2015-06-23,13207525620
2015-06-24,13057796860
2015-06-25,12992592400
2015-06-26,13308954780
2015-06-29,13050551920
2015-06-30,13144954020
2015-07-01,13317724500
2015-07-02,13329722450
2015-07-06,13070566730
2015-07-07,13156951970
2015-07-08,12904995020
2015-07-09,13032173290
2015-07-10,13221740900
2015-07-13,13420906870
2015-07-14,13384913020
2015-07-15,13207343360
2015-07-16,13267333110
2015-07-17,13164150740
2015-07-20,13221740900
2015-07-21,13123357710
2015-07-22,13200144590
2015-07-23,13233738850
2015-07-24,12945788050
2015-07-27,12480267590
2015-07-28,12585849550
2015-07-29,12799413060
2015-07-30,12804212240
2015-07-31,12729824950
2015-08-03,12787415110
2015-08-04,12888197890
2015-08-05,13012976570
2015-08-06,13207343360
2015-08-07,13183347460
2015-08-10,13456900720
2015-08-11,13348919170
2015-08-12,13315324910
2015-08-13,13449701950
2015-08-14,13596076940
2015-08-17,13797642500
2015-08-18,13797642500
2015-08-19,13567281860
2015-08-20,13212142540
2015-08-21,12919392560
2015-08-24,12617044220
2015-08-25,12355488910
2015-08-26,12768218390
2015-08-27,13135355660
2015-08-28,13142554430
2015-08-31,12914593380
2015-09-01,12439474560
2015-09-02,12653038070
2015-09-03,12665036020
2015-09-04,12461070870
2015-09-08,12866601580
2015-09-09,12715427410
2015-09-10,12701029870
2015-09-11,12770617980
2015-09-14,12641040120
2015-09-15,12811411010
2015-09-16,12902595430
2015-09-17,12837806500
2015-09-18,12516261440
2015-09-21,12518661030
2015-09-22,12365087270
2015-09-23,12372286040
2015-09-24,12362687680
2015-09-25,12482667180
2015-09-28,12197115970
2015-09-29,12269103670
2015-09-30,12411350400
2015-10-01,12302229200
2015-10-02,12639081600
2015-10-05,12983050600
2015-10-06,12919001200
2015-10-07,13082683000
2015-10-08,13262970200
2015-10-09,13289064400
2015-10-12,13232131600
2015-10-13,13030494600
2015-10-14,12835974200
2015-10-15,12935606600
2015-10-16,12833602000
2015-10-19,12876301600
2015-10-20,12952212000
2015-10-21,12956956400
2015-10-22,13196548600
2015-10-23,13251109200
2015-10-26,13355486000
2015-10-27,12752947200
2015-10-28,12862068400
2015-10-29,12971189600
2015-10-30,13004400400
2015-11-02,13151476800
2015-11-03,13217898400
2015-11-04,13327019600
2015-11-05,13398185600
2015-11-06,13334136200
2015-11-09,13289064400
2015-11-10,13277203400
2015-11-11,13229759400
2015-11-12,12831229800
2015-11-13,12752947200
2015-11-16,13023378000
2015-11-17,12866812800
2015-11-18,13267714600
2015-11-19,13234503800
2015-11-20,13336508400
2015-11-23,13357858200
2015-11-24,13393441200
2015-11-25,13393441200
2015-11-27,13488329200
2015-11-30,13393441200
2015-12-01,13443257400
2015-12-02,13236876000
2015-12-03,12978306200
2015-12-04,13120638200
2015-12-07,13073194200
2015-12-08,12769552600
2015-12-09,12809880000
2015-12-10,12828857600
2015-12-11,12551310200
2015-12-14,12672292400
2015-12-15,12650942600
2015-12-16,12892907000
2015-12-17,12703131000
2015-12-18,12560799000
2015-12-21,12591637600
2015-12-22,12672292400
2015-12-23,12850207400
2015-12-24,12878673800
2015-12-28,12795646800
2015-12-29,12940351000
2015-12-30,12852579600
2015-12-31,12592738970
2016-01-04,12371854950
2016-01-05,12308409540
2016-01-06,12028779770
2016-01-07,11744450340
2016-01-08,11530615810
2016-01-11,11326180600
2016-01-12,11389626010
2016-01-13,11135844370
2016-01-14,11276834170
2016-01-15,11253335870
2016-01-19,11142893860
2016-01-20,10940808480
2016-01-21,10886762390
2016-01-22,11023052530
2016-01-25,10785719700
2016-01-26,10954907460
2016-01-27,10882062730
2016-01-28,10851514940
2016-01-29,11055950150
2016-02-01,10969006440
2016-02-02,10696426160
2016-02-03,10773970550
2016-02-04,10959607120
2016-02-05,10651779390
2016-02-08,10515489250
2016-02-09,10750472250
2016-02-10,10719924460
2016-02-11,10581284490
2016-02-12,10722274290
2016-02-16,10804518340
2016-02-17,10811567830
2016-02-18,10776320380
2016-02-19,10839765790
2016-02-22,10839765790
2016-02-23,10701125820
2016-02-24,10663528540
2016-02-25,10900861370
2016-02-26,10966656610
2016-02-29,10905561030
2016-03-01,11258035530
2016-03-02,11246286380
2016-03-03,11330880260
2016-03-04,11309731790
2016-03-07,11316781280
2016-03-08,11215738590
2016-03-09,11196939950
2016-03-10,11138194200
2016-03-11,11295632810
2016-03-14,11401375160
2016-03-15,11396675500
2016-03-16,11462470740
2016-03-17,11728001530
2016-03-18,11786747280
2016-03-21,11725651700
2016-03-22,11695103910
2016-03-23,11596411050
2016-03-24,11530615810
2016-03-28,11575262580
2016-03-29,11685704590
2016-03-30,11824344560
2016-03-31,11659584300
2016-04-01,11689911350
2016-04-04,11505616200
2016-04-05,11393639400
2016-04-06,11419300750
2016-04-07,11437963550
2016-04-08,11554606050
2016-04-11,11545274650
2016-04-12,11668915700
2016-04-13,11869540800
2016-04-14,11822883800
2016-04-15,11787891050
2016-04-18,11776226800
2016-04-19,11895202150
2016-04-20,11885870750
2016-04-21,11888203600
2016-04-22,11930194900
2016-04-25,11906866400
2016-04-26,12037506000
2016-04-27,12210136900
2016-04-28,11221008500
2016-04-29,11218675650
2016-05-02,11304991100
2016-05-03,11134693050
2016-05-04,10955063600
2016-05-05,10880412400
2016-05-06,10903740900
2016-05-09,10803428350
2016-05-10,10969060700
2016-05-11,10943399350
2016-05-12,10962062150
2016-05-13,10805761200
2016-05-16,10957396450
2016-05-17,10983057800
2016-05-18,11083370350
2016-05-19,10971393550
2016-05-20,11088036050
2016-05-23,11088036050
2016-05-24,11134693050
2016-05-25,11181350050
2016-05-26,11151023000
2016-05-27,11158021550
2016-05-31,11155688700
2016-06-01,11174351500
2016-06-02,11160354400
2016-06-03,11076371800
2016-06-06,11251335550
2016-06-07,11372643750
2016-06-08,11484620550
2016-06-09,11381975150
2016-06-10,11272331200
2016-06-13,11025049100
2016-06-14,10922403700
2016-06-15,10871081000
2016-06-16,10887410950
2016-06-17,10854751050
2016-06-20,10927069400
2016-06-21,10824424000
2016-06-22,10829089700
2016-06-23,11074038950
2016-06-24,10427839500
2016-06-27,10236545800
2016-06-28,10430172350
2016-06-29,10609801800
2016-06-30,10720459620
2016-07-01,10759881600
2016-07-05,10474651980
2016-07-06,10421316360
2016-07-07,10518711840
2016-07-08,10630020960
2016-07-11,10722778560
2016-07-12,10829449800
2016-07-13,10771476300
2016-07-14,10924526340
2016-07-15,11042792280
2016-07-18,11019602880
2016-07-19,11130912000
2016-07-20,11082214260
2016-07-21,10982499840
2016-07-22,10977861960
2016-07-25,10866552840
2016-07-26,10994094540
2016-07-27,10947715740
2016-07-28,10989456660
2016-07-29,10905974820
2016-08-01,10917569520
2016-08-02,10771476300
2016-08-03,10864233900
2016-08-04,10646253540
2016-08-05,10711183860
2016-08-08,10917569520
2016-08-09,10984818780
2016-08-10,10966267260
2016-08-11,11012646060
2016-08-12,11038154400
2016-08-15,11202799140
2016-08-16,11219031720
2016-08-17,11219031720
2016-08-18,11346573420
2016-08-19,11427736320
2016-08-22,11411503740
2016-08-23,11427736320
2016-08-24,11506580280
2016-08-25,11546002260
2016-08-26,11515856040
2016-08-29,11552959080
2016-08-30,11504261340
2016-08-31,11304832500
2016-09-01,11311789320
2016-09-02,11397590100
2016-09-06,11344254480
2016-09-07,11302513560
2016-09-08,11239902180
2016-09-09,11079895320
2016-09-12,11246859000
2016-09-13,11110041540
2016-09-14,11017283940
2016-09-15,11038154400
2016-09-16,10845682380
2016-09-19,10919888460
2016-09-20,10848001320
2016-09-21,10975543020
2016-09-22,11156420340
2016-09-23,10984818780
2016-09-26,10910612700
2016-09-27,11031197580
2016-09-28,11126274120
2016-09-29,10952353620
2016-09-30,10999386020
2016-10-03,10918812870
2016-10-04,10849750170
2016-10-05,11077657080
2016-10-06,11093771710
2016-10-07,10990177660
2016-10-10,10944135860
2016-10-11,10681697600
2016-10-12,10644864160
2016-10-13,10520551300
2016-10-14,10552780560
2016-10-17,10462999050
2016-10-18,10509040850
2016-10-19,10513645030
2016-10-20,10467603230
2016-10-21,10416957250
2016-10-24,10387030080
2016-10-25,10313363200
2016-10-26,10320269470
2016-10-27,10172935710
2016-10-28,10159123170
2016-10-31,10152216900
2016-11-01,10334082010
2016-11-02,10152216900
2016-11-03,10189050340
2016-11-04,10218977510
2016-11-07,10327175740
2016-11-08,10453790690
2016-11-09,10773781200
2016-11-10,11031615280
2016-11-11,10884281520
2016-11-14,11013198560
2016-11-15,11066146630
2016-11-16,10925719140
2016-11-17,11096073800
2016-11-18,10969458850
2016-11-21,10960250490
2016-11-22,10948740040
2016-11-23,10928021230
2016-11-25,10928021230
2016-11-28,10642562070
2016-11-29,10585009820
2016-11-30,10900396150
2016-12-01,11372324600
2016-12-02,11052334090
2016-12-05,11183553220
2016-12-06,11399949680
2016-12-07,11706127650
2016-12-08,11752169450
2016-12-09,11710731830
2016-12-12,11657783760
2016-12-13,11574908520
2016-12-14,11469012380
2016-12-15,11480522830
2016-12-16,11321678620
2016-12-19,11312470260
2016-12-20,11388439230
2016-12-21,11349303700
2016-12-22,11376928780
2016-12-23,11383835050
2016-12-27,11443689390
2016-12-28,11222688750
2016-12-29,11201969940
2016-12-30,11188157400
2017-01-03,11298352560
2017-01-04,11433785880
2017-01-05,11289170640
2017-01-06,11493468360
2017-01-09,11392467240
2017-01-10,11447558760
2017-01-11,11472809040
2017-01-12,11578401120
2017-01-13,11628901680
2017-01-17,11541673440
2017-01-18,11640379080
2017-01-19,11633492640
2017-01-20,11663333880
2017-01-23,11582992080
2017-01-24,11748266640
2017-01-25,12028315200
2017-01-26,11977814640
2017-01-27,11892881880
2017-01-30,11796471720
2017-01-31,11729902800
2017-02-01,11727607320
2017-02-02,11716129920
2017-02-03,11824017480
2017-02-06,11858449680
2017-02-07,11863040640
2017-02-08,12016837800
2017-02-09,12195885240
2017-02-10,12285408960
2017-02-13,12319841160
2017-02-14,12299181840
2017-02-15,12459865440
2017-02-16,12480524760
2017-02-17,12510366000
2017-02-21,12659572200
2017-02-22,12696299880
2017-02-23,12508070520
2017-02-24,12540207240
2017-02-27,12510366000
2017-02-28,12388705560
2017-03-01,12684822480
2017-03-02,12556275600
2017-03-03,12590707800
2017-03-06,12535616280
2017-03-07,12512661480
2017-03-08,12514956960
2017-03-09,12347386920
2017-03-10,12308363760
2017-03-13,12457569960
2017-03-14,12280818000
2017-03-15,12418546800
2017-03-16,12418546800
2017-03-17,12466751880
2017-03-20,12443797080
2017-03-21,12234908400
2017-03-22,12248681280
2017-03-23,12271636080
2017-03-24,12262454160
2017-03-27,12280818000
2017-03-28,12379523640
2017-03-29,12439206120
2017-03-30,12423137760
2017-03-31,12446944640
2017-04-03,12352579860
2017-04-04,12373294080
2017-04-05,12357183020
2017-04-06,12476865180
2017-04-07,12463055700
2017-04-10,12545912580
2017-04-11,12541309420
2017-04-12,12318056160
2017-04-13,12244405600
2017-04-17,12421627260
2017-04-18,12423928840
2017-04-19,12396309880
2017-04-20,12605753660
2017-04-21,12621864720
2017-04-24,13022339640
2017-04-25,13125910740
2017-04-26,13142021800
2017-04-27,13178847080
2017-04-28,13165037600
2017-05-01,13254799220
2017-05-02,13586226740
2017-05-03,13788765780
2017-05-04,13899241620
2017-05-05,13853210020
2017-05-08,13793368940
2017-05-09,13878527400
2017-05-10,13797972100
2017-05-11,13774956300
2017-05-12,13687496260
2017-05-15,13745035760
2017-05-16,13765749980
2017-05-17,13687496260
2017-05-18,13611544120
2017-05-19,13823289480
2017-05-22,13942971640
2017-05-23,13938368480
2017-05-24,14037336420
2017-05-25,14060352220
2017-05-26,14009717460
2017-05-30,13993606400
2017-05-31,14044241160
2017-06-01,14157018580
2017-06-02,14237573880
2017-06-05,14223764400
2017-06-06,14154717000
2017-06-07,14161621740
2017-06-08,14260589680
2017-06-09,14357256040
2017-06-12,14214558080
2017-06-13,14281303900
2017-06-14,14163923320
2017-06-15,14318129180
2017-06-16,14345748140
2017-06-19,14467731880
2017-06-20,14239875460
2017-06-21,13926860580
2017-06-22,13942971640
2017-06-23,13908447940
2017-06-26,13906146360
2017-06-27,13830194220
2017-06-28,13940670060
2017-06-29,13809480000
2017-06-30,13957690230
2017-07-03,14105171190
2017-07-05,14107475580
2017-07-06,14095953630
2017-07-07,14185824840
2017-07-10,14218086300
2017-07-11,14199651180
2017-07-12,14337914580
2017-07-13,14231912640
2017-07-14,14264174100
2017-07-17,14257260930
2017-07-18,14151258990
2017-07-19,14199651180
2017-07-20,14089040460
2017-07-21,14036039490
2017-07-24,14105171190
2017-07-25,14236521420
2017-07-26,14174302890
2017-07-27,14195042400
2017-07-28,14252652150
2017-07-31,14190433620
2017-08-01,14199651180
2017-08-02,14801096970
2017-08-03,14840271600
2017-08-04,14867924280
2017-08-07,14791879410
2017-08-08,14702008200
2017-08-09,14646702840
2017-08-10,14457742860
2017-08-11,14420872620
2017-08-14,14545309680
2017-08-15,14543005290
2017-08-16,14543005290
2017-08-17,14469264810
2017-08-18,14503830660
2017-08-21,14374784820
2017-08-22,14503830660
2017-08-23,14393219940
2017-08-24,14404741890
2017-08-25,14407046280
2017-08-28,14374784820
2017-08-29,14418568230
2017-08-30,14443916520
2017-08-31,14575266750
2017-09-01,14570657970
2017-09-05,14519961390
2017-09-06,14623658940
2017-09-07,14655920400
2017-09-08,14759617950
2017-09-11,14842575990
2017-09-12,14960099880
2017-09-13,15001578899
2017-09-14,15038449140
2017-09-15,15054579870
2017-09-18,15280410090
2017-09-19,15294236430
2017-09-20,15301149600
2017-09-21,15234322290
2017-09-22,15114494010
2017-09-25,14985448170
2017-09-26,15075319380
2017-09-27,15271192530
2017-09-28,15105276450
2017-09-29,15218191560
2017-10-02,15422359100
2017-10-03,15297743300
2017-10-04,15450051500
2017-10-05,15429282200
2017-10-06,15459282299
2017-10-09,15486974700
2017-10-10,15498513200
2017-10-11,15454666900
2017-10-12,15486974700
2017-10-13,15507744000
2017-10-16,15639282900
2017-10-17,15673898400
2017-10-18,15673898400
2017-10-19,15784668000
2017-10-20,15826206600
2017-10-23,15805437299
2017-10-24,15860822100
2017-10-25,15810052700
2017-10-26,15976207100
2017-10-27,15966976300
2017-10-30,15606975099
2017-10-31,15574667299
2017-11-01,15519282500
2017-11-02,15780052599
2017-11-03,15613898200
2017-11-06,15819283500
2017-11-07,15821591200
2017-11-08,15703898500
2017-11-09,15694667700
2017-11-10,15745437100
2017-11-13,15897745300
2017-11-14,16036207299
2017-11-15,15881591399
2017-11-16,16181592400
2017-11-17,16213900200
2017-11-20,16306208200
2017-11-21,16234669499
2017-11-22,16209284799
2017-11-24,16209284799
2017-11-27,16292361999
2017-11-28,16615440000
2017-11-29,16541593600
2017-11-30,16774671300
2017-12-01,16636209300
2017-12-04,16566978300
2017-12-05,16396208500
2017-12-06,16393900800
2017-12-07,16476978000
2017-12-08,16555439799
2017-12-11,16594670700
2017-12-12,16645440099
2017-12-13,16548516699
2017-12-14,16375439199
2017-12-15,16435439400
2017-12-18,16500055000
2017-12-19,16629286200
2017-12-20,16726209600
2017-12-21,16758517400
2017-12-22,16753901999
2017-12-26,16740055800
2017-12-27,16770055900
2017-12-28,16816209900
2017-12-29,16723901900
2018-01-02,16800012000
2018-01-03,16947805920
2018-01-04,17084053440
2018-01-05,17040177120
2018-01-08,17153331840
2018-01-09,17088672000
2018-01-10,17024012160
2018-01-11,17220300960
2018-01-12,17365785600
2018-01-16,17298816480
2018-01-17,17557455840
2018-01-18,17566692960
2018-01-19,17776837440
2018-01-22,17665992000
2018-01-23,17781456000
2018-01-24,17758363200
2018-01-25,17776837440
2018-01-26,18030858240
2018-01-29,17894610720
2018-01-30,17677538400
2018-01-31,17619806400
2018-02-01,17991600480
2018-02-02,17839188000
2018-02-05,17065579200
2018-02-06,17252630880
2018-02-07,17125620480
2018-02-08,16638362400
2018-02-09,16696094400
2018-02-12,17088672000
2018-02-13,17185661760
2018-02-14,17252630880
2018-02-15,17513579520
2018-02-16,17677538400
2018-02-20,17485868160
2018-02-21,17631352800
2018-02-22,17659064160
2018-02-23,17726033280
2018-02-26,18104755200
2018-02-27,17938487040
2018-02-28,17490486720
2018-03-01,17130239040
2018-03-02,17208754560
2018-03-05,17365785600
2018-03-06,17575930080
2018-03-07,17670610560
2018-03-08,17839188000
2018-03-09,18194817120
2018-03-12,18093208800
2018-03-13,18100136640
2018-03-14,18058569600
2018-03-15,18003146880
2018-03-16,18169415040
2018-03-19,17982363360
2018-03-20,18111683040
2018-03-21,18042404640
2018-03-22,17592095040
2018-03-23,17229538080
2018-03-26,17732961120
2018-03-27,17335764960
2018-03-28,17308053600
2018-03-29,17543600160
2018-04-02,17265274320
2018-04-03,17489588760
2018-04-04,17498838840
2018-04-05,17669965320
2018-04-06,17006272080
2018-04-09,16966959240
2018-04-10,17235211560
2018-04-11,17128835639
2018-04-12,17378587800
2018-04-13,17330024880
2018-04-16,17482651200
2018-04-17,17663027760
2018-04-18,17801778960
2018-04-19,17697715560
2018-04-20,17531214120
2018-04-23,17304587160
2018-04-24,16608518639
2018-04-25,16638581400
2018-04-26,16534518000
2018-04-27,16407329400
2018-04-30,16141389600
2018-05-01,16016513520
2018-05-02,16222327800
2018-05-03,16185327479
2018-05-04,16534518000
2018-05-07,16835145600
2018-05-08,16985459400
2018-05-09,17297649600
2018-05-10,17272211880
2018-05-11,17299962120
2018-05-14,17170461000
2018-05-15,17170461000
2018-05-16,17325399840
2018-05-17,17420213160
2018-05-18,17468776080
2018-05-21,17630652480
2018-05-22,17475713640
2018-05-23,17325399840
2018-05-24,17589027120
2018-05-25,17364712680
2018-05-29,17022459720
2018-05-30,17276836920
2018-05-31,16888333560
2018-06-01,17161210919
2018-06-04,17279149440
2018-06-05,17484963720
2018-06-06,17565901920
2018-06-07,17524276560
2018-06-08,17517339000
2018-06-11,17487276240
2018-06-12,17540464200
2018-06-13,17420213160
2018-06-14,17306899680
2018-06-15,17364712680
2018-06-18,17318462280
2018-06-19,16969271759
2018-06-20,16953084120
2018-06-21,16763457479
2018-06-22,16881396000
2018-06-25,16765770000
2018-06-26,16717207080
2018-06-27,16536830520
2018-06-28,16583080919
2018-06-29,16687144320
2018-07-02,16647308820
2018-07-03,16568598139
2018-07-05,16663513960
2018-07-06,16642678780
2018-07-09,16906591060
2018-07-10,16985301740
2018-07-11,16682034120
2018-07-12,16948261419
2018-07-13,17061697400
2018-07-16,16892700940
2018-07-17,16941316360
2018-07-18,17075587520
2018-07-19,17047807280
2018-07-20,17031602139
2018-07-23,16832510419
2018-07-24,17001506880
2018-07-25,17436730640
2018-07-26,17848804200
2018-07-27,17790928700
2018-07-30,17610357140
2018-07-31,18010855600
2018-08-01,17783983640
2018-08-02,17770093520
2018-08-03,17726108140
2018-08-06,17668232640
2018-08-07,17939089980
2018-08-08,17865009340
2018-08-09,17746943320
2018-08-10,17566371760
2018-08-13,17515441320
2018-08-14,17552481640
2018-08-15,17385800200
2018-08-16,17531646460
2018-08-17,17665917620
2018-08-20,17728423160
2018-08-21,17825654000
2018-08-22,17621932240
2018-08-23,17554796660
2018-08-24,17642767420
2018-08-27,17839544120
2018-08-28,17902049660
2018-08-29,17899734640
2018-08-30,17698327900
2018-08-31,17816393920
2018-09-04,17760833440
2018-09-05,18057156000
2018-09-06,18124291580
2018-09-07,18077991180
2018-09-10,18376628760
2018-09-11,18402093980
2018-09-12,18459969480
