,GNRC
2014-11-17,2872897222
2014-11-18,3006663927
2014-11-19,2983340501
2014-11-20,3008035893
2014-11-21,2998432130
2014-11-24,3017639656
2014-11-25,2998432130
2014-11-26,3013523758
2014-11-28,2975794687
2014-12-01,2965504941
2014-12-02,3032731285
2014-12-03,3101329595
2014-12-04,3133570800
2014-12-05,3151406361
2014-12-08,3128082936
2014-12-09,3201483127
2014-12-10,3154836276
2014-12-11,3158952175
2014-12-12,3082808051
2014-12-15,3112305324
2014-12-16,3116421223
2014-12-17,3220004671
2014-12-18,3217946722
2014-12-19,3153464310
2014-12-22,3191879364
2014-12-23,3258419725
2014-12-24,3241956130
2014-12-26,3270767420
2014-12-29,3292718880
2014-12-30,3258419725
2014-12-31,3217384318
2015-01-02,3190549846
2015-01-05,3163715375
2015-01-06,3151330234
2015-01-07,3101789671
2015-01-08,3149266044
2015-01-09,3111422559
2015-01-12,3073579073
2015-01-13,3096285165
2015-01-14,3110734495
2015-01-15,3098349355
2015-01-16,3126559953
2015-01-20,3135504777
2015-01-21,3137568967
2015-01-22,3189173719
2015-01-23,3164403438
2015-01-26,3303392239
2015-01-27,3107982242
2015-01-28,3092844848
2015-01-29,3055689426
2015-01-30,3009589180
2015-02-02,3087340341
2015-02-03,3118991256
2015-02-04,3092844848
2015-02-05,3121055446
2015-02-06,3154770551
2015-02-09,3218760444
2015-02-10,3275869704
2015-02-11,3367382132
2015-02-12,3412794315
2015-02-13,3432748152
2015-02-17,3449261673
2015-02-18,3401785301
2015-02-19,3404537554
2015-02-20,3458894560
2015-02-23,3468527448
2015-02-24,3435500406
2015-02-25,3432060089
2015-02-26,3433436216
2015-02-27,3391464350
2015-03-02,3460270687
2015-03-03,3441004913
2015-03-04,3412106251
2015-03-05,3419674948
2015-03-06,3381143400
2015-03-09,3383895653
2015-03-10,3378391146
2015-03-11,3369446322
2015-03-12,3414858505
2015-03-13,3333667027
2015-03-16,3336419281
2015-03-17,3343299914
2015-03-18,3375638893
2015-03-19,3358437308
2015-03-20,3366694069
2015-03-23,3363941815
2015-03-24,3374262766
2015-03-25,3346052168
2015-03-26,3346052168
2015-03-27,3351556675
2015-03-30,3375638893
2015-03-31,3357753791
2015-04-01,3357064172
2015-04-02,3357064172
2015-04-06,3362581122
2015-04-07,3348788747
2015-04-08,3367408453
2015-04-09,3323272852
2015-04-10,3319135140
2015-04-13,3344651034
2015-04-14,3343271796
2015-04-15,3403268629
2015-04-16,3341892559
2015-04-17,3322583233
2015-04-20,3348788747
2015-04-21,3342582178
2015-04-22,3235001650
2015-04-23,3172246342
2015-04-24,3182590623
2015-04-27,3193624523
2015-04-28,3245345931
2015-04-29,3206037661
2015-04-30,2875020652
2015-05-01,2758475080
2015-05-04,2732269566
2015-05-05,2741924229
2015-05-06,2751578892
2015-05-07,2778474024
2015-05-08,2838470857
2015-05-11,2854332089
2015-05-12,2855021707
2015-05-13,2877779127
2015-05-14,2950878716
2015-05-15,2943292910
2015-05-18,2935707103
2015-05-19,2909501590
2015-05-20,3008806693
2015-05-21,2987428511
2015-05-22,2965360711
2015-05-26,2877779127
2015-05-27,2911570446
2015-05-28,2904674259
2015-05-29,2881227221
2015-06-01,2844677426
2015-06-02,2863986751
2015-06-03,2873641414
2015-06-04,2839850094
2015-06-05,2809506868
2015-06-08,2795714493
2015-06-09,2785370212
2015-06-10,2806058775
2015-06-11,2788128687
2015-06-12,2794335256
2015-06-15,2773646692
2015-06-16,2779853261
2015-06-17,2759854317
2015-06-18,2749510035
2015-06-19,2742613848
2015-06-22,2745372323
2015-06-23,2751578892
2015-06-24,2781232499
2015-06-25,2763992030
2015-06-26,2799852206
2015-06-29,2748820417
2015-06-30,2709974773
2015-07-01,2712020037
2015-07-02,2566124540
2015-07-06,2504766620
2015-07-07,2499994338
2015-07-08,2456362039
2015-07-09,2465906605
2015-07-10,2457725549
2015-07-13,2491813282
2015-07-14,2467951869
2015-07-15,2428410098
2015-07-16,2457725549
2015-07-17,2443408701
2015-07-20,2444090456
2015-07-21,2433182381
2015-07-22,2444772210
2015-07-23,2431818872
2015-07-24,2367052179
2015-07-27,2340463747
2015-07-28,2365688670
2015-07-29,2429773608
2015-07-30,2413411496
2015-07-31,2390913592
2015-08-03,2352053577
2015-08-04,2351371822
2015-08-05,2306376014
2015-08-06,1983906060
2015-08-07,1901413746
2015-08-10,1960044647
2015-08-11,1923911650
2015-08-12,1981179041
2015-08-13,2016630284
2015-08-14,2049354507
2015-08-17,2034355905
2015-08-18,2070488902
2015-08-19,2060944337
2015-08-20,2028901868
2015-08-21,1993450625
2015-08-24,1926638669
2015-08-25,1903459010
2015-08-26,2043900470
2015-08-27,2083442240
2015-08-28,2067080129
2015-08-31,2107985408
2015-09-01,2078669958
2015-09-02,2101849616
2015-09-03,2127756293
2015-09-04,2107303654
2015-09-08,2132528576
2015-09-09,2136619104
2015-09-10,2116166464
2015-09-11,2127756293
2015-09-14,2105258390
2015-09-15,2129801557
2015-09-16,2152981216
2015-09-17,2116166464
2015-09-18,2025493094
2015-09-21,1978452023
2015-09-22,1957317628
2015-09-23,1940955517
2015-09-24,1923229895
2015-09-25,1906867784
2015-09-28,1851645656
2015-09-29,1857099693
2015-09-30,2000449969
2015-10-01,1936627039
2015-10-02,1836238888
2015-10-05,1931973284
2015-10-06,1915352729
2015-10-07,1934632572
2015-10-08,1995796214
2015-10-09,1961890282
2015-10-12,1937956683
2015-10-13,1930643639
2015-10-14,1874133753
2015-10-15,1861502132
2015-10-16,1856848376
2015-10-19,1826931378
2015-10-20,1843551932
2015-10-21,1794355090
2015-10-22,1850200154
2015-10-23,1897402530
2015-10-26,1858842843
2015-10-27,1787042046
2015-10-28,2003109258
2015-10-29,2127431008
2015-10-30,2098178831
2015-11-02,2153359073
2015-11-03,2119453141
2015-11-04,2143386740
2015-11-05,2098843653
2015-11-06,2050976456
2015-11-09,2016405702
2015-11-10,2018400168
2015-11-11,1966544038
2015-11-12,1918676840
2015-11-13,1974521904
2015-11-16,1999120325
2015-11-17,2015076057
2015-11-18,1999120325
2015-11-19,2004438902
2015-11-20,2014411235
2015-11-23,2005768547
2015-11-24,2062943255
2015-11-25,2104162231
2015-11-27,2099508476
2015-11-30,2134079229
2015-12-01,2162666584
2015-12-02,2122112430
2015-12-03,2090200965
2015-12-04,2083552743
2015-12-07,2091530609
2015-12-08,2014411235
2015-12-09,2007763013
2015-12-10,2058954322
2015-12-11,2047652345
2015-12-14,2019729813
2015-12-15,1982499770
2015-12-16,1991807281
2015-12-17,1937291861
2015-12-18,1892083952
2015-12-21,1922665773
2015-12-22,1960560638
2015-12-23,2021059457
2015-12-24,2051641278
2015-12-28,2020394635
2015-12-29,2053635744
2015-12-30,2031696612
2015-12-31,1967789706
2016-01-04,1910943917
2016-01-05,1893096983
2016-01-06,1889130997
2016-01-07,1852776132
2016-01-08,1850793140
2016-01-11,1919536885
2016-01-12,1996212601
2016-01-13,1899706958
2016-01-14,1852776132
2016-01-15,1807828299
2016-01-19,1802540318
2016-01-20,1887809002
2016-01-21,1927468855
2016-01-22,2020669510
2016-01-25,1801879321
2016-01-26,1843522166
2016-01-27,1850132142
2016-01-28,1834268201
2016-01-29,1878555037
2016-02-01,1943332797
2016-02-02,1867979076
2016-02-03,1877894039
2016-02-04,1926146860
2016-02-05,1900367956
2016-02-08,1912265912
2016-02-09,1845505159
2016-02-10,1848810147
2016-02-11,1869301071
2016-02-12,1844844162
2016-02-16,2164766976
2016-02-17,2159478995
2016-02-18,2246069674
2016-02-19,2250696657
2016-02-22,2255323640
2016-02-23,2289695513
2016-02-24,2288373518
2016-02-25,2255323640
2016-02-26,2302254466
2016-02-29,2296305488
2016-03-01,2312830427
2016-03-02,2287712520
2016-03-03,2335965341
2016-03-04,2307542447
2016-03-07,2376947189
2016-03-08,2318779405
2016-03-09,2308203444
2016-03-10,2316135415
2016-03-11,2355134270
2016-03-14,2404709086
2016-03-15,2406031082
2016-03-16,2424539013
2016-03-17,2514434680
2016-03-18,2545501565
2016-03-21,2496587746
2016-03-22,2511129692
2016-03-23,2453622905
2016-03-24,2427183003
2016-03-28,2374964197
2016-03-29,2424539013
2016-03-30,2486672783
2016-03-31,2453025389
2016-04-01,2479373674
2016-04-04,2421407446
2016-04-05,2402304939
2016-04-06,2398352696
2016-04-07,2397035282
2016-04-08,2411526839
2016-04-11,2427994518
2016-04-12,2439851246
2016-04-13,2504404546
2016-04-14,2505721960
2016-04-15,2517578689
2016-04-18,2517578689
2016-04-19,2535363781
2016-04-20,2521530931
2016-04-21,2514943860
2016-04-22,2585425524
2016-04-25,2493865232
2016-04-26,2509674203
2016-04-27,2551831460
2016-04-28,2527459296
2016-04-29,2510991617
2016-05-02,2493206524
2016-05-03,2465540825
2016-05-04,2293618261
2016-05-05,2283078947
2016-05-06,2291642140
2016-05-09,2293618261
2016-05-10,2324577497
2016-05-11,2302181454
2016-05-12,2337092932
2016-05-13,2323260082
2016-05-16,2413502960
2016-05-17,2331164568
2016-05-18,2333140689
2016-05-19,2308109818
2016-05-20,2372004411
2016-05-23,2427994518
2016-05-24,2489254282
2016-05-25,2465540825
2016-05-26,2475421432
2016-05-27,2483325917
2016-05-31,2497158767
2016-06-01,2488595574
2016-06-02,2475421432
2016-06-03,2478056260
2016-06-06,2527459296
2016-06-07,2533387660
2016-06-08,2568299138
2016-06-09,2537339903
2016-06-10,2490571696
2016-06-13,2476080139
2016-06-14,2483325917
2016-06-15,2476080139
2016-06-16,2436557710
2016-06-17,2439851246
2016-06-20,2504404546
2016-06-21,2404281061
2016-06-22,2351584489
2016-06-23,2391765625
2016-06-24,2280444118
2016-06-27,2230382376
2016-06-28,2234993326
2016-06-29,2256071954
2016-06-30,2258973087
2016-07-01,2289342577
2016-07-05,2227311279
2016-07-06,2246696059
2016-07-07,2286757939
2016-07-08,2379804886
2016-07-11,2427620677
2016-07-12,2427620677
2016-07-13,2375927929
2016-07-14,2384328001
2016-07-15,2404358941
2016-07-18,2406297419
2016-07-19,2399835825
2016-07-20,2447005458
2016-07-21,2437959227
2016-07-22,2452174733
2016-07-25,2435374590
2016-07-26,2401128144
2016-07-27,2425036040
2016-07-28,2426974518
2016-07-29,2441836183
2016-08-01,2306788879
2016-08-02,2140725926
2016-08-03,2189187877
2016-08-04,2270603955
2016-08-05,2326173660
2016-08-08,2317127429
2016-08-09,2327465978
2016-08-10,2315835110
2016-08-11,2332635253
2016-08-12,2309373516
2016-08-15,2400481985
2016-08-16,2383681842
2016-08-17,2369466336
2016-08-18,2375281770
2016-08-19,2383681842
2016-08-22,2374635611
2016-08-23,2399189666
2016-08-24,2439897705
2016-08-25,2430851474
2016-08-26,2400481985
2016-08-29,2400481985
2016-08-30,2397251188
2016-08-31,2410174375
2016-09-01,2455405530
2016-09-02,2443128502
2016-09-06,2389497276
2016-09-07,2353312352
2016-09-08,2308081198
2016-09-09,2211803455
2016-09-12,2257034609
2016-09-13,2205988020
2016-09-14,2196295630
2016-09-15,2259619246
2016-09-16,2238295988
2016-09-19,2220203526
2016-09-20,2199526427
2016-09-21,2235065191
2016-09-22,2258973087
2016-09-23,2235065191
2016-09-26,2215680411
2016-09-27,2241526785
2016-09-28,2310019676
2016-09-29,2293219533
2016-09-30,2287697365
2016-10-03,2307864394
2016-10-04,2439580303
2016-10-05,2358281967
2016-10-06,2405548442
2016-10-07,2282025388
2016-10-10,2270051215
2016-10-11,2254925943
2016-10-12,2259967700
2016-10-13,2252405064
2016-10-14,2257446822
2016-10-17,2282025388
2016-10-18,2307864394
2016-10-19,2315427030
2016-10-20,2312275932
2016-10-21,2312906152
2016-10-24,2338114938
2016-10-25,2295890221
2016-10-26,2385381413
2016-10-27,2413741297
2016-10-28,2416262176
2016-10-31,2400506684
2016-11-01,2323619886
2016-11-02,2313536371
2016-11-03,2321099007
2016-11-04,2343786915
2016-11-07,2420043494
2016-11-08,2388532511
2016-11-09,2519618200
2016-11-10,2539155010
2016-11-11,2521508859
2016-11-14,2575707750
2016-11-15,2589572582
2016-11-16,2582640166
2016-11-17,2609739612
2016-11-18,2605328074
2016-11-21,2587681923
2016-11-22,2614781369
2016-11-23,2652594548
2016-11-25,2646922572
2016-11-28,2619823126
2016-11-29,2570665993
2016-11-30,2582640166
2016-12-01,2592093461
2016-12-02,2593984120
2016-12-05,2621713785
2016-12-06,2672131358
2016-12-07,2740825301
2016-12-08,2708053879
2016-12-09,2706793439
2016-12-12,2685365971
2016-12-13,2619192906
2016-12-14,2573817091
2016-12-15,2621083565
2016-12-16,2614151149
2016-12-19,2608479172
2016-12-20,2677803335
2016-12-21,2665829161
2016-12-22,2651964329
2016-12-23,2652594548
2016-12-27,2655115427
2016-12-28,2597135218
2016-12-29,2591463241
2016-12-30,2567514894
2017-01-03,2615641070
2017-01-04,2619383046
2017-01-05,2564500734
2017-01-06,2538930566
2017-01-09,2512736736
2017-01-10,2543296205
2017-01-11,2533317603
2017-01-12,2551403819
2017-01-13,2369294331
2017-01-17,2354326428
2017-01-18,2361186717
2017-01-19,2392369848
2017-01-20,2407337751
2017-01-23,2412950715
2017-01-24,2497768833
2017-01-25,2522715338
2017-01-26,2537683241
2017-01-27,2513984061
2017-01-30,2487166568
2017-01-31,2510865748
2017-02-01,2510242085
2017-02-02,2508371097
2017-02-03,2532070277
2017-02-06,2528951964
2017-02-07,2575102999
2017-02-08,2543919867
2017-02-09,2606286130
2017-02-10,2632479961
2017-02-13,2659297454
2017-02-14,2482177267
2017-02-15,2525833651
2017-02-16,2504629122
2017-02-17,2522715338
2017-02-21,2515855049
2017-02-22,2540801554
2017-02-23,2499016158
2017-02-24,2450994135
2017-02-27,2486542905
2017-02-28,2434778907
2017-03-01,2484048255
2017-03-02,2474069653
2017-03-03,2461596400
2017-03-06,2466585701
2017-03-07,2443510184
2017-03-08,2411079727
2017-03-09,2393617173
2017-03-10,2411079727
2017-03-13,2442886521
2017-03-14,2369294331
2017-03-15,2416069028
2017-03-16,2402348450
2017-03-17,2398606474
2017-03-20,2374283632
2017-03-21,2294454815
2017-03-22,2308175393
2017-03-23,2327508935
2017-03-24,2326885272
2017-03-27,2338111199
2017-03-28,2339358525
2017-03-29,2332498236
2017-03-30,2339358525
2017-03-31,2316817531
2017-04-03,2301280932
2017-04-04,2294444829
2017-04-05,2162073012
2017-04-06,2222976477
2017-04-07,2230434044
2017-04-10,2249077962
2017-04-11,2275179447
2017-04-12,2212411590
2017-04-13,2178231074
2017-04-17,2221733549
2017-04-18,2218004766
2017-04-19,2206196951
2017-04-20,2235405756
2017-04-21,2236648684
2017-04-24,2282015550
2017-04-25,2307495572
2017-04-26,2317438994
2017-04-27,2251563818
2017-04-28,2185688641
2017-05-01,2208682807
2017-05-02,2224840869
2017-05-03,2193767672
2017-05-04,2217383302
2017-05-05,2242241859
2017-05-08,2238513075
2017-05-09,2239134539
2017-05-10,2233541364
2017-05-11,2238513075
2017-05-12,2183824250
2017-05-15,2221733549
2017-05-16,2214897446
2017-05-17,2178231074
2017-05-18,2169530579
2017-05-19,2188795961
2017-05-22,2180716930
2017-05-23,2186310105
2017-05-24,2170773507
2017-05-25,2159587156
2017-05-26,2164558868
2017-05-30,2145293486
2017-05-31,2153372517
2017-06-01,2232298436
2017-06-02,2234162828
2017-06-05,2214275982
2017-06-06,2199982312
2017-06-07,2195632064
2017-06-08,2196874992
2017-06-09,2254671138
2017-06-12,2239134539
2017-06-13,2240998931
2017-06-14,2236648684
2017-06-15,2237270148
2017-06-16,2212411590
2017-06-19,2242863323
2017-06-20,2215518910
2017-06-21,2198117920
2017-06-22,2208061343
2017-06-23,2231055508
2017-06-26,2211790126
2017-06-27,2201846703
2017-06-28,2221733549
2017-06-29,2246592106
2017-06-30,2231323404
2017-07-03,2259732172
2017-07-05,2269613482
2017-07-06,2225147585
2017-07-07,2231940986
2017-07-10,2232558568
2017-07-11,2217736602
2017-07-12,2220206930
2017-07-13,2218354184
2017-07-14,2225147585
2017-07-17,2235646478
2017-07-18,2235646478
2017-07-19,2263437663
2017-07-20,2273318973
2017-07-21,2246145370
2017-07-24,2253556353
2017-07-25,2256644262
2017-07-26,2233793732
2017-07-27,2235028896
2017-07-28,2227000331
2017-07-31,2221442094
2017-08-01,2275789301
2017-08-02,2306668396
2017-08-03,2331989254
2017-08-04,2360398021
2017-08-07,2368426586
2017-08-08,2386336461
2017-08-09,2365956258
2017-08-10,2306668396
2017-08-11,2309138724
2017-08-14,2325813435
2017-08-15,2293081594
2017-08-16,2299874995
2017-08-17,2244910206
2017-08-18,2248615697
2017-08-21,2265290409
2017-08-22,2299874995
2017-08-23,2235028896
2017-08-24,2328283763
2017-08-25,2383248552
2017-08-28,2350516711
2017-08-29,2334459582
2017-08-30,2436360595
2017-08-31,2493795712
2017-09-01,2511088005
2017-09-05,2596931889
2017-09-06,2692039502
2017-09-07,2646338441
2017-09-08,2581492342
2017-09-11,2588285742
2017-09-12,2681540609
2017-09-13,2653749424
2017-09-14,2665483480
2017-09-15,2796410843
2017-09-18,2844582231
2017-09-19,2850140468
2017-09-20,2836553666
2017-09-21,2779118550
2017-09-22,2802586662
2017-09-25,2805056989
2017-09-26,2785911950
2017-09-27,2809997645
2017-09-28,2817408627
2017-09-29,2836553666
2017-10-02,3008793127
2017-10-03,3012506158
2017-10-04,3016219190
2017-10-05,3015600351
2017-10-06,3034165508
2017-10-09,3015600351
2017-10-10,3027358284
2017-10-11,3037878540
2017-10-12,3086766787
2017-10-13,3130085487
2017-10-16,3149269482
2017-10-17,3124515939
2017-10-18,3094192850
2017-10-19,3053968342
2017-10-20,3131942002
2017-10-23,3147412967
2017-10-24,3195063536
2017-10-25,3198776568
2017-10-26,3217960564
2017-10-27,3216722886
2017-10-30,3214866371
2017-10-31,3223530111
2017-11-01,3115233361
2017-11-02,3174641864
2017-11-03,3106569621
2017-11-06,3131323164
2017-11-07,3051492988
2017-11-08,3050874150
2017-11-09,3026739445
2017-11-10,3084291432
2017-11-13,3077484208
2017-11-14,3065726275
2017-11-15,3057062535
2017-11-16,3105950782
2017-11-17,3113376845
2017-11-20,3017456867
2017-11-21,3006317773
2017-11-22,3012506158
2017-11-24,3017456867
2017-11-27,2983420745
2017-11-28,3022407575
2017-11-29,2989609131
2017-11-30,3042829248
2017-12-01,3015600351
2017-12-04,3017456867
2017-12-05,3001367064
2017-12-06,3003842418
2017-12-07,3011887320
2017-12-08,3023645253
2017-12-11,3049636472
2017-12-12,3058300212
2017-12-13,3076865370
2017-12-14,3001985903
2017-12-15,3028595961
2017-12-18,3086766787
2017-12-19,3057681374
2017-12-20,3072533500
2017-12-21,3102237751
2017-12-22,3116471038
2017-12-26,3103475428
2017-12-27,3085529110
2017-12-28,3082434917
2017-12-29,3064488598
2018-01-02,2975146064
2018-01-03,3080450006
2018-01-04,3101510794
2018-01-05,3122571582
2018-01-08,3068061307
2018-01-09,2994967983
2018-01-10,2935502228
2018-01-11,3036470124
2018-01-12,3051955998
2018-01-16,3034611820
2018-01-17,3131243672
2018-01-18,3122571582
2018-01-19,3198762081
2018-01-22,3202478691
2018-01-23,3198142646
2018-01-24,3190089992
2018-01-25,3134960281
2018-01-26,3167790334
2018-01-29,3185134512
2018-01-30,3126288192
2018-01-31,3030895210
2018-02-01,3049478258
2018-02-02,3050097693
2018-02-05,2991251373
2018-02-06,3012312161
2018-02-07,2998065158
2018-02-08,2882230822
2018-02-09,2878514212
2018-02-12,2972668325
2018-02-13,2789315579
2018-02-14,2885327997
2018-02-15,2833914896
2018-02-16,2830198286
2018-02-20,2794271059
2018-02-21,2793032189
2018-02-22,2827720546
2018-02-23,2811615238
2018-02-26,2861789469
2018-02-27,2856214554
2018-02-28,2755246657
2018-03-01,2684631073
2018-03-02,2708169601
2018-03-05,2756485527
2018-03-06,2802943148
2018-03-07,2815331847
2018-03-08,2911963699
2018-03-09,2949129796
2018-03-12,2891522346
2018-03-13,2880991952
2018-03-14,2871080993
2018-03-15,2869222688
2018-03-16,2935502228
2018-03-19,2888425171
2018-03-20,2902672175
2018-03-21,2898336131
2018-03-22,2807279193
2018-03-23,2754627222
2018-03-26,2827101111
2018-03-27,2791793319
2018-03-28,2851878509
2018-03-29,2843825855
2018-04-02,2746281298
2018-04-03,2785663329
2018-04-04,2812123131
2018-04-05,2843505686
2018-04-06,2787509361
2018-04-09,2763510936
2018-04-10,2818891917
2018-04-11,2817661229
2018-04-12,2844736375
2018-04-13,2828737425
2018-04-16,2892733225
2018-04-17,2943806796
2018-04-18,2947498861
2018-04-19,2903809421
2018-04-20,2816430540
2018-04-23,2866888767
2018-04-24,2807815721
2018-04-25,2820737950
2018-04-26,2787509361
2018-04-27,2770895067
2018-04-30,2769664379
2018-05-01,2767203002
2018-05-02,2790586083
2018-05-03,2765356969
2018-05-04,2832429490
2018-05-07,2893963913
2018-05-08,2923500436
2018-05-09,2981342794
2018-05-10,2994265023
2018-05-11,3030570332
2018-05-14,2993034334
2018-05-15,2987496236
2018-05-16,3011494661
2018-05-17,3035493086
2018-05-18,3058876167
2018-05-21,3101334919
2018-05-22,3084105280
2018-05-23,3109949738
2018-05-24,3035493086
2018-05-25,3017648103
2018-05-29,3038569807
2018-05-30,3108719049
2018-05-31,3082259248
2018-06-01,3103796296
2018-06-04,3100719574
2018-06-05,3092104755
2018-06-06,3140716949
2018-06-07,3140101605
2018-06-08,3141947638
2018-06-11,3151793146
2018-06-12,3146870392
2018-06-13,3155485211
2018-06-14,3204712749
2018-06-15,3234249272
2018-06-18,3250248222
2018-06-19,3215173601
2018-06-20,3169638128
2018-06-21,3089643378
2018-06-22,3105026984
2018-06-25,3078567182
2018-06-26,3121025934
2018-06-27,3123487311
2018-06-28,3156715899
2018-06-29,3183175701
2018-07-02,3171347546
2018-07-03,3179968684
2018-07-05,3261869505
2018-07-06,3277264396
2018-07-09,3304975199
2018-07-10,3298817243
2018-07-11,3257558935
2018-07-12,3248937796
2018-07-13,3264332687
2018-07-16,3225537562
2018-07-17,3104841616
2018-07-18,3141789355
2018-07-19,3165805385
2018-07-20,3132552420
2018-07-23,3162110611
2018-07-24,3178121298
2018-07-25,3194131984
2018-07-26,3280959169
2018-07-27,3252016774
2018-07-30,3257558935
2018-07-31,3309901565
2018-08-01,3354238851
2018-08-02,3410892049
2018-08-03,3433676488
2018-08-06,3395497158
2018-08-07,3428750123
2018-08-08,3420128984
2018-08-09,3403502502
2018-08-10,3367786355
2018-08-13,3319138499
2018-08-14,3378870676
2018-08-15,3333301799
2018-08-16,3374560107
2018-08-17,3374560107
2018-08-20,3365938968
2018-08-21,3432444897
2018-08-22,3455229336
2018-08-23,3341307142
2018-08-24,3347465099
2018-08-27,3373944311
2018-08-28,3391186589
2018-08-29,3406581480
2018-08-30,3382565450
2018-08-31,3417050006
2018-09-04,3383181246
2018-09-05,3380718063
2018-09-06,3417665802
2018-09-07,3431213306
2018-09-10,3622725750
2018-09-11,3660289284
2018-09-12,3580235850
2018-09-13,3550677660
2018-09-14,3540824930
2018-09-17,3580851646
2018-09-18,3599941311
2018-09-19,3529740608
2018-09-20,3572846303
2018-09-21,3569767325
2018-09-24,3583314829
2018-09-25,3571614712
2018-09-26,3520503673
2018-09-27,3466929453
2018-09-28,3473703205
2018-10-01,3483708190
2018-10-02,3404771273
2018-10-03,3417105166
2018-10-04,3455340236
2018-10-05,3461507182
2018-10-08,3517626397
2018-10-09,3518243092
2018-10-10,3518243092
2018-10-11,3359135867
2018-10-12,3369002982
2018-10-15,3423272113
2018-10-16,3526260123
2018-10-17,3471990992
2018-10-18,3484324885
2018-10-19,3450406678
2018-10-22,3399837715
2018-10-23,3283282423
2018-10-24,3103824274
2018-10-25,3135892396
2018-10-26,3066822593
2018-10-29,3033521081
2018-10-30,3104440968
2018-10-31,3128492060
2018-11-01,3312883767
2018-11-02,3223463040
2018-11-05,3246897437
2018-11-06,3336934859
2018-11-07,3461507182
2018-11-08,3376403318
2018-11-09,3361602646
2018-11-12,3304250041
2018-11-13,3385653738
2018-11-14,3425738891
2018-11-15,3473224381
2018-11-16,3502825725
2018-11-19,3465207350
2018-11-20,3426355586
2018-11-21,3488025053
2018-11-23,3363452730
2018-11-26,3406004662
2018-11-27,3465207350
2018-11-28,3526260123
2018-11-29,3500975641
2018-11-30,3510226061
2018-12-03,3465824045
2018-12-04,3232096765
2018-12-06,3257997941
2018-12-07,3238880406
2018-12-10,3249364216
2018-12-11,3178444329
2018-12-12,3280198949
2018-12-13,3300549873
2018-12-14,3214212620
2018-12-17,3175977550
2018-12-18,3171660687
2018-12-19,3095807243
2018-12-20,3009469989
2018-12-21,2910798842
2018-12-24,2807810832
2018-12-26,2984802202
2018-12-27,3031670997
2018-12-28,3028587524
2018-12-31,3069584322
2019-01-02,3149257637
2019-01-03,3035615079
2019-01-04,3158521976
2019-01-07,3154198618
2019-01-08,3209784652
2019-01-09,3259194460
2019-01-10,3289457967
2019-01-11,3306751400
2019-01-14,3266605931
2019-01-15,3300575174
2019-01-16,3308604268
2019-01-17,3343191133
2019-01-18,3380866112
2019-01-22,3340103020
2019-01-23,3264135441
2019-01-24,3301810419
2019-01-25,3311692381
2019-01-28,3277723138
2019-01-29,3257959215
2019-01-30,3269694044
2019-01-31,3269076421
2019-02-01,3272164534
2019-02-04,3260429705
2019-02-05,3262900195
2019-02-06,3136287562
2019-02-07,3076378170
2019-02-08,3087495377
2019-02-11,3101083074
2019-02-12,3175815409
2019-02-13,3159757221
2019-02-14,3222754726
2019-02-15,3250547743
2019-02-19,3257341592
2019-02-20,3325897701
2019-02-21,3280811251
2019-02-22,3269694044
2019-02-25,3261047328
2019-02-26,3209784652
2019-02-27,3204843671
2019-02-28,3184462125
2019-03-01,3242518650
2019-03-04,3252400611
2019-03-05,3220284236
2019-03-06,3154198618
2019-03-07,3166551070
2019-03-08,3181991635
2019-03-11,3260429705
2019-03-12,3253018234
2019-03-13,3267223554
2019-03-14,3262900195
2019-03-15,3266605931
2019-03-18,3276487893
2019-03-19,3246224385
2019-03-20,3183844503
2019-03-21,3205461294
2019-03-22,3071437189
2019-03-25,3062172850
2019-03-26,3115288394
2019-03-27,3117758884
2019-03-28,3135052317
2019-03-29,3164080579
2019-04-01,3260797301
2019-04-02,3229217228
2019-04-03,3244078439
2019-04-04,3281850683
2019-04-05,3333245703
2019-04-08,3374733249
2019-04-09,3307857801
2019-04-10,3347487696
2019-04-11,3381544637
2019-04-12,3401359585
2019-04-15,3366064209
2019-04-16,3342533959
2019-04-17,3373494815
2019-04-18,3406932539
2019-04-22,3364206558
2019-04-23,3437274177
2019-04-24,3484334677
2019-04-25,3392071328
2019-04-26,3426747486
2019-04-29,3405074887
2019-04-30,3405074887
2019-05-01,3394548197
2019-05-02,3560498382
2019-05-03,3714683442
2019-05-06,3677530416
2019-05-07,3637900521
2019-05-08,3593936106
2019-05-09,3596412974
2019-05-10,3596412974
2019-05-13,3534491263
2019-05-14,3524583790
2019-05-15,3507245711
2019-05-16,3540683434
2019-05-17,3501672757
2019-05-20,3496099803
2019-05-21,3531395178
2019-05-22,3535729698
2019-05-23,3482477026
2019-05-24,3498576671
2019-05-28,3495480585
2019-05-29,3448420085
2019-05-30,3458327559
2019-05-31,3414982361
2019-06-03,3456469908
2019-06-04,3583409415
2019-06-05,3598270626
2019-06-06,3642854258
2019-06-07,3728925436
2019-06-10,3885587365
2019-06-11,3874441457
2019-06-12,3907259964
2019-06-13,4052156767
2019-06-14,4009430787
2019-06-17,3979089148
2019-06-18,4049679899
2019-06-19,4076306235
2019-06-20,4197672788
2019-06-21,4248448591
2019-06-24,4267644322
2019-06-25,4264548236
2019-06-26,4241017986
2019-06-27,4320277776
2019-06-28,4297985960
2019-07-01,4369128013
2019-07-02,4388959516
2019-07-03,4405072612
2019-07-05,4406931816
2019-07-08,4384001640
