,Log-Normal kappa=2
2006-02-01,0.01535658473488604
2006-03-01,0.03847616069862144
2006-04-03,0.020914049974407777
2006-05-01,0.06803316641245624
2006-06-01,0.021665383491429813
2006-07-03,0.011068867318402745
2006-08-01,0.010571740201783201
2006-09-01,0.0560382130024007
2006-10-02,0.02336375632792155
2006-11-01,0.024441028123860512
2006-12-01,0.06958217269630804
2007-01-03,0.026838960070351414
2007-02-01,0.0766050202976724
2007-03-01,0.09003455439300391
2007-04-02,0.1013637635495455
2007-05-01,0.06914494465877262
2007-06-01,0.08150634648047421
2007-07-02,0.14600006237421936
2007-08-01,0.08686779624333799
2007-09-04,0.19015203452596818
2007-10-01,0.04079795728636492
2007-11-01,0.05579327856633377
2007-12-03,0.07413641323608629
2008-01-02,0.6095693114283848
2008-02-01,0.716495115954412
2008-03-03,0.09707216511562546
2008-04-01,0.0926908795229289
2008-05-01,0.010609635907264835
2008-06-02,0.25281633877255266
2008-07-01,0.05930726660361717
2008-08-01,0.22996399583168792
2008-09-02,0.1393939774176269
2008-10-01,0.13567679029061325
2008-11-03,0.11431134286204674
2008-12-01,0.09506167211486181
2009-01-02,0.12214369091223551
2009-02-02,0.11647857318105569
2009-03-02,0.0761024339057061
2009-04-01,0.06410010002975694
2009-05-01,0.08580024162097973
2009-06-01,0.06976501012676972
2009-07-01,0.07351658678538459
2009-08-03,0.062211399104001676
2009-09-01,0.07869260393583413
2009-10-01,0.025413796616705536
2009-11-02,0.0783709702425765
2009-12-01,0.02475149359825932
2010-01-04,0.023401894615079775
2010-02-01,0.0650728379411995
2010-03-01,0.05358081996847519
2010-04-01,0.08416813378672508
2010-05-03,0.018120068115900136
2010-06-01,0.07548774607517815
2010-07-01,0.013065404668336732
2010-08-02,0.0649496111212819
2010-09-01,0.029165400310928048
2010-10-01,0.013022913659464352
2010-11-01,0.07634644132353512
2010-12-01,0.08487690986297997
2011-01-03,0.08804802254218874
2011-02-01,0.06309719379920237
2011-03-01,0.04137685182631043
2011-04-01,0.07643778138024948
2011-05-02,0.10701108460420909
2011-06-01,0.06519034970537302
2011-07-01,0.02647105855504389
2011-08-01,0.07359267499522741
2011-09-01,0.08411747225070412
2011-10-03,0.01239948618160281
2011-11-01,0.07667307071660581
2011-12-01,0.02649287801992641
2012-01-03,0.06279679731018352
2012-02-01,0.07389973672742581
2012-03-01,0.028226709479901926
2012-04-02,0.014133163244643712
2012-05-01,0.04190301917606473
2012-06-01,0.07132767494059483
2012-07-02,0.0612588233324995
2012-08-01,0.007622015565084128
2012-09-04,0.07210283399392725
2012-10-01,0.022089062571159314
2012-11-01,0.011538395736645009
2012-12-03,0.01134860824490697
2013-01-02,0.052178990529668824
2013-02-01,0.08429026348844998
2013-03-01,0.10927841136636796
2013-04-01,0.01628683013300548
2013-05-01,0.016857041340913887
2013-06-03,0.02822705187722872
2013-07-01,0.02291531181756228
2013-08-01,0.07175036143316496
2013-09-03,0.09872564961936994
2013-10-01,0.0810187905243171
2013-11-01,0.1800544298925667
2013-12-02,0.041127124766974416
2014-01-02,0.058836492121231425
2014-02-03,0.09628145360475654
2014-03-03,0.023246594048600938
2014-04-01,0.06538784851432689
2014-05-01,0.043925092500134745
2014-06-02,0.015483285553568395
2014-07-01,0.0385321608137094
2014-08-01,0.0350847822971338
2014-09-02,0.03038000889020789
2014-10-01,0.05125465892993072
2014-11-03,0.08068438211999912
2014-12-01,0.03104244178700854
2015-01-02,0.02930874863669171
2015-02-02,0.023947502622274203
2015-03-02,0.13392552060379315
2015-04-01,0.03847053133004573
2015-05-01,0.13096568325564406
2015-06-01,0.11285467768400058
2015-07-01,0.10040825588155441
2015-08-03,0.1671989373980716
2015-09-01,0.2212427637219221
2015-10-01,0.025279144642872068
2015-11-02,0.11589653752456819
2015-12-01,0.03840474113213613
2016-01-04,0.09648174253827896
2016-02-01,0.05353596794049907
2016-03-01,0.07879172449208999
2016-04-01,0.03218563541230129
2016-05-02,0.07939981621615383
2016-06-01,0.026001499735149904
2016-07-01,0.09647444676836683
2016-08-01,0.14342528715521072
2016-09-01,0.034525904755492644
2016-10-03,0.03570443950873765
2016-11-01,0.055246046228613246
2016-12-01,0.11784182074919752
2017-01-03,0.08693692443021034
2017-02-01,0.10000966998837216
2017-03-01,0.027672750880089296
2017-04-03,0.05518070850914383
2017-05-01,0.048773835222077115
2017-06-01,0.1487162322643666
2017-07-03,0.16469404867692472
2017-08-01,0.09433816737681404
2017-09-01,0.08474592819297201
2017-10-02,0.08490142050575938
2017-11-01,0.16990604046086677
2017-12-01,0.03954348665434988
2018-01-02,0.06573798201959596
2018-02-01,0.053700529184935786
2018-03-01,0.12942763356485543
2018-04-02,0.15362276976535091
2018-05-01,0.04576779741764108
2018-06-01,0.1709550205542898
2018-07-02,0.0633261742297284
2018-08-01,0.08514984974518836
2018-09-04,0.14882550808498207
2018-10-01,0.1748411212285994
2018-11-01,0.1548249635559048
2018-12-03,0.07988260977908393
2019-01-02,0.1833353856999767
2019-02-01,0.043528923982996875
2019-03-01,0.0182084483887306
2019-04-01,0.1445780466223982
2019-05-01,0.05494968488085125
2019-06-03,0.11539630802619838
2019-07-01,0.0756773598843177
2019-08-01,0.06490261328413052
2019-09-03,0.08448453913964431
2019-10-01,0.03236992064896072
2019-11-01,0.03044699512570505
