,Log-Normal kappa=1
2006-02-01,0.03692143063978055
2006-03-01,0.011469658646257217
2006-04-03,0.039859034625674694
2006-05-01,0.0349575544365664
2006-06-01,0.014550173248105128
2006-07-03,0.010815377971817267
2006-08-01,0.033513888265978634
2006-09-01,0.01623852906161252
2006-10-02,0.023691513628834628
2006-11-01,0.007714495295983332
2006-12-01,0.037855344184206684
2007-01-03,0.03632064763753294
2007-02-01,0.010432842643180321
2007-03-01,0.017234265296603653
2007-04-02,0.020444802316217058
2007-05-01,0.008493130306782705
2007-06-01,0.01062028850202248
2007-07-02,0.04976701741683215
2007-08-01,0.00963937270165731
2007-09-04,0.05472304974356404
2007-10-01,0.04459000396806759
2007-11-01,0.05051189393446598
2007-12-03,0.048013870172377834
2008-01-02,0.05443280602452341
2008-02-01,0.057781757432174036
2008-03-03,0.040931936222782996
2008-04-01,0.015944522060341165
2008-05-01,0.04234488410590856
2008-06-02,0.04776719635439597
2008-07-01,0.04543782777539441
2008-08-01,0.04862931719141456
2008-09-02,0.010188294237822849
2008-10-01,0.06390193282814663
2008-11-03,0.04253969008568959
2008-12-01,0.015148511553370797
2009-01-02,0.015656010756278992
2009-02-02,0.031090376907206813
2009-03-02,0.05980172141461783
2009-04-01,0.053825403193494846
2009-05-01,0.010123660604572666
2009-06-01,0.065480230704681
2009-07-01,0.038413550890398745
2009-08-03,0.04298864063156568
2009-09-01,0.05175293386142483
2009-10-01,0.04268575793299404
2009-11-02,0.03984599544022343
2009-12-01,0.039966343139470374
2010-01-04,0.0753086339385289
2010-02-01,0.03754819004500429
2010-03-01,0.007117164975471282
2010-04-01,0.04148227495808878
2010-05-03,0.011983457810668464
2010-06-01,0.012075779616166637
2010-07-01,0.04359474842369026
2010-08-02,0.03846621365804019
2010-09-01,0.07454047491670387
2010-10-01,0.04580087412950398
2010-11-01,0.017517170606015736
2010-12-01,0.04670651748248681
2011-01-03,0.04062186982266605
2011-02-01,0.04146686555355038
2011-03-01,0.04071330871194078
2011-04-01,0.036472555377290626
2011-05-02,0.04977743802981026
2011-06-01,0.013061875755180356
2011-07-01,0.01133663008702209
2011-08-01,0.03588194790249234
2011-09-01,0.040205471780466386
2011-10-03,0.0342830840812349
2011-11-01,0.04359216392364518
2011-12-01,0.013172929625525394
2012-01-03,0.011895458082824915
2012-02-01,0.04543046480758246
2012-03-01,0.011943195635544197
2012-04-02,0.04051501630574082
2012-05-01,0.043696996738136505
2012-06-01,0.03495713918189332
2012-07-02,0.016578637828376028
2012-08-01,0.015304966799537417
2012-09-04,0.008187487684150459
2012-10-01,0.0367425762286445
2012-11-01,0.03761484807103548
2012-12-03,0.0577608648727428
2013-01-02,0.07316697548299686
2013-02-01,0.038865106741483336
2013-03-01,0.049851023359544895
2013-04-01,0.04528917617826335
2013-05-01,0.016484205160685377
2013-06-03,0.020003039101093252
2013-07-01,0.013400020759347797
2013-08-01,0.013253794793203906
2013-09-03,0.025384889223395407
2013-10-01,0.09378671784835384
2013-11-01,0.09122444688401994
2013-12-02,0.039501704898248585
2014-01-02,0.05006630666212526
2014-02-03,0.04912680377148789
2014-03-03,0.007431184515232368
2014-04-01,0.020272830178378578
2014-05-01,0.012838968422678388
2014-06-02,0.042266486926916785
2014-07-01,0.07540479816648643
2014-08-01,0.07185084680638318
2014-09-02,0.07617650967473978
2014-10-01,0.04823687688749159
2014-11-03,0.04634601597880788
2014-12-01,0.0409993725598544
2015-01-02,0.009633777661921878
2015-02-02,0.08048616556100044
2015-03-02,0.0742857708027578
2015-04-01,0.04669773672051032
2015-05-01,0.07516804178628905
2015-06-01,0.07001432910588376
2015-07-01,0.044181136877118124
2015-08-03,0.01604429412769146
2015-09-01,0.027433417942749963
2015-10-01,0.07810907246481474
2015-11-02,0.07258317333934286
2015-12-01,0.04044206655181791
2016-01-04,0.04969290315192508
2016-02-01,0.07215590055996765
2016-03-01,0.013428736505534875
2016-04-01,0.011202914764860426
2016-05-02,0.00980724786876728
2016-06-01,0.012119999451906505
2016-07-01,0.01690478523405188
2016-08-01,0.05004447545062685
2016-09-01,0.03912037929278203
2016-10-03,0.04672560169437402
2016-11-01,0.04883293082689581
2016-12-01,0.0771222611935409
2017-01-03,0.09919070847190806
2017-02-01,0.04329078903812802
2017-03-01,0.0686167932567033
2017-04-03,0.04133559549217991
2017-05-01,0.05536508310164694
2017-06-01,0.037140440399813984
2017-07-03,0.04755104477185741
2017-08-01,0.064619179597433
2017-09-01,0.01160585027672723
2017-10-02,0.0403289801702044
2017-11-01,0.05141002286262156
2017-12-01,0.04347043633589871
2018-01-02,0.04121199282625272
2018-02-01,0.03841797720069798
2018-03-01,0.04910826542773907
2018-04-02,0.05713235371595028
2018-05-01,0.04268618761540742
2018-06-01,0.06151746615795478
2018-07-02,0.041062286022961705
2018-08-01,0.04138161291669181
2018-09-04,0.0592370746539471
2018-10-01,0.061594042883179545
2018-11-01,0.06703117375868817
2018-12-03,0.04868621729416951
2019-01-02,0.05178748604651072
2019-02-01,0.04033661818798673
2019-03-01,0.03889280611648322
2019-04-01,0.0990894504354343
2019-05-01,0.06835781368413509
2019-06-03,0.08937160591062339
2019-07-01,0.04800836190674461
2019-08-01,0.042253098829366294
2019-09-03,0.03410235073663147
2019-10-01,0.057888245509807965
2019-11-01,0.05746133581553762
2019-12-02,0.016835239660124963
2020-01-02,0.02706422160373206
2020-02-03,0.03271532205284442
2020-03-02,0.0398430219867907
2020-04-01,0.11476831340205165
2020-05-01,0.04134908375334881
2020-06-01,0.0689074124663783
2020-07-01,0.05913843422522312
2020-08-03,0.07377794483807798
2020-09-01,0.059100572603421345
2020-10-01,0.0848371250047566
2020-11-02,0.03455400245908463
2020-12-01,0.07764629040622197
2021-01-04,0.06259113769812497
2021-02-01,0.07306975503185811
2021-03-01,0.03385331375479189
2021-04-01,0.024717981975898817
2021-05-03,0.032424502104966
2021-06-01,0.035000284116950164
2021-07-01,0.029840706671379023
2021-08-02,0.028799824628496503
2021-09-01,0.02287581500870533
2021-10-01,0.061544409467772745
2021-11-01,0.04156920438991099
2021-12-01,0.049992704144593655
2022-01-03,0.07948498088923814
2022-02-01,0.03361360097007453
2022-03-01,0.04432529345116719
2022-04-01,0.05190248047552387
2022-05-02,0.06344852541482761
2022-06-01,0.036392806665891494
2022-07-01,0.05817334078750445
2022-08-01,0.01845986213400964
2022-09-01,0.042563797428121414
2022-10-03,0.03733668367876938
2022-11-01,0.03644907379996745
2022-12-01,0.04109078406930988
2023-01-03,0.05477741526118686
2023-02-01,0.039980549596026906
2023-03-01,0.010126699420983078
2023-04-03,0.034945619304282936
2023-05-01,0.03480621154561453
2023-06-01,0.04883869921144114
