,Shrinkage
2006-02-01,0.07022957486867287
2006-03-01,0.3047732714271427
2006-04-03,0.16905038028557687
2006-05-01,0.1636741767250308
2006-06-01,0.12925887905247568
2006-07-03,0.1298886963209232
2006-08-01,0.209164122363977
2006-09-01,0.19674286830759022
2006-10-02,0.17918366978160835
2006-11-01,0.08986888598733551
2006-12-01,0.037190000000000015
2007-01-03,0.10532354973992923
2007-02-01,0.16943605926722208
2007-03-01,0.1422913345642701
2007-04-02,0.1882272408340217
2007-05-01,0.0885165521454431
2007-06-01,0.14945230300699494
2007-07-02,0.6718689790711843
2007-08-01,0.19219725342852673
2007-09-04,0.22460999999999998
2007-10-01,0.13773693974591505
2007-11-01,0.3358295898652967
2007-12-03,0.1179767335272419
2008-01-02,0.34585306782888225
2008-02-01,0.4693298484238765
2008-03-03,0.36576089126300315
2008-04-01,0.1169423824432496
2008-05-01,0.15293583117600362
2008-06-02,0.2490441185535682
2008-07-01,0.1467489458021844
2008-08-01,0.33272991104324773
2008-09-02,0.09411487791212264
2008-10-01,0.3887277681595613
2008-11-03,0.32602440867954635
2008-12-01,0.4121222432591849
2009-01-02,0.1979669918544701
2009-02-02,0.29360322460902666
2009-03-02,0.20832109692801817
2009-04-01,0.17845324686805208
2009-05-01,0.0420216036903788
2009-06-01,0.07776977691713954
2009-07-01,0.06526502356856811
2009-08-03,0.03993222288181272
2009-09-01,0.08804
2009-10-01,0.04847229438726759
2009-11-02,0.051702430245616604
2009-12-01,0.06595483818487638
2010-01-04,0.08568578342815619
2010-02-01,0.04917568549875279
2010-03-01,0.04691048622953254
2010-04-01,0.20665587926334122
2010-05-03,0.057975268453159465
2010-06-01,0.10251188306368762
2010-07-01,0.007102101974111874
2010-08-02,0.06764383949229388
2010-09-01,0.080255329226727
2010-10-01,0.05292015635785767
2010-11-01,0.05532754971674326
2010-12-01,0.08855278533453183
2011-01-03,0.07817182207811933
2011-02-01,0.09613763155653762
2011-03-01,0.1110193777308519
2011-04-01,0.08761434982465015
2011-05-02,0.10339468684664097
2011-06-01,0.06660936417956065
2011-07-01,0.07097520672652209
2011-08-01,0.05707770394404482
2011-09-01,0.08352465601346327
2011-10-03,0.2437122342642858
2011-11-01,0.24195826075775007
2011-12-01,0.033152229095400186
2012-01-03,0.04150798185041207
2012-02-01,0.08300590717301642
2012-03-01,0.11713470481977556
2012-04-02,0.0789869840722795
2012-05-01,0.0731501573470502
2012-06-01,0.11634030545384269
2012-07-02,0.06982031976322028
2012-08-01,0.08770796250469401
2012-09-04,0.1526862719423869
2012-10-01,0.06852700715999556
2012-11-01,0.1018199075657484
2012-12-03,0.0429375447844688
2013-01-02,0.1643862670742205
2013-02-01,0.27058626034657607
2013-03-01,0.2647346891820272
2013-04-01,0.20231052913015807
2013-05-01,0.12417220424506765
2013-06-03,0.31947020427714673
2013-07-01,0.3262783362190316
2013-08-01,0.24161779266874878
2013-09-03,0.4216770621563661
2013-10-01,0.5840230631572605
2013-11-01,0.31041864312733275
2013-12-02,0.11820751399746293
2014-01-02,0.3387599999999986
2014-02-03,0.40508120656018287
2014-03-03,0.027624402847020075
2014-04-01,0.07471880813830173
2014-05-01,0.08442508178769997
2014-06-02,0.3148600000000008
2014-07-01,0.3146390309320921
2014-08-01,0.3242150521124923
2014-09-02,0.43162999999999996
2014-10-01,0.09668561685104052
2014-11-03,0.17006564585250533
2014-12-01,0.4376738692360598
2015-01-02,0.14611845160122497
2015-02-02,0.28598981654741684
2015-03-02,0.4914010292090649
2015-04-01,0.13984996291825125
2015-05-01,0.221584778348714
2015-06-01,0.7070752949880924
2015-07-01,0.2179011568919736
2015-08-03,0.139365369960624
2015-09-01,0.07285066839423963
2015-10-01,0.6019592929527213
2015-11-02,0.5334051492829335
2015-12-01,0.4478695280555932
2016-01-04,0.043226157986857625
2016-02-01,0.11594442417440573
2016-03-01,0.11168040959325921
2016-04-01,0.08817957464687419
2016-05-02,0.07127208433202681
2016-06-01,0.07972257737231868
2016-07-01,0.16082227196487434
2016-08-01,0.06988183913949411
2016-09-01,0.6458385879581492
2016-10-03,0.3263587059756825
2016-11-01,0.2771582516701033
2016-12-01,0.4035180024034938
2017-01-03,0.43777727918626497
2017-02-01,0.2950576954310442
2017-03-01,0.5380598556637252
2017-04-03,0.5478583746379714
2017-05-01,0.5642230730234218
2017-06-01,0.26770000072293415
2017-07-03,0.2865105106269043
2017-08-01,0.5919921674439415
2017-09-01,0.06811210573804599
2017-10-02,0.15042905457488426
2017-11-01,0.19578593688721793
2017-12-01,0.04646756700871223
2018-01-02,0.05986627695930219
2018-02-01,0.19656000000000004
2018-03-01,0.10097706716816557
2018-04-02,0.12055428058715557
2018-05-01,0.046036571391769185
2018-06-01,0.11280148604671768
2018-07-02,0.07221949193874197
2018-08-01,0.07091078301725894
2018-09-04,0.11531680708903166
2018-10-01,0.15982489387098947
2018-11-01,0.14164324574894946
2018-12-03,0.10523672377041213
2019-01-02,0.11319519601292226
2019-02-01,0.13493269638748534
2019-03-01,0.1617888756855875
2019-04-01,0.22053581547427561
2019-05-01,0.0866947585837436
2019-06-03,0.20861524444082827
2019-07-01,0.18045712217342746
2019-08-01,0.2185610474128145
2019-09-03,0.16860376009538602
2019-10-01,0.43979555284302396
2019-11-01,0.5399153959033911
2019-12-02,0.1928651486683622
2020-01-02,0.2712173546684445
2020-02-03,0.04169770332031978
2020-03-02,0.10622317228360721
2020-04-01,0.30225323277520294
2020-05-01,0.08366159913299609
2020-06-01,0.24309952628398077
2020-07-01,0.352232977250886
2020-08-03,0.129467729746845
2020-09-01,0.1023955938269204
2020-10-01,0.14886435408257026
2020-11-02,0.22623026201674828
2020-12-01,0.1631963295834901
2021-01-04,0.19046558566964772
2021-02-01,0.24587546735833704
2021-03-01,0.1759643471378337
2021-04-01,0.17242768663262442
2021-05-03,0.08942935133926068
2021-06-01,0.11064313213914945
2021-07-01,0.1065468277897413
2021-08-02,0.07172194487478185
2021-09-01,0.17295149156357242
2021-10-01,0.08487727334010461
2021-11-01,0.19298374905639956
2021-12-01,0.12359878538256755
2022-01-03,0.2136570589894734
2022-02-01,0.12522100937183092
2022-03-01,0.2053464344658063
2022-04-01,0.2742168904395968
2022-05-02,0.22679477385559252
2022-06-01,0.42966225022880694
2022-07-01,0.1026080200337371
2022-08-01,0.16338812733338315
2022-09-01,0.22339195405567677
2022-10-03,0.10529304764488584
2022-11-01,0.06263585256068374
2022-12-01,0.04146462402051741
2023-01-03,0.1700204269143335
2023-02-01,0.10154856961909606
2023-03-01,0.2674886251533102
2023-04-03,0.2748327427319093
2023-05-01,0.2950880741799338
2023-06-01,0.2009415729170772
