,Log-Normal kappa=1
2006-01-04,0.000914754945411589
2006-01-05,-0.0006351183224099391
2006-01-06,0.006429258270598021
2006-01-09,0.0009586380090296448
2006-01-10,0.00011498688829027876
2006-01-11,0.005461659336116978
2006-01-12,-0.007467813245698479
2006-01-13,0.0015046033456061992
2006-01-17,-0.004382229148775838
2006-01-18,-0.005296541120585479
2006-01-19,0.0013048194354855086
2006-01-20,-0.02095779234039034
2006-01-23,0.0013443574907465625
2006-01-24,-0.0016083279772971175
2006-01-25,-0.00023555266260383124
2006-01-26,0.0036086262570724135
2006-01-27,0.009331415371071907
2006-01-30,0.0032703721466761163
2006-01-31,-0.0053297888949726206
2006-02-01,0.0017295846558820563
2006-02-02,-0.0065474957117113335
2006-02-03,-0.007290406524528963
2006-02-06,-0.001148403250310828
2006-02-07,-0.005334787635784508
2006-02-08,0.011469373931291594
2006-02-09,0.0002675030144766453
2006-02-10,0.0015449252485773132
2006-02-13,-0.003786317266058596
2006-02-14,0.00708998919108416
2006-02-15,0.004582331953882437
2006-02-16,0.004027263709826761
2006-02-17,-0.0007577352174265176
2006-02-21,-0.0022682288092127087
2006-02-22,0.004513463821701026
2006-02-23,-0.0024261776177329454
2006-02-24,0.002277271560886636
2006-02-27,0.002521530081259109
2006-02-28,-0.007703920549644211
2006-03-01,0.006700057723272
2006-03-02,-0.0035533828875197997
2006-03-03,0.00019292028186178374
2006-03-06,-0.0030657137883418565
2006-03-07,0.0023470005024627152
2006-03-08,0.0036265818766866467
2006-03-09,-0.005605684141792154
2006-03-10,0.00693098815188117
2006-03-13,0.0011652724079901468
2006-03-14,0.005424145146785168
2006-03-15,0.0027424295914701877
2006-03-16,0.002730738300915215
2006-03-17,0.0011641283061280183
2006-03-20,0.0015457753928227068
2006-03-21,-0.0029471391920982298
2006-03-22,0.004039741030360427
2006-03-23,-0.004424053155511366
2006-03-24,0.0006419887092708938
2006-03-27,-0.001388526276160194
2006-03-28,-0.008362132248895747
2006-03-29,0.0036902406183632517
2006-03-30,-0.0003681625510688121
2006-03-31,-0.0037372705504360175
2006-04-03,0.0020332822993192664
2006-04-04,0.004853538708000829
2006-04-05,0.0021736859412267674
2006-04-06,-0.004578967936464139
2006-04-07,-0.009685280372586895
