,Value-Weighted
2014-01-02,0.003319031494461333
2014-02-03,0.0006006793859194004
2014-03-03,0.0016319100348322832
2014-04-01,0.0040132660070607284
2014-05-01,0.0009027550250157376
2014-06-02,0.001269835146122826
2014-07-01,0.003361874847502798
2014-08-01,0.000500046202238591
2014-09-02,0.0012101563760134465
2014-10-01,0.003827833196782336
2014-11-03,0.0008808678423914904
2014-12-01,0.0013439409678250684
2015-01-02,0.0019266132267926686
2015-02-02,0.00048676068642018386
2015-03-02,0.061009385097041104
2015-04-01,0.007128714285849866
2015-05-01,0.06069807603363239
2015-06-01,0.06108074001774527
2015-07-01,0.06820242312224689
2015-08-03,0.06309984057467335
2015-09-01,0.06245308373586635
2015-10-01,0.002808174690927173
2015-11-02,0.058956600912234924
2015-12-01,0.001515241544140334
2016-01-04,0.059575486753217416
2016-02-01,0.0012661323116373233
2016-03-01,0.06525199300670033
2016-04-01,0.003005076823984862
2016-05-02,0.06458054500896598
2016-06-01,0.0016843907354636284
2016-07-01,0.07117794236374865
2016-08-01,0.06570117925243259
2016-09-01,0.0015801481625405261
2016-10-03,0.004609420246759456
2016-11-01,0.0011670909589580683
2016-12-01,0.06181389118555431
2017-01-03,0.06211650164843258
2017-02-01,0.05850932454174175
2017-03-01,0.0014136549044761818
2017-04-03,0.003525827759207824
2017-05-01,0.0007508407687783943
2017-06-01,0.056917848443788825
2017-07-03,0.060776119777062015
2017-08-01,0.05648864710440195
2017-09-01,0.057041230270518696
2017-10-02,0.05834915694555253
2017-11-01,0.055783806774752004
2017-12-01,0.001297813119536955
2018-01-02,0.003049049952901544
2018-02-01,0.0007632428515876449
2018-03-01,0.05477321653884388
2018-04-02,0.05810864872200324
2018-05-01,0.0003952546080329897
2018-06-01,0.05146429893455502
2018-07-02,0.0036819734137050163
2018-08-01,0.0003563624121125375
2018-09-04,0.001265085491429719
2018-10-01,0.049303167020889306
2018-11-01,0.0008673682769852302
2018-12-03,0.0012366610091493133
2019-01-02,0.003329848503705185
2019-02-01,0.0009269651738986924
2019-03-01,0.0013420962421810609
2019-04-01,0.13808887817436374
2019-05-01,0.0006502366169916091
2019-06-03,0.0011131283113914175
2019-07-01,0.0029928968164731895
2019-08-01,0.0005220511585299244
2019-09-03,0.049330357499872676
2019-10-01,0.002531327185118514
2019-11-01,0.0008212119952889542
2019-12-02,0.0008754377317975182
2020-01-02,0.04492234788644827
2020-02-03,0.042944832264223284
2020-03-02,0.0007445827072390943
2020-04-01,0.04514080320279228
2020-05-01,0.0006490189611990382
2020-06-01,0.039963095057084744
2020-07-01,0.03707726834292473
2020-08-03,0.0003296460448408353
2020-09-01,0.0010069938788272968
2020-10-01,0.0018506817778390985
2020-11-02,0.035033699948066634
2020-12-01,0.03790520436589702
2021-01-04,0.06930113439904678
2021-02-01,0.0006366845081214635
2021-03-01,0.0004958826166460394
2021-04-01,0.0019088336611205112
2021-05-03,0.002339778991666614
2021-06-01,0.03658007257736881
2021-07-01,0.0033288407575304685
2021-08-02,0.002853930964273922
2021-09-01,0.0007627499403713434
2021-10-01,0.0018398222788362367
2021-11-01,0.0005053795563360296
2021-12-01,0.060114498879524504
2022-01-03,0.03354372783481492
2022-02-01,0.033844274310618316
2022-03-01,0.03512106779643093
2022-04-01,0.0019004269623837805
2022-05-02,0.0002620574066247647
2022-06-01,0.000748684856502934
2022-07-01,0.041875446204947375
2022-08-01,0.03875314207750396
2022-09-01,0.03930851032405848
2022-10-03,0.03860333284645532
2022-11-01,0.0006524711673068853
2022-12-01,0.0007118447906967057
2023-01-03,0.044317379839239
2023-02-01,0.10574873081631889
2023-03-01,0.04607969335519391
2023-04-03,0.0020570474565728657
2023-05-01,0.00010215666365706588
2023-06-01,0.03542193833424206
