,Value-Weighted
2006-02-01,0.00038966656551337603
2006-03-01,0.0015623260588570123
2006-04-03,0.003173080826713706
2006-05-01,0.0712605457228955
2006-06-01,0.0014500986481014513
2006-07-03,0.0029907001338428663
2006-08-01,0.0004149990001075937
2006-09-01,0.0015492941210845448
2006-10-02,0.003941106595523068
2006-11-01,0.0014747466469974824
2006-12-01,0.06980580012624317
2007-01-03,0.0020815913647083614
2007-02-01,0.0739261776492275
2007-03-01,0.07556089273814401
2007-04-02,0.0764006641594024
2007-05-01,0.07546861145512147
2007-06-01,0.07581313005410291
2007-07-02,0.07642819134782439
2007-08-01,0.07703406199054649
2007-09-04,0.07551961864193954
2007-10-01,0.004841602973304916
2007-11-01,0.0021564759569825537
2007-12-03,0.0811522291280508
2008-01-02,0.07251620489678773
2008-02-01,0.07291061512269692
2008-03-03,0.07001168689571466
2008-04-01,0.07227815689748741
2008-05-01,0.0014652499228663962
2008-06-02,0.14935719864468278
2008-07-01,0.0034632346596166555
2008-08-01,0.14212467745626015
2008-09-02,0.07109054103188453
2008-10-01,0.09194911071864537
2008-11-03,0.1351711949457572
2008-12-01,0.06268676578706153
2009-01-02,0.13524273726328506
2009-02-02,0.1345208436885706
2009-03-02,0.05834829785500825
2009-04-01,0.0699063946560899
2009-05-01,0.07046611007180462
2009-06-01,0.06785403611278852
2009-07-01,0.0692975963239535
2009-08-03,0.07329753873790479
2009-09-01,0.08000903692913798
2009-10-01,0.0032008640046408826
2009-11-02,0.07913053443617223
2009-12-01,0.0014588674639869417
2010-01-04,0.0023756193720751717
2010-02-01,0.07794513696998079
2010-03-01,0.07800209616469904
2010-04-01,0.08557594192912797
2010-05-03,0.001995075064568849
2010-06-01,0.0810932671007345
2010-07-01,0.010048206437139273
2010-08-02,0.08011295160733481
2010-09-01,0.0016462667048939075
2010-10-01,0.004259988190153989
2010-11-01,0.07287786143299159
2010-12-01,0.07205630594803322
2011-01-03,0.07946920957452555
2011-02-01,0.07723000992746228
2011-03-01,0.0013650814067228609
2011-04-01,0.07914135831958252
2011-05-02,0.07913937378060314
2011-06-01,0.0771808922375146
2011-07-01,0.0025064467991874617
2011-08-01,0.06857561337383908
2011-09-01,0.07365681053764438
2011-10-03,0.0035484966619853606
2011-11-01,0.0713037532128032
2011-12-01,0.001616678341574182
2012-01-03,0.06655489321408009
2012-02-01,0.06573483273510723
2012-03-01,0.001606822751811371
2012-04-02,0.0032886770131168447
2012-05-01,0.0009755384037072254
2012-06-01,0.0684761853839851
2012-07-02,0.07044420787061581
2012-08-01,0.0005114622149612891
2012-09-04,0.06771452825228803
2012-10-01,0.002668882783933721
2012-11-01,0.0010245163891045225
2012-12-03,0.0013256139088274124
2013-01-02,0.0024563965640530053
2013-02-01,0.07402237512302658
2013-03-01,0.07378631642163422
2013-04-01,0.005386121301164268
2013-05-01,0.0010570928082245246
2013-06-03,0.0010792643157526566
2013-07-01,0.003958622494368069
2013-08-01,0.07547535332874668
2013-09-03,0.001307812241431422
2013-10-01,0.0019390478067622396
2013-11-01,0.001171638359935126
2013-12-02,0.0015790969424830242
