,Equally-Weighted
2006-01-04,0.0029107048633161044
2006-01-05,-0.0019084398758598313
2006-01-06,0.004523663018129897
2006-01-09,-0.00035336853698003385
2006-01-10,-0.00047238412812308756
2006-01-11,0.005932180352593447
2006-01-12,-0.008205760913111156
2006-01-13,0.0020578434683684306
2006-01-17,-0.007589649209598144
2006-01-18,-0.0020056500445600504
2006-01-19,0.00505055681450041
2006-01-20,-0.022410584981701263
2006-01-23,0.0023342752300094366
2006-01-24,-0.003991903575271573
2006-01-25,5.470675601550656e-06
2006-01-26,0.006386122112058257
2006-01-27,0.011513088415119006
2006-01-30,0.0017299475556459844
2006-01-31,-0.0054707845748620965
2006-02-01,0.0025534553734624607
2006-02-02,-0.007180410645329949
2006-02-03,-0.006890912944129162
2006-02-06,-0.0011786517761317613
2006-02-07,-0.006101953066974666
2006-02-08,0.013987975171199367
2006-02-09,0.0020212380851717887
2006-02-10,-0.0004426774031878644
2006-02-13,-0.0031061686500242825
2006-02-14,0.007580505001121768
2006-02-15,0.003993342859109308
2006-02-16,0.002246884297419123
2006-02-17,-0.0012707135485220422
2006-02-21,-0.003176727075100095
2006-02-22,0.007560379155155271
2006-02-23,-0.0031127832585551834
2006-02-24,0.0005594232460552157
2006-02-27,0.003443553011248
2006-02-28,-0.010416871114909892
2006-03-01,0.0032765659893389614
2006-03-02,-0.003999676461738266
2006-03-03,0.001522623600749059
2006-03-06,-0.0015802002595507322
2006-03-07,0.005624610408158385
2006-03-08,0.004930698927261841
2006-03-09,-0.004408900939079278
2006-03-10,0.008426739693620492
2006-03-13,-3.8906869613560276e-05
2006-03-14,0.002249726991057045
2006-03-15,0.003637107116066889
2006-03-16,0.005048415362900122
2006-03-17,0.002186466985268581
2006-03-20,0.003104865795240477
2006-03-21,-0.0035131288552039336
2006-03-22,0.0034380662050779334
2006-03-23,-0.005075333423017673
2006-03-24,-0.0009979466813516383
2006-03-27,-0.004032266319669059
2006-03-28,-0.008896159359452082
2006-03-29,0.002512528792829811
2006-03-30,-0.00047641099195085303
2006-03-31,-0.0025397375295810533
2006-04-03,0.0013889482048785905
2006-04-04,0.004089639126399735
2006-04-05,0.00042110020956248893
2006-04-06,-0.003917914705648634
2006-04-07,-0.011028695879805178
2006-04-10,-0.000297576924798125
2006-04-11,-0.005310340946299235
2006-04-12,0.0024302187351051266
2006-04-13,-0.0005531080476528345
2006-04-17,-0.0040197749841414335
2006-04-18,0.011570599972923064
2006-04-19,0.001005697123799421
2006-04-20,0.0017987353236733235
2006-04-21,0.001459754240412979
2006-04-24,-0.0006293924027409307
2006-04-25,-0.0018390680249174645
2006-04-26,0.005223123520225204
2006-04-27,0.006116669257028242
2006-04-28,-0.003247322925007015
2006-05-01,-0.0025739369038984524
2006-05-02,0.004813739580013455
