,Value-Weighted
2006-01-04,0.001806900262383454
2006-01-05,-0.0019307140717952178
2006-01-06,0.005142425368791366
2006-01-09,-0.0005067780576201574
2006-01-10,0.000352211533279125
2006-01-11,0.00615322093880288
2006-01-12,-0.008132467054725421
2006-01-13,0.003551989258849442
2006-01-17,-0.006121396140448144
2006-01-18,-0.0025546772284864186
2006-01-19,0.004611725139785385
2006-01-20,-0.02280756772006748
2006-01-23,0.0027711639041294177
2006-01-24,-0.0036341840870720973
2006-01-25,-0.0005838037664862279
2006-01-26,0.005633964961477638
2006-01-27,0.0129472727642835
2006-01-30,0.004182381206265359
2006-01-31,-0.004904490683040244
2006-02-01,0.0006199509721488809
2006-02-02,-0.006882761920793742
2006-02-03,-0.006928427826112197
2006-02-06,-0.0008265562856843486
2006-02-07,-0.00774437576666337
2006-02-08,0.011906842125134414
2006-02-09,0.0007528193737599418
2006-02-10,-0.0009241989149455971
2006-02-13,-0.003117570213231894
2006-02-14,0.007075872707609652
2006-02-15,0.004379113805596638
2006-02-16,0.0026409377505777886
2006-02-17,-0.000705584243971218
2006-02-21,-0.0027777733482116916
2006-02-22,0.0063616698204326215
2006-02-23,-0.003180020070830683
2006-02-24,0.001376678508775887
2006-02-27,0.002931722392223946
2006-02-28,-0.01014662768685519
2006-03-01,0.004688460446178541
2006-03-02,-0.0032056355085166998
2006-03-03,0.00151907251074358
2006-03-06,-0.0028168130483019606
2006-03-07,0.004986768268745441
2006-03-08,0.00442383812223554
2006-03-09,-0.00526039107446921
2006-03-10,0.008003776708380619
2006-03-13,0.00032468187837092645
2006-03-14,0.003655420494038175
2006-03-15,0.0036462447292094414
2006-03-16,0.005033210782151699
2006-03-17,0.0015510936803883912
2006-03-20,0.002823526112722639
2006-03-21,-0.00310605797351411
2006-03-22,0.002657446188077379
2006-03-23,-0.0045183630201224645
2006-03-24,-0.0006963783947133629
2006-03-27,-0.003323978653680687
2006-03-28,-0.00821131735005874
2006-03-29,0.0028644350007794857
2006-03-30,-0.0003142058416872471
2006-03-31,-0.0025348667184457844
2006-04-03,0.0021521740022100513
2006-04-04,0.004983772643033884
2006-04-05,0.0011127498202467257
2006-04-06,-0.0038310694180114712
2006-04-07,-0.010906441124933906
2006-04-10,0.0007354733895610262
2006-04-11,-0.004633261092385405
2006-04-12,0.0017112321229175783
2006-04-13,-0.0005950488445917396
2006-04-17,-0.0031194438790335304
2006-04-18,0.012613360223314331
2006-04-19,0.001480582021802913
2006-04-20,0.0011257806921582195
2006-04-21,0.0027353721161297675
2006-04-24,-0.0014752638149083722
2006-04-25,-0.0022092454940739743
2006-04-26,0.0034581520572419117
2006-04-27,0.0051008342421561695
2006-04-28,-0.005923872738633412
2006-05-01,-0.0017090251838511076
2006-05-02,0.00547509665876944
2006-05-03,-0.008621911032816001
2006-05-04,0.0007378545383227031
2006-05-05,0.012093233825276873
2006-05-08,-0.001717135611344477
2006-05-09,-5.37305393911292e-05
2006-05-10,-7.111889223235711e-05
2006-05-11,-0.010298484397315302
2006-05-12,-0.010998589967150519
2006-05-15,0.00812997796070905
2006-05-16,0.0018009223821220466
2006-05-17,-0.017772113262453204
2006-05-18,-0.004253774098490446
2006-05-19,-0.0006792684824285456
2006-05-22,0.0019692554110002885
2006-05-23,-0.0015175728614951862
2006-05-24,0.005706760606446719
2006-05-25,0.012616570358810959
2006-05-26,0.0035447399414942423
2006-05-30,-0.017405401742861475
2006-05-31,0.00247129559192769
2006-06-01,0.0071975576266987504
2006-06-02,0.002969433644017001
2006-06-05,-0.014574416657009794
2006-06-06,-0.00014692038875139523
2006-06-07,-0.0039378411511558535
2006-06-08,0.006585437477388669
2006-06-09,-0.005236971663721837
2006-06-12,-0.009819630456247393
2006-06-13,-0.013684071907704494
2006-06-14,0.0047589345303627574
2006-06-15,0.014937468300738155
2006-06-16,-0.004322935839669935
2006-06-19,-0.00663916434254136
2006-06-20,0.0025080390335500916
2006-06-21,0.007706644078807161
2006-06-22,-0.0037242841632857135
2006-06-23,-0.0044217148272572915
2006-06-26,0.006543815348220516
2006-06-27,-0.003984780995793306
2006-06-28,0.00795440683607203
2006-06-29,0.01818184624083221
2006-06-30,-0.010417649465838532
2006-07-03,0.010944816780778717
2006-07-05,-0.0025844647237080716
2006-07-06,0.005622090862634136
2006-07-07,-0.005384701019043022
2006-07-10,0.005664263952780829
2006-07-11,9.857334421574325e-05
2006-07-12,-0.010805210874886336
2006-07-13,-0.011080528330415331
2006-07-14,-0.004758226971087437
2006-07-17,-0.003329450777722018
2006-07-18,0.0039966131653053115
2006-07-19,0.02101196847261912
2006-07-20,-0.004397332337737727
2006-07-21,0.0030746095074594888
2006-07-24,0.015585342677854726
2006-07-25,0.004313882949672834
2006-07-26,0.0019844677369068426
2006-07-27,-0.001295896686913184
2006-07-28,0.013390225953026788
2006-07-31,-0.0015901571035607245
2006-08-01,-0.00024055659052242082
2006-08-02,0.007072329107098968
2006-08-03,0.0024513189242415636
2006-08-04,0.0036516637112210745
2006-08-07,-0.00017438917089619262
2006-08-08,-0.00028561033767771554
2006-08-09,-0.003706896768067004
2006-08-10,0.004616300177157589
2006-08-11,-0.0016841128845721596
2006-08-14,0.0010696448667907585
2006-08-15,0.007063509831167403
2006-08-16,0.0017715138482748255
2006-08-17,0.002208252979541209
2006-08-18,0.009107387936653994
2006-08-21,0.0009271355243954248
2006-08-22,-0.00021024407545133583
2006-08-23,-0.0017531669779444882
2006-08-24,0.0051976001310995714
2006-08-25,-0.0008732757294236913
2006-08-28,0.0037495350993332222
2006-08-29,-0.0005072305708544899
2006-08-30,-0.0012802575678148628
2006-08-31,-0.003616438913720337
2006-09-01,0.00514238793247881
2006-09-05,-0.0012607839609445296
2006-09-06,-0.005469225848012576
2006-09-07,-0.002833807612526239
2006-09-08,0.0013645214239406081
2006-09-11,0.0013322394391591331
2006-09-12,0.004095917151902835
2006-09-13,0.0020372716477973286
2006-09-14,0.0006388195501931725
2006-09-15,0.001335296069090964
2006-09-18,0.005051819261108159
2006-09-19,0.0007122204170982824
2006-09-20,0.0020917391654772252
2006-09-21,-0.002468803904800382
2006-09-22,-0.0016713258129303445
2006-09-25,0.007944482453105962
2006-09-26,0.0091745590312606
2006-09-27,0.00244213676270087
2006-09-28,0.0016396503352125588
2006-09-29,-0.003369447209159557
2006-10-02,-0.0015488069220095865
2006-10-03,0.0033334162414613354
2006-10-04,0.011644987613409591
2006-10-05,-0.0023217610701322727
2006-10-06,-0.002436576041870872
2006-10-09,-0.0034857088178391208
2006-10-10,0.0016527413779656823
2006-10-11,-0.005132463445230373
2006-10-12,0.0074114859809258455
2006-10-13,0.0017218259769443656
2006-10-16,0.0005675558220562933
2006-10-17,0.0004462056345705623
2006-10-18,0.0042595700764409454
2006-10-19,-0.003808144157953346
2006-10-20,0.0043632503779636855
2006-10-23,0.008091961140275281
2006-10-24,-0.004485631446527094
2006-10-25,0.005579547867621234
2006-10-26,0.004238049343937598
2006-10-27,-0.006691813425730221
2006-10-30,-0.0030087017219508198
2006-10-31,-0.0010890038154213134
2006-11-01,-0.004305017094672418
2006-11-02,0.0004901348663514265
2006-11-03,7.6522897993633e-05
2006-11-06,0.009798605492636135
2006-11-07,0.0025147220391823007
2006-11-08,0.001464444141062409
2006-11-09,-0.0035683013049339564
2006-11-10,1.8891927749731164e-05
2006-11-13,-0.000181269617434359
2006-11-14,0.0056300147467292895
2006-11-15,-5.1568910187617135e-05
2006-11-16,0.00013522202241160298
2006-11-17,0.0032915030279761373
2006-11-20,-0.000515380806061282
2006-11-21,-3.842138591586794e-05
2006-11-22,0.0007917072782662529
2006-11-24,-0.005923953018516492
2006-11-27,-0.007815123885244675
2006-11-28,0.003536327110117774
2006-11-29,0.008455543770720974
2006-11-30,-0.0017180839608952562
2006-12-01,-0.0009697439020000791
2006-12-04,-0.0027826557665624582
2006-12-05,0.00041567500059567255
2006-12-06,-0.004473812823244084
