,Min. Variance
2006-02-01,0.13727504335245475
2006-03-01,0.3176817916529958
2006-04-03,0.27790079064479994
2006-05-01,0.29799399112890246
2006-06-01,0.1457293470395737
2006-07-03,0.20346912695525815
2006-08-01,0.32542826223136445
2006-09-01,0.12977588358992348
2006-10-02,0.12647143272699896
2006-11-01,0.13889256036265762
2006-12-01,0.09672963809880025
2007-01-03,0.16652787436028116
2007-02-01,0.1793213437575181
2007-03-01,0.1442670404458669
2007-04-02,0.12133815220586164
2007-05-01,0.12057522656747482
2007-06-01,0.09939928590190208
2007-07-02,0.16013941601781748
2007-08-01,0.05406089435620315
2007-09-04,0.11113395075872774
2007-10-01,0.17607831864459794
2007-11-01,0.1986776641157486
2007-12-03,0.21670663939630963
2008-01-02,0.20506798542906146
2008-02-01,0.18911650380402698
2008-03-03,0.24571594876180486
2008-04-01,0.08379335268986762
2008-05-01,0.17904100920140648
2008-06-02,0.11968057095618873
2008-07-01,0.19559376816429808
2008-08-01,0.2602839503964052
2008-09-02,0.04436573189631883
2008-10-01,0.06972693272473422
2008-11-03,0.14642669667499741
2008-12-01,0.17925961615753724
2009-01-02,0.136237809403743
2009-02-02,0.13316797364427269
2009-03-02,0.23341532187870512
2009-04-01,0.2563036452634989
2009-05-01,0.014789749424510511
2009-06-01,0.1514175669669622
2009-07-01,0.11237857845362868
2009-08-03,0.13510439121397355
2009-09-01,0.010480764791571007
2009-10-01,0.13721362198078918
2009-11-02,0.19464119539609764
2009-12-01,0.13885484024960326
2010-01-04,0.19289168113130747
2010-02-01,0.12110901416042573
2010-03-01,0.1978379766131413
2010-04-01,0.21332868920219195
2010-05-03,0.007274243666123425
2010-06-01,0.1290189297097434
2010-07-01,0.13181498699795935
2010-08-02,0.05073933535145608
2010-09-01,0.15593119779952777
2010-10-01,0.13127484294751496
2010-11-01,0.03587544819099292
2010-12-01,0.019633289087934845
2011-01-03,0.11574282133594438
2011-02-01,0.13523527629123513
2011-03-01,0.14294853686919728
2011-04-01,0.1545406741835165
2011-05-02,0.179855015976285
2011-06-01,0.005509274167459733
2011-07-01,0.14612426685270502
2011-08-01,0.1518391767639275
2011-09-01,0.17803721545615
2011-10-03,0.031507307369281534
