,Jorion Hyperpar.
2006-02-01,0.056876246424769225
2006-03-01,0.4138109006253768
2006-04-03,0.266256366135355
2006-05-01,0.20842679782315712
2006-06-01,0.26607034641403765
2006-07-03,0.22480657243064367
2006-08-01,0.41808260561995714
2006-09-01,0.3736884946627459
2006-10-02,0.22234
2006-11-01,0.09881003514333181
2006-12-01,0.03201339601675478
2007-01-03,0.21847557081924235
2007-02-01,0.36656184479737075
2007-03-01,0.3078750457445792
2007-04-02,0.2905743054316926
2007-05-01,0.10871069062011031
2007-06-01,0.20105299422396172
2007-07-02,0.7561984314338355
2007-08-01,0.2906173447850457
2007-09-04,0.2685752330925097
2007-10-01,0.14948295800837047
2007-11-01,0.36318840324771523
2007-12-03,0.09354378174397265
2008-01-02,0.36449723256094746
2008-02-01,0.5789099095334864
2008-03-03,0.41072000000000014
2008-04-01,0.20697260389143535
2008-05-01,0.2200267487743433
2008-06-02,0.3751649270790612
2008-07-01,0.31093134180958315
2008-08-01,0.3724913381383851
2008-09-02,0.16391792710138733
2008-10-01,0.4275010255758909
2008-11-03,0.5349099999999998
2008-12-01,0.22625000428346773
2009-01-02,0.20981357692238034
2009-02-02,0.5892512652836068
2009-03-02,0.7055020973308112
2009-04-01,0.6791282427620557
2009-05-01,0.14523832284258736
2009-06-01,0.4069815972253008
2009-07-01,0.31610317321100057
2009-08-03,0.4575855321964869
2009-09-01,0.5987223407264659
2009-10-01,0.4258072924303312
2009-11-02,0.6096037962942573
2009-12-01,0.654047857520897
2010-01-04,0.3537599999999983
2010-02-01,0.2868373570674665
2010-03-01,0.5463307534240431
2010-04-01,0.835053913042513
2010-05-03,0.10603001364926297
2010-06-01,0.39249000000000095
2010-07-01,0.10014464030409248
2010-08-02,0.37011554504021604
2010-09-01,0.25919930704739175
2010-10-01,0.04395096026076213
2010-11-01,0.039581899508466564
2010-12-01,0.06758414600382304
2011-01-03,0.13487341913670012
2011-02-01,0.07777495717755617
2011-03-01,0.0805283727897668
2011-04-01,0.17023915894450484
2011-05-02,0.3226102982885506
2011-06-01,0.11957018412087608
2011-07-01,0.11817146074435947
2011-08-01,0.16715112065384102
2011-09-01,0.17422003289672328
2011-10-03,0.10285096318019087
2011-11-01,0.11505714889324335
2011-12-01,0.03344810921649734
2012-01-03,0.05057810780270791
