,Value-Weighted
2006-01-04,0.0010613582132533953
2006-01-05,-0.0005686866131762147
2006-01-06,0.006825377980880143
2006-01-09,0.0009892202333563875
2006-01-10,2.6960950301973603e-05
2006-01-11,0.005995147971643509
2006-01-12,-0.00801448672357361
2006-01-13,0.0013713426085228443
2006-01-17,-0.0048957746856028925
2006-01-18,-0.005963343759564669
2006-01-19,0.0014458001289442209
2006-01-20,-0.022685608901824486
2006-01-23,0.0013066743903693127
2006-01-24,-0.001693125684382346
2006-01-25,-9.902637018942032e-05
2006-01-26,0.004025088452012787
2006-01-27,0.010048684471706142
2006-01-30,0.003392338385878384
2006-01-31,-0.005714090855078641
2006-02-01,0.0020475547965152904
2006-02-02,-0.007070084017469392
2006-02-03,-0.007808730074959139
2006-02-06,-0.0014917078464080507
2006-02-07,-0.005532934355748494
2006-02-08,0.012548794751699427
2006-02-09,0.0003785763773511016
2006-02-10,0.0017629182998065544
2006-02-13,-0.0041287418341806785
2006-02-14,0.007650196137803482
2006-02-15,0.004891533390267597
2006-02-16,0.0041190600385607005
2006-02-17,-0.0009489752176913741
2006-02-21,-0.0025554047148902614
2006-02-22,0.004827659738722501
2006-02-23,-0.0025716756189047155
2006-02-24,0.0022588121145655947
2006-02-27,0.002856911896206599
2006-02-28,-0.008159156702797564
2006-03-01,0.007031626648319562
2006-03-02,-0.0038075649112253498
2006-03-03,0.0001830124085474502
2006-03-06,-0.003166820319334781
2006-03-07,0.0024575276562697392
2006-03-08,0.0038474253843898422
2006-03-09,-0.005954176114851975
2006-03-10,0.007350692181789193
2006-03-13,0.001194723857207793
2006-03-14,0.005778436040139097
2006-03-15,0.002916952282810582
2006-03-16,0.0028421236382348562
2006-03-17,0.001330955727320117
2006-03-20,0.0017261756698603765
2006-03-21,-0.0031474479086615556
2006-03-22,0.004176427888493023
2006-03-23,-0.004704340983557157
2006-03-24,0.0006480571224166241
2006-03-27,-0.0014763592583329804
2006-03-28,-0.008823967837713671
2006-03-29,0.003935570270756511
2006-03-30,-0.00030739860383104686
2006-03-31,-0.0039876820934237715
2006-04-03,0.002126541567875738
2006-04-04,0.005069188360462367
2006-04-05,0.0022970415744394354
2006-04-06,-0.0049474425392704
2006-04-07,-0.010418869092813554
2006-04-10,0.001584209952443023
2006-04-11,-0.00535412015775605
2006-04-12,0.0005201768894765249
2006-04-13,0.0015512864265394021
2006-04-17,-0.0043752323811073034
2006-04-18,0.014339045414811374
2006-04-19,-0.00027244271566244697
2006-04-20,-0.0007529023447417141
2006-04-21,0.0007723953006730314
2006-04-24,-0.002345673829053636
2006-04-25,-0.001281652754837235
2006-04-26,0.0052731392914579685
2006-04-27,0.007745130890170339
2006-04-28,-0.002261312835743236
2006-05-01,-0.0027174954144601857
2006-05-02,0.0063259044047127315
2006-05-03,-0.0067341774062638
2006-05-04,0.0024648664315876537
2006-05-05,0.010122623220161836
2006-05-08,-0.0001354948177357288
2006-05-09,0.0007713633460207102
2006-05-10,-0.00297993849655352
2006-05-11,-0.012129507560569677
2006-05-12,-0.008742159221298802
2006-05-15,0.007695852493645641
2006-05-16,-0.00016834871112987202
2006-05-17,-0.016665082146253413
2006-05-18,-0.005042448056884827
2006-05-19,0.0002971939898251645
2006-05-22,0.0005706235465902635
2006-05-23,-0.0014173399448814514
2006-05-24,0.00353769915459129
2006-05-25,0.011408253201838347
2006-05-26,0.003812596141383093
2006-05-30,-0.017243047602566855
2006-05-31,0.0038463984204541372
2006-06-01,0.008770485881607238
2006-06-02,0.0021359788317693346
2006-06-05,-0.014758482347490378
2006-06-06,0.0009481425536839194
2006-06-07,-0.005091359451798607
2006-06-08,0.0037692544182340703
2006-06-09,-0.0027425280633128677
2006-06-12,-0.010205775740386974
2006-06-13,-0.011025501499867259
2006-06-14,0.0053852076707337085
2006-06-15,0.015226982298542724
2006-06-16,-0.0033574142557705597
2006-06-19,-0.006835028214279902
2006-06-20,0.002263422446698358
2006-06-21,0.007543321856457798
2006-06-22,-0.00406647873781674
2006-06-23,-0.00439885487107722
2006-06-26,0.005748748683363631
2006-06-27,-0.005065482708764227
2006-06-28,0.008098588799514063
2006-06-29,0.018317536498865524
2006-06-30,-0.008812059841820187
2006-07-03,0.010922345151048925
2006-07-05,-0.003958700960692289
2006-07-06,0.004761821933156192
2006-07-07,-0.006089394829853506
2006-07-10,0.004307056464292841
2006-07-11,0.001419775056710539
2006-07-12,-0.011877117975002172
2006-07-13,-0.009809467714611124
2006-07-14,-0.0036980843031635667
2006-07-17,-0.002321631643459942
2006-07-18,0.0052094981618430415
2006-07-19,0.01877274133571684
2006-07-20,-0.006842547858623086
2006-07-21,0.00018863512109897342
2006-07-24,0.01529921241123066
2006-07-25,0.0009968266980243366
2006-07-26,0.0013368723046660778
2006-07-27,-0.0019353796170339364
2006-07-28,0.01301098618213929
2006-07-31,-0.002091387652218821
2006-08-01,-0.0028809302902490586
2006-08-02,0.00587594793496817
2006-08-03,0.0009716722025665773
2006-08-04,0.0026304704803933347
2006-08-07,-0.000715719499110055
2006-08-08,-0.00010947126410525762
2006-08-09,8.275887782737444e-06
