,Equally-Weighted
2006-02-01,0.02616416276453558
2006-03-01,0.008096942971837454
2006-04-03,0.011949187940665615
2006-05-01,0.11575702714452213
2006-06-01,0.016415453455075932
2006-07-03,0.009171171396548092
2006-08-01,0.022074503232622097
2006-09-01,0.013798618106945042
2006-10-02,0.011143462476722599
2006-11-01,0.011973202306304609
2006-12-01,0.11149794309807863
2007-01-03,0.018623090279962576
2007-02-01,0.1052002544313802
2007-03-01,0.1093517400547519
2007-04-02,0.11033066907737693
2007-05-01,0.11269413130230713
2007-06-01,0.105652229680196
2007-07-02,0.10740226817454498
2007-08-01,0.1134839310924958
2007-09-04,0.10759925780981154
2007-10-01,0.012304144645187712
2007-11-01,0.02981181815211749
2007-12-03,0.12359846896818123
2008-01-02,0.11838902299801599
2008-02-01,0.11707155741212837
2008-03-03,0.11985607191177061
2008-04-01,0.11472989976546548
2008-05-01,0.02587735949698998
2008-06-02,0.20446900097923004
2008-07-01,0.019350183439514994
2008-08-01,0.22289991829861516
2008-09-02,0.11534105816447232
2008-10-01,0.11363354713718121
2008-11-03,0.2051083493017117
2008-12-01,0.1370827901327941
2009-01-02,0.20974788305260372
2009-02-02,0.207822171965164
2009-03-02,0.12122967813707486
2009-04-01,0.12213954924627464
2009-05-01,0.11681529073237018
2009-06-01,0.10534312465435142
2009-07-01,0.11624499580144904
2009-08-03,0.11942014852484314
2009-09-01,0.1130599958398871
2009-10-01,0.018425975055300574
2009-11-02,0.10682594834546738
2009-12-01,0.010736375293657938
2010-01-04,0.017201849215752532
2010-02-01,0.11734035251043803
2010-03-01,0.10553679062444975
2010-04-01,0.11179280844055756
2010-05-03,0.022625337246999437
2010-06-01,0.11621379334925223
2010-07-01,0.014540652352180175
2010-08-02,0.11404295383098378
2010-09-01,0.01454108398305666
2010-10-01,0.016673015733389612
2010-11-01,0.11164446966238595
2010-12-01,0.11292834956439111
2011-01-03,0.10939410667558136
2011-02-01,0.11212884906199996
2011-03-01,0.01611754927036154
2011-04-01,0.10923786325061877
2011-05-02,0.10725205792924741
2011-06-01,0.11114797904320872
2011-07-01,0.010643441929381499
2011-08-01,0.12105327934530576
2011-09-01,0.11428005926885346
2011-10-03,0.014823293408838145
2011-11-01,0.1134161752865129
2011-12-01,0.012231654990611907
2012-01-03,0.10463253998226707
2012-02-01,0.12637625965117302
2012-03-01,0.019828998788492175
2012-04-02,0.017397718202120577
2012-05-01,0.011343039473689108
2012-06-01,0.11820285733895769
2012-07-02,0.10752216991693825
2012-08-01,0.011720345104793854
2012-09-04,0.10869119419914275
2012-10-01,0.016347448882845318
2012-11-01,0.019354780196082964
2012-12-03,0.01086778049163107
2013-01-02,0.015074110933427365
2013-02-01,0.12064287190798097
2013-03-01,0.10720844213397648
2013-04-01,0.0099993387391447
2013-05-01,0.01632549439219861
2013-06-03,0.013523109536435735
2013-07-01,0.01701199051824793
2013-08-01,0.11536435679418221
2013-09-03,0.017543642754458764
2013-10-01,0.007490028434374345
2013-11-01,0.014802765247817623
2013-12-02,0.008938352430846758
2014-01-02,0.015092725478672644
2014-02-03,0.01739665726569828
2014-03-03,0.006318305580031006
2014-04-01,0.014449550793851823
2014-05-01,0.02085635814362035
2014-06-02,0.01414265391434643
2014-07-01,0.01015929895340946
2014-08-01,0.011242288890305097
2014-09-02,0.008409704928083767
2014-10-01,0.012854894699287203
2014-11-03,0.012074900748795005
2014-12-01,0.01818468764530779
2015-01-02,0.0117561939867354
2015-02-02,0.02042351095162699
2015-03-02,0.11602918628355713
2015-04-01,0.005207682111776364
2015-05-01,0.1167038434167239
2015-06-01,0.10941132038130807
2015-07-01,0.11029032593865483
2015-08-03,0.1297010841936587
2015-09-01,0.1072433034814729
2015-10-01,0.008450814596040891
2015-11-02,0.10909205913736364
2015-12-01,0.01572359029025794
2016-01-04,0.11282166401384312
2016-02-01,0.026492181127899535
2016-03-01,0.11135847277952704
2016-04-01,0.009652448108671129
2016-05-02,0.13305791439722675
2016-06-01,0.00906369043717195
2016-07-01,0.11708511201315279
2016-08-01,0.1178440837395418
2016-09-01,0.011322493168466834
2016-10-03,0.015784314139191465
2016-11-01,0.0161363669785288
2016-12-01,0.1268044943868853
2017-01-03,0.10334273996266427
2017-02-01,0.11377437288221973
2017-03-01,0.014834463264581599
2017-04-03,0.01732173095961856
2017-05-01,0.015582359156705014
2017-06-01,0.11217187660824741
2017-07-03,0.11976787328613223
2017-08-01,0.11445894745308502
2017-09-01,0.11179351832410019
2017-10-02,0.11571176729162995
2017-11-01,0.11204729866666943
2017-12-01,0.01157443538279851
2018-01-02,0.010193815046240201
2018-02-01,0.01770425932540707
2018-03-01,0.12432278999837937
2018-04-02,0.10527866300231392
2018-05-01,0.016070923670000355
2018-06-01,0.1148374382772219
2018-07-02,0.009434521908322072
2018-08-01,0.014049227515609587
2018-09-04,0.021915907781305116
2018-10-01,0.10698720490704253
2018-11-01,0.02404419772793362
2018-12-03,0.02052861334996
2019-01-02,0.01576009768468843
2019-02-01,0.010696269325144843
2019-03-01,0.009694112492742962
2019-04-01,0.10994281360869704
2019-05-01,0.019263910211389103
2019-06-03,0.02096649380421608
2019-07-01,0.01444811325591909
2019-08-01,0.02216379244352875
2019-09-03,0.10818512663337365
2019-10-01,0.013038356436870714
2019-11-01,0.0158528233647888
2019-12-02,0.008338805718127111
2020-01-02,0.10619495132733017
2020-02-03,0.11355527993110537
2020-03-02,0.01291823591168724
2020-04-01,0.13714213512736614
2020-05-01,0.016305017673637644
2020-06-01,0.11143816975446336
2020-07-01,0.12401970814555202
2020-08-03,0.01895325093823936
2020-09-01,0.01838855321162431
2020-10-01,0.018245947733540956
2020-11-02,0.11775682798552747
2020-12-01,0.11133392469727717
2021-01-04,0.11511898380121402
2021-02-01,0.024961554346962497
2021-03-01,0.039319964567386
2021-04-01,0.012932130120495315
2021-05-03,0.014257337560290177
2021-06-01,0.11828394993942894
2021-07-01,0.0255200980230759
2021-08-02,0.018176199313137145
2021-09-01,0.014282804358261014
2021-10-01,0.02115886641571338
2021-11-01,0.056468693801824815
2021-12-01,0.22129741111481488
2022-01-03,0.1190069774850026
2022-02-01,0.12984741317397264
2022-03-01,0.10866816309184599
2022-04-01,0.018807670490841873
2022-05-02,0.04300222115709592
2022-06-01,0.017722108958376635
2022-07-01,0.10763949422707941
2022-08-01,0.12949830083742447
2022-09-01,0.10025747598457971
2022-10-03,0.10952580748629426
2022-11-01,0.04882264840187489
2022-12-01,0.031151975234925806
2023-01-03,0.10621192671227314
2023-02-01,0.21425977377526245
2023-03-01,0.1281693137815807
2023-04-03,0.029624370945530817
2023-05-01,0.02250377876251454
2023-06-01,0.12478697306743186
