,Min. Variance
2006-01-04,0.002829443225732624
2006-01-05,-0.002743981358798298
2006-01-06,0.00378468412228702
2006-01-09,0.0020038082219421974
2006-01-10,-0.003178406424823627
2006-01-11,0.002694000686439161
2006-01-12,-0.009006710082798023
2006-01-13,0.0029703274449350767
2006-01-17,-0.007049338438270557
2006-01-18,-0.0006352436545821017
2006-01-19,0.006035396265515854
2006-01-20,-0.01771280304735181
2006-01-23,0.0011040982890662351
2006-01-24,-0.002528439737138891
2006-01-25,0.0023749763959569573
2006-01-26,0.004899162513047285
2006-01-27,0.008610804503174254
2006-01-30,-0.0004945732641138729
2006-01-31,-0.0057209629315039786
2006-02-01,0.0016640149275583174
2006-02-02,-0.0058779609578211295
2006-02-03,-0.006891272828483789
2006-02-06,0.0016154562180218112
2006-02-07,-0.0052804289211700085
2006-02-08,0.011404690550956179
2006-02-09,0.0018217974911530594
2006-02-10,-0.0007864408835553101
2006-02-13,-0.00260243927312877
2006-02-14,0.0077517348499436065
2006-02-15,0.00387743781865819
2006-02-16,0.004971272495281592
2006-02-17,0.000601459102601127
2006-02-21,-0.0022564332518360676
2006-02-22,0.007808931295459667
2006-02-23,-0.0016136528720244177
2006-02-24,0.0025625461478171537
2006-02-27,0.0020508372090505076
2006-02-28,-0.010261826876665488
2006-03-01,0.0039061061926324524
2006-03-02,-0.004088651464450944
2006-03-03,0.0020193577391491575
2006-03-06,-0.0019737339048140666
2006-03-07,0.006687236900568328
2006-03-08,0.006011569160502969
2006-03-09,-0.001682683490262973
2006-03-10,0.008944401145210888
2006-03-13,-0.0009891600091381345
2006-03-14,-0.00642045624456522
2006-03-15,0.0026351166397636933
2006-03-16,0.004121219388776433
2006-03-17,0.0009191100418144872
2006-03-20,0.004276326634930768
2006-03-21,-0.0005377605629368657
2006-03-22,0.005884247471294665
2006-03-23,-0.004710333733503666
2006-03-24,-0.0021137345764105776
2006-03-27,-0.005296168738358297
2006-03-28,-0.009813714516208993
2006-03-29,0.0022091281648562782
2006-03-30,-0.0035283860425287077
2006-03-31,-0.003174947681137983
2006-04-03,0.00046688253142694895
2006-04-04,0.0038533315953477483
2006-04-05,-0.000289226583107797
2006-04-06,-0.0028211264036924607
2006-04-07,-0.010343275643235311
2006-04-10,-0.0008354653997342212
2006-04-11,-0.004002479497353935
2006-04-12,0.0017316894200510996
2006-04-13,-0.0004874594369832213
2006-04-17,-0.004976122455629612
2006-04-18,0.010607349370501045
2006-04-19,0.0036070118207366286
2006-04-20,0.0025188275828327434
2006-04-21,0.004479333299330013
2006-04-24,3.9371916881856334e-05
2006-04-25,0.0009762146616422002
2006-04-26,0.006830471664717277
2006-04-27,0.007302137949357021
2006-04-28,0.006054326195646025
2006-05-01,-0.004263300495822572
2006-05-02,0.0050402188026760575
2006-05-03,-0.011419082433941236
2006-05-04,-0.0015880614337533021
2006-05-05,0.007026412922211537
2006-05-08,0.0034121916322519
2006-05-09,0.0008598185987298136
2006-05-10,-0.0017022721813089489
2006-05-11,-0.0068396258018368844
2006-05-12,-0.010296818854386925
2006-05-15,0.012095386533006063
2006-05-16,0.005711884218064056
2006-05-17,-0.014978469361027626
2006-05-18,-0.004157212551304175
2006-05-19,-0.003649760977053657
2006-05-22,0.0007230061952897408
2006-05-23,0.002352380851401889
2006-05-24,0.005181216862785643
2006-05-25,0.01218564888773099
2006-05-26,0.0023095802356498238
2006-05-30,-0.016775738944935673
2006-05-31,0.0030059744508821483
2006-06-01,0.004598498266450333
2006-06-02,0.00042862241782068325
2006-06-05,-0.013707944463540973
2006-06-06,0.002304195144553334
2006-06-07,-0.0017600141169138053
2006-06-08,0.010933755371741275
2006-06-09,-0.004768680791750261
2006-06-12,-0.006688013544571659
2006-06-13,-0.009475400053209312
2006-06-14,0.005788404348363229
2006-06-15,0.013028400080095518
2006-06-16,-0.0027909299984808433
2006-06-19,-0.006833099883383059
2006-06-20,0.003614559239478102
2006-06-21,0.0047682731908305215
2006-06-22,-0.0026402191738424258
2006-06-23,-0.002395403499802113
2006-06-26,0.0017583657759856735
2006-06-27,-0.004352234597154544
2006-06-28,0.004913608227938066
2006-06-29,0.017649242338634342
2006-06-30,-0.011158523341375919
2006-07-03,0.0072663254043272675
2006-07-05,-0.0017420188377565468
2006-07-06,0.00599892306163354
2006-07-07,-0.0038836480646017965
2006-07-10,0.006234733947103751
2006-07-11,0.00081722406648683
2006-07-12,-0.009272506749908777
2006-07-13,-0.007822968735791394
2006-07-14,-0.004935510930341383
2006-07-17,0.000369378640043439
2006-07-18,0.0010143982471694615
2006-07-19,0.0210470585597508
2006-07-20,-0.0019192339198248621
2006-07-21,-0.0008436725337288289
2006-07-24,0.013776172062289774
2006-07-25,0.002666689084745196
2006-07-26,0.0002885320279108991
2006-07-27,0.00136290351573335
2006-07-28,0.010487971295439252
2006-07-31,-0.0038549460250490125
2006-08-01,-0.0011697480080953347
2006-08-02,0.015337208551271832
2006-08-03,0.006571628767094858
2006-08-04,0.00471060573662607
2006-08-07,-0.0007414914290615148
2006-08-08,0.0009456867538859421
2006-08-09,-0.004628954469999465
2006-08-10,0.008064431124629862
2006-08-11,-0.0012730345219198335
2006-08-14,-0.0004562578524004814
2006-08-15,0.005635005851351429
2006-08-16,0.001297584428498214
2006-08-17,0.0003619825723095404
2006-08-18,0.003587940160143965
2006-08-21,3.635220270106642e-05
2006-08-22,0.002311939525425001
2006-08-23,-0.002921414522112276
2006-08-24,0.004265522554761949
2006-08-25,-0.0007246766284780525
2006-08-28,0.0029723458591993466
2006-08-29,0.0008768013755546991
2006-08-30,0.001799558106409043
2006-08-31,-0.0010112282960897522
2006-09-01,0.005275191554695547
2006-09-05,-0.0020729009141317927
2006-09-06,-0.004560565723614244
2006-09-07,-0.0010761127920745274
2006-09-08,0.002082516882637347
2006-09-11,0.003652430747166036
2006-09-12,0.004142179631521228
2006-09-13,-0.002679403256319531
2006-09-14,0.0009633207289504683
2006-09-15,-0.0012835345792511898
2006-09-18,0.00313546740147486
2006-09-19,0.002603142449783283
2006-09-20,0.004477685536650897
2006-09-21,-0.001964433018508569
2006-09-22,-0.000535696138133319
2006-09-25,0.008051118400169577
2006-09-26,0.008591387625628418
2006-09-27,0.002197368565953773
2006-09-28,0.0008100637545002229
2006-09-29,-0.002815859287489187
2006-10-02,-0.0015278261780004327
2006-10-03,0.005383085901334836
2006-10-04,0.010445623027342851
2006-10-05,-0.002996945961500744
2006-10-06,-0.0034641802963624475
2006-10-09,-0.0024275193439573127
2006-10-10,0.0013795165388960902
2006-10-11,-0.004973794585274818
2006-10-12,0.00337868215030876
2006-10-13,-9.329524690157385e-05
2006-10-16,-0.001407674396319933
2006-10-17,0.0010700284993582776
2006-10-18,0.009024901215078839
2006-10-19,-0.0033176302434140105
2006-10-20,0.0055346243600482865
2006-10-23,0.008059917640740412
2006-10-24,-0.004379418431176863
2006-10-25,0.005520996681023768
2006-10-26,0.004759627669234501
2006-10-27,-0.00645770718268386
2006-10-30,-0.002196497606740914
2006-10-31,-0.0027739100364446148
2006-11-01,-0.0052173221980875316
2006-11-02,0.0011327371029825708
2006-11-03,-0.0012281529338709716
2006-11-06,0.008328020690249991
2006-11-07,0.004211409241926685
2006-11-08,-0.001540249811974547
2006-11-09,-0.008121965185831562
2006-11-10,0.00016870576642863302
2006-11-13,-0.0027863812183187638
2006-11-14,0.007630176365688784
2006-11-15,2.3256946198985607e-05
2006-11-16,0.0023425486595218025
2006-11-17,0.004039722612250776
2006-11-20,-0.0014929783334373628
2006-11-21,-0.0022319567009158655
2006-11-22,0.0021843645256161273
2006-11-24,-0.004430582908772905
2006-11-27,-0.00910420719831912
2006-11-28,0.0049711657800581305
2006-11-29,0.005775238184065563
2006-11-30,-0.002916135027627699
2006-12-01,-0.0008263508607754409
2006-12-04,-0.0006009899673089219
2006-12-05,0.0005050900287560521
2006-12-06,-0.001881995748719372
2006-12-07,-0.002247022627293488
2006-12-08,-0.0017796372978897154
2006-12-11,0.001627048110556891
2006-12-12,0.0005010844040130921
2006-12-13,0.0026760882683136587
2006-12-14,0.007292226946083647
2006-12-15,0.0038972912144954338
