,Jorion Hyperpar.
2006-02-01,0.022279999999999984
2006-03-01,0.44339148615970897
2006-04-03,0.17081674717205678
2006-05-01,0.14119423575121406
2006-06-01,0.14181424698537148
2006-07-03,0.15674093917334717
2006-08-01,0.15856431286168618
2006-09-01,0.08602568337086647
2006-10-02,0.11673207469273024
2006-11-01,0.16024819131640672
2006-12-01,0.05276621966018159
2007-01-03,0.08760810965589336
2007-02-01,0.09504608348392324
2007-03-01,0.23346592683457928
2007-04-02,0.19409636215539103
2007-05-01,0.18724142700347748
2007-06-01,0.1856994006416694
2007-07-02,0.2390505274715782
2007-08-01,0.1752759173426242
2007-09-04,0.37224671349543914
2007-10-01,0.09594648856961788
2007-11-01,0.4064174240743636
2007-12-03,0.10881298335926592
2008-01-02,1.0
2008-02-01,0.9999999999999999
2008-03-03,0.3857750799238936
2008-04-01,0.33792614579118513
2008-05-01,0.07014597342749898
2008-06-02,0.5272900000000003
2008-07-01,0.08187614670405757
2008-08-01,0.6153700000000001
2008-09-02,0.5851198396025865
2008-10-01,0.5519667944193754
2008-11-03,0.5718562185046154
2008-12-01,0.17896615351637896
2009-01-02,0.45922160351254937
2009-02-02,0.31933999999999907
2009-03-02,0.7779817919089832
2009-04-01,0.1024730918043087
2009-05-01,0.24113
2009-06-01,0.06338794792009841
2009-07-01,0.037107932991357395
2009-08-03,0.09433999999999998
2009-09-01,0.09576354966239059
2009-10-01,0.0544546069249908
2009-11-02,0.1482145716013754
2009-12-01,0.19411452337547191
2010-01-04,0.18401794078242445
2010-02-01,0.006212410800333225
2010-03-01,0.09610848969632085
2010-04-01,0.8387496307218203
2010-05-03,0.031356681327669875
2010-06-01,0.7114799999999997
2010-07-01,0.22198751500595085
2010-08-02,0.19299758590120897
2010-09-01,0.07041043272378161
2010-10-01,0.20073644405922736
2010-11-01,0.12154371665704035
2010-12-01,0.542869200551803
2011-01-03,0.5735856477696076
2011-02-01,0.11282163773121867
2011-03-01,0.55067220729167
2011-04-01,0.5210240032028235
2011-05-02,0.24845937028176612
2011-06-01,0.15366738439908767
2011-07-01,0.0954261290322943
2011-08-01,0.06508452766669172
2011-09-01,0.31581
2011-10-03,0.05404131535139142
2011-11-01,0.29859783326729267
2011-12-01,0.036714250036950044
2012-01-03,0.2277825143379096
2012-02-01,0.191231348458183
2012-03-01,0.0430495989483473
2012-04-02,0.015272489753971191
2012-05-01,0.03764423032707834
2012-06-01,0.21967929259657076
2012-07-02,0.0733819640446466
2012-08-01,0.1164583086532198
2012-09-04,0.27981939223471464
2012-10-01,0.03680075241896712
2012-11-01,0.08699714745194699
2012-12-03,0.0141759889079041
2013-01-02,0.11211232280247875
2013-02-01,0.1423
2013-03-01,0.5172999783728635
2013-04-01,0.18356821595000333
2013-05-01,0.10466581131959254
2013-06-03,0.33628819887810235
2013-07-01,0.331821265510972
2013-08-01,0.18880874123119662
