,Equally-Weighted
2021-03-01,0.086226798324477
2021-04-01,0.02076708891484062
2021-05-03,0.059503775288511675
2021-06-01,0.01803102282582765
2021-07-01,0.07091355844800008
2021-08-02,0.06569459021597326
2021-09-01,0.01576412898928931
2021-10-01,0.07042175289630864
2021-11-01,0.08400737598055341
2021-12-01,0.12230496466257593
2022-01-03,0.16332800747517714
2022-02-01,0.08070378538148026
2022-03-01,0.06682932848164527
2022-04-01,0.11617594580704049
2022-05-02,0.08753685391675609
2022-06-01,0.07798595815490464
2022-07-01,0.07431375767542744
2022-08-01,0.0320399452932079
2022-09-01,0.06534795197829119
2022-10-03,0.021498335135950994
2022-11-01,0.08157936223881475
2022-12-01,0.07757780040140994
2023-01-03,0.08495368857176694
2023-02-01,0.09855246320527551
2023-03-01,0.026698666686241906
2023-04-03,0.07371483441067497
2023-05-01,0.0679873880284941
2023-06-01,0.138848742484317
