,Equally-Weighted
2006-02-01,0.07210524671784982
2006-03-01,0.014831591999858753
2006-04-03,0.059817118969564834
2006-05-01,0.0641731060983359
2006-06-01,0.01530910871861945
2006-07-03,0.012445630892708205
2006-08-01,0.0683237639139047
2006-09-01,0.02077524591542635
2006-10-02,0.00977172043989433
2006-11-01,0.013704174213720149
2006-12-01,0.06454789004150674
2007-01-03,0.06314283347492494
2007-02-01,0.011986070680896476
2007-03-01,0.009753493420282866
2007-04-02,0.01432501285727002
2007-05-01,0.011929631694003573
2007-06-01,0.01073500288532462
2007-07-02,0.06400385619719669
2007-08-01,0.022295890454949837
2007-09-04,0.06304234451454122
2007-10-01,0.061476483334833604
2007-11-01,0.07725882852833502
2007-12-03,0.0757586543353212
2008-01-02,0.0694767681932818
2008-02-01,0.08423569634443548
2008-03-03,0.0808695816654337
2008-04-01,0.02428088039100347
2008-05-01,0.07394549908084574
2008-06-02,0.0704945479735723
2008-07-01,0.07674260149169358
2008-08-01,0.08471435945895353
2008-09-02,0.020154279911240074
2008-10-01,0.09410738299562293
2008-11-03,0.0797130197845935
2008-12-01,0.053798185705470375
2009-01-02,0.024146334984814968
2009-02-02,0.07999806640495823
2009-03-02,0.11249086277119531
2009-04-01,0.11922624020598249
2009-05-01,0.03739457536461545
2009-06-01,0.1160012338286578
2009-07-01,0.0680940714427516
2009-08-03,0.0735464044336874
2009-09-01,0.06236047420215833
2009-10-01,0.07178213943924985
2009-11-02,0.06491820212976673
2009-12-01,0.059081121644690274
2010-01-04,0.1137601580043772
2010-02-01,0.0677405837596044
2010-03-01,0.01764981909190966
2010-04-01,0.06596869664604911
2010-05-03,0.018896000383551347
2010-06-01,0.02273825995454727
2010-07-01,0.06336120592779007
2010-08-02,0.06374904929457245
2010-09-01,0.11906516850428782
2010-10-01,0.0647751084106343
2010-11-01,0.02031528028895803
2010-12-01,0.06971511866420042
2011-01-03,0.07357311888484733
2011-02-01,0.07005775051532652
2011-03-01,0.06161554313917415
2011-04-01,0.061626629365249874
2011-05-02,0.06887289718398551
2011-06-01,0.016518451677662582
2011-07-01,0.012063814743598359
2011-08-01,0.07173755149145891
2011-09-01,0.06840145655398754
2011-10-03,0.0662846553156194
2011-11-01,0.0674586133740134
2011-12-01,0.013168272740150887
2012-01-03,0.02127349178363725
2012-02-01,0.07494163099207635
2012-03-01,0.016531931169641554
2012-04-02,0.06395167155607416
2012-05-01,0.0623944963619606
2012-06-01,0.07524034234884373
2012-07-02,0.0150330344779098
2012-08-01,0.011311048404191632
2012-09-04,0.016034409374532217
2012-10-01,0.06543960306043703
2012-11-01,0.06438867809331802
2012-12-03,0.10643736740282463
2013-01-02,0.11448434709626808
2013-02-01,0.0665829123373527
2013-03-01,0.060050234601514554
2013-04-01,0.06314541275563501
2013-05-01,0.013819204677543842
2013-06-03,0.024674123480880647
2013-07-01,0.01787475978488699
2013-08-01,0.017316341599907206
2013-09-03,0.01233872048517232
2013-10-01,0.10954117370412685
2013-11-01,0.11370325919419544
2013-12-02,0.06133994129899967
2014-01-02,0.06302037235063401
2014-02-03,0.0694790126823077
2014-03-03,0.008510605860531189
2014-04-01,0.015142215848167596
2014-05-01,0.02176127916148781
2014-06-02,0.0622738583074328
2014-07-01,0.10946945365180852
2014-08-01,0.10700387621069693
2014-09-02,0.10884161901080709
2014-10-01,0.06091788860580846
2014-11-03,0.05738439280431393
2014-12-01,0.06454456424518133
2015-01-02,0.015287052031664718
2015-02-02,0.117649289905399
2015-03-02,0.11079123433901368
2015-04-01,0.054828143650922916
2015-05-01,0.11402736802006923
2015-06-01,0.10940798446607099
2015-07-01,0.06442792805708444
2015-08-03,0.027384210769096164
2015-09-01,0.01424609117173202
2015-10-01,0.10670640733850707
2015-11-02,0.11629103773887953
2015-12-01,0.06369985760650465
2016-01-04,0.06491182216325647
2016-02-01,0.1178123532080848
2016-03-01,0.011108281358612117
2016-04-01,0.01196012798599665
2016-05-02,0.027509567804258023
2016-06-01,0.01333839713752702
2016-07-01,0.021500285190702968
2016-08-01,0.06863661560427572
2016-09-01,0.061975190545328795
2016-10-03,0.06224030063473915
2016-11-01,0.06678240709491035
2016-12-01,0.130440260856585
2017-01-03,0.1554711231440508
2017-02-01,0.06762567048497464
2017-03-01,0.11116882290143099
2017-04-03,0.06329445650520577
2017-05-01,0.06422170877600758
2017-06-01,0.0638567790389
2017-07-03,0.06886642529354656
2017-08-01,0.11136305091754886
2017-09-01,0.011860399530052992
2017-10-02,0.06439675727394502
2017-11-01,0.06838797810008052
2017-12-01,0.06240037286115924
2018-01-02,0.06095397752988913
2018-02-01,0.06944722407950528
2018-03-01,0.07354502861918592
2018-04-02,0.0609017674706073
2018-05-01,0.062896218349147
2018-06-01,0.06789839118779231
2018-07-02,0.06082028669532211
2018-08-01,0.06313121182821378
2018-09-04,0.06616538995489776
2018-10-01,0.06468520839620041
2018-11-01,0.0715777282577801
2018-12-03,0.06385829097604966
2019-01-02,0.06751609939321865
2019-02-01,0.06325977320943674
2019-03-01,0.06171590345995189
2019-04-01,0.06446498067854929
2019-05-01,0.11790869530643805
2019-06-03,0.11954165067135433
2019-07-01,0.06182959700451779
2019-08-01,0.06267248281770155
2019-09-03,0.06360883225734633
2019-10-01,0.11033490088541933
2019-11-01,0.11114021807481204
2019-12-02,0.014782897218631907
2020-01-02,0.013051516296155016
2020-02-03,0.0745308015889147
2020-03-02,0.06648852042105627
2020-04-01,0.1356994182522067
2020-05-01,0.019604186756884495
2020-06-01,0.11331543673342998
2020-07-01,0.12084052477480105
2020-08-03,0.06052293421670909
2020-09-01,0.07109320374222847
2020-10-01,0.01634515405267633
2020-11-02,0.024545442685368464
2020-12-01,0.11627020491365168
2021-01-04,0.06895092023252712
2021-02-01,0.12199770839567478
