Stock,Stocks
AAPL,AAPL
MSFT,MSFT
AMZN,AMZN
GOOG,GOOG
GOOGL,GOOGL
TSLA,TSLA
JPM,JPM
V,V
JNJ,JNJ
WMT,WMT
MA,MA
UNH,UNH
DIS,DIS
NVDA,NVDA
BAC,BAC
PG,PG
HD,HD
PYPL,PYPL
INTC,INTC
CMCSA,CMCSA
