Stock,Stocks
AAPL,AAPL
MSFT,MSFT
AMZN,AMZN
GOOG,GOOG
GOOGL,GOOGL
V,V
WMT,WMT
JNJ,JNJ
JPM,JPM
PG,PG
MA,MA
NVDA,NVDA
UNH,UNH
HD,HD
DIS,DIS
PYPL,PYPL
VZ,VZ
BAC,BAC
CMCSA,CMCSA
ADBE,ADBE
