Stock,Stocks
XOM,XOM
MSFT,MSFT
WMT,WMT
CVX,CVX
PG,PG
JNJ,JNJ
GE,GE
T,T
IBM,IBM
AAPL,AAPL
CSCO,CSCO
BAC,BAC
JPM,JPM
INTC,INTC
KO,KO
PFE,PFE
SLB,SLB
ORCL,ORCL
C,C
COP,COP
