Stock,Stocks
MSFT,MSFT
AAPL,AAPL
AMZN,AMZN
GOOG,GOOG
GOOGL,GOOGL
V,V
JPM,JPM
JNJ,JNJ
WMT,WMT
PG,PG
XOM,XOM
MA,MA
BAC,BAC
HD,HD
VZ,VZ
KO,KO
DIS,DIS
INTC,INTC
CVX,CVX
BA,BA
