Stock,Stocks
XOM,XOM
MSFT,MSFT
C,C
GE,GE
BAC,BAC
WMT,WMT
PG,PG
T,T
CVX,CVX
JNJ,JNJ
CSCO,CSCO
PFE,PFE
JPM,JPM
AIG,AIG
INTC,INTC
IBM,IBM
KO,KO
WFC,WFC
VZ,VZ
AAPL,AAPL
