Stock,Stocks
XOM,XOM
MSFT,MSFT
PG,PG
GE,GE
WMT,WMT
CVX,CVX
JNJ,JNJ
BAC,BAC
T,T
IBM,IBM
CSCO,CSCO
PFE,PFE
KO,KO
JPM,JPM
C,C
INTC,INTC
PEP,PEP
AAPL,AAPL
AIG,AIG
SLB,SLB
