Stock,Stocks
AAPL,AAPL
GOOGL,GOOGL
MSFT,MSFT
XOM,XOM
AMZN,AMZN
JNJ,JNJ
WFC,WFC
JPM,JPM
PG,PG
WMT,WMT
VZ,VZ
PFE,PFE
KO,KO
CVX,CVX
V,V
T,T
ORCL,ORCL
GE,GE
HD,HD
DIS,DIS
