Stock,Stocks
AAPL,AAPL
MSFT,MSFT
XOM,XOM
GOOGL,GOOGL
JNJ,JNJ
WFC,WFC
WMT,WMT
PG,PG
JPM,JPM
CVX,CVX
VZ,VZ
KO,KO
ORCL,ORCL
PFE,PFE
INTC,INTC
BAC,BAC
MRK,MRK
C,C
V,V
DIS,DIS
