Stock,Stocks
AAPL,AAPL
MSFT,MSFT
GOOG,GOOG
GOOGL,GOOGL
AMZN,AMZN
NVDA,NVDA
META,META
TSLA,TSLA
V,V
UNH,UNH
XOM,XOM
JNJ,JNJ
JPM,JPM
WMT,WMT
LLY,LLY
MA,MA
PG,PG
AVGO,AVGO
ORCL,ORCL
HD,HD
