Stock,Stocks
XOM,XOM
MSFT,MSFT
GE,GE
C,C
BAC,BAC
PG,PG
CSCO,CSCO
CVX,CVX
T,T
JNJ,JNJ
WMT,WMT
PFE,PFE
JPM,JPM
IBM,IBM
INTC,INTC
AIG,AIG
AAPL,AAPL
KO,KO
SLB,SLB
VZ,VZ
