Stock,Stocks
AAPL,AAPL
XOM,XOM
GOOGL,GOOGL
MSFT,MSFT
WMT,WMT
CVX,CVX
IBM,IBM
PG,PG
JNJ,JNJ
PFE,PFE
WFC,WFC
JPM,JPM
ORCL,ORCL
KO,KO
T,T
GE,GE
C,C
VZ,VZ
BAC,BAC
AMZN,AMZN
