Stock,Stocks
AAPL,AAPL
XOM,XOM
GOOGL,GOOGL
MSFT,MSFT
JNJ,JNJ
WFC,WFC
WMT,WMT
CVX,CVX
JPM,JPM
PG,PG
PFE,PFE
IBM,IBM
ORCL,ORCL
KO,KO
BAC,BAC
AMZN,AMZN
VZ,VZ
MRK,MRK
GE,GE
C,C
