Stock,Stocks
AAPL,AAPL
GOOGL,GOOGL
MSFT,MSFT
AMZN,AMZN
XOM,XOM
JNJ,JNJ
JPM,JPM
WFC,WFC
BAC,BAC
PG,PG
WMT,WMT
V,V
CVX,CVX
ORCL,ORCL
PFE,PFE
VZ,VZ
CMCSA,CMCSA
KO,KO
HD,HD
T,T
