Stock,Stocks
XOM,XOM
MSFT,MSFT
WMT,WMT
GOOGL,GOOGL
AAPL,AAPL
PG,PG
JNJ,JNJ
JPM,JPM
IBM,IBM
CVX,CVX
PFE,PFE
BAC,BAC
WFC,WFC
CSCO,CSCO
KO,KO
T,T
ORCL,ORCL
INTC,INTC
MRK,MRK
GS,GS
