Stock,Stocks
XOM,XOM
AAPL,AAPL
MSFT,MSFT
WMT,WMT
PG,PG
JNJ,JNJ
IBM,IBM
JPM,JPM
GOOGL,GOOGL
BAC,BAC
CVX,CVX
WFC,WFC
CSCO,CSCO
KO,KO
C,C
PFE,PFE
T,T
ORCL,ORCL
INTC,INTC
MRK,MRK
