Stock,Stocks
XOM,XOM
MSFT,MSFT
C,C
BAC,BAC
GE,GE
WMT,WMT
PG,PG
PFE,PFE
JNJ,JNJ
JPM,JPM
AIG,AIG
CVX,CVX
CSCO,CSCO
IBM,IBM
WFC,WFC
INTC,INTC
KO,KO
PEP,PEP
VZ,VZ
UPS,UPS
