Stock,Stocks
XOM,XOM
MSFT,MSFT
WMT,WMT
PG,PG
JNJ,JNJ
AAPL,AAPL
JPM,JPM
GOOGL,GOOGL
IBM,IBM
BAC,BAC
CVX,CVX
CSCO,CSCO
WFC,WFC
KO,KO
T,T
C,C
PFE,PFE
GS,GS
INTC,INTC
ORCL,ORCL
