Stock,Stocks
AAPL,AAPL
MSFT,MSFT
GOOG,GOOG
GOOGL,GOOGL
AMZN,AMZN
TSLA,TSLA
UNH,UNH
JNJ,JNJ
XOM,XOM
V,V
NVDA,NVDA
WMT,WMT
JPM,JPM
PG,PG
LLY,LLY
CVX,CVX
MA,MA
HD,HD
META,META
BAC,BAC
