Stock,Stocks
AAPL,AAPL
GOOGL,GOOGL
MSFT,MSFT
AMZN,AMZN
JNJ,JNJ
XOM,XOM
JPM,JPM
WFC,WFC
BAC,BAC
PG,PG
WMT,WMT
V,V
ORCL,ORCL
CVX,CVX
PFE,PFE
KO,KO
VZ,VZ
C,C
HD,HD
PM,PM
