Stock,Stocks
AAPL,AAPL
AMZN,AMZN
MSFT,MSFT
GOOGL,GOOGL
JPM,JPM
JNJ,JNJ
XOM,XOM
V,V
BAC,BAC
WFC,WFC
WMT,WMT
UNH,UNH
HD,HD
PFE,PFE
CVX,CVX
MA,MA
VZ,VZ
INTC,INTC
CSCO,CSCO
PG,PG
