Stock,Stocks
AAPL,AAPL
MSFT,MSFT
GOOG,GOOG
GOOGL,GOOGL
AMZN,AMZN
UNH,UNH
JNJ,JNJ
XOM,XOM
V,V
JPM,JPM
WMT,WMT
PG,PG
NVDA,NVDA
TSLA,TSLA
MA,MA
CVX,CVX
LLY,LLY
META,META
HD,HD
PFE,PFE
