Stock,Stocks
AAPL,AAPL
XOM,XOM
MSFT,MSFT
IBM,IBM
CVX,CVX
WMT,WMT
GOOGL,GOOGL
JNJ,JNJ
PG,PG
ORCL,ORCL
KO,KO
PFE,PFE
WFC,WFC
T,T
JPM,JPM
INTC,INTC
VZ,VZ
GE,GE
MRK,MRK
PEP,PEP
