Stock,Stocks
AAPL,AAPL
XOM,XOM
MSFT,MSFT
IBM,IBM
CVX,CVX
GOOGL,GOOGL
WMT,WMT
PG,PG
WFC,WFC
JNJ,JNJ
JPM,JPM
KO,KO
PFE,PFE
ORCL,ORCL
INTC,INTC
T,T
GE,GE
QCOM,QCOM
CSCO,CSCO
MRK,MRK
