Stock,Stocks
XOM,XOM
AAPL,AAPL
GOOGL,GOOGL
MSFT,MSFT
WMT,WMT
JNJ,JNJ
CVX,CVX
WFC,WFC
PG,PG
IBM,IBM
JPM,JPM
KO,KO
PFE,PFE
C,C
VZ,VZ
GE,GE
T,T
PM,PM
ORCL,ORCL
BAC,BAC
