Stock,Stocks
AAPL,AAPL
MSFT,MSFT
GOOG,GOOG
GOOGL,GOOGL
AMZN,AMZN
TSLA,TSLA
UNH,UNH
JNJ,JNJ
META,META
V,V
XOM,XOM
NVDA,NVDA
PG,PG
JPM,JPM
WMT,WMT
MA,MA
PFE,PFE
LLY,LLY
HD,HD
CVX,CVX
