Stock,Stocks
AAPL,AAPL
XOM,XOM
MSFT,MSFT
WMT,WMT
GOOGL,GOOGL
CVX,CVX
IBM,IBM
JNJ,JNJ
PG,PG
WFC,WFC
KO,KO
PFE,PFE
T,T
ORCL,ORCL
JPM,JPM
GE,GE
MRK,MRK
VZ,VZ
INTC,INTC
PEP,PEP
