Stock,Stocks
AAPL,AAPL
MSFT,MSFT
GOOG,GOOG
GOOGL,GOOGL
AMZN,AMZN
V,V
JPM,JPM
JNJ,JNJ
MA,MA
WMT,WMT
PG,PG
BAC,BAC
INTC,INTC
UNH,UNH
XOM,XOM
DIS,DIS
KO,KO
HD,HD
VZ,VZ
MRK,MRK
