Stock,Stocks
XOM,XOM
WMT,WMT
MSFT,MSFT
JNJ,JNJ
PG,PG
CVX,CVX
IBM,IBM
T,T
JPM,JPM
KO,KO
CSCO,CSCO
AAPL,AAPL
ORCL,ORCL
PFE,PFE
INTC,INTC
VZ,VZ
PEP,PEP
QCOM,QCOM
WFC,WFC
GE,GE
