Stock,Stocks
AAPL,AAPL
MSFT,MSFT
AMZN,AMZN
GOOG,GOOG
GOOGL,GOOGL
V,V
JNJ,JNJ
WMT,WMT
JPM,JPM
MA,MA
PG,PG
UNH,UNH
HD,HD
INTC,INTC
VZ,VZ
NVDA,NVDA
BAC,BAC
DIS,DIS
KO,KO
CSCO,CSCO
